timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,platform_platform_share,ccu_playing,ratings_like_ratio,visits_visits_gained,daily_rpv,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-07-12 00:00:00+00:00,1,0,0,4367208330,1186031.0,0.1160094141960144,10019,96.5518569946289,0,0.4527425738321765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186031.0,10019.0,0.0,96.5518569946289,0.1160094141960144,0.0,1186031.0,10019.0,0.0,96.5518569946289,0.1160094141960144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.36636726546907,1186031.0,10019.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-07-13 00:00:00+00:00,1,1,0,4367208330,1273009.0,0.1412498950958252,12465,96.41500854492188,791700,0.3857270635060551,0.0,0.0,1186031.0,10019.0,0.0,96.5518569946289,0.1160094141960144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229520.0,11242.0,395850.0,96.48343276977539,0.1286296546459198,0.0,1229520.0,11242.0,395850.0,96.48343276977539,0.1286296546459198,0.0,0.0,7.333535126822155,0.0,24.41361413314702,0.0,inf,0.0,21.75726950673451,0.0,-0.14173569930886476,0.050021743130688016,0.050021743130688016,102.11848227177924,1.6079416345312183,0.01574458034030524,0.0,0.0,0.0,1.0,1.0,1.0,61502.73361404353,61502.73361404353,1729.5831867822953,1729.5831867822953,559816.4386653897,559816.4386653897,2,1.0
2024-07-14 00:00:00+00:00,1,1,0,4367208330,1409144.0,0.1557442396879196,13762,96.12151336669922,875949,0.315956196797366,0.0,0.0,1273009.0,12465.0,791700.0,96.41500854492188,0.1412498950958252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289394.6666666667,12082.0,555883.0,96.36279296875,0.13766784965991974,0.0,1289394.6666666667,12082.0,555883.0,96.36279296875,0.13766784965991974,0.0,0.0,10.693954245413817,0.0,10.4051343762535,0.0,10.6415308829102,0.0,10.261490518107141,0.0,-0.304408185667393,0.08721566591615054,0.08721566591615054,102.386398314321,1.6087036931331697,0.015710942405388437,0.0,-0.21517181396484636,0.0,1.0,1.0,1.0,112455.41448206629,112455.41448206629,1900.6654097973162,1900.6654097973162,483248.2858396913,483248.2858396913,3,1.0
2024-07-15 00:00:00+00:00,1,0,0,4367208330,1444835.0,0.1502116620540619,12892,96.0048599243164,934107,0.2527204917863477,0.0,0.0,1409144.0,13762.0,875949.0,96.12151336669922,0.1557442396879196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328254.75,12284.5,650439.0,96.2733097076416,0.14080380275845528,0.0,1328254.75,12284.5,650439.0,96.2733097076416,0.14080380275845528,0.0,0.0,2.532814247514814,0.0,-6.321755558785059,0.0,6.639427637910433,0.0,-3.552348160640728,0.0,-0.12136038884217326,0.09056730870876445,0.09056730870876445,112.06352284185216,1.54675369443362,0.013801401979214395,0.0,-0.19344863891603328,0.0,1.0,1.0,1.0,120296.45798713274,120296.45798713274,1603.863356606998,1603.863356606998,437549.1809179855,437549.1809179855,4,1.0
2024-07-16 00:00:00+00:00,1,0,0,4367208330,1686622.0,0.2063256204128265,17955,95.95973205566406,954370,0.2398280461214324,0.0,0.0,1444835.0,12892.0,934107.0,96.0048599243164,0.1502116620540619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399928.2,13418.6,711225.2,96.2105941772461,0.15390816628932952,0.0,1399928.2,13418.6,711225.2,96.2105941772461,0.15390816628932952,0.0,0.0,16.734575228313275,0.0,39.27241700279242,0.0,2.1692375712846657,0.0,37.35659241861591,0.0,-0.04700581688044103,0.13654369424312934,0.13654369424312934,93.93083092002674,1.7672603211958453,0.01881343837983342,0.0,-0.15943984985352166,-0.15943984985352166,1.0,1.0,1.0,191151.36810313442,191151.36810313442,2891.4005775748196,2891.4005775748196,402568.96905213647,402568.96905213647,5,1.0
2024-07-17 00:00:00+00:00,1,0,0,4367208330,1983248.0,0.2354861944913864,19800,95.86094665527344,1109900,0.2309108012545359,0.0,0.0,1686622.0,17955.0,954370.0,95.95973205566406,0.2063256204128265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497148.1666666667,14482.166666666666,777671.0,96.15231959025066,0.16750450432300568,0.0,1497148.1666666667,14482.166666666666,777671.0,96.15231959025066,0.16750450432300568,0.0,0.0,17.58698748148666,0.0,10.275689223057638,0.0,16.296614520573783,0.0,14.133278271604844,0.0,-0.10294463966752376,0.19581071321805316,0.19581071321805316,100.15898186960254,1.7868692793321206,0.01783942892203899,0.0,-0.1410581316266661,-0.1410581316266661,1.0,1.0,1.0,293157.65030810074,293157.65030810074,3670.8585053998836,3670.8585053998836,395145.1453590187,395145.1453590187,6,1.0
2024-07-18 00:00:00+00:00,1,0,0,4367208330,2185527.0,0.2601451575756073,22213,95.7759017944336,1260312,0.2130558487039353,0.0,0.0,1983248.0,19800.0,1109900.0,95.86094665527344,0.2354861944913864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595488.0,15586.57142857143,846619.7142857143,96.09854561941964,0.18073888335909163,0.0,1595488.0,15586.57142857143,846619.7142857143,96.09854561941964,0.18073888335909163,0.0,0.0,10.199380006938119,0.0,12.18686868686869,0.0,13.55185151815479,0.0,10.471511137831424,0.0,-0.08871690068498195,0.23393872778553781,0.23393872778553781,98.38511749347259,1.7341144620423656,0.01762498680883241,0.0,-0.12849181038992194,-0.12849181038992194,1.0,1.0,1.0,373246.43291709217,373246.43291709217,4446.043666645019,4446.043666645019,404220.0902094115,404220.0902094115,7,1.0
2024-07-19 00:00:00+00:00,1,0,0,4367208330,2230510.0,0.2628873884677887,22781,95.74055480957033,1309970,0.1845313169733518,0.0,0.0,2185527.0,22213.0,1260312.0,95.7759017944336,0.2601451575756073,0.0,1186031.0,10019.0,0.0,96.5518569946289,0.1160094141960144,0.0,1744699.2857142857,17409.714285714286,1033758.2857142857,95.98264530726841,0.20172145111220224,0.0,1674865.75,16485.875,904538.5,96.05379676818848,0.19100744649767876,0.0,88.06506743921534,2.0582221130189593,127.37798183451443,2.5570611803898524,inf,3.9401354585213877,126.6086681755009,1.054115678237988,-0.8402761068631914,-0.036905927483865675,0.24604324317979095,0.24604324317979095,97.90668071284347,1.70271708304993,0.01739046131555584,0.0,-0.10208920070103275,-0.11549377441405048,0.9992592540501883,1.0416950049365363,1.0560920781413288,412089.40102075296,412089.40102075296,4838.737333452071,4838.737333452071,408519.99240044196,408519.99240044196,8,1.0
2024-07-20 00:00:00+00:00,1,1,0,4367208330,2359217.0,0.261871188879013,22782,95.70758056640624,1364887,0.1686022328548003,0.0,0.0,2230510.0,22781.0,1309970.0,95.74055480957033,0.2628873884677887,0.0,1273009.0,12465.0,791700.0,96.41500854492188,0.1412498950958252,0.0,1899871.857142857,18883.571428571428,1115642.142857143,95.88158416748047,0.2189530645098005,0.0,1750904.7777777778,17185.444444444445,955688.3333333334,96.01532830132379,0.19888119565116036,0.0,85.32602676021929,5.77029468596868,82.76774969915763,0.004389622931388892,72.39952002020968,4.192233409925428,85.39566964021972,-0.38655319096838614,-0.7337322157535575,-0.03444124930096493,0.2558191797812408,0.2558191797812408,103.55163938023965,1.728505928691585,0.01669147944739788,0.0,-0.0697942461286266,-0.10392672220866195,0.9986070543504929,1.0850800576112118,1.100923914867479,447915.02412616677,447915.02412616677,4989.116482682858,4989.116482682858,411793.9535948167,411793.9535948167,9,1.0
2024-07-21 00:00:00+00:00,1,1,0,4367208330,2503342.0,0.2786509096622467,24580,95.68220520019533,1420001,0.156594713300838,0.0,0.0,2359217.0,22782.0,1364887.0,95.70758056640624,0.261871188879013,0.0,1409144.0,13762.0,875949.0,96.12151336669922,0.1557442396879196,0.0,2056185.857142857,20429.0,1193363.857142857,95.81882585797992,0.23651116022041865,0.0,1826148.5,17924.9,1002119.6,95.98201599121094,0.20685816705226898,0.0,77.64983564490215,6.109018373468822,78.60776049992732,7.892195593012019,62.11000868772041,4.037989958143062,78.91570835660285,6.407623860823453,-0.45703417592682927,-0.026513434004638015,0.265432158260278,0.265432158260278,101.84052723648347,1.7629144184303966,0.0173098347748806,0.0,-0.05688067844935564,-0.09375342166784736,0.998299784271608,1.125968592993865,1.14334939534032,484718.5376587693,484718.5376587693,5252.954437478229,5252.954437478229,415079.87302611745,415079.87302611745,10,1.0
