timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,ratings_like_ratio,daily_rpv,platform_platform_share,visits_visits_gained,session_session_length,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-11 00:00:00+00:00,0,0,0,8348280901,6910,54.47718811035156,0.0039117827836151,0.0689342692494392,1089185,28.776806831359863,142505,161377.0,7214.0,1084583.0,54.27013397216797,0.0707665532827377,12.936730923859969,190594.0,10536.0,1447370.0,53.39992904663086,0.0919316709041595,15.372257272402445,180916.0,8104.142857142857,1339271.857142857,54.05857631138393,0.06914726751191272,31.352482304809996,192419.36363636365,9064.727272727272,1380014.2727272727,53.806466189297765,0.07765836945988912,26.141286024342218,-25.23111955255675,-11.694355453379357,-34.415337889141995,-4.214028278347659,-24.747300275672423,0.42431054147078484,-25.01575510217314,-2.5891949633012,2.0173417511098135,0.38152501759030066,0.247803262746373,0.247803262746373,20.620026045434813,0.13083623917310724,0.006344187310523639,0.00020193400159544063,0.14656489236014075,0.12669445384632513,1.0046854986015847,0.9402172244052172,0.8904032880529069,47682.14612467171,47682.14612467171,2207.6390144636007,2207.6390144636007,323718.1965058779,323718.1965058779,2,0.545350523709478
2025-09-12 00:00:00+00:00,0,0,0,8348280901,8069,54.50910949707031,0.0036790869263448,0.0633905306458473,1146899,19.422764908183705,138123,142505.0,6910.0,1089185.0,54.47718811035156,0.0689342692494392,28.776806831359863,212291.0,11541.0,1611403.0,53.54719924926758,0.0854286476969719,55.96394924495531,170320.57142857142,7608.142857142857,1272914.142857143,54.19599206107004,0.06599896507603778,26.132313113842628,187894.66666666666,8981.75,1360588.0,53.86501979827881,0.0764693828920523,25.58140926466234,-34.93694975293348,-3.074979825269286,-30.084048176067935,16.772793053545577,-28.826060271701117,5.2988243503169885,-25.79710395194018,-8.042064801661752,1.7963782630814107,0.05859587806567035,0.25593705650967324,0.25593705650967324,17.115613382899628,0.12043159822129218,0.007035486964861801,0.000140618320553877,0.12178243909563255,0.1244820147961165,1.0061444749121173,0.906468365761161,0.8630769934315405,48089.207920532885,48089.207920532885,2124.436829117093,2124.436829117093,315904.02411952446,315904.02411952446,2,0.5285811051284112
2025-09-13 00:00:00+00:00,0,1,0,8348280901,8627,54.76598358154297,0.0041941949358469,0.0586780346930027,1541510,38.92891547990882,163420,138123.0,8069.0,1146899.0,54.50910949707031,0.0633905306458473,19.422764908183705,261309.0,10568.0,1928351.0,53.77481842041016,0.0751660615205764,21.80015659332275,156336.42857142858,7330.857142857143,1217651.142857143,54.33758708408901,0.06364353267209868,28.579278669069204,186012.0,8954.461538461539,1374505.076923077,53.934324704683746,0.07510081764597155,26.608140511988992,-37.461013589275524,18.314835327932343,-18.3667676003028,6.9153550625852045,-20.060715087657798,34.40677862653991,-21.935467276092634,-7.434069260553377,1.8431771417318554,0.47124982749253697,0.250196811334506,0.250196811334506,18.94065832174316,0.1060128665964758,0.00559645698279156,0.0002382124419744636,0.12268529619489653,0.12750940008477846,1.0074769153338494,0.8404642096823247,0.8474412751684942,46539.60926995413,46539.60926995413,2036.371716860841,2036.371716860841,306589.26673114893,306589.26673114893,2,0.6253898641072447
2025-09-14 00:00:00+00:00,0,1,0,8348280901,9405,54.74006271362305,0.0062955647528916,0.0765469744801521,1636217,25.97228563399542,255826,163420.0,8627.0,1541510.0,54.76598358154297,0.0586780346930027,38.92891547990882,226777.0,8274.0,1723904.0,53.923709869384766,0.068324014544487,33.71909511089325,160486.2857142857,7492.428571428572,1205124.4285714286,54.45420891898019,0.06481824123433656,27.472591600940945,190998.7142857143,8986.642857142857,1393198.7857142857,53.99187741960798,0.07520411456269874,26.562722306418028,12.80950008157793,56.5450985191531,13.669325598259618,9.01819867856728,-5.086536141223641,6.143781097754797,12.035241182016598,30.452519210361785,1.513903339024103,-0.047330233522291376,0.2536701302138771,0.2536701302138771,27.198171379970233,0.1563520264414644,0.005748011573029999,0.00010152284799491617,0.10668236868722351,0.12502860603751645,1.0085629824608453,0.8402479897022492,0.8618975386020492,48450.66872354025,48450.66872354025,1960.1845127884833,1960.1845127884833,302752.0572121374,302752.0572121374,2,0.9790171788954839
2025-09-15 00:00:00+00:00,0,0,0,8348280901,7925,54.76475524902344,0.0042665389220373,0.0714816823601722,1069056,46.771287043889366,179564,255826.0,9405.0,1636217.0,54.74006271362305,0.0765469744801521,25.97228563399542,155470.0,6501.0,1012003.0,54.1700553894043,0.0606096088886261,42.39076162421185,163928.2857142857,7695.857142857143,1213274.857142857,54.53916604178293,0.06637139458741458,28.098380946609158,190236.4,8915.866666666667,1371589.2666666666,54.043402608235674,0.07495595241586364,27.90995995558278,15.4975236380009,-29.81010530595014,21.904322411936626,-15.736310473152582,5.637631508997498,-34.662945073911345,17.937871025573205,-6.617233606395878,1.0978387512143195,0.04510870864282701,0.24514004338388135,0.24591240743698156,22.65505929851123,0.16796485126611585,0.007413075261655833,0.0002604699526293507,0.09936182839530017,0.12090768814086841,1.0091734311612663,0.8617083045846416,0.885471966511465,45622.26054404091,46781.4911061446,1755.5202431689083,1908.6672562911783,314739.0059720335,303506.7052364663,2,0.6871711269033979
2025-09-16 00:00:00+00:00,0,0,0,8348280901,5757,54.91431427001953,0.0034174853603424,0.0428743362426757,904124,16.948569774627686,147363,179564.0,7925.0,1069056.0,54.76475524902344,0.0714816823601722,46.771287043889366,106683.0,5721.0,925474.0,54.24692916870117,0.0548017174005508,23.87987580506698,169739.7142857143,7701.0,1210224.857142857,54.63450677054269,0.06466748299343242,27.108194370832116,187556.8125,8718.4375,1342372.6875,54.09783458709717,0.07295085140503939,27.224873069273087,38.1316610893957,-17.932881869417027,0.629260618772931,-27.35646687697161,-2.306925964424711,-15.427816690613028,-21.764611993264328,-40.02052717975172,1.2302725915468438,0.2730935623030284,0.2551551088610658,0.24765185968758996,25.592740534907954,0.1629896308585649,0.00636748237245956,0.00011501160239018815,0.09780815669469045,0.11878232394947806,1.0099204004659648,0.9050042598997265,0.8864527520643198,46783.418224273155,46448.79341270162,1854.4230182914657,2005.9401110618098,330237.0450806661,315646.90412943356,2,0.5639415404750697
2025-09-17 00:00:00+00:00,0,0,0,8348280901,7262,55.0578498840332,0.0027550174615768,0.086412712931633,982167,23.98870433004279,121148,147363.0,5757.0,904124.0,54.91431427001953,0.0428743362426757,16.948569774627686,161377.0,7214.0,1084583.0,54.27013397216797,0.0707665532827377,12.936730923859969,163992.7142857143,7707.857142857143,1195594.0,54.74703761509487,0.06690264865756032,28.687047714572522,183650.41176470587,8632.764705882353,1321184.1176470588,54.15430607515223,0.07374272561248607,27.03451020225954,-24.928583379291968,-17.789404395947418,0.6653728860548824,26.142087892999832,-9.442891876417015,8.631891200764507,22.109540345116542,101.5488063594105,1.4514722080273712,0.2613810550522233,0.27199767290113086,0.2601191102383748,16.680159713616963,0.12334753321224068,0.007393847081151086,0.0001980099243909796,0.09111309051513847,0.11780909930958351,1.0109452337755023,0.8929613209679206,0.9072440447771083,47841.476402527835,47770.981703146455,1807.2183895955427,1974.1037374404798,341091.66735344916,317864.9885597819,2,0.46361969928322405
2025-09-18 00:00:00+00:00,0,0,0,8348280901,7425,55.05206680297851,0.0028348842154407,0.2398985475301742,768282,486.1493444442749,128712,121148.0,7262.0,982167.0,55.0578498840332,0.086412712931633,23.98870433004279,142505.0,6910.0,1089185.0,54.47718811035156,0.0689342692494392,28.776806831359863,162022.2857142857,7781.428571428572,1149750.7142857143,54.829163142613005,0.0913261169833796,94.02598165927466,180598.27777777778,8565.666666666666,1290467.3333333333,54.20418167114258,0.0829736046079132,52.5408898823715,-9.67895863303042,6.243602865916076,7.45296671490594,2.244560727072442,-29.462671630622893,-21.776846503700487,248.0105760780598,177.6195068889624,1.0552649880945397,-0.010503644924153566,0.2870328741922867,0.2664461396266248,17.33261513600862,0.16753201619715652,0.009664407516501081,0.00377700266829516,0.08524485996791546,0.11495785078396932,1.0115301338790095,0.8971419202216899,1.1006646922829941,49217.28090957352,48119.71393710575,1680.0446046538088,1936.2034713203416,364907.63248092675,334780.6825404287,2,0.4925662721146229
2025-09-19 00:00:00+00:00,0,0,0,8348280901,7669,55.11553955078125,0.0267775507070394,0.0582456178963184,1045431,18.54813142256303,1245434,128712.0,7425.0,768282.0,55.05206680297851,0.2398985475301742,486.1493444442749,138123.0,8069.0,1146899.0,54.50910949707031,0.0633905306458473,19.422764908183705,320209.5714285714,7724.285714285715,1135255.2857142857,54.91579600742885,0.09059112944773262,93.90103401847172,236642.26315789475,8518.473684210527,1277570.6842105263,54.25214787533409,0.08167213162309242,50.75179733185527,801.6847302766374,867.6129653800734,-4.957243772462516,3.2861952861952926,-8.847160909548268,36.07386350324491,-8.116216565961098,-75.72072924326801,1.1125297391687106,0.1152958489821998,1.1897701012182331,1.0510623073677268,162.3773142112125,1.1913103865196397,0.007335723413861447,1.4892893986890549e-05,0.0702060971941275,0.11210403442382755,1.0122326609744514,1.3531377157888238,1.1092049105048507,291809.0488588686,248725.76313545764,1322.8778755525293,1892.8626283554127,352266.4710153442,330169.18633382366,3,1.0
2025-09-20 00:00:00+00:00,0,1,0,8348280901,7378,55.17776870727539,0.0189870592727368,0.0514387413859367,1446049,13.064770474153406,902186,1245434.0,7669.0,1045431.0,55.11553955078125,0.0582456178963184,18.54813142256303,163420.0,8627.0,1541510.0,54.76598358154297,0.0586780346930027,38.92891547990882,425747.5714285714,7545.857142857143,1121618.0,54.974622453962056,0.08955694468958032,90.20615616050665,269919.45,8461.45,1285994.6,54.29842891693115,0.08016046211123463,48.867445988970175,452.0658426141231,-27.560513042039968,-14.477802248753912,-3.7944973269005033,-6.192694176489288,38.32084566078488,-12.337313860188425,-11.686504077437132,0.7518994434187354,0.11290673556194619,1.1705976531354776,1.052817161801141,122.26399241089578,0.6238968223782027,0.0051021748902181805,1.4481222267837384e-05,0.07687282562256019,0.10931232710529962,1.0124532799662653,1.5773134223138474,1.117220913288981,340693.08216385567,284175.829263925,1026.0424048174214,1859.9429384286298,294900.42073677207,323563.7206116318,3,0.7243948695796003
2025-09-21 00:00:00+00:00,0,1,0,8348280901,11396,55.16337966918945,0.0,0.0731365904211998,434808,10.879802823066711,0,902186.0,7378.0,1446049.0,55.17776870727539,0.0514387413859367,13.064770474153406,255826.0,9405.0,1636217.0,54.74006271362305,0.0765469744801521,25.97228563399542,389201.0,7830.285714285715,949988.1428571428,55.03509630475725,0.08906974696687285,88.05008718751684,257066.14285714287,8601.190476190477,1245461.9047619049,54.33961704799107,0.07982599203075678,47.05851060011763,-100.0,-100.0,21.16959064327486,54.45920303605314,-73.4260186760069,-69.9313093816323,-4.455282631499147,42.18192057318739,0.7733220142275288,-0.026077600495721942,1.2707837276153444,1.1015605122074232,0.0,0.0,0.026209209101007568,10.879802823066711,0.06358827863420734,0.10563922733455396,1.012798751528778,1.5140111244298993,1.1157988106499757,349266.8289813804,283173.9119969009,1466.4019601702694,1922.6267869518415,309418.69775769167,366005.0467955196,3,0.0
