timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,visits_visits_gained,platform_platform_share,ccu_playing,session_session_length,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-10-21 00:00:00+00:00,0,0,0,3012965062,90.63893127441406,0,0.0182646419852972,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,90.63893127441406,0.0182646419852972,0.0,0.0,589.0,0.0,90.63893127441406,0.0182646419852972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-10-22 00:00:00+00:00,0,0,0,3012965062,91.48648834228516,51620,0.0118829393759369,434,0.0,0.0,0.0,0.0,0.0,589.0,0.0,90.63893127441406,0.0182646419852972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.5,25810.0,91.06270980834961,0.015073790680617049,0.0,0.0,511.5,25810.0,91.06270980834961,0.015073790680617049,0.0,0.0,0.0,0.0,-26.315789473684216,0.0,inf,0.0,-34.94020093302397,0.0,0.9350916388290997,0.0,0.0,0.0,0.0,0.008407431084248658,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,109.60155108391487,109.60155108391487,36500.852044849584,36500.852044849584,0,0.0
2021-10-23 00:00:00+00:00,0,1,0,3012965062,91.44927215576172,50685,0.0135472835972905,708,0.0,0.0,0.0,0.0,0.0,434.0,51620.0,91.48648834228516,0.0118829393759369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,34101.666666666664,91.19156392415364,0.014564954986174867,0.0,0.0,577.0,34101.666666666664,91.19156392415364,0.014564954986174867,0.0,0.0,0.0,0.0,63.133640552995395,0.0,-1.8113134444013967,0.0,14.006166056219381,0.0,-0.0406794349611439,0.0,0.0,0.0,0.0,0.013968354180641598,0.0,0.4051704406738335,0.0,1.0,0.0,1.0,0.0,0.0,137.3935951927891,137.3935951927891,29536.609628278824,29536.609628278824,0,0.0
2021-10-24 00:00:00+00:00,0,1,0,3012965062,91.73616027832033,71961,0.0248828660696744,1274,0.0,0.0,0.0,0.0,0.0,708.0,50685.0,91.44927215576172,0.0135472835972905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.25,43566.5,91.32771301269531,0.01714443275704975,0.0,0.0,751.25,43566.5,91.32771301269531,0.01714443275704975,0.0,0.0,0.0,0.0,79.94350282485875,0.0,41.976916247410465,0.0,83.67420960059515,0.0,0.313712855002235,0.0,0.0,0.0,0.0,0.017703788110391597,0.0,0.32544708251952975,0.0,1.0,0.0,1.0,0.0,0.0,366.1105252060731,366.1105252060731,30658.437973908585,30658.437973908585,0,0.0
2021-10-25 00:00:00+00:00,0,0,0,3012965062,92.26081848144533,71985,0.0198797937482595,694,0.0,0.0,0.0,0.0,0.0,1274.0,71961.0,91.73616027832033,0.0248828660696744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.8,49250.2,91.51433410644532,0.0176915049552917,0.0,0.0,739.8,49250.2,91.51433410644532,0.0176915049552917,0.0,0.0,0.0,0.0,-45.52590266875981,0.0,0.03335139867428616,0.0,-20.1064953989055,0.0,0.5719208232972006,0.0,0.0,0.0,0.0,0.009640763481788125,0.0,0.3493446350097625,0.3493446350097625,1.0,0.0,1.0,0.0,0.0,318.09306814201403,318.09306814201403,29435.982957937722,29435.982957937722,0,0.0
2021-10-26 00:00:00+00:00,0,0,0,3012965062,92.4784927368164,65540,0.0188640560954809,635,0.0,0.0,0.0,0.0,0.0,694.0,71985.0,92.26081848144533,0.0198797937482595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.3333333333334,51965.166666666664,91.67502721150716,0.017886930145323235,0.0,0.0,722.3333333333334,51965.166666666664,91.67502721150716,0.017886930145323235,0.0,0.0,0.0,0.0,-8.501440922190206,0.0,-8.953254150170176,0.0,-5.109397339031885,0.0,0.2359335836749077,0.0,0.0,0.0,0.0,0.009688591873788927,0.0,0.337362452915744,0.337362452915744,1.0,0.0,1.0,0.0,0.0,287.71003921772814,287.71003921772814,27155.25617935995,27155.25617935995,0,0.0
2021-10-27 00:00:00+00:00,0,0,0,3012965062,92.6229476928711,101521,0.0383246131241321,1283,0.0,0.0,0.0,0.0,0.0,635.0,65540.0,92.4784927368164,0.0188640560954809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.4285714285714,59044.57142857143,91.81044442313058,0.02080659914229593,0.0,0.0,802.4285714285714,59044.57142857143,91.81044442313058,0.02080659914229593,0.0,0.0,0.0,0.0,102.04724409448818,0.0,54.899298138541354,0.0,103.16210326215685,0.0,0.156203839162683,0.0,0.0,0.0,0.0,0.012637654892535608,0.0,0.31241444178990024,0.31241444178990024,1.0,0.0,1.0,0.0,0.0,337.47239746032426,337.47239746032426,31069.79912421462,31069.79912421462,0,0.0
2021-10-28 00:00:00+00:00,0,0,0,3012965062,92.96050262451172,85979,0.0239383205771446,835,0.0,0.0,0.0,0.0,0.0,1283.0,101521.0,92.6229476928711,0.0383246131241321,0.0,0.0,589.0,0.0,90.63893127441406,0.0182646419852972,0.0,0.0,837.5714285714286,71327.28571428571,92.14209747314453,0.021617124655416986,0.0,0.0,806.5,62411.375,91.95420169830322,0.021198064321652013,0.0,0.0,0.0,41.76570458404074,-34.91816056118472,inf,-15.30914786103368,31.063727372343998,-37.5379981016137,2.5613401630575128,0.3644398500034063,0.0,0.0,0.0,0.0,0.009711560828099559,0.0,0.26827594212122674,0.3041144779750311,1.0020433625801872,0.0,1.019768801877676,0.0,0.0,312.650877863107,312.650877863107,30300.3418601059,30300.3418601059,0,0.0
2021-10-29 00:00:00+00:00,0,0,0,3012965062,93.06184387207033,0,0.0140043329447507,221,0.0,0.0,0.0,0.0,0.0,835.0,85979.0,92.96050262451172,0.0239383205771446,0.0,0.0,434.0,51620.0,91.48648834228516,0.0118829393759369,0.0,0.0,807.1428571428571,63953.0,92.36714826311383,0.021920180879533242,0.0,0.0,741.4444444444445,55476.77777777778,92.07727305094402,0.020398760835329644,0.0,0.0,0.0,-49.07834101382489,-73.53293413173652,-100.0,-100.0,17.8524311342499,-41.49826467725766,1.721954310773377,0.10901538255225773,0.0,0.0,0.0,0.0,221.0,0.0,0.2731617518833724,0.2867229461669902,1.003148173295808,0.0,1.0745839444113965,0.0,0.0,351.5988876230665,351.5988876230665,35158.848458737164,35158.848458737164,0,0.0
2021-11-01 00:00:00+00:00,0,0,0,3012965062,93.09921264648438,77931,0.02585313282907,968,0.0,0.0,0.0,0.0,0.0,221.0,0.0,93.06184387207033,0.0140043329447507,0.0,0.0,708.0,50685.0,91.44927215576172,0.0135472835972905,0.0,0.0,844.2857142857143,67845.28571428571,92.60285404750279,0.023678159341216032,0.0,0.0,764.1,57722.2,92.17946701049804,0.02094419803470368,0.0,0.0,0.0,36.72316384180792,338.0090497737557,53.75554897898787,inf,90.83628569081338,84.60809901524537,1.8042139120717948,0.04015477542591572,0.0,0.0,0.0,0.0,0.012421085048503824,0.0,0.22047206333705557,0.2642679387872923,1.0045930731727546,0.0,1.1305354973239983,0.0,0.0,339.1441679679405,339.1441679679405,33900.06536473541,33900.06536473541,0,0.0
