timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,session_session_length,daily_Estimated Revenue,platform_platform_share,ccu_playing,ratings_like_ratio,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-06-22 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0221366006880998,858,83.1919937133789,51438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,51438.0,83.1919937133789,0.0221366006880998,0.0,0.0,858.0,51438.0,83.1919937133789,0.0221366006880998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016679951009934097,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-06-23 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0209434311836957,815,83.18275451660156,47658,0.0,0.0,858.0,51438.0,83.1919937133789,0.0221366006880998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.5,49548.0,83.18737411499023,0.02154001593589775,0.0,0.0,836.5,49548.0,83.18737411499023,0.02154001593589775,0.0,0.0,0.0,0.0,-5.011655011655014,0.0,-7.348652746996387,0.0,-5.3900303900116135,0.0,-0.011105872530448035,0.0,0.0,0.0,0.0,0.017100652552508446,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.405591591021544,30.405591591021544,2672.86363288515,2672.86363288515,0,0.0
2021-06-24 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0173639636486768,685,83.19065856933594,44170,0.0,0.0,815.0,47658.0,83.18275451660156,0.0209434311836957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,47755.333333333336,83.18846893310547,0.0201479985068241,0.0,0.0,786.0,47755.333333333336,83.18846893310547,0.0201479985068241,0.0,0.0,0.0,0.0,-15.95092024539877,0.0,-7.318813210793573,0.0,-17.09112276600354,0.0,0.009502032939767702,0.0,0.0,0.0,0.0,0.015507912431233162,0.0,-0.0006675720214795965,0.0,1.0,0.0,1.0,0.0,0.0,90.07219326740079,90.07219326740079,3634.977487321392,3634.977487321392,0,0.0
2021-06-25 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0138655928894877,588,83.171875,42658,0.0,0.0,685.0,44170.0,83.19065856933594,0.0173639636486768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.5,46481.0,83.1843204498291,0.018577397102489998,0.0,0.0,736.5,46481.0,83.1843204498291,0.018577397102489998,0.0,0.0,0.0,0.0,-14.160583941605843,0.0,-3.4231378763866838,0.0,-20.147305246493584,0.0,-0.02257894054328302,0.0,0.0,0.0,0.0,0.013783726763402799,0.0,-0.005245208740246365,0.0,1.0,0.0,1.0,0.0,0.0,123.32747733845311,123.32747733845311,3912.085036567245,3912.085036567245,0,0.0
2021-06-26 00:00:00+00:00,1,1,0,1525626450,0.0,0.0,0.0,0.0128300646319985,523,83.18851470947266,38215,0.0,0.0,588.0,42658.0,83.171875,0.0138655928894877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.8,44827.8,83.1851593017578,0.0174279306083917,0.0,0.0,693.8,44827.8,83.1851593017578,0.0174279306083917,0.0,0.0,0.0,0.0,-11.054421768707478,0.0,-10.415396877490746,0.0,-7.468330173420079,0.0,0.02000641379391599,0.0,0.0,0.0,0.0,0.013685367385388319,0.0,-0.0017837524414097204,-0.0017837524414097204,1.0,0.0,1.0,0.0,0.0,143.26095071581787,143.26095071581787,5014.345241404904,5014.345241404904,0,0.0
2021-06-27 00:00:00+00:00,1,1,0,1525626450,0.0,0.0,0.0,0.0111153088510036,459,83.20296478271484,34390,0.0,0.0,523.0,38215.0,83.18851470947266,0.0128300646319985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.6666666666666,43088.166666666664,83.18812688191731,0.01637582698216035,0.0,0.0,654.6666666666666,43088.166666666664,83.18812688191731,0.01637582698216035,0.0,0.0,0.0,0.0,-12.237093690248567,0.0,-10.009158707313881,0.0,-13.365137512388337,0.0,0.017370274361372395,0.0,0.0,0.0,0.0,0.013346515076618883,0.0,0.0015243530273534348,0.0015243530273534348,1.0,0.0,1.0,0.0,0.0,160.0233316321925,160.0233316321925,6186.507202506653,6186.507202506653,0,0.0
2021-06-28 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0113654136657714,476,83.21070098876953,29931,0.0,0.0,459.0,34390.0,83.20296478271484,0.0111153088510036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.1428571428571,41208.57142857143,83.19135175432477,0.015660053651247643,0.0,0.0,629.1428571428571,41208.57142857143,83.19135175432477,0.015660053651247643,0.0,0.0,0.0,0.0,3.703703703703698,0.0,-12.965978482116892,0.0,2.250093255350416,0.0,0.00929799325648517,0.0,0.0,0.0,0.0,0.015902712815715623,0.0,0.0033713749476890634,0.0033713749476890634,1.0,0.0,1.0,0.0,0.0,160.93417761249322,160.93417761249322,7524.905799125616,7524.905799125616,0,0.0
2021-06-29 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0098833059892058,416,83.21763610839844,28526,0.0,0.0,476.0,29931.0,83.21070098876953,0.0113654136657714,0.0,0.0,858.0,51438.0,83.1919937133789,0.0221366006880998,0.0,0.0,566.0,37935.42857142857,83.19501495361328,0.013909582979977072,0.0,0.0,602.5,39623.25,83.19463729858398,0.014937960193492413,0.0,0.0,0.0,-51.515151515151516,-12.605042016806722,-44.54294490454528,-4.694129831946814,-55.35309992505366,-13.040507984581174,0.030823152415204724,0.008334408371157842,0.0,0.0,0.0,0.0,0.014582676061275283,0.0,0.0062792641775991625,0.004437946137926055,1.0000045394155388,0.0,0.9311567844474947,0.0,0.0,166.96877381286424,166.96877381286424,8284.985640991095,8284.985640991095,0,0.0
2021-06-30 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0102799106389284,433,83.22319030761719,26907,0.0,0.0,416.0,28526.0,83.21763610839844,0.0098833059892058,0.0,0.0,815.0,47658.0,83.18275451660156,0.0209434311836957,0.0,0.0,511.42857142857144,34971.0,83.20079149518695,0.012386222902153172,0.0,0.0,583.6666666666666,38210.333333333336,83.19780985514323,0.014420399131874187,0.0,0.0,0.0,-46.871165644171775,4.086538461538458,-43.54148306685131,-5.675524083292438,-50.915823922246176,4.0128743373498255,0.04861078627487192,0.006674305445919515,0.0,0.0,0.0,0.0,0.016091868589267134,0.0,0.007546561104911313,0.0050100962320935106,1.0000358379631495,0.0,0.8589375917324809,0.0,0.0,166.09033686521317,166.09033686521317,8833.338284589812,8833.338284589812,0,0.0
2021-07-01 00:00:00+00:00,1,0,0,1525626450,0.0,0.0,0.0,0.0079973116517066,336,83.22402954101562,27648,0.0,0.0,433.0,26907.0,83.22319030761719,0.0102799106389284,0.0,0.0,685.0,44170.0,83.19065856933594,0.0173639636486768,0.0,0.0,461.57142857142856,32610.714285714286,83.20555877685547,0.011048129759728858,0.0,0.0,558.9,37154.1,83.20043182373047,0.01377809038385743,0.0,0.0,0.0,-50.948905109489054,-22.401847575057733,-37.405478831786276,2.7539302040361147,-53.94305232655778,-22.204463320702004,0.04011384481572566,0.0010084129139276143,0.0,0.0,0.0,0.0,0.012152338240081016,0.0,0.00858879089355292,0.005073871034565499,1.0000616217129241,0.0,0.8018621922144578,0.0,0.0,175.08502696309202,175.08502696309202,8972.981165080475,8972.981165080475,0,0.0
