timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,sort_sort_position,session_session_length,daily_Estimated Revenue,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-04-19 00:00:00+00:00,0,1,0,7468338447,0.0486847437162683,94.7170181274414,19149,0.2006004750728607,342,17.532302220662434,305644,1197378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305644.0,19149.0,1197378.0,94.7170181274414,0.2006004750728607,17.532302220662434,305644.0,19149.0,1197378.0,94.7170181274414,0.2006004750728607,17.532302220662434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.960522193211489,0.25526086560729727,0.01599243013281509,5.736165231121868e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-04-20 00:00:00+00:00,0,1,0,7468338447,0.2225247787192742,94.86248016357422,21257,0.2525205910205841,342,16.558372974395752,1778016,2509144,305644.0,19149.0,1197378.0,94.7170181274414,0.2006004750728607,17.532302220662434,0.0,0.0,0.0,0.0,0.0,0.0,1041830.0,20203.0,1853261.0,94.78974914550781,0.2265605330467224,17.04533759752909,1041830.0,20203.0,1853261.0,94.78974914550781,0.2265605330467224,17.04533759752909,0.0,481.7277617097015,0.0,11.008407749751935,0.0,109.55320709082682,0.0,25.882349445516194,0.0,0.1535753964901021,0.9993225628261801,0.9993225628261801,83.63985323172453,0.70861428893109,0.008471810118586212,9.312831640190027e-06,0.0,0.0,1.0,1.0,1.0,1041124.2256291993,1041124.2256291993,1490.5810947412422,1490.5810947412422,927558.6339299527,927558.6339299527,2,1.0
2025-04-21 00:00:00+00:00,0,0,0,7468338447,0.1525146312910923,94.99169921875,22005,0.2708634436130523,239,16.687903841336567,1585334,2249576,1778016.0,21257.0,2509144.0,94.86248016357422,0.2525205910205841,16.558372974395752,0.0,0.0,0.0,0.0,0.0,0.0,1222998.0,20803.666666666668,1985366.0,94.85706583658855,0.24132816990216574,16.926193012131584,1222998.0,20803.666666666668,1985366.0,94.85706583658855,0.24132816990216574,16.926193012131584,0.0,-10.836910354012563,0.0,3.518840852425087,0.0,-10.344882557557478,0.0,7.263903715072884,0.0,0.1362172430585451,0.6543527080865067,0.6543527080865067,72.04098882123057,0.7047253772598138,0.009781838985729317,1.0526421129500432e-05,0.1373405456542899,0.0,1.0,1.0,1.0,800272.0532843815,800272.0532843815,1480.9852576353796,1480.9852576353796,694649.3379857207,694649.3379857207,2,0.8916308964598744
2025-04-22 00:00:00+00:00,0,0,0,7468338447,0.0994657823833833,95.0467300415039,18734,0.2457539588212967,137,16.466895937919617,1235524,1741407,1585334.0,22005.0,2249576.0,94.99169921875,0.2708634436130523,16.687903841336567,0.0,0.0,0.0,0.0,0.0,0.0,1226129.5,20286.25,1924376.25,94.90448188781738,0.24243461713194847,16.81136874357859,1226129.5,20286.25,1924376.25,94.90448188781738,0.24243461713194847,16.81136874357859,0.0,-22.065381805979058,0.0,-14.864803453760512,0.0,-22.58954576329051,0.0,-9.270163761052341,0.0,0.05793224377130812,0.5329367003546525,0.5329367003546525,65.94737123031759,0.7094971425421268,0.010757961373784892,1.3327853291450693e-05,0.11183547973631414,0.0,1.0,1.0,1.0,653449.4099374998,653449.4099374998,1591.5689062473334,1591.5689062473334,580147.2229209726,580147.2229209726,2,0.6948891348559293
2025-04-23 00:00:00+00:00,0,0,0,7468338447,0.0890851469783323,95.16287994384766,21675,0.2903260886669159,98,16.475583990414936,1260185,1819367,1235524.0,18734.0,1741407.0,95.0467300415039,0.2457539588212967,16.466895937919617,0.0,0.0,0.0,0.0,0.0,0.0,1232940.6,20564.0,1903374.4,94.95616149902344,0.25201291143894194,16.744211792945862,1232940.6,20564.0,1903374.4,94.95616149902344,0.25201291143894194,16.744211792945862,0.0,1.9959952214607002,0.0,15.698729582577142,0.0,4.476839704905289,0.0,18.136891897652173,0.0,0.12220294406029009,0.45915325883948516,0.45915325883948516,58.13734083779295,0.6926498652279253,0.011913477647182978,1.3073930348706411e-05,0.10759735107421661,0.10759735107421661,1.0,1.0,1.0,566108.6944455102,566108.6944455102,1511.8015742814928,1511.8015742814928,504612.21617624356,504612.21617624356,2,0.7087590887821033
2025-04-24 00:00:00+00:00,0,0,0,7468338447,0.0919620446897294,95.30182647705078,25168,0.3248552680015564,92,16.939564784367878,1480101,2131653,1260185.0,21675.0,1819367.0,95.16287994384766,0.2903260886669159,16.475583990414936,0.0,0.0,0.0,0.0,0.0,0.0,1274134.0,21331.333333333332,1941420.8333333333,95.01377232869466,0.2641533041993777,16.77677062484953,1274134.0,21331.333333333332,1941420.8333333333,95.01377232869466,0.2641533041993777,16.77677062484953,0.0,17.45108853065225,0.0,16.115340253748567,0.0,17.16454129375766,0.0,11.893240284807828,0.0,0.146009172153172,0.405215592811317,0.405215592811317,58.80650800588025,0.6943439226065768,0.011806794160778438,1.1444863113736674e-05,0.11086491176060173,0.11086491176060173,1.0,1.0,1.0,516298.9641310546,516298.9641310546,2315.434703606791,2315.434703606791,460860.0411272024,460860.0411272024,2,0.8324452648345122
2025-04-25 00:00:00+00:00,0,0,0,7468338447,0.0898007909799332,95.38938903808594,27297,0.3060873448848724,81,16.200520316759746,1652513,2357605,1480101.0,25168.0,2131653.0,95.30182647705078,0.3248552680015564,16.939564784367878,0.0,0.0,0.0,0.0,0.0,0.0,1328188.142857143,22183.571428571428,2000875.7142857143,95.0674318586077,0.27014388144016266,16.694449152265275,1328188.142857143,22183.571428571428,2000875.7142857143,95.0674318586077,0.27014388144016266,16.694449152265275,0.0,11.64866451681339,0.0,8.459154481881747,0.0,10.599849037343322,0.0,-5.777318383088092,0.0,0.09187920554307727,0.3708318009281953,0.3708318009281953,60.53604659682028,0.700928399401766,0.01157827049982058,9.803560101009581e-06,0.10953521728515794,0.10953521728515794,1.0,1.0,1.0,492534.40098718944,492534.40098718944,3090.6094251858517,3090.6094251858517,449151.9728034578,449151.9728034578,2,0.9294140210211832
2025-04-26 00:00:00+00:00,0,1,0,7468338447,0.0936002292137503,95.54847717285156,22871,0.2470585256814956,72,16.225480953852337,1971780,2830588,1652513.0,27297.0,2357605.0,95.38938903808594,0.3060873448848724,16.200520316759746,305644.0,19149.0,1197378.0,94.7170181274414,0.2006004750728607,17.532302220662434,1566207.5714285714,22715.285714285714,2234191.4285714286,95.18621172223773,0.27678074581282475,16.507760399863834,1408637.125,22269.5,2104589.75,95.12756252288818,0.2672582119703293,16.635828127463657,545.1230843726688,19.320090068882976,19.437046320956707,-16.214235996629668,136.3988648530372,20.062012084297407,23.159491816637413,-19.2849590778015,0.8778349042739331,0.16677760112511208,0.3617810388349454,0.3617810388349454,86.2093389296957,0.6965970686666273,0.008079943785551347,8.228845370683832e-06,0.11101668221610679,0.11311058771043012,1.0006165321363663,1.111860211286545,1.0356304630353235,509618.2024239708,509618.2024239708,2871.6517894758763,2871.6517894758763,508891.601630656,508891.601630656,3,1.0
2025-04-27 00:00:00+00:00,0,1,0,7468338447,0.0750430684907525,95.5621337890625,23262,0.2810964286327362,66,15.863702178001404,1784477,2619178,1971780.0,22871.0,2830588.0,95.54847717285156,0.2470585256814956,16.225480953852337,1778016.0,21257.0,2509144.0,94.86248016357422,0.2525205910205841,16.558372974395752,1567130.5714285714,23001.714285714286,2249910.5714285714,95.28616224016461,0.2808630083288465,16.40852171466464,1450397.111111111,22379.777777777777,2161766.222222222,95.17584821912978,0.26879579159948563,16.550036355301184,0.3633825567374016,-9.499183478887097,9.432187044267781,1.7095885619343276,4.385320252643932,-7.468766206879984,11.316240587217209,13.777263042167508,0.7375451540818423,0.014292866422382922,0.33983204001939704,0.33983204001939704,76.70880797833469,0.6813115865696846,0.008881409021681986,8.889827825280785e-06,0.10504668099539788,0.10814882914224855,1.0011590547717615,1.0804837926269957,1.0448936222459217,492891.4091071289,492891.4091071289,2706.4804995500053,2706.4804995500053,505985.8399362026,505985.8399362026,3,0.905008165211129
2025-04-28 00:00:00+00:00,0,0,0,7468338447,0.0400198860931983,95.59811401367188,14927,0.1994711756706237,63,15.581761558850609,1038502,1591182,1784477.0,23262.0,2619178.0,95.5621337890625,0.2810964286327362,15.863702178001404,1585334.0,22005.0,2249576.0,94.99169921875,0.2708634436130523,16.687903841336567,1489011.7142857143,21990.571428571428,2155854.285714286,95.37279292515346,0.27066411290849957,16.250501388595218,1409207.6,21634.5,2104707.8,95.21807479858398,0.2618633300065994,16.453208875656127,-34.493173047446156,-41.80356485401605,-32.16541695069303,-35.83096896225604,-29.26747084783977,-39.2488024868871,-26.357291700247877,-29.038167919507508,0.6383871432022792,0.037651131450022746,0.34247033647971975,0.34247033647971975,69.56739013933547,0.6526603162552642,0.009381070561965531,1.5004060227895932e-05,0.09640393938336746,0.10168637362393598,1.001624881902903,1.05663048814505,1.033608305911631,482611.80094177835,482611.80094177835,3473.547666131687,3473.547666131687,510030.8357684094,510030.8357684094,3,0.526682489932954
