timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,platform_platform_share,visits_visits_gained,ratings_like_ratio,ccu_playing,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-06-06 00:00:00+00:00,1,0,0,3240075297,0.0,0.3631919920444488,615858,91.1585922241211,13663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13663.0,615858.0,91.1585922241211,0.3631919920444488,0.0,0.0,13663.0,615858.0,91.1585922241211,0.3631919920444488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022185272927731835,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-06-07 00:00:00+00:00,1,0,0,3240075297,0.0,0.4299018681049347,609731,90.65365600585938,16143,0.0,0.0,0.0,0.0,13663.0,615858.0,91.1585922241211,0.3631919920444488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14903.0,612794.5,90.90612411499023,0.3965469300746918,0.0,0.0,14903.0,612794.5,90.90612411499023,0.3965469300746918,0.0,0.0,0.0,0.0,18.151211300592852,0.0,-0.9948721945643335,0.0,18.367661600953376,0.0,-0.5539096271038213,0.0,0.0,0.0,0.0,0.026475566314380743,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1753.624817342638,1753.624817342638,4332.443248329977,4332.443248329977,0,0.0
2022-06-08 00:00:00+00:00,1,0,0,3240075297,0.0,0.4770757853984833,740377,90.14200592041016,17008,0.0,0.0,0.0,0.0,16143.0,609731.0,90.65365600585938,0.4299018681049347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15604.666666666666,655322.0,90.6514180501302,0.42338988184928894,0.0,0.0,15604.666666666666,655322.0,90.6514180501302,0.42338988184928894,0.0,0.0,0.0,0.0,5.358359660533973,0.0,21.426825928155214,0.0,10.973182671082027,0.0,-0.5644009386848614,0.0,0.0,0.0,0.0,0.02297204941259735,0.0,-0.5082931518554784,0.0,1.0,0.0,1.0,0.0,0.0,1736.2627489332754,1736.2627489332754,73723.46845476005,73723.46845476005,0,0.0
2022-06-09 00:00:00+00:00,1,0,0,3240075297,0.0,0.5114867687225342,726739,89.93079376220703,19285,0.0,0.0,0.0,0.0,17008.0,740377.0,90.14200592041016,0.4770757853984833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16524.75,673176.25,90.47126197814941,0.44541410356760025,0.0,0.0,16524.75,673176.25,90.47126197814941,0.44541410356760025,0.0,0.0,0.0,0.0,13.387817497648168,0.0,-1.84203453105648,0.0,7.2128966460347055,0.0,-0.23431047051428733,0.0,0.0,0.0,0.0,0.02653631284916201,0.0,-0.41950454711915924,0.0,1.0,0.0,1.0,0.0,0.0,2322.918907323284,2322.918907323284,69989.50044768621,69989.50044768621,0,0.0
2022-06-10 00:00:00+00:00,1,0,0,3240075297,0.0,0.608687162399292,938822,89.53800964355469,23330,0.0,0.0,0.0,0.0,19285.0,726739.0,89.93079376220703,0.5114867687225342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17885.8,726305.4,90.28461151123047,0.4780687153339386,0.0,0.0,17885.8,726305.4,90.28461151123047,0.4780687153339386,0.0,0.0,0.0,0.0,20.974850920404453,0.0,29.18282904866809,0.0,19.00350109143998,0.0,-0.4367626507233324,0.0,0.0,0.0,0.0,0.024850264639873543,0.0,-0.3964027404785173,-0.3964027404785173,1.0,0.0,1.0,0.0,0.0,3648.184438868189,3648.184438868189,133369.5262355685,133369.5262355685,0,0.0
2022-06-11 00:00:00+00:00,1,1,0,3240075297,0.0,0.551554799079895,1249412,89.06682586669922,26662,0.0,0.0,0.0,0.0,23330.0,938822.0,89.53800964355469,0.608687162399292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19348.5,813489.8333333334,90.08164723714192,0.49031639595826465,0.0,0.0,19348.5,813489.8333333334,90.08164723714192,0.49031639595826465,0.0,0.0,0.0,0.0,14.2820402914702,0.0,33.08294863136996,0.0,-9.38616203012982,0.0,-0.5262388327942791,0.0,0.0,0.0,0.0,0.021339621086062015,0.0,-0.4004852294921817,-0.4004852294921817,1.0,0.0,1.0,0.0,0.0,4846.065156392349,4846.065156392349,244615.40613086222,244615.40613086222,0,0.0
2022-06-12 00:00:00+00:00,1,1,0,3240075297,0.0,0.5624560713768005,1244689,88.85169982910156,27254,0.0,0.0,0.0,0.0,26662.0,1249412.0,89.06682586669922,0.551554799079895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20477.85714285714,875089.7142857143,89.90594046456474,0.5006220638751984,0.0,0.0,20477.85714285714,875089.7142857143,89.90594046456474,0.5006220638751984,0.0,0.0,0.0,0.0,2.2203885679993984,0.0,-0.3780178195823325,0.0,1.976462232781051,0.0,-0.2415332931248959,0.0,0.0,0.0,0.0,0.021896215121837564,0.0,-0.38208334786551174,-0.38208334786551174,1.0,0.0,1.0,0.0,0.0,5338.391375329321,5338.391375329321,276452.0418274595,276452.0418274595,0,0.0
2022-06-13 00:00:00+00:00,1,0,0,3240075297,0.0,0.5328701138496399,913372,88.70230865478516,21290,0.0,0.0,0.0,0.0,27254.0,1244689.0,88.85169982910156,0.5624560713768005,0.0,0.0,13663.0,615858.0,91.1585922241211,0.3631919920444488,0.0,0.0,21567.428571428572,917591.7142857143,89.55504281180245,0.5248617955616542,0.0,0.0,20579.375,879875.0,89.75548648834229,0.5046530701220036,0.0,0.0,0.0,55.82229378613774,-21.88302634475673,48.3088634068243,-26.618456497968566,46.71857461670721,-5.260136574708685,-2.6945167859733443,-0.1681354150835035,0.0,0.0,0.0,0.0,0.023309206643945025,0.0,-0.3320936475481286,-0.35502488272530774,0.9977667807909897,0.0,1.040044788461834,0.0,0.0,4950.723812520463,4950.723812520463,256302.48042610008,256302.48042610008,0,0.0
2022-06-14 00:00:00+00:00,1,0,0,3240075297,0.0,0.5368736386299133,873383,88.63070678710938,21159,0.0,0.0,0.0,0.0,21290.0,913372.0,88.70230865478516,0.5328701138496399,0.0,0.0,16143.0,609731.0,90.65365600585938,0.4299018681049347,0.0,0.0,22284.0,955256.2857142857,89.26605006626674,0.5401434770652226,0.0,0.0,20643.777777777777,879153.6666666666,89.63051096598308,0.5082331332895491,0.0,0.0,0.0,31.072291395651376,-0.6153123532174676,43.24070778753253,-4.378172310953254,24.882834540013654,0.7513134394703691,-2.231514213413799,-0.08072153787388459,0.0,0.0,0.0,0.0,0.024226457091038992,0.0,-0.274184908185688,-0.3235027313232427,0.9959337406895442,0.0,1.0627868229863984,0.0,0.0,4635.00673618113,4635.00673618113,239758.783331289,239758.783331289,0,0.0
2022-06-15 00:00:00+00:00,1,0,0,3240075297,0.0,0.5405629873275757,894523,88.59601593017578,21237,0.0,0.0,0.0,0.0,21159.0,873383.0,88.63070678710938,0.5368736386299133,0.0,0.0,17008.0,740377.0,90.14200592041016,0.4770757853984833,0.0,0.0,22888.14285714286,977277.1428571428,89.04519435337612,0.5492130773408073,0.0,0.0,20703.1,880690.6,89.52706146240234,0.5114661186933518,0.0,0.0,0.0,24.86476952022578,0.3686374592372088,20.819933628408236,2.4204730341671477,13.307571642116356,0.6871912554837767,-1.7150605585584455,-0.03914090070038512,0.0,0.0,0.0,0.0,0.023741118181289714,0.0,-0.22083772931780354,-0.2917017156427527,0.9946176373807534,0.0,1.0738014841410963,0.0,0.0,4373.950933271505,4373.950933271505,226098.99214537765,226098.99214537765,0,0.0
