timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,session_session_length,visits_visits_gained,platform_platform_share,daily_rpv,ccu_playing,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-03-06 00:00:00+00:00,0,0,0,547524060,454044.0,0.0,291242,0.1190107613801956,0.0005753999406344,5093,92.37002563476562,0.0,471271.0,5626.0,298677.0,92.37004089355467,0.1281559467315673,0.0,674041.0,7923.0,474067.0,92.38278198242188,0.1758638024330139,0.0,636587.7142857143,7482.428571428572,416272.5714285714,92.37458147321426,0.13638182942356378,0.0,658348.7,7991.766666666666,434948.36666666664,92.39574788411458,0.1407352437575658,0.0,-32.63851902183992,-3.6554339223079713,-35.71879338634356,-9.473871311766802,-38.56522390295043,-2.4893111957064007,-32.32788115932696,-7.135982047346589,-0.013808144096238983,-1.6519197021391818e-05,0.3126054351351774,0.28354062012659553,89.13309776207302,1.558986825434431,0.017487115570159625,0.0,-0.0019482203892327511,-0.0018417986402010729,0.9997709157468277,0.9669461096918918,0.9690666373413803,219489.6541714621,186668.598657538,3020.359651279459,2583.3019859425613,169896.30800283587,143390.36948051085,7,0.27591361702282813
2024-03-07 00:00:00+00:00,0,0,0,547524060,464219.0,0.0,297296,0.1213298588991165,0.0005879897219164,5491,92.370361328125,0.0,454044.0,5093.0,291242.0,92.37002563476562,0.1190107613801956,0.0,645524.0,6710.0,417205.0,92.38040924072266,0.1467926651239395,0.0,610687.0,7308.285714285715,399142.71428571426,92.37314605712889,0.1327442856771605,0.0,658249.3,8001.266666666666,435700.5,92.39406280517578,0.1409376464784145,0.0,-28.08648477825766,2.2409722405758004,-18.16691505216096,7.814647555468279,-28.741026593641017,2.078683706333573,-17.34610254764727,1.9486452250416564,-0.01087667036793194,0.0003634223949555704,0.3146068018915794,0.28374455909795443,84.52640203932994,1.5614654705563797,0.018469745742473016,0.0,-0.001567840576169366,-0.0018320255470473093,0.9997736137213601,0.927744245227454,0.9418653496352456,220588.55914666437,186774.65740503714,3019.388596140872,2573.2084887231445,170851.76890086598,142577.87496995536,7,0.2820967645882783
2024-03-08 00:00:00+00:00,0,0,0,547524060,614526.0,0.0,445032,0.1439525187015533,0.0007779001509231,7825,92.37039947509766,0.0,464219.0,5491.0,297296.0,92.370361328125,0.1213298588991165,0.0,623028.0,7493.0,392267.0,92.38024139404295,0.1414829343557357,0.0,609472.4285714285,7355.714285714285,406680.5714285714,92.37174006870815,0.13309708344084872,0.0,663589.4,8090.566666666667,441088.3,92.39241790771484,0.14192928249637282,0.0,-1.3646256669042178,32.37846792139054,4.430802081943153,42.5059187761792,13.451297203180479,49.69323502502556,1.7454998067881755,18.64558321232954,-0.010653705594165785,4.1297849340260484e-05,0.3198353906321766,0.27576551446118197,78.52363915154613,1.3808549028948416,0.017582965757595503,0.0,-0.0008484976632218657,-0.001807563959956069,0.9997761954987763,0.9184481074764432,0.9377704241142076,221535.97086987607,182995.0722819871,2979.0192869613943,2516.5654164758694,170699.5595796509,139647.98555509665,7,0.37343537501777463
2024-03-09 00:00:00+00:00,0,1,0,547524060,831958.0,0.0,575633,0.1373268812894821,0.0010521896912833,10277,92.36661529541016,0.0,614526.0,7825.0,445032.0,92.37039947509766,0.1439525187015533,0.0,895711.0,11239.0,615449.0,92.37528228759766,0.1499631702899933,0.0,600364.8571428572,7218.285714285715,400992.5714285714,92.37050192696708,0.13129189929791857,0.0,675748.8666666667,8254.2,450592.3333333333,92.39075164794922,0.14267914195855455,0.0,-7.117585917779278,35.38206682874281,-8.559480380816797,31.335463258785936,-6.469423136604336,29.346429020834464,-8.426261578810056,-4.602654730764155,-0.009382371531507783,-0.0040967449626783115,0.28406727019059325,0.2687506707248648,80.94551469157423,1.4452898890614523,0.017853358210251653,0.0,-0.0008915492466491369,-0.0018072380770297388,0.9997808252382306,0.8884437499752479,0.920189857435898,191044.24819374285,181607.96115823393,2591.325725663139,2492.9195513805175,141726.17576275452,138746.16998835208,7,0.5055645289687299
2024-03-10 00:00:00+00:00,0,1,0,547524060,739605.0,0.0,495553,0.1262052506208419,0.0009345213799602,9085,92.36266326904295,0.0,831958.0,10277.0,575633.0,92.36661529541016,0.1373268812894821,0.0,854761.0,10539.0,577551.0,92.37378692626952,0.144736185669899,0.0,583914.0,7010.571428571428,389278.5714285714,92.36891283307757,0.128644622862339,0.0,680038.9666666667,8286.766666666666,453420.5,92.3889284769694,0.14187602500120794,0.0,-13.472303953970755,-11.100680563201504,-13.796375367681946,-11.598715578476204,-14.19753407058424,-13.9116416188787,-12.80324955593396,-8.09865524084541,-0.012042006284140871,-0.00427863070933121,0.22485284470149083,0.2669603266196518,81.40050627338763,1.492481142317487,0.018333017188843195,0.0,-0.0012621198381634383,-0.0018049585938593492,0.9997833545185362,0.8586478549341952,0.9067396895370003,145208.32889463997,181543.42465542385,1989.687701211361,2497.321498689378,109155.83869804534,138769.8710974268,7,0.4494434255670569
2024-03-11 00:00:00+00:00,0,0,0,547524060,445430.0,0.0,269645,0.1157620400190353,0.0005624181873057,5524,92.36174774169922,0.0,739605.0,9085.0,495553.0,92.36266326904295,0.1262052506208419,0.0,511775.0,5677.0,321517.0,92.37228393554688,0.1245311424136161,0.0,574436.1428571428,6988.714285714285,381868.28571428574,92.3674076625279,0.12739189394882744,0.0,665032.4,8095.933333333333,441593.9666666667,92.38714319864908,0.14049772769212718,0.0,-12.963704753065308,-39.774609419893046,-2.69508543244672,-39.196477710511836,-16.133517045754964,-45.587051233672284,-7.041694330126047,-8.274782982826212,-0.011406228577182098,-0.0009912309924087204,0.24522352327275787,0.27324229718172516,80.62081447963801,1.651906573804173,0.020486118837290374,0.0,-0.0015482221330920538,-0.0017984035945964117,0.9997863822233495,0.8637716641431948,0.9067185358896439,154382.16812506167,181714.9806762759,2069.438151706007,2481.8469059085583,117098.53268851104,138810.79318899306,7,0.2706790584843723
2024-03-12 00:00:00+00:00,0,0,0,547524060,411673.0,0.0,241800,0.1100288704037666,0.0005195486323144,5019,92.36195373535156,0.0,445430.0,5524.0,269645.0,92.36174774169922,0.1157620400190353,0.0,471271.0,5626.0,298677.0,92.37004089355467,0.1281559467315673,0.0,565922.1428571428,6902.0,373743.0,92.36625235421317,0.1248023116162845,0.0,650235.8666666667,7901.866666666667,430892.6,92.38542327880859,0.13908829515178991,0.0,-12.646226905538427,-7.578519632714453,-10.789193032349809,-9.141926140477919,-19.04297953977039,-10.326540451334164,-14.144545602530078,-4.952547151316578,-0.008755174431962498,0.0002230291840321641,0.26722295977722954,0.2825537648673168,82.00657370517928,1.7025281119598348,0.020756737978751123,0.0,-0.0017563956124448641,-0.0017787912133286632,0.9997924897249476,0.8703336310226241,0.8972883841885125,164868.28227079753,183726.5921784293,2164.697975278755,2487.41403917782,125789.98799551657,141490.32639471404,7,0.2501655928954875
2024-03-13 00:00:00+00:00,0,0,0,547524060,404508.0,0.0,239716,0.106115810573101,0.0005102821854431,4855,92.36331176757812,0.0,411673.0,5019.0,241800.0,92.36195373535156,0.1100288704037666,0.0,454044.0,5093.0,291242.0,92.37002563476562,0.1190107613801956,0.0,558845.5714285715,6868.0,366382.14285714284,92.36529323032924,0.12296017578669953,0.0,643941.4666666667,7829.533333333334,426625.0,92.38376363118489,0.13815285265445704,0.0,-10.909955863308408,-1.7404590536663767,-4.673080698998621,-3.2675831839011793,-17.69181642757569,-0.861869313482222,-10.835113276773335,-3.5563937140371205,-0.007268447898944874,0.0014703372672730808,0.28979777758055275,0.29335697616269163,83.3006589785832,1.6874397727320132,0.020253048386222088,0.0,-0.001532418387275471,-0.0017305639349708892,0.9998000687552697,0.8678515056988173,0.8900299445444179,173216.95472290897,188904.721487102,2260.2495838554673,2544.6845713793605,131781.758466622,145339.10832446883,7,0.24581156318477979
2024-03-14 00:00:00+00:00,0,0,0,547524060,409052.0,0.0,238786,0.1116569340229034,0.0005157875165621,5218,92.3612060546875,0.0,404508.0,4855.0,239716.0,92.36331176757812,0.106115810573101,0.0,464219.0,5491.0,297296.0,92.370361328125,0.1213298588991165,0.0,550964.5714285715,6829.0,358023.5714285714,92.36398533412388,0.12157832937581195,0.0,639570.5,7791.1,423082.56666666665,92.3821428934733,0.13783419355750082,0.0,-11.883830691979435,1.1233399586658255,-4.971771990529961,7.476828012358383,-19.680722243151607,-0.3879590849171555,-7.972419125827845,5.2217698944920565,-0.009911483841640312,-0.002279815275485486,0.30922892621321424,0.30155227688138797,78.37746694769113,1.7130413297206297,0.021852110877057795,0.0,-0.0012463160923498347,-0.0016963411358763183,0.999803451632743,0.8614602634558215,0.8820621809282226,179608.13403337504,192863.94050116773,2318.3005249915213,2575.987528750077,137586.06188064386,148653.06153352,7,0.24857286269705556
2024-03-15 00:00:00+00:00,0,0,0,547524060,453375.0,0.0,270386,0.0866221114993095,0.0005714138939563,5425,92.36029052734376,0.0,409052.0,5218.0,238786.0,92.3612060546875,0.1116569340229034,0.0,614526.0,7825.0,445032.0,92.37039947509766,0.1439525187015533,0.0,527943.0,6486.142857142857,333074.14285714284,92.36254119873047,0.11338827120406283,0.0,636403.8,7743.633333333333,420023.73333333334,92.38054860432943,0.13626344700654344,0.0,-26.22362601419631,10.835541691520877,-30.670926517571885,3.9670371789957803,-39.24347013248486,13.233606660356978,-39.8259146275189,-22.42119823786195,-0.010943925555517708,-0.0009912466313988233,0.3204556157717216,0.30669043887226205,83.55602653888684,1.6767633059281697,0.02006383442990972,0.0,-0.0007258823939707881,-0.0016581771901497972,0.9998050736234952,0.8295723564189905,0.8321253696056718,182245.58077555688,195178.9607219753,2354.7780383488926,2606.8803192418795,140479.21319464286,150877.56399671087,7,0.275507078868402
2024-03-16 00:00:00+00:00,0,1,0,547524060,555485.0,0.0,360704,0.0843259245157241,0.0006997245061789,6677,92.35965728759766,0.0,453375.0,5425.0,270386.0,92.36029052734376,0.0866221114993095,0.0,831958.0,10277.0,575633.0,92.36661529541016,0.1373268812894821,0.0,488446.85714285716,5971.857142857143,302370.0,92.3615471976144,0.10581670595066885,0.0,635750.6,7748.9,419359.13333333336,92.37905349731446,0.13474160631497697,0.0,-33.23160544162085,22.52219465122691,-35.02967792157244,23.07834101382489,-37.337852416383356,33.40335668266847,-38.59474290545718,-2.650809295503842,-0.007533033217954621,-0.0006856190495896364,0.28672406696906777,0.30739082563829645,83.18134171907757,1.5399980593559834,0.018510971569565157,0.0,-0.00045285906110364543,-0.0016277054393122035,0.9998104949224169,0.7682994827576367,0.7853305956833243,156094.26144178133,195423.90183404234,2000.229504689085,2604.479382088521,121430.7912753536,151100.76556293727,7,0.3375573194490527
2024-03-17 00:00:00+00:00,0,1,0,547524060,549937.0,0.0,356769,0.087577573955059,0.0006923110349058,6784,92.36038970947266,0.0,555485.0,6677.0,360704.0,92.35965728759766,0.0843259245157241,0.0,739605.0,9085.0,495553.0,92.36266326904295,0.1262052506208419,0.0,461351.4285714286,5643.142857142857,282543.71428571426,92.36122240339007,0.10029846642698557,0.0,633379.2666666667,7711.2,417670.5,92.37757415771485,0.13322780951857563,0.0,-25.644499428749135,-0.9987668433891095,-25.327462850853056,1.6025161000449373,-28.005884335277965,-1.0909221965933247,-30.60702821456449,3.8560495577235843,-0.0024615569645058955,0.0007930106028064543,0.2453916020459452,0.3095124136885771,81.05187914517317,1.5414328559015613,0.019015051713989404,0.0,-0.00041743687220826073,-0.0015707624900060753,0.9998229900008323,0.7283967961240946,0.7528343128166586,128249.67904019218,196038.74560630097,1652.1759944036544,2610.1715943064364,102738.53117041937,151521.18636764502,7,0.33418590886496247
