timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,ratings_like_ratio,ccu_playing,platform_platform_share,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-01-17 00:00:00+00:00,0,1,0,1668992109,0.0,101246,80.02476501464844,1682,0.0439913719892501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.0,101246.0,80.02476501464844,0.0439913719892501,0.0,0.0,1682.0,101246.0,80.02476501464844,0.0439913719892501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016612837911246753,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-01-18 00:00:00+00:00,0,0,1,1668992109,0.0,96670,80.00352478027344,1660,0.0434541888535022,0.0,0.0,0.0,0.0,1682.0,101246.0,80.02476501464844,0.0439913719892501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1671.0,98958.0,80.01414489746094,0.043722780421376145,0.0,0.0,1671.0,98958.0,80.01414489746094,0.043722780421376145,0.0,0.0,0.0,0.0,-1.3079667063020217,0.0,-4.519684728285567,0.0,-1.2211102119733197,0.0,-0.02654207653232099,0.0,0.0,0.0,0.0,0.01717164402975039,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15.556349186104045,15.556349186104045,3235.7206307096417,3235.7206307096417,0,0.0
2021-01-19 00:00:00+00:00,0,0,0,1668992109,0.0,80033,79.97186279296875,1230,0.0382416322827339,0.0,0.0,0.0,0.0,1660.0,96670.0,80.00352478027344,0.0434541888535022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0,92649.66666666667,80.0000508626302,0.041895731041828733,0.0,0.0,1524.0,92649.66666666667,80.0000508626302,0.041895731041828733,0.0,0.0,0.0,0.0,-25.903614457831324,0.0,-17.210096203579184,0.0,-11.99552150965576,0.0,-0.0395757404334951,0.0,0.0,0.0,0.0,0.015368468400929605,0.0,-0.02645111083985186,0.0,1.0,0.0,1.0,0.0,0.0,254.8489748851268,254.8489748851268,11163.339658602768,11163.339658602768,0,0.0
2021-01-20 00:00:00+00:00,0,0,0,1668992109,0.0,72831,79.96841430664062,1258,0.0389219671487808,0.0,0.0,0.0,0.0,1230.0,80033.0,79.97186279296875,0.0382416322827339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.5,87695.0,79.99214172363281,0.04115229006856675,0.0,0.0,1457.5,87695.0,79.99214172363281,0.04115229006856675,0.0,0.0,0.0,0.0,2.276422764227637,0.0,-8.99878799995002,0.0,1.779042434739564,0.0,-0.0043121245494215366,0.0,0.0,0.0,0.0,0.01727262741652021,0.0,-0.020071411132813216,0.0,1.0,0.0,1.0,0.0,0.0,246.95681133887896,246.95681133887896,13463.840041632502,13463.840041632502,0,0.0
2021-01-21 00:00:00+00:00,0,0,0,1668992109,0.0,75660,79.9418716430664,1312,0.0417438894510269,0.0,0.0,0.0,0.0,1258.0,72831.0,79.96841430664062,0.0389219671487808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.4,85288.0,79.98208770751953,0.04127060994505878,0.0,0.0,1428.4,85288.0,79.98208770751953,0.04127060994505878,0.0,0.0,0.0,0.0,4.292527821939585,0.0,3.884334967252956,0.0,7.2502047274722425,0.0,-0.03319143414853842,0.0,0.0,0.0,0.0,0.017340505676636576,0.0,-0.020089721679691808,-0.020089721679691808,1.0,0.0,1.0,0.0,0.0,223.55044173519317,223.55044173519317,12842.292883282176,12842.292883282176,0,0.0
2021-01-22 00:00:00+00:00,0,0,0,1668992109,0.0,84178,79.91444396972656,1433,0.0421852506697177,0.0,0.0,0.0,0.0,1312.0,75660.0,79.9418716430664,0.0417438894510269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.1666666666667,85103.0,79.9708137512207,0.041423050065835264,0.0,0.0,1429.1666666666667,85103.0,79.9708137512207,0.041423050065835264,0.0,0.0,0.0,0.0,9.222560975609762,0.0,11.258260639703943,0.0,1.0573073676054756,0.0,-0.03430952112593033,0.0,0.0,0.0,0.0,0.01702324807849939,0.0,-0.02114323207309447,-0.02114323207309447,1.0,0.0,1.0,0.0,0.0,199.9584123428336,199.9584123428336,11495.431231580658,11495.431231580658,0,0.0
2021-01-23 00:00:00+00:00,0,1,0,1668992109,0.0,98280,79.89688110351562,1448,0.036497987806797,0.0,0.0,0.0,0.0,1433.0,84178.0,79.91444396972656,0.0421852506697177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.857142857143,86985.42857142857,79.9602519444057,0.040719469743115515,0.0,0.0,1431.857142857143,86985.42857142857,79.9602519444057,0.040719469743115515,0.0,0.0,0.0,0.0,1.046755059316129,0.0,16.752595690085293,0.0,-13.481638185460042,0.0,-0.02197708616679117,0.0,0.0,0.0,0.0,0.014733264822295256,0.0,-0.02113587515695118,-0.02113587515695118,1.0,0.0,1.0,0.0,0.0,182.67496505307687,182.67496505307687,11615.745518578693,11615.745518578693,0,0.0
2021-01-24 00:00:00+00:00,0,1,0,1668992109,0.0,85589,79.87316131591797,1498,0.0384322702884674,0.0,0.0,0.0,0.0,1448.0,98280.0,79.89688110351562,0.036497987806797,0.0,0.0,1682.0,101246.0,80.02476501464844,0.0439913719892501,0.0,0.0,1405.5714285714287,84748.71428571429,79.93859427315849,0.03992531235728942,0.0,0.0,1440.125,86810.875,79.94936561584473,0.0404335698112845,0.0,0.0,0.0,-10.939357907253267,3.4530386740331487,-15.464314639590704,-12.913105413105407,-12.636800011923121,5.299696224103023,-0.18944597800782947,-0.02968800192203469,0.0,0.0,0.0,0.0,0.01750204463138217,0.0,-0.021250861031668882,-0.0213481358119404,0.9998652729436529,0.0,0.9874298149689164,0.0,0.0,170.7332401312477,170.7332401312477,10765.417680670163,10765.417680670163,0,0.0
2021-01-25 00:00:00+00:00,0,0,0,1668992109,0.0,66980,79.87374114990234,1236,0.0387777835130691,0.0,0.0,0.0,0.0,1498.0,85589.0,79.87316131591797,0.0384322702884674,0.0,0.0,1660.0,96670.0,80.00352478027344,0.0434541888535022,0.0,0.0,1345.0,80507.28571428571,79.92005375453404,0.039257254451513256,0.0,0.0,1417.4444444444443,84607.44444444444,79.94096289740668,0.040249593555927235,0.0,0.0,0.0,-25.542168674698797,-17.489986648865152,-30.71273404365367,-21.74227996588347,-10.761690561521565,0.8990185123291417,-0.16222239048534481,0.0007259434518624985,0.0,0.0,0.0,0.0,0.018452994132664487,0.0,-0.01892362322126073,-0.019985326131186407,0.9997384426942734,0.0,0.975345363350437,0.0,0.0,173.59659494868492,173.59659494868492,12045.887120829988,12045.887120829988,0,0.0
2021-01-26 00:00:00+00:00,0,0,0,1668992109,0.0,64068,79.8504867553711,1019,0.0314580053091049,0.0,0.0,0.0,0.0,1236.0,66980.0,79.87374114990234,0.0387777835130691,0.0,0.0,1230.0,80033.0,79.97186279296875,0.0382416322827339,0.0,0.0,1314.857142857143,78226.57142857143,79.90271432059151,0.03828816488385197,0.0,0.0,1377.6,82553.5,79.93191528320312,0.039370434731245005,0.0,0.0,0.0,-17.154471544715445,-17.55663430420712,-19.94802144115553,-4.3475664377426115,-17.738853099876206,-18.87621607227047,-0.15177342800164473,-0.029113941824265854,0.0,0.0,0.0,0.0,0.0159047277154318,0.0,-0.018975939069473848,-0.01946984493370828,0.9996346770559901,0.0,0.9725105944401948,0.0,0.0,206.55061257608398,206.55061257608398,13083.10646300114,13083.10646300114,0,0.0
