timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,daily_rpv,sort_sort_position,visits_visits_gained,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-04-19 00:00:00+00:00,0,1,0,6884266247,63484,0.6960767507553101,264731,98.61321258544922,0.0089160347423732,192.0,9839501,9.044843785903034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264731.0,63484.0,9839501.0,98.61321258544922,0.6960767507553101,9.044843785903034,264731.0,63484.0,9839501.0,98.61321258544922,0.6960767507553101,9.044843785903034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169977159959045,0.02690491856193535,0.00645195254800497,3.4166038808693446e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-04-20 00:00:00+00:00,0,1,0,6884266247,64896,0.7823536396026611,2313568,98.59407043457033,0.055335223710342,111.0,14750399,8.315417329470316,264731.0,63484.0,9839501.0,98.61321258544922,0.6960767507553101,9.044843785903034,0.0,0.0,0.0,0.0,0.0,0.0,1289149.5,64190.0,12294950.0,98.60364151000977,0.7392151951789856,8.680130557686674,1289149.5,64190.0,12294950.0,98.60364151000977,0.7392151951789856,8.680130557686674,0.0,773.9316513744141,0.0,2.224182471173841,0.0,49.910031006653696,0.0,12.394737901205911,0.0,-0.0194113449679012,1.1238002545444905,1.1238002545444905,35.64984513922061,0.15684781429656144,0.004399609502115197,3.5941946531399394e-06,0.0,0.0,1.0,1.0,1.0,1448746.5362459025,1448746.5362459025,998.4347750354051,998.4347750354051,3472529.2775154538,3472529.2775154538,2,1.0
2025-04-21 00:00:00+00:00,0,0,0,6884266247,90626,1.1137994527816772,2409059,98.51315307617188,0.0427848742218997,74.0,16367919,8.043321400880814,2313568.0,64896.0,14750399.0,98.59407043457033,0.7823536396026611,8.315417329470316,0.0,0.0,0.0,0.0,0.0,0.0,1662452.6666666667,73002.0,13652606.333333334,98.57347869873047,0.8640766143798828,8.467860838751387,1662452.6666666667,73002.0,13652606.333333334,98.57347869873047,0.8640766143798828,8.467860838751387,0.0,4.12743433519136,0.0,39.64805226824457,0.0,10.965940650147843,0.0,42.36521649561822,0.0,-0.0820712219728792,0.7286846514084139,0.7286846514084139,26.582133359815508,0.1471817433125284,0.00553680614274752,3.3387800224489277e-06,-0.050029754638668565,0.0,1.0,1.0,1.0,1211403.741892988,1211403.741892988,15279.151416227276,15279.151416227276,3399841.4595273896,3399841.4595273896,3,1.0
2025-04-22 00:00:00+00:00,0,0,0,6884266247,97795,1.2927943468093872,3117294,98.45264434814452,0.0413391183110674,42.0,19715858,8.310321509838104,2409059.0,90626.0,16367919.0,98.51315307617188,1.1137994527816772,8.043321400880814,0.0,0.0,0.0,0.0,0.0,0.0,2026163.0,79200.25,15168419.25,98.54327011108398,0.9712560474872589,8.428476006523066,2026163.0,79200.25,15168419.25,98.54327011108398,0.9712560474872589,8.428476006523066,0.0,29.398823357999948,0.0,7.910533401010755,0.0,20.454273997812432,0.0,16.070657386361265,0.0,-0.06142197883014511,0.605969079613297,0.605969079613297,31.875475479569715,0.15811099075115115,0.004960220094899238,2.665875866685092e-06,-0.056262207031273985,0.0,1.0,1.0,1.0,1227792.1282565168,1227792.1282565168,17587.159830872824,17587.159830872824,4110559.9569825334,4110559.9569825334,4,1.0
2025-04-23 00:00:00+00:00,0,0,0,6884266247,90259,1.216161847114563,3177130,98.4653091430664,0.033496137014015,28.0,17908696,9.047037045160929,3117294.0,97795.0,19715858.0,98.45264434814452,1.2927943468093872,8.310321509838104,0.0,0.0,0.0,0.0,0.0,0.0,2256356.4,81412.0,15716474.6,98.52767791748047,1.0202372074127197,8.55218821425064,2256356.4,81412.0,15716474.6,98.52767791748047,1.0202372074127197,8.55218821425064,0.0,1.9194852971840426,0.0,-7.7059154353494534,0.0,-9.16603274379436,0.0,-5.9276635826845165,0.0,0.012863844344401798,0.5235582689153666,0.5235582689153666,35.19975625969422,0.17740710002520005,0.005039953492987234,2.847549265409871e-06,-0.04372329711914345,-0.04372329711914345,1.0,1.0,1.0,1181334.0508401084,1181334.0508401084,16013.754509795634,16013.754509795634,3764883.8897473714,3764883.8897473714,5,1.0
2025-04-24 00:00:00+00:00,0,0,0,6884266247,99760,1.2998424768447876,3286850,98.47235870361328,0.0292759159372762,26.0,17331108,10.06155244509379,3177130.0,90259.0,17908696.0,98.4653091430664,1.216161847114563,9.047037045160929,0.0,0.0,0.0,0.0,0.0,0.0,2428105.3333333335,84470.0,15985580.166666666,98.51845804850261,1.0668380856513977,8.803748919391165,2428105.3333333335,84470.0,15985580.166666666,98.51845804850261,1.0668380856513977,8.803748919391165,0.0,3.453431241403404,0.0,10.526374101197655,0.0,-3.225181777612396,0.0,6.880714925300713,0.0,0.007159435752779331,0.4683853672505604,0.4683853672505604,32.947243912951954,0.18965029877776432,0.005756123280974114,3.061152588022332e-06,-0.0328874860490991,-0.0328874860490991,1.0,1.0,1.0,1137289.0082763778,1137289.0082763778,16163.55316135657,16163.55316135657,3431324.437981545,3431324.437981545,6,1.0
2025-04-25 00:00:00+00:00,0,0,0,6884266247,0,0.0,959624,98.4639129638672,0.0076599815319308,23.0,5512287,3.0904719630877175,3286850.0,99760.0,17331108.0,98.47235870361328,1.2998424768447876,10.06155244509379,0.0,0.0,0.0,0.0,0.0,0.0,2218322.285714286,72402.85714285714,14489395.42857143,98.51066589355469,0.9144326448440552,7.9875664970621,2218322.285714286,72402.85714285714,14489395.42857143,98.51066589355469,0.9144326448440552,7.9875664970621,0.0,-70.80414378508299,0.0,-100.0,0.0,-68.19426086318312,0.0,-100.0,0.0,-0.008576761902800989,0.5306938845733592,0.5306938845733592,959624.0,0.17408814633778205,0.0,3.2204996358866406e-06,-0.02639879499163144,-0.02639879499163144,1.0,1.0,1.0,1177250.0710413675,1177250.0710413675,35171.41736518718,35171.41736518718,5047933.989181939,5047933.989181939,6,0.29195856214917015
2025-04-26 00:00:00+00:00,0,1,0,6884266247,0,0.0,0,98.4639129638672,0.0,0.0,0,0.0,959624.0,0.0,5512287.0,98.4639129638672,0.0,3.0904719630877175,264731.0,63484.0,9839501.0,98.61321258544922,0.6960767507553101,9.044843785903034,2180503.5714285714,63333.71428571428,13083752.42857143,98.48933737618583,0.8149931090218681,6.69544595621881,1941032.0,63352.5,12678221.0,98.50482177734375,0.8001285642385483,6.989120684929338,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,0.0,-0.15139920672663232,0.0,0.6917848290817464,0.6917848290817464,0.0,0.0,0.0,0.0,-0.01675851004463915,-0.02149527413504004,0.9998428056527738,1.1233733248233781,1.0185776954450636,1342776.4903622004,1342776.4903622004,41419.58405668231,41419.58405668231,6934279.061864099,6934279.061864099,6,0.0
2025-04-27 00:00:00+00:00,0,1,0,6884266247,0,0.0,0,98.4639129638672,0.0,0.0,0,0.0,0.0,0.0,0.0,98.4639129638672,0.0,0.0,2313568.0,64896.0,14750399.0,98.59407043457033,0.7823536396026611,8.315417329470316,1849993.857142857,54062.857142857145,10976552.57142857,98.47074345179966,0.703228303364345,5.507529194865908,1725361.7777777778,56313.333333333336,11269529.777777778,98.50027635362413,0.7112253904342651,6.212551719937189,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-0.13201348735216722,0.0,0.8189015408504695,0.8189015408504695,0.0,0.0,0.0,0.0,-0.004520688738135611,-0.01777394612630001,0.9997001744267352,1.0722353311463768,0.9887559032938389,1412901.4183467275,1412901.4183467275,44125.76352597199,44125.76352597199,7741666.259948463,7741666.259948463,6,0.0
2025-04-28 00:00:00+00:00,0,0,0,6884266247,0,0.0,0,98.4639129638672,0.0,0.0,0,0.0,0.0,0.0,0.0,98.4639129638672,0.0,0.0,2409059.0,90626.0,16367919.0,98.51315307617188,1.1137994527816772,8.043321400880814,1505842.5714285714,41116.28571428572,8638278.42857143,98.46370915004185,0.5441140958241054,4.358483280454363,1552825.6,50682.0,10142576.8,98.49664001464843,0.6401028513908387,5.59129654794347,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-0.04998328727393586,0.0,0.9270214163063117,0.9270214163063117,0.0,0.0,0.0,0.0,0.0008059910365533628,-0.014909963896776233,0.9996656650967821,0.9697435252410646,0.8500416685253543,1439502.5869886985,1439502.5869886985,45253.28277103834,45253.28277103834,8122460.239733016,8122460.239733016,6,0.0
