timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,daily_rpv,ratings_like_ratio,visits_visits_gained,platform_platform_share,daily_Estimated Revenue,ccu_playing,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-03-14 00:00:00+00:00,0,0,0,4938220315,0.0,0.008339871585424,94.47381591796876,0,0.1211364343762397,1132200.0,5661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132200.0,5661.0,0.0,94.47381591796876,0.1211364343762397,0.0,1132200.0,5661.0,0.0,94.47381591796876,0.1211364343762397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.96467679265277,1132200.0,5661.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-03-15 00:00:00+00:00,0,0,0,4938220315,0.0,0.0224723645598865,94.47071838378906,807349,0.0751097574830055,3062845.0,4704,0.0,1132200.0,5661.0,0.0,94.47381591796876,0.1211364343762397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097522.5,5182.5,403674.5,94.4722671508789,0.0981230959296226,0.0,2097522.5,5182.5,403674.5,94.4722671508789,0.0981230959296226,0.0,0.0,170.52155096272745,0.0,-16.9051404345522,0.0,inf,0.0,-37.99573359595443,0.0,-0.003278722415944735,0.6508498342992277,0.6508498342992277,650.9766206163656,3.793701616399331,0.0058264693131851114,0.0,0.0,0.0,1.0,1.0,1.0,1365172.171563902,1365172.171563902,676.701189595526,676.701189595526,570881.9526841779,570881.9526841779,2,1.0
2024-03-16 00:00:00+00:00,0,1,0,4938220315,0.0,0.027441372507699,94.4576644897461,969746,0.0848437249660492,3769576.0,6718,0.0,3062845.0,4704.0,807349.0,94.47071838378906,0.0751097574830055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2654873.6666666665,5694.333333333333,592365.0,94.46739959716797,0.09369663894176479,0.0,2654873.6666666665,5694.333333333333,592365.0,94.46739959716797,0.09369663894176479,0.0,0.0,23.074331218197464,0.0,42.81462585034013,0.0,20.114845005072148,0.0,12.959657718567552,0.0,-0.013817926090009536,0.5142237410867512,0.5142237410867512,561.0322964726894,3.8871746960805242,0.006927580080165239,0.0,-0.008075714111326826,0.0,1.0,1.0,1.0,1365199.0689860338,1365199.0689860338,1007.4136853017898,1007.4136853017898,519389.4649692079,519389.4649692079,3,1.0
2024-03-17 00:00:00+00:00,0,1,0,4938220315,0.0,0.0245460805844843,94.44469451904295,891080,0.0568014942109584,3399654.0,4400,0.0,3769576.0,6718.0,969746.0,94.4576644897461,0.0848437249660492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2841068.75,5370.75,667043.75,94.46172332763672,0.08447285275906319,0.0,2841068.75,5370.75,667043.75,94.46172332763672,0.08447285275906319,0.0,0.0,-9.813358319344134,0.0,-34.50431676094075,0.0,-8.11202108593384,0.0,-33.05162611178621,0.0,-0.01373098813441942,0.41366088940554585,0.41366088940554585,772.4730743012951,3.8152019850047303,0.004937822711964457,0.0,-0.010041809082045269,0.0,1.0,1.0,1.0,1175239.0259873024,1175239.0259873024,1046.6197574413866,1046.6197574413866,449612.3593573876,449612.3593573876,3,0.9018664168065587
2024-03-18 00:00:00+00:00,0,0,0,4938220315,0.0,0.0111758650485935,94.42599487304688,416876,0.0536201521754264,1556226.0,2782,0.0,3399654.0,4400.0,891080.0,94.44469451904295,0.0568014942109584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584100.2,4853.0,617010.2,94.45457763671875,0.07830231264233584,0.0,2584100.2,4853.0,617010.2,94.45457763671875,0.07830231264233584,0.0,0.0,-54.22398867649473,0.0,-36.772727272727266,0.0,-53.21677066032231,0.0,-5.600806950107029,0.0,-0.01979957274604871,0.45229795531484035,0.45229795531484035,559.1900826446281,3.7330579523456557,0.006673431251904039,0.0,-0.012166595458989866,-0.012166595458989866,1.0,1.0,1.0,1168783.23678867,1168783.23678867,1470.334995842784,1470.334995842784,405129.9000236838,405129.9000236838,3,0.41283847308026156
2024-03-19 00:00:00+00:00,0,0,0,4938220315,0.0,0.0086403525118168,94.41917419433594,403642,0.0567777045071125,1207564.0,2673,0.0,1556226.0,2782.0,416876.0,94.42599487304688,0.0536201521754264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354677.5,4489.666666666667,581448.8333333334,94.44867706298828,0.07471487795313195,0.0,2354677.5,4489.666666666667,581448.8333333334,94.44867706298828,0.07471487795313195,0.0,0.0,-22.404329448293502,0.0,-3.918044572250179,0.0,-3.1745650984945195,0.0,5.8887418322792096,0.0,-0.0072233061670257115,0.5040463018356439,0.5040463018356439,451.5946148092745,2.9916634253535923,0.006622188418974192,0.0,-0.01200997488838703,-0.01200997488838703,1.0,1.0,1.0,1186866.4858905994,1186866.4858905994,1587.946682564206,1587.946682564206,372681.97368502634,372681.97368502634,3,0.32034478148205525
2024-03-20 00:00:00+00:00,0,0,0,4938220315,0.0,0.0140123948738881,94.40293884277344,462746,0.1482769697904586,1965576.0,6749,0.0,1207564.0,2673.0,403642.0,94.41917419433594,0.0567777045071125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299091.5714285714,4812.428571428572,564491.2857142857,94.44214303152901,0.08522374821560719,0.0,2299091.5714285714,4812.428571428572,564491.2857142857,94.44214303152901,0.08522374821560719,0.0,0.0,62.771993865335496,0.0,152.48784137673027,0.0,14.642678413049182,0.0,161.15351276993604,0.0,-0.017194973056089413,0.4755755076261942,0.4755755076261942,291.19644444444447,4.247625592386337,0.014584643444473978,0.0,-0.012406757899688318,-0.012406757899688318,1.0,1.0,1.0,1093391.6411612474,1093391.6411612474,1682.420563468288,1682.420563468288,343156.11637694115,343156.11637694115,3,0.5214315880618934
2024-03-21 00:00:00+00:00,0,0,0,4938220315,0.0,0.0196520941445398,94.3732681274414,764272,0.1053674221038818,2773324.0,4886,0.0,1965576.0,6749.0,462746.0,94.40293884277344,0.1482769697904586,0.0,1132200.0,5661.0,0.0,94.47381591796876,0.1211364343762397,0.0,2533537.8571428573,4701.714285714285,673673.0,94.42777906145368,0.0829710321766989,0.0,2358370.625,4821.625,589463.875,94.43353366851807,0.0877417074516415,0.0,144.9500088323618,41.0947223612824,-13.690160748984281,-27.60408949473996,inf,65.16015265393975,-13.017563504783913,-28.938781084625298,-0.10642926778215989,-0.03142986404421899,0.4350781234538706,0.4350781234538706,567.4900757110702,3.6287085897316795,0.006393003547161813,0.0,-0.015261513846257575,-0.014010747273760856,0.999939061826442,1.0742746836676094,0.9456281919568076,1026075.465933732,1026075.465933732,1557.8359474879612,1557.8359474879612,325457.9220809779,325457.9220809779,3,0.7357124514799542
2024-03-22 00:00:00+00:00,0,0,0,4938220315,0.0,0.0201052740116391,94.36206817626952,767347,0.1012532636523246,2855915.0,5502,0.0,2773324.0,4886.0,764272.0,94.3732681274414,0.1053674221038818,0.0,3062845.0,4704.0,807349.0,94.47071838378906,0.0751097574830055,0.0,2503976.4285714286,4815.714285714285,667958.4285714285,94.41225760323661,0.08670581877231594,0.0,2413653.3333333335,4897.222222222223,609228.6666666666,94.42559305826823,0.08924299147393963,0.0,-6.75613685968438,2.9780508876712464,16.964285714285722,12.60744985673352,-4.954734569560371,0.4023436682228265,34.80707040657718,-3.904583000522732,-0.11500940119684167,-0.011867715714541927,0.4035496912231976,0.4035496912231976,518.9741958931492,3.7217989751716303,0.007170149658303664,0.0,-0.016167776925223632,-0.01457188924154051,0.9998587728750256,1.0374217349238617,0.9715700621447165,974029.0573865084,974029.0573865084,1474.7646234041704,1474.7646234041704,310158.5474741104,310158.5474741104,3,0.7576223426719609
2024-03-23 00:00:00+00:00,0,1,0,4938220315,0.0,0.0479552958227722,94.36222076416016,1819399,0.2662795782089233,6880352.0,19957,0.0,2855915.0,5502.0,767347.0,94.36206817626952,0.1012532636523246,0.0,3769576.0,6718.0,969746.0,94.4576644897461,0.0848437249660492,0.0,2948373.0,6707.0,789337.4285714285,94.39862278529576,0.11262522637844079,0.0,2860323.2,6403.2,730245.7,94.41925582885742,0.10694665014743801,0.0,82.52323338221592,140.9158535880795,197.06757963679667,262.7226463104326,87.61603553920305,137.1025103375657,213.84710927705837,162.98369909660684,-0.10104391856554651,0.00016170469085974304,0.5890146470783444,0.5890146470783444,344.74155727026755,3.7816598878751235,0.010969000769484446,0.0,-0.015042168753482594,-0.014054408217921534,0.999781474198451,1.0307831646437717,1.0530972800286331,1684772.2601780007,1684772.2601780007,4961.14527100346,4961.14527100346,481623.13628927985,481623.13628927985,4,1.0
