timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,visits_visits_gained,daily_Estimated Revenue,session_session_length,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-06 00:00:00+00:00,1,0,0,7892942274,491,149313,131448,20.189570744832356,0.0233039911836385,2933,0.0273794540918226,97.31359100341795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131448.0,2933.0,149313.0,97.31359100341795,0.0233039911836385,20.189570744832356,131448.0,2933.0,149313.0,97.31359100341795,0.0233039911836385,20.189570744832356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.80163599182004,0.880346116238263,0.019643168088725772,0.0001535924255401894,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-07 00:00:00+00:00,1,0,0,7892942274,478,413809,139932,20.50444996356964,0.0306185539811849,3944,0.027682135693688,97.3989486694336,131448.0,2933.0,149313.0,97.31359100341795,0.0233039911836385,20.189570744832356,0.0,0.0,0.0,0.0,0.0,0.0,135690.0,3438.5,281561.0,97.35626983642578,0.0269612725824117,20.347010354200997,135690.0,3438.5,281561.0,97.35626983642578,0.0269612725824117,20.347010354200997,0.0,6.454263282819062,0.0,34.46982611660416,0.0,177.14197692096468,0.0,31.387596827971187,0.0,0.08771402343239476,0.04421176160060925,0.04421176160060925,35.470722433460075,0.3381551919963268,0.009530944153113749,0.00014653048218482874,0.0,0.0,1.0,1.0,1.0,5999.093931586669,5999.093931586669,714.8849557795995,714.8849557795995,187026.91519671708,187026.91519671708,2,1.0
2025-08-08 00:00:00+00:00,1,0,0,7892942274,449,521527,145332,17.488052288691204,0.0272853001952171,4081,0.0262148671078175,97.50129699707033,139932.0,3944.0,413809.0,97.3989486694336,0.0306185539811849,20.50444996356964,0.0,0.0,0.0,0.0,0.0,0.0,138904.0,3652.6666666666665,361549.6666666667,97.4046122233073,0.027069281786680166,19.3940243323644,138904.0,3652.6666666666665,361549.6666666667,97.4046122233073,0.027069281786680166,19.3940243323644,0.0,3.8590172369436626,0.0,3.4736308316430042,0.0,26.030849981513214,0.0,-10.88638538585488,0.0,0.10508155276305331,0.05038626404146227,0.05038626404146227,35.6031357177854,0.2786657667469436,0.007825083217008482,0.00012033091100225828,0.0938529968261875,0.0,1.0,1.0,1.0,6998.853620415275,6998.853620415275,627.0026581549183,627.0026581549183,191530.92149659107,191530.92149659107,3,1.0
2025-08-09 00:00:00+00:00,1,1,0,7892942274,418,532207,151753,17.632652560869854,0.0250895135104656,3567,0.0250642212106009,97.61172485351562,145332.0,4081.0,521527.0,97.50129699707033,0.0272853001952171,17.488052288691204,0.0,0.0,0.0,0.0,0.0,0.0,142116.25,3631.25,404214.0,97.45639038085938,0.026574339717626527,18.953681389490765,142116.25,3631.25,404214.0,97.45639038085938,0.026574339717626527,18.953681389490765,0.0,4.418159799631183,0.0,-12.594952217593725,0.0,2.0478326146105674,0.0,-8.047507885349948,0.0,0.11325783332771788,0.06050163454919529,0.06050163454919529,42.53167040358744,0.28513851727144274,0.006702266782911945,0.00011619234129492372,0.09967498779296252,0.0,1.0,1.0,1.0,8598.265421002076,8598.265421002076,513.7342860532735,513.7342860532735,178148.9375438428,178148.9375438428,4,1.0
2025-08-10 00:00:00+00:00,1,1,0,7892942274,381,576881,161546,19.473515073458355,0.0343208350241184,4394,0.0243875309756125,97.68667602539062,151753.0,3567.0,532207.0,97.61172485351562,0.0250895135104656,17.632652560869854,0.0,0.0,0.0,0.0,0.0,0.0,146002.2,3783.8,438747.4,97.50244750976563,0.028123638778924896,19.057648126284285,146002.2,3783.8,438747.4,97.50244750976563,0.028123638778924896,19.057648126284285,0.0,6.453249688638785,0.0,23.184749088870205,0.0,8.394102294783789,0.0,36.79354527859671,0.0,0.07678500916512565,0.07837804944841113,0.07837804944841113,36.75676905574517,0.28003300501662387,0.007616808983466289,0.00012054395979781955,0.09589462280273653,0.09589462280273653,1.0,1.0,1.0,11443.367651176814,11443.367651176814,560.6243840576327,560.6243840576327,172526.98785639304,172526.98785639304,5,1.0
2025-08-11 00:00:00+00:00,1,0,0,7892942274,373,579736,162721,19.584879676500957,0.0317168422043323,4057,0.0226118330010552,97.72771453857422,161546.0,4394.0,576881.0,97.68667602539062,0.0343208350241184,19.473515073458355,0.0,0.0,0.0,0.0,0.0,0.0,148788.66666666666,3829.3333333333335,462245.5,97.53999201456706,0.028722506016492802,19.145520051320393,148788.66666666666,3829.3333333333335,462245.5,97.53999201456706,0.028722506016492802,19.145520051320393,0.0,0.727347009520507,0.0,-7.66954938552572,0.0,0.4949027615747337,0.0,-7.587207065201607,0.0,0.042010348650745044,0.08268313340695203,0.08268313340695203,40.098817151306065,0.2806807224655318,0.006998000817612124,0.00012035790905041087,0.08697793143136233,0.08697793143136233,1.0,1.0,1.0,12302.313175442516,12302.313175442516,513.6919959145429,513.6919959145429,164697.94610953712,164697.94610953712,6,1.0
2025-08-12 00:00:00+00:00,1,0,0,7892942274,350,574786,167673,19.743791143099468,0.032786026597023,4162,0.0215472283693379,97.7741241455078,162721.0,4057.0,579736.0,97.72771453857422,0.0317168422043323,19.584879676500957,0.0,0.0,0.0,0.0,0.0,0.0,151486.42857142858,3876.8571428571427,478322.71428571426,97.5734394618443,0.02930300895656854,19.230987350145977,151486.42857142858,3876.8571428571427,478322.71428571426,97.5734394618443,0.02930300895656854,19.230987350145977,0.0,3.043245801095118,0.0,2.5881192999753555,0.0,-0.8538369188734185,0.0,3.371030400197461,0.0,0.047488685428387356,0.08784077159518046,0.08784077159518046,40.27696372808071,0.2917132781360747,0.007240943166773083,0.00011775105945524928,0.07944679260254221,0.07944679260254221,1.0,1.0,1.0,13306.684771912478,13306.684771912478,485.4988597897454,485.4988597897454,156249.3166222008,156249.3166222008,7,1.0
2025-08-13 00:00:00+00:00,1,0,0,7892942274,315,492030,178688,19.39445475737254,0.0273882187902927,3415,0.0214621937940554,97.80587768554688,167673.0,4162.0,574786.0,97.7741241455078,0.032786026597023,19.743791143099468,131448.0,2933.0,149313.0,97.31359100341795,0.0233039911836385,20.189570744832356,158235.0,3945.714285714286,527282.2857142857,97.64376613071987,0.029886470043233433,19.11739935193743,154886.625,3819.125,480036.125,97.60249423980713,0.029063660185784063,19.251420776049297,35.938165662467284,6.5693343591395115,16.43368564609615,-17.948101874098988,229.5292439372325,-14.397706276770828,17.525871746474465,-16.463744976100358,0.5058765965296974,0.03247642494021985,0.10090554879287485,0.10090554879287485,52.30913348946136,0.3631641095784615,0.006940619595106812,0.000108537485560793,0.06722967965262458,0.07233438037691055,1.0004228569283418,1.0216182320455365,1.028310606860585,15628.91989630121,15628.91989630121,478.22631746306655,478.22631746306655,144739.91311554817,144739.91311554817,8,1.0
2025-08-14 00:00:00+00:00,1,0,0,7892942274,294,492344,186569,18.515535076459248,0.0300016235560178,3854,0.0211773076431679,97.83308410644533,178688.0,3415.0,492030.0,97.80587768554688,0.0273882187902927,19.39445475737254,139932.0,3944.0,413809.0,97.3989486694336,0.0306185539811849,20.50444996356964,164897.42857142858,3932.8571428571427,538501.5714285715,97.7057854788644,0.029798337125352414,18.833268653778806,158406.88888888888,3823.0,481403.6666666667,97.62811533610027,0.029167878338032256,19.169655698317072,33.32833090358174,4.410480838108888,-2.2819472616632863,12.855051244509518,18.97856257355446,0.06381724691584267,-2.0148907931648363,9.542076415175194,0.44572907915583215,0.02781675451646315,0.11385225633608007,0.11385225633608007,48.39662775616083,0.37893956473610985,0.007827844296174431,9.924175953507663e-05,0.05253982543945505,0.06600672403970977,1.0007955714652153,1.0409738473374877,1.0216148319056206,18034.98171917873,18034.98171917873,447.49078202796534,447.49078202796534,135453.9356183496,135453.9356183496,9,1.0
2025-08-15 00:00:00+00:00,1,0,0,7892942274,276,499891,193552,20.017807960510257,0.0230772066861391,3284,0.020771887231016,97.84917449951172,186569.0,3854.0,492344.0,97.83308410644533,0.0300016235560178,18.515535076459248,145332.0,4081.0,521527.0,97.50129699707033,0.0272853001952171,17.488052288691204,171786.0,3819.0,535410.7142857143,97.75548226492745,0.029197180909769842,19.19466232118153,161921.4,3769.1,483252.4,97.65022125244141,0.02855881117284294,19.25447092453639,33.179203478930994,3.7428511703444745,-19.529527076696883,-14.789828749351319,-4.148586746227901,1.5328713257397375,-15.422566286500473,-23.080140502895496,0.35679269215449505,0.01644678097736385,0.12545285898148145,0.12545285898148145,58.91993911719939,0.3871876325286262,0.006569418994502812,0.00010342287621741981,0.038690294538233104,0.06006266276041347,1.0010779393137668,1.0609221511177647,1.022352811994287,20313.50256028405,20313.50256028405,455.02782576697683,455.02782576697683,127840.93968695804,127840.93968695804,10,1.0
