timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,session_session_length,sort_sort_position,daily_rpv,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-27 00:00:00+00:00,1,1,0,7843413523,5013,20.724574195014107,478,0.1454607934487471,89.3392105102539,163660,142153,0.0380339361727237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142153.0,5013.0,163660.0,89.3392105102539,0.0380339361727237,20.724574195014107,142153.0,5013.0,163660.0,89.3392105102539,0.0380339361727237,20.724574195014107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.351216593538094,0.8685820079310281,0.030630388424853813,0.00014578959575540685,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-28 00:00:00+00:00,1,0,0,7843413523,6222,30.50469144185384,433,0.1132581960276514,90.27477264404295,417818,139777,0.0461975745856761,142153.0,5013.0,163660.0,89.3392105102539,0.0380339361727237,20.724574195014107,0.0,0.0,0.0,0.0,0.0,0.0,140965.0,5617.5,290739.0,89.80699157714844,0.0421157553791999,25.614632818433975,140965.0,5617.5,290739.0,89.80699157714844,0.0421157553791999,25.614632818433975,0.0,-1.6714385204673832,0.0,24.11729503291442,0.0,155.2963460833435,0.0,21.464090321545548,0.0,1.0472021505961937,0.011918459987225459,0.011918459987225459,22.46135304515507,0.33453959728973554,0.014891615747488745,0.00021823671423152312,0.0,0.0,1.0,1.0,1.0,1680.0857120992368,1680.0857120992368,854.8920984545359,854.8920984545359,179716.84529281055,179716.84529281055,1,0.9832856147953262
2025-07-29 00:00:00+00:00,1,0,0,7843413523,6670,43.150118152300514,335,0.1001147637900605,90.53860473632812,435646,167932,0.0513756796717643,139777.0,6222.0,417818.0,90.27477264404295,0.0461975745856761,30.50469144185384,0.0,0.0,0.0,0.0,0.0,0.0,149954.0,5968.333333333333,339041.3333333333,90.05086263020833,0.0452023968100547,31.459794596389486,149954.0,5968.333333333333,339041.3333333333,90.05086263020833,0.0452023968100547,31.459794596389486,0.0,20.142798886798264,0.0,7.200257152041134,0.0,4.266929620073823,0.0,11.208608097996775,0.0,0.2922545076080807,0.10412968780306824,0.10412968780306824,25.173437265777245,0.385477232713642,0.015310561073529716,0.00025694841485771416,0.5996971130371038,0.0,1.0,1.0,1.0,15614.663204821294,15614.663204821294,857.1302895904062,857.1302895904062,152146.0431865822,152146.0431865822,2,1.0
2025-07-30 00:00:00+00:00,1,0,0,7843413523,10823,34.25594154993693,250,0.0920995033354645,90.77883911132812,634554,197947,0.085098348557949,167932.0,6670.0,435646.0,90.53860473632812,0.0513756796717643,43.150118152300514,0.0,0.0,0.0,0.0,0.0,0.0,161952.25,7182.0,412919.5,90.23285675048828,0.055176384747028275,32.158831334776345,161952.25,7182.0,412919.5,90.23285675048828,0.055176384747028275,32.158831334776345,0.0,17.873305861896483,0.0,62.26386806596702,0.0,45.65817200203834,0.0,65.63936302475514,0.0,0.26533916189632745,0.167784615984392,0.167784615984392,18.28778640059128,0.3119461669989205,0.01705604715115317,0.0001730552546625221,0.4582717895507758,0.0,1.0,1.0,1.0,27173.096074058252,27173.096074058252,2526.208357730349,2526.208357730349,193039.40792404715,193039.40792404715,3,1.0
2025-07-31 00:00:00+00:00,1,0,0,7843413523,13334,21.767197569211323,200,0.0764509500489416,91.08828735351562,930810,228722,0.1025338545441627,197947.0,10823.0,634554.0,90.77883911132812,0.085098348557949,34.25594154993693,0.0,0.0,0.0,0.0,0.0,0.0,175306.2,8412.4,516497.6,90.40394287109375,0.06464787870645516,30.08050458166334,175306.2,8412.4,516497.6,90.40394287109375,0.06464787870645516,30.08050458166334,0.0,15.547090887964954,0.0,23.200591333271724,0.0,46.687279569587446,0.0,20.48865375376907,0.0,0.3408814710750052,0.2168703445300756,0.2168703445300756,17.152005999250093,0.24572335307597354,0.014325142268408947,9.516838083275981e-05,0.4002220153808541,0.4002220153808541,1.0,1.0,1.0,38018.71599225834,38018.71599225834,3515.070027751937,3515.070027751937,285640.11230357684,285640.11230357684,4,1.0
2025-08-01 00:00:00+00:00,1,0,0,7843413523,12783,57.36739389101664,167,0.0637968997187421,91.09153747558594,1003906,253811,0.0888770595192909,228722.0,13334.0,930810.0,91.08828735351562,0.1025338545441627,21.767197569211323,0.0,0.0,0.0,0.0,0.0,0.0,188390.33333333334,9140.833333333334,597732.3333333334,90.51854197184245,0.06868607550859444,34.62831946655556,188390.33333333334,9140.833333333334,597732.3333333334,90.51854197184245,0.06868607550859444,34.62831946655556,0.0,10.969211531903355,0.0,-4.1322933853307315,0.0,7.8529452842148295,0.0,-13.319303254116555,0.0,0.0035681009762589255,0.2480381759143774,0.2480381759143774,19.853801627033793,0.2528232196807075,0.012733251187610008,0.00022602317420380693,0.3269260951450954,0.3269260951450954,1.0,1.0,1.0,46727.99463990153,46727.99463990153,3615.0054725638615,3615.0054725638615,323831.2992962025,323831.2992962025,5,1.0
2025-08-02 00:00:00+00:00,1,1,0,7843413523,11017,21.420212030410767,133,0.1111522005472953,91.4232406616211,927376,554994,0.0755758732557296,253811.0,12783.0,1003906.0,91.09153747558594,0.0888770595192909,57.36739389101664,0.0,0.0,0.0,0.0,0.0,0.0,240762.2857142857,9408.857142857143,644824.2857142857,90.64778464181083,0.06967033232961375,32.74144697567773,240762.2857142857,9408.857142857143,644824.2857142857,90.64778464181083,0.06967033232961375,32.74144697567773,0.0,118.66428168991887,0.0,-13.815223343503092,0.0,-7.623223688273606,0.0,-14.965826204763498,0.0,0.3641427021956467,0.6021726907916382,0.6021726907916382,50.37157378834634,0.5984556442525532,0.011879742542676819,3.859532433699541e-05,0.3012608119419689,0.3012608119419689,1.0,1.0,1.0,144980.4734297166,144980.4734297166,3375.3633596286804,3375.3633596286804,320799.76494677295,320799.76494677295,6,1.0
2025-08-03 00:00:00+00:00,1,1,0,7843413523,13324,20.280470972475797,112,0.0955821873154885,91.66078186035156,985690,564540,0.102288894355297,554994.0,11017.0,927376.0,91.4232406616211,0.0755758732557296,21.420212030410767,142153.0,5013.0,163660.0,89.3392105102539,0.0380339361727237,20.724574195014107,301103.28571428574,10596.142857142857,762257.1428571428,90.97943769182477,0.07884961206998138,32.67800365817226,281234.5,9898.25,687432.5,90.77440929412842,0.07374765258282416,31.18382497527749,297.13548078478823,1.7200185947956248,165.78894873329344,20.940364890623584,502.2791152389099,6.288064388123038,168.94112113658696,35.34596419306635,2.5986029391105836,0.2598258353252447,0.6272710128297988,0.6272710128297988,42.36697936210131,0.5727352689636002,0.013517420773853064,3.592382302166857e-05,0.22285706656320048,0.28525697617304374,1.0022586585722857,1.070648464943973,1.0691813136889656,176410.24965768206,176410.24965768206,3417.826533673954,3417.826533673954,320522.0498138266,320522.0498138266,7,1.0
2025-08-04 00:00:00+00:00,1,0,0,7843413523,11895,22.022989590962727,91,0.1390034789580539,91.79058074951172,896143,956957,0.0931594371795654,564540.0,13324.0,985690.0,91.66078186035156,0.102288894355297,20.280470972475797,139777.0,6222.0,417818.0,90.27477264404295,0.0461975745856761,30.50469144185384,417843.28571428574,11406.57142857143,830589.2857142857,91.19598170689174,0.08555844958339412,31.466331965187813,356314.77777777775,10120.111111111111,710622.5555555555,90.88731723361545,0.07590451753801764,30.16595437702029,584.6312340370733,69.51092925213449,91.1764705882353,-10.72500750525368,114.4816642653021,-9.084702086863006,101.6543899004823,-8.925169475408289,1.6791048717958557,0.14160787910135753,0.783633595877417,0.783633595877417,80.44359448554135,1.067860745594458,0.013273536395936368,2.3013538306762394e-05,0.20909881591797583,0.2674246470133449,1.0033961226128274,1.172680202376791,1.127185210558004,279220.23057426274,279220.23057426274,3265.6311964321867,3265.6311964321867,307786.60538557847,307786.60538557847,8,1.0
2025-08-05 00:00:00+00:00,1,0,0,7843413523,11478,21.712435007095337,80,0.1457784197390558,91.7838897705078,842563,1135312,0.0889704972505569,956957.0,11895.0,896143.0,91.79058074951172,0.0931594371795654,22.022989590962727,167932.0,6670.0,435646.0,90.53860473632812,0.0513756796717643,43.150118152300514,556040.4285714285,12093.42857142857,888720.2857142857,91.37387956891742,0.09092913780893594,28.403805801587076,434214.5,10255.9,723816.6,90.97697448730469,0.07721111550927155,29.320602440027795,576.054593525951,18.63772353407729,72.0839580209895,-3.50567465321564,93.40542550603013,-5.978956483507658,73.17629239940635,-4.496527733346312,1.3754188479116358,-0.007289396089760203,0.8303137020933661,0.8303137020933661,98.90338879693353,1.347448977169687,0.013622704031978579,1.912462466922808e-05,0.17817796979632528,0.24339460893110987,1.0043626981865408,1.2805662375886309,1.1776690080072358,360534.2489976199,360534.2489976199,3108.6662538422775,3108.6662538422775,293168.1747981675,293168.1747981675,9,1.0
