timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,ccu_playing,platform_platform_share,session_session_length,visits_visits_gained,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-09-06 00:00:00+00:00,0,0,0,2350840700,93.36612701416016,197,0.0056721856817603,0.0,7423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,7423.0,93.36612701416016,0.0056721856817603,0.0,0.0,197.0,7423.0,93.36612701416016,0.0056721856817603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026535560344827586,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-09-07 00:00:00+00:00,0,0,0,2350840700,93.42473602294922,201,0.0056136958301067,0.0,6892,0.0,0.0,0.0,0.0,197.0,7423.0,93.36612701416016,0.0056721856817603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,7157.5,93.39543151855469,0.0056429407559335,0.0,0.0,199.0,7157.5,93.39543151855469,0.0056429407559335,0.0,0.0,0.0,0.0,2.0304568527918843,0.0,-7.1534420045803575,0.0,-1.031169551477884,0.0,0.06277331047497281,0.0,0.0,0.0,0.0,0.029160017408965618,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8284271247461903,2.8284271247461903,375.47370081005676,375.47370081005676,0,0.0
2022-09-08 00:00:00+00:00,0,0,0,2350840700,93.41702270507812,178,0.0053600668907165,0.0,6399,0.0,0.0,0.0,0.0,201.0,6892.0,93.42473602294922,0.0056136958301067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,6904.666666666667,93.40262858072917,0.0055486494675278325,0.0,0.0,192.0,6904.666666666667,93.40262858072917,0.0055486494675278325,0.0,0.0,0.0,0.0,-11.442786069651746,0.0,-7.153221125943121,0.0,-4.518038509139865,0.0,-0.008256183746879753,0.0,0.0,0.0,0.0,0.0278125,0.0,0.02544784545898754,0.0,1.0,0.0,1.0,0.0,0.0,12.288205727444508,12.288205727444508,512.1174995382734,512.1174995382734,0,0.0
2022-09-09 00:00:00+00:00,0,0,0,2350840700,93.45606231689452,221,0.0058341068215668,0.0,7419,0.0,0.0,0.0,0.0,178.0,6399.0,93.41702270507812,0.0053600668907165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.25,7033.25,93.41598701477051,0.005620013806037575,0.0,0.0,199.25,7033.25,93.41598701477051,0.005620013806037575,0.0,0.0,0.0,0.0,24.157303370786522,0.0,15.939990623534928,0.0,8.84391819197865,0.0,0.04179068298895139,0.0,0.0,0.0,0.0,0.029784366576819408,0.0,0.026209259033179458,0.0,1.0,0.0,1.0,0.0,0.0,17.63282923034947,17.63282923034947,490.89467641575965,490.89467641575965,0,0.0
2022-09-10 00:00:00+00:00,0,1,0,2350840700,93.43498229980467,245,0.0041682696901261,0.0,10445,0.0,0.0,0.0,0.0,221.0,7419.0,93.45606231689452,0.0058341068215668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.4,7715.6,93.41978607177734,0.005329664982855279,0.0,0.0,208.4,7715.6,93.41978607177734,0.005329664982855279,0.0,0.0,0.0,0.0,10.859728506787336,0.0,40.787168081951755,0.0,-28.553421841414362,0.0,-0.022556072412260875,0.0,0.0,0.0,0.0,0.023453953666475204,0.0,0.01690368652342608,0.01690368652342608,1.0,0.0,1.0,0.0,0.0,25.53037406698147,25.53037406698147,1583.9005019255471,1583.9005019255471,0,0.0
2022-09-11 00:00:00+00:00,0,1,0,2350840700,93.3296356201172,225,0.0036696211900562,0.0,10102,0.0,0.0,0.0,0.0,245.0,10445.0,93.43498229980467,0.0041682696901261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.16666666666666,8113.333333333333,93.40476099650066,0.005052991017388766,0.0,0.0,211.16666666666666,8113.333333333333,93.40476099650066,0.005052991017388766,0.0,0.0,0.0,0.0,-8.163265306122447,0.0,-3.2838678793681186,0.0,-11.962961543757855,0.0,-0.11274864841248622,0.0,0.0,0.0,0.0,0.02227061268930021,0.0,-0.0032193865094823654,-0.0032193865094823654,1.0,0.0,1.0,0.0,0.0,23.819459831546695,23.819459831546695,1719.3439058741756,1719.3439058741756,0,0.0
2022-09-12 00:00:00+00:00,0,0,0,2350840700,93.34066009521484,172,0.0051255477592349,0.0,5600,0.0,0.0,0.0,0.0,225.0,10102.0,93.3296356201172,0.0036696211900562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.57142857142858,7754.285714285715,93.39560372488839,0.005063356266223929,0.0,0.0,205.57142857142858,7754.285714285715,93.39560372488839,0.005063356266223929,0.0,0.0,0.0,0.0,-23.55555555555555,0.0,-44.56543258760641,0.0,39.6751188685065,0.0,0.011812405592714903,0.0,0.0,0.0,0.0,0.03070880199964292,0.0,-0.00888007027762131,-0.00888007027762131,1.0,0.0,1.0,0.0,0.0,26.304987758073203,26.304987758073203,1834.6278200483166,1834.6278200483166,0,0.0
2022-09-13 00:00:00+00:00,0,0,0,2350840700,93.34513092041016,146,0.0044612218625843,0.0,5006,0.0,0.0,0.0,0.0,172.0,5600.0,93.34066009521484,0.0051255477592349,0.0,0.0,197.0,7423.0,93.36612701416016,0.0056721856817603,0.0,0.0,198.28571428571428,7409.0,93.39260428292411,0.004890361434913072,0.0,0.0,198.125,7410.75,93.38929462432861,0.004988089465768975,0.0,0.0,0.0,-25.888324873096447,-15.116279069767447,-32.56095918092415,-10.60714285714286,-21.349156870340526,-12.961071242652233,-0.022487913359425793,0.00478979384841427,0.0,0.0,0.0,0.0,0.02915917715198722,0.0,-0.018498829432883578,-0.010126113891597925,1.0000354393788797,0.0,0.9804077229314817,0.0,0.0,32.19777055281046,32.19777055281046,1956.8230630284384,1956.8230630284384,0,0.0
2022-09-14 00:00:00+00:00,0,0,0,2350840700,93.38909912109376,139,0.0043577807955443,0.0,4732,0.0,0.0,0.0,0.0,146.0,5006.0,93.34513092041016,0.0044612218625843,0.0,0.0,201.0,6892.0,93.42473602294922,0.0056136958301067,0.0,0.0,189.42857142857142,7100.428571428572,93.38751329694476,0.0047109450014041565,0.0,0.0,191.55555555555554,7113.111111111111,93.38927290174696,0.004918055169077344,0.0,0.0,0.0,-30.84577114427861,-4.794520547945202,-31.34068485200232,-5.473431881741908,-22.37233851942648,-2.3186712121974207,-0.03814503885427589,0.04710283252062908,0.0,0.0,0.0,0.0,0.02936826537080076,0.0,-0.01428413391112732,-0.007101313273113271,0.9999811583841749,0.0,0.9578877908943745,0.0,0.0,35.99344076047437,35.99344076047437,2036.617811743556,2036.617811743556,0,0.0
2022-09-15 00:00:00+00:00,0,0,0,2350840700,93.3814697265625,117,0.0034944305662065,0.0,4662,0.0,0.0,0.0,0.0,139.0,4732.0,93.38909912109376,0.0043577807955443,0.0,0.0,178.0,6399.0,93.41702270507812,0.0053600668907165,0.0,0.0,180.71428571428572,6852.285714285715,93.38243430001395,0.004444425526474157,0.0,0.0,184.1,6868.0,93.38849258422852,0.00477569270879026,0.0,0.0,0.0,-34.269662921348306,-15.827338129496404,-27.144866385372712,-1.4792899408283988,-34.80621347732124,-19.811694755747,-0.03805835112928868,-0.00816947010203739,0.0,0.0,0.0,0.0,0.025091143040960755,0.0,-0.010716029575887001,-0.005590219208688777,0.999935128150729,0.0,0.9306347366725743,0.0,0.0,41.32110034030233,41.32110034030233,2070.6855547539485,2070.6855547539485,0,0.0
