timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,ccu_playing,session_session_length,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-19 00:00:00+00:00,1,1,0,6331902150,87.74765014648438,0.0168127535299061,239218,24.1649272441864,25000000.0,1.6547203063964844,19180965,7.0,21189474.0,267074.0,19573419.0,87.77044677734375,1.883769392967224,22.840287526448567,4650108.0,361606.0,37597250.0,88.17713165283203,2.5676209926605225,23.07078790664673,19371647.0,265214.4285714286,20800796.42857143,87.89242771693638,2.0297891923359463,24.24563946042742,10642816.133333333,245926.2,17070185.433333334,87.87213287353515,1.9478392839431762,25.38106530772315,437.62192189944835,17.983108028070927,-33.845677339424675,-10.430068071021514,-48.98306392089847,-2.0050355024842648,-35.554339556871554,-12.1590831354337,-0.48706676923739867,-0.025973014489955037,0.6656028185312761,0.6098858766069382,104.50674904585338,1.3033754400065147,0.012471634640299139,9.665970511035741e-07,-0.056129455566403044,0.00817858533678988,1.0002309588118277,1.8201617652049764,1.0420722125630777,8311455.230965616,6490903.247044464,232423.64134008775,165486.44329503665,6550121.567657524,5168837.326388662,41,1.0
2025-07-20 00:00:00+00:00,1,1,0,6331902150,87.74214172363281,0.0126082067029446,236706,22.71489707628886,19000000.0,1.7802096605300903,20158907,9.0,25000000.0,239218.0,19180965.0,87.74765014648438,1.6547203063964844,24.1649272441864,5914331.0,299505.0,26423529.0,88.07804870605469,2.3946144580841064,22.094574054082234,21241028.285714287,256243.14285714287,19905850.42857143,87.84444100516183,1.9420170783996582,24.33425703502837,10828081.866666667,246453.23333333334,17227459.233333334,87.87502212524414,1.9477445244789124,25.20428508122762,221.25357880713813,-24.0,-20.96759653428156,-1.050088204064914,-23.708498588511773,5.098502604013921,-25.657775324951125,7.583719958503843,-0.3813742326909453,-0.006277573065904818,0.6249072125578025,0.6142270983762844,80.26801066297152,0.9425113701595345,0.01174200507289383,1.1955208358298961e-06,-0.04571424211774072,0.005845665852141043,0.9996519930312082,1.9616612200821084,0.9970594469617177,8331025.6269885395,6650901.305943528,230328.36705042527,165429.14335973808,6352704.752853933,5189287.386378888,41,0.76
2025-07-21 00:00:00+00:00,1,0,0,6331902150,87.72420501708984,0.0104860427912445,238132,24.413854122161865,16000000.0,1.8451858758926392,18128546,10.0,19000000.0,236706.0,20158907.0,87.74214172363281,1.7802096605300903,22.71489707628886,22000000.0,279222.0,21057169.0,88.0032730102539,2.1962780952453613,30.768800656000774,20383885.42857143,250373.14285714287,19487475.714285713,87.80457414899554,1.891861047063555,23.426407530194236,10832778.7,247658.2,17304980.933333334,87.87611770629883,1.957927366097768,25.053513413005405,-27.27272727272727,-15.789473684210531,-14.715889149135808,0.6024350882529284,-13.907961701784322,-10.071781173453498,-15.985781587167324,3.6499192653072665,-0.3171109251033699,-0.02044252190637197,0.5785951566055479,0.6143045648921296,67.18934377007807,0.8825859016720976,0.013135746621061246,1.525865787268505e-06,-0.035906382969444185,0.003605862321526331,0.999185858920823,1.8816857606969697,0.9662570122987321,8109764.8640029095,6654625.405876229,228241.85858042625,165225.5851483474,6084632.827814088,5184641.40834799,41,0.64
2025-07-22 00:00:00+00:00,1,0,0,6331902150,87.71354675292969,0.0102839131947548,234981,34.74554491043091,15876796.0,1.8151713609695437,17665550,10.0,16000000.0,238132.0,18128546.0,87.72420501708984,1.8451858758926392,24.413854122161865,20728665.0,264497.0,20414808.0,87.93978881835938,2.1270174980163574,23.400460640589397,19690761.285714287,246156.57142857142,19094724.57142857,87.77225385393415,1.84731159891401,25.04713385445731,10812459.666666666,249116.1,17363737.166666668,87.87625172932943,1.9621564030647278,25.39413781960805,-23.406567668491917,-0.7700249999999964,-11.159294812417532,-1.3232156954966157,-13.466979459223916,-2.5539610291967163,-14.661192836337234,-1.6266390998996516,-0.2572692844384661,-0.012149741520117718,0.5236528242835574,0.6138914636246458,67.56600931135151,0.8987433225264244,0.013301651332585098,2.1884480169665774e-06,-0.026342936924528042,0.0014081095694434016,0.998816541746505,1.8211176635801205,0.9414701070866015,7730505.835058688,6637676.690152449,226247.27062133688,164903.28522968054,5783078.997079638,5178187.660474893,41,0.63507184
2025-07-23 00:00:00+00:00,1,0,0,6331902150,87.70323181152344,0.0083206039161506,221903,26.34229751427968,13000000.0,1.7963263988494873,18156315,11.0,15876796.0,234981.0,17665550.0,87.71354675292969,1.8151713609695437,34.74554491043091,20172058.0,252407.0,19793554.0,87.88277435302734,2.0011513233184814,23.93452548980713,18666181.57142857,241798.85714285713,18860833.285714287,87.7466049194336,1.8180508954184396,25.39110128652482,10793797.666666666,250166.13333333333,17510928.5,87.87561594645182,1.9648703853289287,25.4911012424363,-35.554418889733505,-18.119499677390827,-12.08524327772209,-5.565556364131563,-8.271576696130467,2.778090690637991,-10.23535412251263,-1.0381919043715326,-0.20429776236089436,-0.011759804258404394,0.4683720390706217,0.6142850984147367,58.58389213353522,0.7160042819259149,0.012221807551708177,2.0263304221499426e-06,-0.017949513026645842,-0.0007698474922220699,0.9985318904951194,1.7293432902743164,0.9252777735331835,7193761.543629774,6630469.061937088,225068.15294273643,164616.5702766182,5453329.028630262,5134219.588964215,41,0.52
2025-07-24 00:00:00+00:00,1,0,0,6331902150,87.69462585449219,0.0082614560214774,235890,23.511890570322674,13052288.0,1.8000099658966064,17819413,11.0,13000000.0,221903.0,18156315.0,87.70323181152344,1.7963263988494873,26.34229751427968,20597001.0,254578.0,19162131.0,87.82501220703125,1.9509732723236084,22.51590061187744,17588365.42857143,239129.14285714287,18669016.42857143,87.7279782976423,1.7964847087860107,25.53338556630271,10786222.333333334,251832.0,17660122.166666668,87.87436930338542,1.9682674249013266,25.392058408260347,-36.63015309850206,0.40221538461537865,-7.340775715104996,6.30320455334088,-7.007143412181039,-1.8555637528870794,-7.737845954558087,0.20506112082294692,-0.14846152509686572,-0.009812588263269362,0.40740228271511714,0.6144561252725821,55.33186090185721,0.7324757144090148,0.013237809054775874,1.801361475395057e-06,-0.012317657470696302,-0.0029278068839499005,0.9983340875513119,1.6306325685700924,0.9127238941507516,6511002.82859015,6627660.38126859,224863.44854537796,164196.27227823707,5298419.28563225,5073619.775629145,41,0.52209152
2025-07-25 00:00:00+00:00,1,0,0,6331902150,87.68695831298828,0.0082478270985208,246220,26.566497325897217,13181001.0,1.6792349815368652,17993118,11.0,13052288.0,235890.0,17819413.0,87.69462585449219,1.8000099658966064,23.511890570322674,21189474.0,267074.0,19573419.0,87.77044677734375,1.883769392967224,22.840287526448567,16444297.857142856,236150.0,18443259.14285714,87.71605137416294,1.7672655071531023,26.06570125193823,10988832.0,253726.26666666666,17765810.7,87.87158966064453,1.9666701952616374,25.528946207629307,-37.79458140395556,0.9861336188720315,-7.808322786942945,4.379159777862562,-8.073709554779363,0.9748076437759101,-10.857720281153194,-6.709684204419486,-0.09512138472675957,-0.008743456545023953,0.3643049360662758,0.6009771401160621,53.53321203309222,0.7325578739294727,0.013684120023882463,2.0155142473916034e-06,-0.01064573015485351,-0.004854301138634486,0.9982299365803866,1.4964554792668463,0.8986079676251933,5994422.314666228,6604036.828575866,35849.90935334275,163778.35660026956,5281804.178206977,5045415.741809196,41,0.52724004
2025-07-26 00:00:00+00:00,1,1,0,6331902150,87.67622375488281,0.0059551536275836,229443,23.623474677403767,9631563.0,1.554957628250122,18129270,12.0,13181001.0,246220.0,17993118.0,87.68695831298828,1.6792349815368652,26.566497325897217,25000000.0,239218.0,19180965.0,87.74765014648438,1.6547203063964844,24.1649272441864,14248806.857142856,234753.57142857142,18293017.0,87.70584760393415,1.7530136959893363,25.988350885254995,11061739.5,254515.63333333333,17880774.633333333,87.86794611612956,1.9573022365570067,25.38180257876714,-61.47374800000001,-26.928440412074927,-4.086230969241445,-6.81382503452197,-5.483014019367638,0.7566893075452441,-6.028975275200277,-7.400831608033942,-0.08139977706790313,-0.012241909529064898,0.31846171697236897,0.5944425649884499,41.97783772946776,0.5312713897872672,0.012655941874331295,2.4527142920302213e-06,-0.010398864746091436,-0.006708240615114561,0.998155203127416,1.288116291035678,0.8956274934181733,5353413.73036801,6575568.801614054,21335.987738308748,163596.1771116629,2252064.180841508,5011868.418607121,41,0.38526252
2025-07-27 00:00:00+00:00,1,1,0,6331902150,87.6561050415039,0.0060390811286346,215319,22.898350874582928,9870156.0,1.5486520528793335,17932840,12.0,9631563.0,229443.0,18129270.0,87.67622375488281,1.554957628250122,23.623474677403767,19000000.0,236706.0,20158907.0,87.74214172363281,1.7802096605300903,22.71489707628886,12944543.42857143,231698.2857142857,17975007.42857143,87.6935566493443,1.719934037753514,26.014558570725576,11130072.2,254381.96666666667,17989099.666666668,87.86281458536784,1.948358917236328,25.28870393567615,-48.05181052631578,2.477199183559309,-9.035258928797752,-6.155777251866478,-11.042597696392964,-1.083496467315015,-13.007322271344501,-0.4055142890217911,-0.09805628223653606,-0.022946601161966118,0.2814634976673066,0.5886150587286196,45.83947612855285,0.5503955563984535,0.012006965321334193,2.319958119671544e-06,-0.01054355076380896,-0.008474234134389773,0.9980736112674937,1.1630242100829706,0.8827603695284101,4810995.2922297,6551328.101656776,17890.726344754283,163627.55297626025,1112902.4079148786,4975357.947008269,41,0.39480624
2025-07-28 00:00:00+00:00,1,0,0,6331902150,87.63839721679688,0.0078709409985404,214003,22.573920965194706,13000000.0,1.576880693435669,16442985,11.0,9870156.0,215319.0,17932840.0,87.6561050415039,1.5486520528793335,22.898350874582928,16000000.0,238132.0,18128546.0,87.72420501708984,1.8451858758926392,24.413854122161865,12515972.0,228251.2857142857,17734213.0,87.6812983921596,1.6816047259739466,25.751710976873124,11366261.166666666,254779.1,18004741.066666666,87.85537134806314,1.9460818767547607,25.106605358918507,-18.75,31.710177630424475,-10.132615524163068,-0.6111861935082397,-9.297827856685249,-8.30797018207936,-14.540821386201708,1.8227877917348367,-0.0978154208137294,-0.02020147335847211,0.28601793118968594,0.5704767941721925,60.74652810227846,0.7906106591588656,0.013014850222459594,1.7364553252876446e-06,-0.012075151715958195,-0.009929813983309372,0.9980186418515733,1.1011511891619243,0.8640976240825746,4704974.57907781,6484188.232083885,16437.768897730333,163510.6747371243,1121024.4900326978,4969537.835972402,41,0.52
2025-07-29 00:00:00+00:00,1,0,0,6331902150,87.61882781982422,0.0053958842244423,213633,23.5921315352122,9000000.0,1.5901607275009155,15913461,12.0,13000000.0,214003.0,16442985.0,87.63839721679688,1.576880693435669,22.573920965194706,15876796.0,234981.0,17665550.0,87.71354675292969,1.8151713609695437,34.74554491043091,11533572.57142857,225201.57142857142,17483914.57142857,87.66776711600167,1.6494603497641427,24.15836620898474,11449966.5,255509.56666666668,18001735.933333334,87.84664560953776,1.9437544226646424,25.04416462712818,-43.313499776655185,-30.76923076923077,-9.084989850243208,-0.17289477250318486,-9.918111805180141,-3.2203641856998644,-12.396109717621506,0.8421711370130591,-0.107986664103632,-0.022329706605939137,0.3153705995207945,0.5620170343178981,42.12812567287978,0.5655588959837903,0.01342467151396723,2.6213476570960605e-06,-0.014161518641880711,-0.011281910727631277,0.9979637413324673,1.0073018616629639,0.8485950336786581,4923618.444082293,6435076.215369283,16059.877475653146,163268.01529401625,1206117.2386990155,4970816.760228994,41,0.36
2025-07-30 00:00:00+00:00,1,0,0,6331902150,87.59976959228516,0.0053805708159973,215905,23.516622304916385,9064539.0,1.6275322437286377,16077092,12.0,9000000.0,213633.0,15913461.0,87.61882781982422,1.5901607275009155,23.5921315352122,13000000.0,221903.0,18156315.0,87.70323181152344,1.7963263988494873,26.34229751427968,10971363.857142856,224344.7142857143,17186882.714285713,87.65298679896763,1.6253468990325928,23.75469832193284,11556714.7,256305.0,18065813.733333334,87.83710276285807,1.94260094165802,24.969058443440336,-30.272776923076925,0.7171000000000038,-2.702982834842249,1.0635061062663542,-11.45178963903193,1.0282552613790408,-9.396630547152174,2.3501722550056225,-0.11796853673604613,-0.021751292517002696,0.33917659562545155,0.5507940595577158,41.983729030226115,0.5638170408045783,0.013429355667719283,2.5943536356965035e-06,-0.016380582536967878,-0.01260287037680595,0.9979038930235722,0.9493497193577737,0.8366859421191007,5026180.880578761,6365369.804763328,16098.195795605461,163006.06165796836,1257469.8676415768,4931752.835090977,41,0.36258156
2025-07-31 00:00:00+00:00,1,0,0,6331902150,87.57926940917969,0.0053396170479955,215761,26.886658032735188,9076899.0,1.6024445295333862,15701911,12.0,9064539.0,215905.0,16077092.0,87.59976959228516,1.6275322437286377,23.516622304916385,13052288.0,235890.0,17819413.0,87.69462585449219,1.8000099658966064,23.511890570322674,10403451.142857144,221469.14285714287,16884382.42857143,87.63650730678013,1.5971232652664185,24.23680795942034,11668904.166666666,257157.63333333333,18122389.966666665,87.8268544514974,1.940712813536326,24.96895293792089,-30.45741099185062,0.1363555278431683,-8.533214633939545,-0.06669600055579927,-11.883118708792484,-2.3336372025488217,-10.975796807036598,-1.5414572763103096,-0.13154334622956787,-0.023402097061309135,0.35366459954056634,0.5388663657060259,42.06903439901373,0.5780760330334294,0.01374106541929416,2.9620969750394062e-06,-0.01833043779645608,-0.013924132146610388,0.997832699965107,0.891553396468504,0.8229570362634819,4949857.299073637,6287979.980063569,15438.45143119699,162714.90439743933,1352961.0120198845,4893141.374250259,41,0.36307596
2025-08-01 00:00:00+00:00,1,0,0,6331902150,87.57413482666016,0.0041872979229371,229284,23.780765056610107,7186877.0,1.5463852882385254,16153692,13.0,9076899.0,215761.0,15701911.0,87.57926940917969,1.6024445295333862,26.886658032735188,13181001.0,246220.0,17993118.0,87.68695831298828,1.6792349815368652,26.566497325897217,9547147.714285715,219049.7142857143,16621607.285714285,87.62038966587612,1.5781447376523698,23.83884620666504,11711322.366666667,258661.86666666667,18187584.033333335,87.81627527872722,1.9405686140060425,24.963140965832604,-45.4754839939698,-20.82233150330306,-6.8784014296157885,6.2675831127960935,-10.222941904788263,2.877235770856168,-7.911322403297804,-3.4983576817591677,-0.1286662104590497,-0.005862783001242544,0.36910833181914315,0.533843289018694,31.344732538107596,0.44490612765761983,0.014193906000318317,3.3089145323755473e-06,-0.01780591692242947,-0.015108680937260161,0.997769370060056,0.8152066363965241,0.8132383087421489,4796829.558219028,6252010.850979529,11249.3745594163,162224.6238281615,1311698.0664320139,4851905.240670493,41,0.28747508
2025-08-02 00:00:00+00:00,1,1,0,6331902150,87.57656860351562,0.0046213801898504,213421,24.296494960784912,8011546.0,1.4254252910614014,16858436,13.0,7186877.0,229284.0,16153692.0,87.57413482666016,1.5463852882385254,23.780765056610107,9631563.0,229443.0,18129270.0,87.67622375488281,1.554957628250122,23.623474677403767,9315716.714285715,216760.85714285713,16440059.57142857,87.6061532156808,1.5596401180539812,23.934991961433774,11739145.6,259642.8,18301495.133333333,87.8057487487793,1.9356260259946187,24.965446770191193,-16.81987648318347,11.474650254902086,-6.982997955919334,-6.918494094659899,-7.009846507884765,4.362742585410206,-8.330280827940662,-7.822112516015234,-0.11366268652923672,0.002779104652628206,0.2970557652106571,0.5309554729076974,37.53851992765507,0.4752247198242637,0.012659595904412728,3.0326845690083217e-06,-0.014524732317241022,-0.016130422352418055,0.9977268511920608,0.7935600282771614,0.8057548809060687,3499988.79066764,6232963.603580315,11312.531010947387,161846.08036658654,1231587.2510724287,4776150.627218652,41,0.32046184
2025-08-03 00:00:00+00:00,1,1,0,6331902150,87.57178497314453,0.0049823300122642,201583,26.26318160692851,8720784.0,1.5065994262695312,16790473,14.0,8011546.0,213421.0,16858436.0,87.57656860351562,1.4254252910614014,24.296494960784912,9870156.0,215319.0,17932840.0,87.6561050415039,1.5486520528793335,22.898350874582928,9151520.714285715,214798.57142857142,16276864.285714285,87.59410749162946,1.5536325999668665,24.415682066054575,11813543.733333332,260202.5,18403079.666666668,87.79478708902995,1.9361283580462139,25.018145549297333,-11.644922329495099,8.852698343116305,-6.379372001541894,-5.546783118812115,-6.370251449296371,-0.40313941340702764,-2.7154341436228857,5.694730949223303,-0.09619417645747586,-0.005462226309360663,0.2620679797585978,0.5232333112417281,43.26129057861735,0.5193887915254805,0.012005795667233695,3.011561643467705e-06,-0.011071068899970062,-0.016985479743115935,0.9977142196700473,0.7746634643137266,0.8024429751830444,2895335.445267482,6181239.605090966,12527.060860481866,161607.16081389337,938188.4269105155,4707770.475730449,41,0.34883136
2025-08-04 00:00:00+00:00,1,0,0,6331902150,87.56136322021484,0.0038505763619535,207785,22.117974201838177,6800001.0,1.581214427947998,14865910,14.0,8720784.0,201583.0,16790473.0,87.57178497314453,1.5065994262695312,26.26318160692851,13000000.0,214003.0,16442985.0,87.63839721679688,1.576880693435669,22.573920965194706,8265806.571428572,213910.2857142857,16051567.857142856,87.58310263497489,1.5542517048971993,24.350546814146497,11843066.066666666,261051.06666666668,18426556.8,87.78355433146159,1.9436717589696249,24.998831037680308,-47.692299999999996,-22.025347721030585,-2.90556674439143,3.0766483284800694,-9.59117216247537,-11.462232183691313,0.27482957527287244,4.95254414527555,-0.08789982362579218,-0.011900811354803587,0.26214506136026033,0.5196414789864524,32.72598250122722,0.45742242100063696,0.013977279966226086,3.2526423083167e-06,-0.00825228009905198,-0.01777724116476985,0.9977165233509478,0.6979448163928933,0.7996472129229968,2723920.309391243,6154148.366616935,12378.237001215472,161250.59881822698,1066436.0195225577,4687602.25817701,41,0.27200004
2025-08-05 00:00:00+00:00,1,0,0,6331902150,87.55747985839844,0.0039289439070701,255805,22.76716121037801,7000000.0,1.9343442916870115,17675449,14.0,6800001.0,207785.0,14865910.0,87.56136322021484,1.581214427947998,22.117974201838177,9000000.0,213633.0,15913461.0,87.61882781982422,1.5901607275009155,23.5921315352122,7980092.285714285,219934.85714285713,16303280.42857143,87.5743386404855,1.6034207854952132,24.232693910598755,11837171.1,263765.8333333333,18538692.133333333,87.77245178222657,1.962687122821808,24.898731413152483,-22.22222222222222,2.941161332182163,19.740395912616492,23.110426642924175,11.072311673745894,18.8992063048949,21.64457706907479,22.332825801323075,-0.07001687074830176,-0.004435017539228259,0.2415916488553094,0.5202978855613294,27.364487150418675,0.39602952117202106,0.014472333094772694,3.2524511368466962e-06,-0.00589397975376347,-0.01849784129718812,0.9977428778880119,0.6741553550505226,0.8169518039074573,2357169.2340235244,6158855.094357676,15123.722207581917,160424.2587589252,1066990.8547532742,4625592.822810822,41,0.28
2025-08-06 00:00:00+00:00,1,0,0,6331902150,87.5503158569336,0.0036655548034738,247478,25.88392059008281,6600000.0,1.9125815629959104,18123533,15.0,7000000.0,255805.0,17675449.0,87.55747985839844,1.9343442916870115,22.76716121037801,9064539.0,215905.0,16077092.0,87.59976959228516,1.6275322437286377,23.516622304916385,7628015.285714285,224445.2857142857,16595629.142857144,87.56727382114956,1.6441421168191093,24.57087937990824,11843356.266666668,266089.1,18694015.766666666,87.76127319335937,1.9793142040570577,24.969718590047627,-27.188795811899535,-5.714285714285716,14.623561288529686,-3.255213932487633,12.728925106605104,2.5350643143492446,17.514204118883157,-1.1250700707535866,-0.056454184276666375,-0.008182055349725825,0.24728942119554442,0.5195581347954438,26.668929484925993,0.36416738589725384,0.013655063079860693,3.921805555799584e-06,-0.004834856305807109,-0.01915013670788732,0.9977894649296805,0.6440754726921005,0.8306625160619084,2299714.851416812,6153312.091627264,16517.55598423468,159638.8320329729,1064038.474637368,4526479.440046866,41,0.264
2025-08-07 00:00:00+00:00,1,0,0,6331902150,87.54818725585938,0.0034594370481477,235151,25.528040091196697,6289296.0,1.8206948041915896,17132033,15.0,6600000.0,247478.0,18123533.0,87.5503158569336,1.9125815629959104,25.88392059008281,9076899.0,215761.0,15701911.0,87.57926940917969,1.6024445295333862,26.886658032735188,7229786.285714285,227215.2857142857,16799932.285714287,87.56283351353237,1.6753207274845667,24.376791102545607,11872070.533333333,267921.26666666666,18822640.933333334,87.75060424804687,1.9920971592267354,24.945789537164902,-30.71096197060251,-4.707636363636358,8.986795574733165,-4.981048820501222,9.107948707644574,-5.470787621817442,13.619833363077817,-4.804331516214521,-0.035490308985219876,-0.0024312888575961367,0.24461517187939233,0.5158563940773584,26.745662380077565,0.3671073732400951,0.01372580745520351,4.058965587282123e-06,-0.005166190011156358,-0.019787074885723854,0.9978601773044922,0.608974337325165,0.8409834428632333,2156678.702190067,6124283.495557394,16479.131386643563,158932.7837205648,1033331.4701811031,4420721.296806974,41,0.25157184
2025-08-08 00:00:00+00:00,1,0,0,6331902150,87.5458984375,0.0037383694322584,239089,26.52084557215373,6864631.0,1.5620185136795044,17143924,14.0,6289296.0,235151.0,17132033.0,87.54818725585938,1.8206948041915896,25.528040091196697,7186877.0,229284.0,16153692.0,87.57413482666016,1.5463852882385254,23.780765056610107,7183751.142857143,228616.0,16941394.0,87.55879974365234,1.6775540454047067,24.768231176194693,11945887.966666667,269525.86666666664,18942332.833333332,87.7397829691569,1.9947027564048767,25.01091319057677,-4.483811257657533,9.147844210226385,4.276355960293787,1.6746686171864145,6.130066117392863,0.06940799145087606,1.0109528045747718,-14.207559109663116,-0.03224284112660625,-0.0026143526566491104,0.2158315162039312,0.5062071127811547,28.711493579823497,0.4004118660108464,0.013945989614396937,3.863403831720874e-06,-0.005366189139228941,-0.02028063645750047,0.9979372729293372,0.6013576523488583,0.8410045256207604,1805527.6338958812,6047093.457213473,15849.049915020467,158370.89791758775,984335.1696985184,4320606.108572762,41,0.27458524
2025-08-09 00:00:00+00:00,1,1,0,6331902150,87.54135131835938,0.0038326006768492,215724,25.37436230977376,7103645.0,1.3821043968200684,17407097,15.0,6864631.0,239089.0,17143924.0,87.5458984375,1.5620185136795044,26.52084557215373,8011546.0,213421.0,16858436.0,87.57656860351562,1.4254252910614014,24.296494960784912,7054051.0,228945.0,17019774.14285714,87.55376870291573,1.6713653462273734,24.92221222605024,12038182.866666667,269082.8333333333,19005815.033333335,87.72529424031576,1.9801982084910075,24.713422400421564,-11.33240700359207,3.481818614868004,1.0790878123521086,-9.772511491536628,3.2545189838488087,1.5350803001693114,-3.039155718155906,-11.518052781309795,-0.04021313659329229,-0.005193983066920094,0.21937324555291404,0.49403032946152153,32.92916908100591,0.4080889876072393,0.0123928755959207,3.5720195389485564e-06,-0.004697254725859725,-0.01993166676352533,0.9980447425239732,0.5859730723589883,0.8440394194180302,1795544.5362150823,5947227.447737377,15899.53362385396,158506.66472359723,925432.9791926864,4282144.072564828,41,0.2841458
2025-08-10 00:00:00+00:00,1,1,0,6331902150,87.537109375,0.0037411616583717,199156,23.53824718793233,7000001.0,1.4586364030838013,17188987,14.0,7103645.0,215724.0,17407097.0,87.54135131835938,1.3821043968200684,25.37436230977376,8720784.0,201583.0,16790473.0,87.57178497314453,1.5065994262695312,26.26318160692851,6808224.857142857,228598.2857142857,17076704.714285713,87.54881504603794,1.6645134857722692,24.532935880479357,12052722.0,239349.3,18755392.233333334,87.70072072347006,1.7707638621330262,24.674913227558136,-19.731975932439106,-1.4590256129071721,-1.2039705729153694,-7.680183938736529,2.373453088546107,-1.252994683720099,-3.1835285709945205,5.537353505264653,-0.03959676984449656,-0.004845645281337241,0.21950720101143686,0.4923287102659418,35.148154471095665,0.40723752905057586,0.01158625510704877,3.3626057803886814e-06,-0.003908429827010928,-0.017359413427026942,0.9982679084484256,0.5648703137053072,0.9399974335184534,1751639.5396194803,5933901.077453943,17034.94454491619,32779.11220437353,870797.1251803482,4155356.8228656985,41,0.28000004
2025-08-11 00:00:00+00:00,1,0,0,6331902150,87.5216064453125,0.0037117664831124,196279,22.81012709935506,7000000.0,1.4904937744140625,14426569,13.0,7000001.0,199156.0,17188987.0,87.537109375,1.4586364030838013,23.53824718793233,6800001.0,207785.0,14865910.0,87.56136322021484,1.581214427947998,22.117974201838177,6836796.142857143,226954.57142857142,17013941.714285713,87.54313550676618,1.6515533924102783,24.631814865838916,12131051.733333332,233838.4,17983036.2,87.6788698832194,1.7348596215248109,24.666224533981747,2.941161332182163,-1.4285712246486781e-05,-5.5374545804557584,-1.4445961959469011,-2.9553589386724366,-16.070859789468685,-5.737403601336166,2.184051574669965,-0.045404472292598363,-0.017710122938929818,0.13280478782747138,0.48204376075960154,35.66333808844508,0.485215820531145,0.013605382291147515,3.25858912010942e-06,-0.005031040736601086,-0.015229396798850547,0.9984519146216869,0.5635781870479708,0.951980997147589,1002848.9745566538,5847697.799505282,18265.03702417609,24323.172712457017,1058886.3163273723,2248139.5423474177,41,0.28
2025-08-12 00:00:00+00:00,1,0,0,6331902150,87.51724243164062,0.0036113211093201,199865,23.53800121943156,6864874.0,1.5236141681671145,14237366,13.0,7000000.0,196279.0,14426569.0,87.5216064453125,1.4904937744140625,22.81012709935506,7000000.0,255805.0,17675449.0,87.55747985839844,1.9343442916870115,22.76716121037801,6817492.428571428,218963.14285714287,16522787.0,87.53738730294364,1.5928776604788644,24.741934867132276,12162736.5,230517.06666666668,17576830.766666666,87.66017634073893,1.7058262785275777,24.714338772826725,-1.9303714285714313,-1.9303714285714313,-21.86821993315221,1.8269911707314623,-19.45117773245817,-1.3114899322215878,-21.233558332145954,2.222108828738456,-0.045955441868461566,-0.004986212946855861,0.12500850314783124,0.4781274065325213,34.34738274644012,0.482173002915497,0.014038059143941432,3.4287588950172525e-06,-0.005756105695450109,-0.013519197152108729,0.9985992608853763,0.5605229077002062,0.933786564628253,924911.9576680425,5815337.659083435,19014.564361198794,21709.712661790003,1217208.1547892897,1706052.6285728116,41,0.27459496
2025-08-13 00:00:00+00:00,1,0,0,6331902150,87.51625061035156,0.0035840539341607,203543,23.598540385564167,6865464.0,1.5732187032699585,14021300,13.0,6864874.0,199865.0,14237366.0,87.51724243164062,1.5236141681671145,23.53800121943156,6600000.0,247478.0,18123533.0,87.5503158569336,1.9125815629959104,25.88392059008281,6855415.857142857,212686.7142857143,15936753.714285715,87.5325208391462,1.5443972519465856,24.415451980772474,11658251.966666667,227994.43333333332,17342301.8,87.6439422607422,1.6850576321283977,24.475330097145505,4.022181818181814,0.008594476752232794,-17.75309320424442,1.840242163460326,-22.634841672426674,-1.5175981287549933,-17.743706532147385,3.255715005756188,-0.038909336018499996,-0.0011332867232871635,0.11024052582856998,0.47900846232245614,33.72963093974767,0.4896452904049346,0.014516698557430584,3.4372821630529276e-06,-0.006173815046040733,-0.01208156632369215,0.9987287036762391,0.5880311968504282,0.916524884668696,798330.5324952289,5584401.34792075,19473.300865939542,20199.484856325762,1374671.9923601565,1694685.214391981,41,0.27461856
