timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,ccu_playing,platform_platform_share,daily_Estimated Revenue,session_session_length,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-01 00:00:00+00:00,0,0,1,8217422379,84.9532241821289,0.0070078215146978,7817.0,0.0622178316116333,159974.0,10.445192337036133,858167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159974.0,7817.0,858167.0,84.9532241821289,0.0622178316116333,10.445192337036133,159974.0,7817.0,858167.0,84.9532241821289,0.0622178316116333,10.445192337036133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.462266564338705,0.1864133829273522,0.009108939042238817,6.52926540836764e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-02 00:00:00+00:00,0,0,0,8217422379,84.9844741821289,0.0057665906156837,7070.0,0.0592078156769275,136275.0,13.40316104888916,845340.0,159974.0,7817.0,858167.0,84.9532241821289,0.0622178316116333,10.445192337036133,0.0,0.0,0.0,0.0,0.0,0.0,148124.5,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,148124.5,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,-14.814282320877147,0.0,-9.556095688883204,0.0,-1.4946974190338191,0.0,-4.837866985616712,0.0,0.03678494877723537,0.11313269315568991,0.11313269315568991,19.272380144251166,0.16120713416242677,0.008363488816938963,9.835305592246001e-05,0.0,0.0,1.0,1.0,1.0,16757.72360733999,16757.72360733999,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.8518571767912285
2025-09-03 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136275.0,7070.0,845340.0,84.9844741821289,0.0592078156769275,13.40316104888916,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-04 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-05 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-06 00:00:00+00:00,0,1,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-07 00:00:00+00:00,0,1,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-08 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159974.0,7817.0,858167.0,84.9532241821289,0.0622178316116333,10.445192337036133,68137.5,7070.0,845340.0,84.9844741821289,0.0592078156769275,13.40316104888916,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,-100.0,0.0,-9.556095688883204,0.0,-1.4946974190338191,0.0,-4.837866985616712,0.0,0.03678494877723537,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,1.0001838909217955,0.690002329121786,0.9752110365320706,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-09 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136275.0,7070.0,845340.0,84.9844741821289,0.0592078156769275,13.40316104888916,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
2025-09-10 00:00:00+00:00,0,0,0,8217422379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98749.66666666667,7443.5,851753.5,84.9688491821289,0.0607128236442804,11.924176692962646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742990804314287,0.8742990804314287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86336.74275957678,86336.74275957678,528.208765546351,528.208765546351,9070.058682279845,9070.058682279845,1,0.0
