timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,platform_platform_share,ccu_playing,session_session_length,daily_Estimated Revenue,sort_sort_position,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-03-24 00:00:00+00:00,0,0,0,6945584306,92.83810424804688,0.0086443143610382,0.1139577850699424,8212,10.279903602600095,323832.0,326,265384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323832.0,8212.0,265384.0,92.83810424804688,0.1139577850699424,10.279903602600095,323832.0,8212.0,265384.0,92.83810424804688,0.1139577850699424,10.279903602600095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.42919761353951,1.2202347532829663,0.030943723269966274,3.174445965235197e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-03-25 00:00:00+00:00,0,0,0,6945584306,93.42203521728516,0.0167221020220039,0.1907311528921127,13658,9.417477150758108,635584.0,305,1030523,323832.0,8212.0,265384.0,92.83810424804688,0.1139577850699424,10.279903602600095,0.0,0.0,0.0,0.0,0.0,0.0,479708.0,10935.0,647953.5,93.13006973266602,0.15234446898102755,9.848690376679102,479708.0,10935.0,647953.5,93.13006973266602,0.15234446898102755,9.848690376679102,0.0,96.26967069344599,0.0,66.31758402338042,0.0,288.31391493081725,0.0,67.37000703817655,0.0,0.6289776961387661,0.4595336188857984,0.4595336188857984,46.53224979866754,0.6167580764737163,0.013253451642077235,1.4817022350681826e-05,0.0,0.0,1.0,1.0,1.0,220441.95324846858,220441.95324846858,3850.9035303419378,3850.9035303419378,541034.9754502937,541034.9754502937,2,1.0
2025-03-26 00:00:00+00:00,0,0,0,6945584306,94.42850494384766,0.0267753338438552,0.1862033158540725,12976,9.37716015179952,1056202.0,256,1672662,635584.0,13658.0,1030523.0,93.42203521728516,0.1907311528921127,9.417477150758108,0.0,0.0,0.0,0.0,0.0,0.0,671872.6666666666,11615.333333333334,989523.0,93.56288146972656,0.16363075127204255,9.691513635052575,671872.6666666666,11615.333333333334,989523.0,93.56288146972656,0.16363075127204255,9.691513635052575,0.0,66.1781920249723,0.0,-4.993410455410752,0.0,62.31195228054105,0.0,-2.3739368054894516,0.0,1.0773365450898353,0.5470249226940392,0.5470249226940392,81.39030592586884,0.6314493714513921,0.0077576893851301785,8.87817981183496e-06,0.7952003479003938,0.0,1.0,1.0,1.0,367531.0935435713,367531.0935435713,2967.033760059587,2967.033760059587,704534.3088317275,704534.3088317275,3,1.0
2025-03-27 00:00:00+00:00,0,0,0,6945584306,94.80036926269533,0.0215343759458045,0.1710480898618698,12316,10.666346391042074,880174.0,235,1240737,1056202.0,12976.0,1672662.0,94.42850494384766,0.1862033158540725,9.37716015179952,0.0,0.0,0.0,0.0,0.0,0.0,723948.0,11790.5,1052326.5,93.87225341796875,0.16548508591949934,9.93522182404995,723948.0,11790.5,1052326.5,93.87225341796875,0.16548508591949934,9.93522182404995,0.0,-16.666130153133587,0.0,-5.086313193588166,0.0,-25.82261090405593,0.0,-8.139074174210636,0.0,0.39380515350613265,0.438771510529859,0.438771510529859,71.46009580254932,0.7093955371722314,0.009926350285072272,1.2118438254940295e-05,0.6893264770507705,0.0,1.0,1.0,1.0,317647.75750507036,317647.75750507036,2447.773069547093,2447.773069547093,588803.4589994072,588803.4589994072,3,0.8333386984686642
2025-03-28 00:00:00+00:00,0,0,0,6945584306,95.07121276855467,0.0213404483379712,0.1542033106088638,13460,11.026090290235436,897821.0,203,1239290,880174.0,12316.0,1240737.0,94.80036926269533,0.1710480898618698,10.666346391042074,0.0,0.0,0.0,0.0,0.0,0.0,758722.6,12124.4,1089719.2,94.11204528808594,0.16322873085737225,10.153395517287047,758722.6,12124.4,1089719.2,94.11204528808594,0.16322873085737225,10.153395517287047,0.0,2.004944476887527,0.0,9.288730107177656,0.0,-0.11662423221037166,0.0,-9.847978581116601,0.0,0.28569878784840963,0.3767775153984013,0.3767775153984013,66.69794220340242,0.7244634230378498,0.010861048777083026,1.228093128731022e-05,0.5844551086425733,0.5844551086425733,1.0,1.0,1.0,285869.6161046151,285869.6161046151,2247.474315759804,2247.474315759804,516728.3668076488,516728.3668076488,3,0.850046676677378
2025-03-29 00:00:00+00:00,0,1,0,6945584306,95.31390380859376,0.0222180318884827,0.1093241572380065,9853,10.748383005460104,965690.0,186,1368934,897821.0,13460.0,1239290.0,95.07121276855467,0.1542033106088638,11.026090290235436,0.0,0.0,0.0,0.0,0.0,0.0,793217.1666666666,11745.833333333334,1136255.0,94.3123550415039,0.1542446352541446,10.252560098649223,793217.1666666666,11745.833333333334,1136255.0,94.3123550415039,0.1542446352541446,10.252560098649223,0.0,7.559301909846172,0.0,-26.797919762258548,0.0,10.461151142993174,0.0,-29.103884471516395,0.0,0.25527289804319064,0.33948924115409224,0.33948924115409224,97.99979703673635,0.7054315946337847,0.007197565991080657,1.1130250779452334e-05,0.5056684221540234,0.5056684221540234,1.0,1.0,1.0,269288.6939820658,269288.6939820658,2213.7725643495232,2213.7725643495232,476025.25998186274,476025.25998186274,3,0.914304271342035
2025-03-30 00:00:00+00:00,0,1,0,6945584306,95.45246887207033,0.0173918252658773,0.1042465791106224,8350,10.912846366564432,776678.0,172,1067032,965690.0,9853.0,1368934.0,95.31390380859376,0.1093241572380065,10.748383005460104,0.0,0.0,0.0,0.0,0.0,0.0,790854.4285714285,11260.714285714286,1126366.0,94.47522844587054,0.14710205580507002,10.346886708351395,790854.4285714285,11260.714285714286,1126366.0,94.47522844587054,0.14710205580507002,10.346886708351395,0.0,-19.572740734604277,0.0,-15.254237288135597,0.0,-22.053802447744008,0.0,-4.644516139584631,0.0,0.14537759753794344,0.31093622428909984,0.31093622428909984,93.00419111483654,0.7278856417749029,0.00782543745132531,1.4050652028140882e-05,0.43819781712123484,0.43819781712123484,1.0,1.0,1.0,245905.28998231358,245905.28998231358,2394.028871608535,2394.028871608535,435336.55910992203,435336.55910992203,3,0.7353498667868457
2025-03-31 00:00:00+00:00,0,0,0,6945584306,95.55713653564452,0.0129089855598661,0.1044051647186279,7787,10.226360440254211,588566.0,181,888500,776678.0,8350.0,1067032.0,95.45246887207033,0.1042465791106224,10.912846366564432,323832.0,8212.0,265384.0,92.83810424804688,0.1139577850699424,10.279903602600095,828673.5714285715,11200.0,1215382.5714285714,94.86366162981305,0.14573739575488223,10.339237685159128,765568.375,10826.5,1096632.75,94.61046695709229,0.14176494441926477,10.331820924839247,81.75041379480719,-24.22007575855116,-5.175353141743788,-6.742514970059876,234.79787779218037,-16.73164441178896,-8.382595665097837,0.15212547918450614,2.9287891104851527,0.10965422352193777,0.3117077700789844,0.3117077700789844,75.57344632768361,0.6624258160654856,0.008764199477547014,1.7375014977486355e-05,0.3202416556222136,0.38229088556198787,1.0026761803515418,1.0824292100997137,1.0280213938071254,238633.61101424173,238633.61101424173,2533.9579430493422,2533.9579430493422,411723.7671229687,411723.7671229687,3,0.5572475719606667
2025-04-01 00:00:00+00:00,0,0,0,6945584306,95.61924743652344,0.0105965900372524,0.0873806849122047,6484,9.677541931470236,492535.0,225,760099,588566.0,7787.0,888500.0,95.55713653564452,0.1044051647186279,10.226360440254211,635584.0,13658.0,1030523.0,93.42203521728516,0.1907311528921127,9.417477150758108,808238.0,10175.142857142857,1176750.5714285714,95.17754908970424,0.13097304318632394,10.376389796689429,735231.3333333334,10344.0,1059240.111111111,94.72255367702908,0.13572224891848028,10.259123258909357,-22.50670249723089,-16.316097090215877,-52.52599209254649,-16.733016566071658,-26.2414327482259,-14.451435002813728,-54.18646425231242,-16.30616632070282,2.3519207370380046,0.06499870457687962,0.327871997979174,0.327871997979174,75.94988434849652,0.6479871069596106,0.008530456518879095,1.964839510506894e-05,0.195250647408624,0.3348556518554643,1.0048034538239599,1.0992975453530724,0.9650079057044738,241061.7662368921,241061.7662368921,2777.3334783565324,2777.3334783565324,401136.86922278925,401136.86922278925,3,0.46632651708669365
2025-04-02 00:00:00+00:00,0,0,0,6945584306,95.6905288696289,0.0096038243690277,0.0915047824382782,6663,10.362189332644144,453086.0,249,676314,492535.0,6484.0,760099.0,95.61924743652344,0.0873806849122047,9.677541931470236,1056202.0,12976.0,1672662.0,94.42850494384766,0.1862033158540725,9.37716015179952,722078.5714285715,9273.285714285714,1034415.1428571428,95.3578382219587,0.11744468126978191,10.517108251095806,707016.8,9975.9,1020947.5,94.81935119628906,0.13130050227046008,10.269429866282836,-57.102334591299766,-8.009380044057778,-48.65135635018496,2.7606415792720496,-59.56660700129495,-11.022906226688889,-50.857597772324056,4.719690089654449,1.3364861876524747,0.07454715971570991,0.3453398221732528,0.3453398221732528,67.99009603841536,0.6699333890273024,0.009851918115079511,2.2870197848634245e-05,0.14320646013532495,0.2963300300366972,1.0056790836351,1.0213032723247473,0.8944724448034694,244161.05598550226,244161.05598550226,2865.5702341186234,2865.5702341186234,397108.36314432696,397108.36314432696,3,0.4289766540870023
