timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,ratings_like_ratio,ccu_playing,platform_platform_share,session_session_length,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2019-11-04 00:00:00+00:00,0,0,0,1312971993,1104675,88.47521209716797,32281,6.574206829071045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32281.0,1104675.0,88.47521209716797,6.574206829071045,0.0,0.0,32281.0,1104675.0,88.47521209716797,6.574206829071045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029222142963185586,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2019-11-05 00:00:00+00:00,0,0,0,1312971993,1395777,88.41163635253906,29634,5.946900367736816,0.0,0.0,0.0,0.0,0.0,32281.0,1104675.0,88.47521209716797,6.574206829071045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30957.5,1250226.0,88.44342422485352,6.260553598403931,0.0,0.0,30957.5,1250226.0,88.44342422485352,6.260553598403931,0.0,0.0,0.0,0.0,-8.199869892506428,0.0,26.35182293434721,0.0,-9.541933766979904,0.0,-0.07185712599262484,0.0,0.0,0.0,0.0,0.021231169999813723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1871.7116498007913,1871.7116498007913,205840.19821696635,205840.19821696635,0,0.0
2019-11-06 00:00:00+00:00,0,0,0,1312971993,1196607,88.36761474609375,24072,5.791215896606445,0.0,0.0,0.0,0.0,0.0,29634.0,1395777.0,88.41163635253906,5.946900367736816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28662.333333333332,1232353.0,88.41815439860027,6.104107697804769,0.0,0.0,28662.333333333332,1232353.0,88.41815439860027,6.104107697804769,0.0,0.0,0.0,0.0,-18.76898157521766,0.0,-14.26947141269701,0.0,-2.6179095243463624,0.0,-0.04979164311559314,0.0,0.0,0.0,0.0,0.020116863667968124,0.0,-0.05379867553711301,0.0,1.0,0.0,1.0,0.0,0.0,4189.871398185549,4189.871398185549,148806.6731971386,148806.6731971386,0,0.0
2019-11-07 00:00:00+00:00,0,0,0,1312971993,913117,88.39863586425781,22284,5.155588626861572,0.0,0.0,0.0,0.0,0.0,24072.0,1196607.0,88.36761474609375,5.791215896606445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27067.75,1152544.0,88.41327476501465,5.86697793006897,0.0,0.0,27067.75,1152544.0,88.41327476501465,5.86697793006897,0.0,0.0,0.0,0.0,-7.427716849451649,0.0,-23.6911534029134,0.0,-10.975713582312475,0.0,0.03510462317353191,0.0,0.0,0.0,0.0,0.024404293859063123,0.0,-0.027375030517590576,0.0,1.0,0.0,1.0,0.0,0.0,4676.978966170363,4676.978966170363,200599.5760613666,200599.5760613666,0,0.0
2019-11-08 00:00:00+00:00,0,0,0,1312971993,986352,88.35098266601562,22997,4.48954963684082,0.0,0.0,0.0,0.0,0.0,22284.0,913117.0,88.39863586425781,5.155588626861572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26253.6,1119305.6,88.40081634521485,5.5914922714233395,0.0,0.0,26253.6,1119305.6,88.40081634521485,5.5914922714233395,0.0,0.0,0.0,0.0,3.19960509782804,0.0,8.020330362921735,0.0,-12.918776850242963,0.0,-0.053907164716160416,0.0,0.0,0.0,0.0,0.023315182292749148,0.0,-0.02614593505859292,-0.02614593505859292,1.0,0.0,1.0,0.0,0.0,4440.698177088822,4440.698177088822,188955.28203731167,188955.28203731167,0,0.0
2019-11-09 00:00:00+00:00,0,1,0,1312971993,2190387,88.254150390625,42873,4.170634746551514,0.0,0.0,0.0,0.0,0.0,22997.0,986352.0,88.35098266601562,4.48954963684082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29023.5,1297819.1666666667,88.37637201944987,5.354682683944702,0.0,0.0,29023.5,1297819.1666666667,88.37637201944987,5.354682683944702,0.0,0.0,0.0,0.0,86.4286646084272,0.0,122.06950459876391,0.0,-7.103494026935819,0.0,-0.10959954543648953,0.0,0.0,0.0,0.0,0.01957324455758523,0.0,-0.035892813546310645,-0.035892813546310645,1.0,0.0,1.0,0.0,0.0,7861.928281280617,7861.928281280617,468791.8939062051,468791.8939062051,0,0.0
2019-11-10 00:00:00+00:00,0,1,0,1312971993,1699399,88.16706085205078,32625,3.1637253761291504,0.0,0.0,0.0,0.0,0.0,42873.0,2190387.0,88.254150390625,4.170634746551514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29538.0,1355187.7142857143,88.34647042410714,5.041688782828195,0.0,0.0,29538.0,1355187.7142857143,88.34647042410714,5.041688782828195,0.0,0.0,0.0,0.0,-23.903155832342037,0.0,-22.415582269251967,0.0,-24.142832724801078,0.0,-0.09868038861486905,0.0,0.0,0.0,0.0,0.019197952218430035,0.0,-0.04485920497348812,-0.04485920497348812,1.0,0.0,1.0,0.0,0.0,7304.877502965627,7304.877502965627,454066.3515591505,454066.3515591505,0,0.0
2019-11-11 00:00:00+00:00,0,0,1,1312971993,1115950,88.11589813232422,23086,3.1457715034484863,0.0,0.0,0.0,0.0,0.0,32625.0,1699399.0,88.16706085205078,3.1637253761291504,0.0,0.0,32281.0,1104675.0,88.47521209716797,6.574206829071045,0.0,0.0,28224.428571428572,1356798.4285714286,88.29513985770089,4.551912307739258,0.0,0.0,28731.5,1325283.0,88.31764888763428,4.804699122905731,0.0,0.0,0.0,-28.48424769988538,-29.238314176245204,1.02066218571073,-34.33266701934037,-52.149794108424885,-0.5674915027748306,-0.406118229419028,-0.05802929034054438,0.0,0.0,0.0,0.0,0.020687288241150372,0.0,-0.0511717115129759,-0.049120494297565154,0.9997451355395338,0.0,0.9473875868810707,0.0,0.0,7137.3482270578415,7137.3482270578415,428808.62500554114,428808.62500554114,0,0.0
2019-11-12 00:00:00+00:00,0,0,0,1312971993,803699,88.0782241821289,18395,3.741201162338257,0.0,0.0,0.0,0.0,0.0,23086.0,1115950.0,88.11589813232422,3.1457715034484863,0.0,0.0,29634.0,1395777.0,88.41163635253906,5.946900367736816,0.0,0.0,26618.85714285714,1272215.857142857,88.2475095476423,4.23681242125375,0.0,0.0,27583.0,1267329.2222222222,88.29104614257812,4.686532682842678,0.0,0.0,0.0,-37.92603091044071,-20.319674261457166,-42.41924032277362,-27.980733903848744,-37.08989673620464,18.927937335469004,-0.3771134481446392,-0.04275499767220081,0.0,0.0,0.0,0.0,0.02288789349259674,0.0,-0.05777032034737144,-0.05034599304199261,0.9995068968277313,0.0,0.9040398751009788,0.0,0.0,7513.021529318281,7513.021529318281,437172.7295905984,437172.7295905984,0,0.0
2019-11-13 00:00:00+00:00,0,0,0,1312971993,763499,88.06222534179688,16360,3.767354249954224,0.0,0.0,0.0,0.0,0.0,18395.0,803699.0,88.0782241821289,3.741201162338257,0.0,0.0,24072.0,1196607.0,88.36761474609375,5.791215896606445,0.0,0.0,25517.14285714286,1210343.2857142857,88.2038824898856,3.9476893288748607,0.0,0.0,26460.7,1216946.2,88.2681640625,4.594614839553833,0.0,0.0,0.0,-32.03722166832835,-11.062788801304702,-36.1946737734277,-5.001872591604572,-34.94709371546949,0.6990559042706401,-0.34558973349495536,-0.018164353880423256,0.0,0.0,0.0,0.0,0.021427635887360838,0.0,-0.06046431405203316,-0.049096402254968724,0.9992717468036506,0.0,0.8591991857272213,0.0,0.0,7922.710647948157,7922.710647948157,441892.44135292066,441892.44135292066,0,0.0
