timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-01 00:00:00+00:00,1,1,0,7789403886,0.0525424145162105,5748,0.0742423856430913,96.4355010986328,122524,248764,11.165195226669312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248764.0,5748.0,122524.0,96.4355010986328,0.0525424145162105,11.165195226669312,248764.0,5748.0,122524.0,96.4355010986328,0.0525424145162105,11.165195226669312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2708297095147,2.030312181187513,0.046912874923485004,4.488250045894443e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-06-02 00:00:00+00:00,1,0,0,7789403886,0.0690840035676956,7244,0.0803642148133538,95.80479431152344,1548591,344527,9.443954030672709,0.0,248764.0,5748.0,122524.0,96.4355010986328,0.0525424145162105,11.165195226669312,0.0,0.0,0.0,0.0,0.0,0.0,296645.5,6496.0,835557.5,96.12014770507812,0.06081320904195305,10.30457462867101,296645.5,6496.0,835557.5,96.12014770507812,0.06081320904195305,10.30457462867101,0.0,38.49552186007621,0.0,26.02644398051497,0.0,1163.908295517613,0.0,31.482354215719678,0.0,-0.6540192977939507,0.22826797199609417,0.22826797199609417,47.55376121463078,0.2224775796336285,0.004677797638112557,2.7411281610413983e-05,0.0,0.0,1.0,1.0,1.0,67714.66668676735,67714.66668676735,1057.831744655075,1057.831744655075,1008381.6461263563,1008381.6461263563,2,1.0
2025-06-03 00:00:00+00:00,1,0,0,7789403886,0.1029803976416587,8508,0.1079670447578091,95.68191528320312,2533068,694551,9.558712681134542,0.0,344527.0,7244.0,1548591.0,95.80479431152344,0.0690840035676956,9.443954030672709,0.0,0.0,0.0,0.0,0.0,0.0,429280.6666666667,7166.666666666667,1401394.3333333333,95.9740702311198,0.07486893857518827,10.055953979492188,429280.6666666667,7166.666666666667,1401394.3333333333,95.9740702311198,0.07486893857518827,10.055953979492188,0.0,101.59552081549488,0.0,17.448923246824965,0.0,63.57243455502453,0.0,49.065474384019915,0.0,-0.12825979034071233,0.5466531718781631,0.5466531718781631,81.62545540016453,0.2741934783458327,0.0033587715139224397,1.3762414738039113e-05,-0.3767929077148443,0.0,1.0,1.0,1.0,234667.63805930578,234667.63805930578,1381.6241650077393,1381.6241650077393,1211994.5288623762,1211994.5288623762,3,1.0
2025-06-04 00:00:00+00:00,1,0,0,7789403886,0.1173698604106903,12535,0.0656321433750538,95.7859878540039,2429072,582195,9.866030236085257,0.0,694551.0,8508.0,2533068.0,95.68191528320312,0.1029803976416587,9.558712681134542,0.0,0.0,0.0,0.0,0.0,0.0,467509.25,8508.75,1658313.75,95.92704963684082,0.08549416903406377,10.008473043640455,467509.25,8508.75,1658313.75,95.92704963684082,0.08549416903406377,10.008473043640455,0.0,-16.1767818345953,0.0,47.3319228960978,0.0,-4.105535263956595,0.0,13.973011464864094,0.0,0.1087693222828312,0.4412674778634396,0.4412674778634396,46.441847479259735,0.23967785241530412,0.005160404812864825,1.694623500691392e-05,-0.20714187622071667,0.0,1.0,1.0,1.0,206296.62762532826,206296.62762532826,2911.587353432259,2911.587353432259,1115041.481426999,1115041.481426999,3,0.838232181654047
2025-06-05 00:00:00+00:00,1,0,0,7789403886,0.1227859854698181,14361,0.0523038307346002,95.84850311279295,2640204,593353,9.521376729011536,0.0,582195.0,12535.0,2429072.0,95.7859878540039,0.1173698604106903,9.866030236085257,0.0,0.0,0.0,0.0,0.0,0.0,492678.0,9679.2,1854691.8,95.91134033203124,0.09295253232121464,9.91105378071467,492678.0,9679.2,1854691.8,95.91134033203124,0.09295253232121464,9.91105378071467,0.0,1.9165399908965153,0.0,14.567211806940561,0.0,8.691879038579353,0.0,4.614579109301298,0.0,0.06526555730086425,0.3801929792410081,0.3801929792410081,41.31409274474307,0.2247374730371316,0.00543935035347634,1.6046705219837627e-05,-0.11928024291993163,-0.11928024291993163,1.0,1.0,1.0,187312.71662650138,187312.71662650138,3634.249812547288,3634.249812547288,1060806.2130220581,1060806.2130220581,3,0.8542972366320112
2025-06-06 00:00:00+00:00,1,0,0,7789403886,0.1212733313441276,13899,0.0096900177945347,95.69857025146484,3342683,140714,9.484850267569223,491.0,593353.0,14361.0,2640204.0,95.84850311279295,0.1227859854698181,9.521376729011536,0.0,0.0,0.0,0.0,0.0,0.0,434017.3333333333,10382.5,2102690.3333333335,95.87587865193684,0.09767266549170013,9.840019861857096,434017.3333333333,10382.5,2102690.3333333335,95.87587865193684,0.09767266549170013,9.840019861857096,0.0,-76.2849433642368,0.0,-3.217046166701487,0.0,26.606997035077583,0.0,-1.2319436293177999,0.0,-0.15642692004451675,0.5085405093768589,0.5085405093768589,10.123309352517985,0.042096111986655034,0.00415803587775572,6.740468512645577e-05,-0.09855586460657692,-0.09855586460657692,1.0,1.0,1.0,220715.39577171928,220715.39577171928,3678.8588855785156,3678.8588855785156,1126617.722424899,1126617.722424899,3,0.2025970735050414
2025-06-07 00:00:00+00:00,1,1,0,7789403886,0.0971212387084961,12300,0.0081948432452487,95.51551055908205,3415831,146367,10.44858181476593,473.0,140714.0,13899.0,3342683.0,95.69857025146484,0.1212733313441276,9.484850267569223,0.0,0.0,0.0,0.0,0.0,0.0,392924.4285714286,10656.42857142857,2290281.8571428573,95.82439749581474,0.0975938902369567,9.926957283701215,392924.4285714286,10656.42857142857,2290281.8571428573,95.82439749581474,0.0975938902369567,9.926957283701215,0.0,4.017368563184909,0.0,-11.504424778761058,0.0,2.1883020316314727,0.0,-19.915419464397367,0.0,-0.19128780283945712,0.5826728879689549,0.5826728879689549,11.898788716364523,0.04284958979247223,0.003600879668555128,7.138569779436715e-05,-0.10020828247070644,-0.10020828247070644,1.0,1.0,1.0,228946.41154926564,228946.41154926564,3435.6358391202666,3435.6358391202666,1141953.1378466496,1141953.1378466496,3,0.21073614464596552
2025-06-08 00:00:00+00:00,1,1,0,7789403886,0.0573134012520313,7029,0.0049471769730113,95.47281646728516,2492583,103322,8.6379803220431,404.0,146367.0,12300.0,3415831.0,95.51551055908205,0.0971212387084961,10.44858181476593,248764.0,5748.0,122524.0,96.4355010986328,0.0525424145162105,11.165195226669312,372147.0,10839.42857142857,2628861.714285714,95.68687111990792,0.09827545977064538,9.565926583040328,356724.125,10203.0,2315569.5,95.78044986724854,0.09255882911384103,9.765835163493952,-58.46585518804972,-29.40895147130159,22.286012526096034,-42.85365853658537,1934.363063563057,-27.02850345933391,9.080257882608045,-40.987777736181656,-0.998267878924608,-0.04469859559665945,0.6598873186477413,0.6598873186477413,14.697297297297297,0.04145176250830464,0.0028199651446049563,8.360171812706851e-05,-0.050577163696286245,-0.09610394069126044,0.9990229869720771,1.0432347405715832,1.0617621323814856,235397.7263432117,235397.7263432117,3429.5984771231915,3429.5984771231915,1059659.7734029002,1059659.7734029002,3,0.1487608541345416
2025-06-09 00:00:00+00:00,1,0,0,7789403886,0.1185552477836608,12289,0.0056631935324293,95.3537826538086,2806411,133028,8.840511977672577,364.0,103322.0,7029.0,2492583.0,95.47281646728516,0.0573134012520313,8.6379803220431,344527.0,7244.0,1548591.0,95.80479431152344,0.0690840035676956,9.443954030672709,341932.85714285716,11560.142857142857,2808550.285714286,95.62244088309151,0.10534278037292613,9.47972057546888,331869.0,10434.777777777777,2370107.4444444445,95.73304239908855,0.09544732007715434,9.663021476180466,-61.38822211321609,28.750895259480068,69.64384318056322,74.83283539621569,81.22351221206891,12.590473416532166,71.61027395797667,106.85432236401948,-0.47076105215393405,-0.12467822557361563,0.7005084497052227,0.7005084497052227,10.824084621643612,0.0474014506779475,0.004378900888394149,6.645552456736935e-05,-0.0694190434047164,-0.09571723937988155,0.9988446881742673,1.0303247882232363,1.1036745744958878,232477.03869522255,232477.03869522255,3282.585253187561,3282.585253187561,1004633.4990459345,1004633.4990459345,3,0.19153093149387157
2025-06-10 00:00:00+00:00,1,0,0,7789403886,0.1170087233185768,12356,0.0053812228648119,95.32147216796876,2557585,140519,9.76761120557785,337.0,133028.0,12289.0,2806411.0,95.3537826538086,0.1185552477836608,8.840511977672577,694551.0,8508.0,2533068.0,95.68191528320312,0.1029803976416587,9.558712681134542,262785.4285714286,12109.857142857143,2812052.714285714,95.57094900948661,0.10734682689820015,9.509563221817926,312734.0,10626.9,2388855.2,95.69188537597657,0.09760346040129658,9.673480449120204,-79.76836834156167,5.631145322789188,45.22802068641278,0.5452030270973962,0.9678776882420914,-8.866342100283953,13.622326188458246,-1.304475756236534,-0.37670976188918237,-0.033884849599663536,0.7270738726201547,0.7270738726201547,11.371611232499797,0.054942043004614506,0.004831118093389626,6.951046972372509e-05,-0.09316934858048465,-0.09206182306462783,0.9987361899494948,0.8402841666445879,1.099826035438126,227380.72047999143,227380.72047999143,3153.920186758765,3153.920186758765,949031.1310720821,949031.1310720821,3,0.2023163165843833
