timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,daily_Estimated Revenue,session_session_length,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-25 00:00:00+00:00,1,0,0,8287417635,41822,150405,20.69414456685384,0.0167700313031673,2127,0.1282895861202216,96.08686065673828,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150405.0,2127.0,41822.0,96.08686065673828,0.0167700313031673,20.69414456685384,150405.0,2127.0,41822.0,96.08686065673828,0.0167700313031673,20.69414456685384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.67904135338345,3.5962269564593643,0.05085718384620903,0.0001375885574169504,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-26 00:00:00+00:00,1,0,0,8287417635,150448,149838,32.047829469045006,0.0164876673370599,2019,0.118410877205959,96.01679229736328,421,150405.0,2127.0,41822.0,96.08686065673828,0.0167700313031673,20.69414456685384,0.0,0.0,0.0,0.0,0.0,0.0,150121.5,2073.0,96135.0,96.05182647705078,0.0166288493201136,26.370987017949425,150121.5,2073.0,96135.0,96.05182647705078,0.0166288493201136,26.370987017949425,0.0,-0.37698214819985587,0.0,-5.077574047954869,0.0,259.7341112333222,0.0,-1.6837414373464754,0.0,-0.07292189472742905,0.0026707003655890224,0.0026707003655890224,74.17722772277227,0.9959388231227858,0.013419829975606352,0.00021388176288579747,0.0,0.0,1.0,1.0,1.0,400.92954493277244,400.92954493277244,76.36753236814714,76.36753236814714,76810.18121316991,76810.18121316991,1,0.9962301785180014
2025-08-27 00:00:00+00:00,1,0,0,8287417635,137653,160623,24.154664119084675,0.0154611142352223,1881,0.1137928786318231,96.12430572509766,382,149838.0,2019.0,150448.0,96.01679229736328,0.0164876673370599,32.047829469045006,0.0,0.0,0.0,0.0,0.0,0.0,153622.0,2009.0,109974.33333333333,96.07598622639973,0.0162396042918165,25.63221271832784,153622.0,2009.0,109974.33333333333,96.07598622639973,0.0162396042918165,25.63221271832784,0.0,7.197773595483126,0.0,-6.835066864784545,0.0,-8.504599595873652,0.0,-6.22618761557725,0.0,0.11197356749994558,0.03951041047240274,0.03951041047240274,85.34697130712009,1.1668603890914904,0.013664695540994087,0.00015038016808873315,0.018722534179690355,0.0,1.0,1.0,1.0,6069.668277591453,6069.668277591453,123.30450113438681,123.30450113438681,59367.35980598542,59367.35980598542,2,1.0
2025-08-28 00:00:00+00:00,1,0,0,8287417635,171607,173928,29.619215567906696,0.0214206483215093,2526,0.1120487296594017,96.1114273071289,325,160623.0,1881.0,137653.0,96.12430572509766,0.0154611142352223,24.154664119084675,0.0,0.0,0.0,0.0,0.0,0.0,158698.5,2138.25,125382.5,96.08484649658203,0.0175348652992397,26.628963430722553,158698.5,2138.25,125382.5,96.08484649658203,0.0175348652992397,26.628963430722553,0.0,8.283371621747815,0.0,34.29027113237639,0.0,24.66637123782265,0.0,38.545307897088385,0.0,-0.013397670726045252,0.07119137244601097,0.07119137244601097,68.82785912148793,1.01351918325486,0.014719593492144889,0.00017029486496160327,0.018121337890616363,0.0,1.0,1.0,1.0,11297.964020123272,11297.964020123272,277.41350003199193,277.41350003199193,57439.550894832035,57439.550894832035,3,1.0
2025-08-29 00:00:00+00:00,1,0,0,8287417635,199587,186567,23.23521073659261,0.0160477384924888,2344,0.1061519813510412,96.22477722167967,291,173928.0,2526.0,171607.0,96.1114273071289,0.0214206483215093,29.619215567906696,0.0,0.0,0.0,0.0,0.0,0.0,164272.2,2179.4,140223.4,96.11283264160156,0.01723743993788952,25.950212891896562,164272.2,2179.4,140223.4,96.11283264160156,0.01723743993788952,25.950212891896562,0.0,7.266800055195244,0.0,-7.2050673000791825,0.0,16.304696195376643,0.0,-25.082853461654352,0.0,0.11793593928071111,0.09645568891300156,0.09645568891300156,79.55948827292112,0.9347606068501112,0.011744193037657575,0.0001245401716081676,0.03704681396483417,0.03704681396483417,1.0,1.0,1.0,15844.988220254376,15844.988220254376,257.26503843313026,257.26503843313026,59797.47544253018,59797.47544253018,4,1.0
2025-08-30 00:00:00+00:00,1,1,0,8287417635,156254,168192,27.696362892786663,0.0125291552394628,1878,0.0868067338322217,96.26502990722656,273,186567.0,2344.0,199587.0,96.22477722167967,0.0160477384924888,23.23521073659261,0.0,0.0,0.0,0.0,0.0,0.0,164925.5,2129.1666666666665,142895.16666666666,96.13819885253906,0.016452725821485065,26.24123789204491,164925.5,2129.1666666666665,142895.16666666666,96.13819885253906,0.016452725821485065,26.24123789204491,0.0,-9.849008667127624,0.0,-19.880546075085327,0.0,-21.71133390451282,0.0,-21.925726510765887,0.0,0.04183193425759679,0.08647691414928306,0.08647691414928306,89.51144225651943,1.0763943553806279,0.012018815397907267,0.0001646701283215512,0.042912074497776564,0.042912074497776564,1.0,1.0,1.0,14262.248304527584,14262.248304527584,260.9378597801911,260.9378597801911,53883.397054813344,53883.397054813344,4,0.9015099133287238
2025-08-31 00:00:00+00:00,1,1,0,8287417635,127692,204542,29.795192639033,0.012151475995779,1632,0.0982347059641963,96.23824310302734,252,168192.0,1878.0,156254.0,96.26502990722656,0.0125291552394628,27.696362892786663,0.0,0.0,0.0,0.0,0.0,0.0,170585.0,2058.1428571428573,140723.2857142857,96.1524908883231,0.015838261560669913,26.748945713043213,170585.0,2058.1428571428573,140723.2857142857,96.1524908883231,0.015838261560669913,26.748945713043213,0.0,21.612205098934556,0.0,-13.09904153354633,0.0,-18.279212052171466,0.0,-3.01440309793779,0.0,-0.027826100739836157,0.11631950412605112,0.11631950412605112,125.25535823637478,1.6018262551588576,0.012780653598866031,0.00014566713424088334,0.03753907339914427,0.03753907339914427,1.0,1.0,1.0,19842.36261134243,19842.36261134243,303.3993125521923,303.3993125521923,49523.09090957566,49523.09090957566,5,1.0
2025-09-01 00:00:00+00:00,0,0,1,8287417635,110650,215088,36.00626786549886,0.013040124438703,1696,0.0979740141894083,96.28702545166016,220,204542.0,1632.0,127692.0,96.23824310302734,0.012151475995779,29.795192639033,150405.0,2127.0,41822.0,96.08686065673828,0.0167700313031673,20.69414456685384,179825.42857142858,1996.5714285714287,150555.85714285713,96.18108585902623,0.0153054177228893,28.93639189856393,176147.875,2012.875,136964.125,96.16930770874023,0.01548849442042405,27.906110982100166,43.00588411289519,5.155909299801498,-20.263281617301367,3.9215686274509887,164.5736693606236,-13.346176737775274,-22.241502099998144,7.313090551573209,0.20831651024268982,0.05068915127699469,0.13731398229209366,0.13731398229209366,126.74602239245728,1.9438414474338235,0.015327471057649728,0.0001674017168032715,0.042577743530280224,0.03623726254418916,1.000122473069284,1.0208776493694776,0.9881798260976655,24187.566188539928,24187.566188539928,308.69792793973494,308.69792793973494,47066.17135006385,47066.17135006385,6,1.0
2025-09-02 00:00:00+00:00,0,0,0,8287417635,92541,221610,29.417181094487507,0.0123896682634949,1465,0.0964049685393714,96.33145904541016,212,215088.0,1696.0,110650.0,96.28702545166016,0.013040124438703,36.00626786549886,149838.0,2019.0,150448.0,96.01679229736328,0.0164876673370599,32.047829469045006,190078.57142857142,1917.4285714285713,142283.42857142858,96.22603825160435,0.014719989283808587,28.560584987912858,181199.22222222222,1952.0,132028.22222222222,96.18732452392578,0.015144180402987477,28.074007661254317,47.89973171024706,3.0322472662352107,-27.43932639920753,-13.62028301886793,-38.48971073061789,-16.366018978761865,-24.854935448350435,-4.988113252029624,0.3277205377496317,0.04614702089047462,0.15028475501088445,0.15028475501088445,151.16643929058662,2.394696462146917,0.015830649867087376,0.000132742422959544,0.03521864754812836,0.036176172892247095,1.0004024826334466,1.0490032412802501,0.9719898265940354,27231.480719829477,27231.480719829477,341.6643089349546,341.6643089349546,46449.8616891853,46449.8616891853,7,1.0
2025-09-03 00:00:00+00:00,0,0,0,8287417635,85083,221045,29.693233410517376,0.0110023980960249,1268,0.09253165284956,96.34471893310548,209,221610.0,1465.0,92541.0,96.33145904541016,0.0123896682634949,29.417181094487507,160623.0,1881.0,137653.0,96.12430572509766,0.0154611142352223,24.154664119084675,198710.2857142857,1829.857142857143,134773.42857142858,96.25752585274833,0.014083029835351812,29.351809172403243,185183.8,1883.6,127333.7,96.20306396484375,0.01473000217229122,28.23593023618062,37.61727772485883,-0.25495239384504265,-32.589048378522065,-13.447098976109217,-38.19023196007352,-8.059130547541093,-28.838258817336083,-11.196992025666042,0.229300182035308,0.013764857115972085,0.1544380685603137,0.1544380685603137,174.18833727344366,2.5979620140096844,0.014902919467820037,0.000134330562012058,0.033401216779437345,0.034895093513260464,1.000566113860204,1.0730435692230407,0.9560779197876539,28599.428400659417,28599.428400659417,388.0072164277362,388.0072164277362,46241.13813970798,46241.13813970798,7,0.9974504760615496
