timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,ratings_like_ratio,sort_sort_position,daily_rpv,ccu_playing,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-20 00:00:00+00:00,1,0,0,8320892864,130223,0.0419857762753963,545411,97.10027313232422,458,0.0261166792619697,5583,17.71758768293593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130223.0,5583.0,545411.0,97.10027313232422,0.0419857762753963,17.71758768293593,130223.0,5583.0,545411.0,97.10027313232422,0.0419857762753963,17.71758768293593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32073782234957,0.23876079000828732,0.01023629843127764,0.0001360547033030465,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-21 00:00:00+00:00,1,0,0,8320892864,154760,0.0454879589378833,780944,97.1449966430664,411,0.0275914048052593,5678,16.01055121421814,130223.0,5583.0,545411.0,97.10027313232422,0.0419857762753963,17.71758768293593,0.0,0.0,0.0,0.0,0.0,0.0,142491.5,5630.5,663177.5,97.12263488769531,0.0437368676066398,16.864069448577034,142491.5,5630.5,663177.5,97.12263488769531,0.0437368676066398,16.864069448577034,0.0,18.842293604048432,0.0,1.7015941250223987,0.0,43.184497562388735,0.0,8.341355032988362,0.0,0.046059098805262266,0.12176360758343,0.12176360758343,27.25127663321007,0.198170165632663,0.007270678472875811,0.00010345339726557814,0.0,0.0,1.0,1.0,1.0,17350.279089974316,17350.279089974316,67.17514421272202,67.17514421272202,166546.9814932111,166546.9814932111,2,1.0
2025-08-22 00:00:00+00:00,1,0,0,8320892864,166143,0.0373089425265789,698718,97.15912628173828,335,0.0259484033287155,5708,23.39130735397339,154760.0,5678.0,780944.0,97.1449966430664,0.0454879589378833,16.01055121421814,0.0,0.0,0.0,0.0,0.0,0.0,150375.33333333334,5656.333333333333,675024.3333333334,97.13479868570964,0.04159422591328617,19.039815417042487,150375.33333333334,5656.333333333333,675024.3333333334,97.13479868570964,0.04159422591328617,19.039815417042487,0.0,7.355259757043164,0.0,0.5283550545966964,0.0,-10.529052019094841,0.0,-17.98061861266047,0.0,0.014544895939194724,0.1220747465616509,0.1220747465616509,29.10194429847609,0.23778228443766378,0.008169235415095339,0.0001407893595554061,0.02942657470703949,0.0,1.0,1.0,1.0,18357.030705790443,18357.030705790443,65.2559065015064,65.2559065015064,119540.74996558008,119540.74996558008,3,1.0
2025-08-23 00:00:00+00:00,1,1,0,8320892864,177926,0.032343003898859,713393,97.17096710205078,323,0.0250477780360078,5712,15.063199838002523,166143.0,5708.0,698718.0,97.15912628173828,0.0373089425265789,23.39130735397339,0.0,0.0,0.0,0.0,0.0,0.0,157263.0,5670.25,684616.5,97.14384078979492,0.03928142040967938,18.045661522282494,157263.0,5670.25,684616.5,97.14384078979492,0.03928142040967938,18.045661522282494,0.0,7.092083325809684,0.0,0.07007708479327412,0.0,2.100275075209179,0.0,-13.310317289701157,0.0,0.012187038691724439,0.129446527537624,0.129446527537624,31.144057412917906,0.24940776064839346,0.00800679568373157,8.465943807293172e-05,0.022621154785131267,0.0,1.0,1.0,1.0,20357.149260149363,20357.149260149363,60.113087870557315,60.113087870557315,99472.10285803753,99472.10285803753,4,1.0
2025-08-24 00:00:00+00:00,1,1,0,8320892864,178790,0.0314385294914245,726054,97.16497802734376,319,0.0227412822543902,4361,20.440929889678955,177926.0,5712.0,713393.0,97.17096710205078,0.032343003898859,15.063199838002523,0.0,0.0,0.0,0.0,0.0,0.0,161568.4,5408.4,692904.0,97.14806823730468,0.0377128422260284,18.524715195761786,161568.4,5408.4,692904.0,97.14806823730468,0.0377128422260284,18.524715195761786,0.0,0.4855951350561494,0.0,-23.65196078431373,0.0,1.7747580926642081,0.0,-2.7965071217964765,0.0,-0.006163440465434267,0.12432581184967541,0.12432581184967541,40.988078862906924,0.24624856243673,0.006006432019612839,0.00011432862890010657,0.015538024902344474,0.015538024902344474,1.0,1.0,1.0,20087.122499253095,20087.122499253095,587.8242084160875,587.8242084160875,88116.04687285965,88116.04687285965,5,1.0
2025-08-25 00:00:00+00:00,1,0,0,8320892864,180253,0.0353289060294628,618307,97.1680908203125,310,0.0212199778621533,4727,14.752429604530334,178790.0,4361.0,726054.0,97.16497802734376,0.0314385294914245,20.440929889678955,0.0,0.0,0.0,0.0,0.0,0.0,164682.5,5294.833333333333,680471.1666666666,97.15140533447266,0.0373155195266008,17.896000930556543,164682.5,5294.833333333333,680471.1666666666,97.15140533447266,0.0373155195266008,17.896000930556543,0.0,0.8182784272050991,0.0,8.392570511350605,0.0,-14.840080765342522,0.0,12.374549958195358,0.0,0.0032036161916826345,0.11852322754031548,0.11852322754031548,38.12457698815567,0.29152622964606634,0.007645057155980514,8.184245345196408e-05,0.011739240373893288,0.011739240373893288,1.0,1.0,1.0,19518.701419408004,19518.701419408004,594.8228027460501,594.8228027460501,84492.61649023935,84492.61649023935,6,1.0
2025-08-26 00:00:00+00:00,1,0,0,8320892864,182182,0.0309567879885435,586013,97.17496490478516,304,0.0199602225481451,3865,27.48112654685974,180253.0,4727.0,618307.0,97.1680908203125,0.0353289060294628,14.752429604530334,0.0,0.0,0.0,0.0,0.0,0.0,167182.42857142858,5090.571428571428,666977.1428571428,97.15477098737445,0.03640712930687833,19.26530459002843,167182.42857142858,5090.571428571428,666977.1428571428,97.15477098737445,0.03640712930687833,19.26530459002843,0.0,1.0701624938281196,0.0,-18.235667442352444,0.0,-5.222971759983308,0.0,-12.37546964311077,0.0,0.007074425785891236,0.11368459765155826,0.11368459765155826,47.12415933781686,0.3108833577354807,0.00659540557051538,0.00015084352846785783,0.009861264910018252,0.009861264910018252,1.0,1.0,1.0,19006.067126553236,19006.067126553236,766.0976563386804,766.0976563386804,84992.87784559473,84992.87784559473,7,1.0
2025-08-27 00:00:00+00:00,1,0,0,8320892864,188067,0.0353484377264976,618398,97.17420196533205,290,0.0193924819474822,4153,41.521718899408974,182182.0,3865.0,586013.0,97.17496490478516,0.0309567879885435,27.48112654685974,130223.0,5583.0,545411.0,97.10027313232422,0.0419857762753963,17.71758768293593,175445.85714285713,4886.285714285715,677403.8571428572,97.1653322492327,0.035458938085607086,22.665894763810293,169793.0,4973.375,660904.75,97.15719985961914,0.03627479285933074,22.047356378700997,44.41918862259355,3.2302861973191543,-25.613469460863335,7.451487710219928,13.382018331130109,5.526327914227158,-15.808540743328315,14.186386971346533,0.07613658604963547,-0.0007851193502994569,0.1123876310086891,0.1123876310086891,45.2737120847376,0.30411918518626324,0.006715728841734867,0.00022078035018934094,0.004157747541160645,0.008193424769818948,1.0000837034169914,1.033292639524934,0.9775090439003349,19082.63303185835,19082.63303185835,782.9061132363554,782.9061132363554,80540.74140946129,80540.74140946129,8,1.0
2025-08-28 00:00:00+00:00,1,0,0,8320892864,190895,0.0306163318455219,514339,97.2091827392578,285,0.0185624402024369,3498,18.175583839416504,188067.0,4153.0,618398.0,97.17420196533205,0.0353484377264976,41.521718899408974,154760.0,5678.0,780944.0,97.1449966430664,0.0454879589378833,16.01055121421814,180608.0,4574.857142857143,639317.4285714285,97.17450169154576,0.03333441992955546,22.975185138838633,172137.66666666666,4809.444444444444,644619.6666666666,97.16297573513455,0.03564607496890753,21.617159429891608,23.349056603773576,1.503719419143179,-38.393800634026064,-15.771731278593792,-34.13881148968429,-16.827188962448137,-32.69354668709043,-13.387029768018465,0.06607246735230721,0.035998004839021824,0.11145776933312115,0.11145776933312115,54.55701629036868,0.37114554574794884,0.006800948788738967,9.52119679795098e-05,0.005950927734379939,0.009200922648109932,1.0001186249836833,1.0492067395669746,0.9351498014474686,19186.08034487503,19186.08034487503,882.1469706221167,882.1469706221167,89793.06822355498,89793.06822355498,9,1.0
2025-08-29 00:00:00+00:00,1,0,0,8320892864,192021,0.054574716836214,553975,97.19127655029295,279,0.0177442953597178,5493,15.345627069473268,190895.0,3498.0,514339.0,97.2091827392578,0.0306163318455219,18.175583839416504,166143.0,5708.0,698718.0,97.15912628173828,0.0373089425265789,23.39130735397339,184304.85714285713,4544.142857142857,618639.8571428572,97.17909458705357,0.03580095911664619,21.8258022410529,174126.0,4877.8,635555.2,97.16580581665039,0.037538939155638176,20.990006193849776,15.575738971849562,0.5898530605830343,-3.7666433076384065,57.03259005145797,-20.715510406201076,7.706201551894765,46.277844238911236,78.25361023514115,0.033090322839512964,-0.018420264897067717,0.10998041756590209,0.10998041756590209,34.95103749544958,0.34662331942178,0.009915592011206262,7.991598394701268e-05,0.005551746913363987,0.00823526093454171,1.0001367638573209,1.0584568481608556,0.9537019404894145,19150.450189080268,19150.450189080268,859.3272303895,859.3272303895,89378.82600581514,89378.82600581514,10,1.0
