timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,sort_sort_position,ratings_like_ratio,daily_rpv,ccu_playing,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-16 00:00:00+00:00,1,0,0,5114328099,140714,0.0412633307278156,280452,480.0,92.7220230102539,0.0286107437590061,5728,10.278521946498326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140714.0,5728.0,280452.0,92.7220230102539,0.0412633307278156,10.278521946498326,140714.0,5728.0,280452.0,92.7220230102539,0.0412633307278156,10.278521946498326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56170361319602,0.5017382591735514,0.0204240995817481,7.304496284332392e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-17 00:00:00+00:00,1,0,0,5114328099,141348,0.0266191679984331,809222,480.0,92.51691436767578,0.0258803736218363,3531,10.294282337029776,140714.0,5728.0,280452.0,92.7220230102539,0.0412633307278156,10.278521946498326,0.0,0.0,0.0,0.0,0.0,0.0,141031.0,4629.5,544837.0,92.61946868896484,0.03394124936312435,10.28640214176405,141031.0,4629.5,544837.0,92.61946868896484,0.03394124936312435,10.28640214176405,0.0,0.4505592904757272,0.0,-38.3554469273743,0.0,188.54206780482934,0.0,-35.48953143404605,0.0,-0.22120811854530187,0.003178774165057832,0.003178774165057832,40.01925254813137,0.17467125872596306,0.004363444934214673,7.282883032090623e-05,0.0,0.0,1.0,1.0,1.0,448.3056992722711,448.3056992722711,1553.5135982668448,1553.5135982668448,373896.8526880107,373896.8526880107,2,1.0
2025-07-18 00:00:00+00:00,1,0,0,5114328099,132331,0.0343798361718654,701233,460.0,92.2969741821289,0.0214104003439203,5402,9.943011919657389,141348.0,3531.0,809222.0,92.51691436767578,0.0266191679984331,10.294282337029776,0.0,0.0,0.0,0.0,0.0,0.0,138131.0,4887.0,596969.0,92.51197052001953,0.03408744496603803,10.171938734395164,138131.0,4887.0,596969.0,92.51197052001953,0.03408744496603803,10.171938734395164,0.0,-6.379290828310269,0.0,52.98782214670066,0.0,-13.344792899847013,0.0,29.154435532654976,0.0,-0.23772970277932126,0.036435994766204315,0.036435994766204315,24.492133999629836,0.18871161409743395,0.0077035625768288474,7.513686727063287e-05,-0.2125244140624955,0.0,1.0,1.0,1.0,5032.940393050568,5032.940393050568,1185.5888832137387,1185.5888832137387,279379.06953993527,279379.06953993527,2,0.9362070917168973
2025-07-19 00:00:00+00:00,1,1,0,5114328099,160395,0.0209365915507078,857040,381.0,92.02848052978516,0.0229398702917336,3067,11.119731227556864,132331.0,5402.0,701233.0,92.2969741821289,0.0343798361718654,9.943011919657389,0.0,0.0,0.0,0.0,0.0,0.0,143697.0,4432.0,661986.75,92.39109802246094,0.030799731612205474,10.408886857685589,143697.0,4432.0,661986.75,92.39109802246094,0.030799731612205474,10.408886857685589,0.0,21.20742683120358,0.0,-43.22473158089597,0.0,22.219005665734493,0.0,-39.10211949223547,0.0,-0.2909019008726532,0.08257842704630165,0.08257842704630165,52.27998696219035,0.1871497396273924,0.003578591922673478,6.93267364993944e-05,-0.23005676269532493,0.0,1.0,1.0,1.0,11866.272231272409,11866.272231272409,1328.6010186156966,1328.6010186156966,262572.5441186048,262572.5441186048,3,1.0
2025-07-20 00:00:00+00:00,1,1,0,5114328099,169776,0.0293003190308809,712340,342.0,92.00303649902344,0.0218516017958499,3816,12.597376505533854,160395.0,3067.0,857040.0,92.02848052978516,0.0209365915507078,11.119731227556864,0.0,0.0,0.0,0.0,0.0,0.0,148912.8,4308.8,672057.4,92.31348571777343,0.030499849095940564,10.846584787255242,148912.8,4308.8,672057.4,92.31348571777343,0.030499849095940564,10.846584787255242,0.0,5.848686056298513,0.0,24.421258558852287,0.0,-16.88369270979184,0.0,39.94789438345971,0.0,-0.027647996158630672,0.1043860930009393,0.1043860930009393,44.478910138852505,0.23833529166508738,0.005356984927162693,7.419954708549363e-05,-0.192640686035157,-0.192640686035157,1.0,1.0,1.0,15544.425389830274,15544.425389830274,1183.121591384419,1183.121591384419,228506.77375255202,228506.77375255202,4,1.0
2025-07-21 00:00:00+00:00,1,0,0,5114328099,176861,0.0251355711370706,690321,322.0,91.87411499023438,0.020823407600744,3197,9.799297432104746,169776.0,3816.0,712340.0,92.00303649902344,0.0293003190308809,12.597376505533854,0.0,0.0,0.0,0.0,0.0,0.0,153570.83333333334,4123.5,675101.3333333334,92.2402572631836,0.029605802769462234,10.67203689473016,153570.83333333334,4123.5,675101.3333333334,92.2402572631836,0.029605802769462234,10.67203689473016,0.0,4.173145792102528,0.0,-16.221174004192875,0.0,-3.0910801021983847,0.0,-14.214001866057801,0.0,-0.14012744980480552,0.11711692442395234,0.11711692442395234,55.303627267041904,0.2562007295146323,0.0046311721196774834,5.5406460585681185e-05,-0.1728476388113834,-0.1728476388113834,1.0,1.0,1.0,17985.743681223383,17985.743681223383,1151.450346302436,1151.450346302436,204518.62922840714,204518.62922840714,5,1.0
2025-07-22 00:00:00+00:00,1,0,0,5114328099,183501,0.0185055471956729,582626,301.0,91.70564270019533,0.0201022707843556,2363,10.513999044895172,176861.0,3197.0,690321.0,91.87411499023438,0.0251355711370706,9.799297432104746,0.0,0.0,0.0,0.0,0.0,0.0,157846.57142857142,3872.0,661890.5714285715,92.16388375418526,0.028020051973206613,10.649460059039447,157846.57142857142,3872.0,661890.5714285715,92.16388375418526,0.028020051973206613,10.649460059039447,0.0,3.7543607691916225,0.0,-26.086956521739136,0.0,-15.600713291352864,0.0,-26.377057060858146,0.0,-0.183372966430162,0.12631605664476964,0.12631605664476964,77.6230964467005,0.3149545077725543,0.00405576809862914,5.729637303623487e-05,-0.1653099060058588,-0.1653099060058588,1.0,1.0,1.0,19938.556457754104,19938.556457754104,1244.0380487214475,1244.0380487214475,189942.69581978064,189942.69581978064,6,1.0
2025-07-23 00:00:00+00:00,1,0,0,5114328099,188338,0.0206623040139675,500421,295.0,91.54750061035156,0.0195002141989905,2587,10.20349464813868,183501.0,2363.0,582626.0,91.70564270019533,0.0185055471956729,10.513999044895172,140714.0,5728.0,280452.0,92.7220230102539,0.0412633307278156,10.278521946498326,164650.0,3423.285714285714,693314.7142857143,91.99609483991351,0.0250770481569426,10.638741873559496,161658.0,3711.375,641706.875,92.08683586120605,0.027100333478301725,10.59371438267685,33.844535724945636,2.6359529375861612,-54.835893854748605,9.479475243334745,78.4337426725429,-14.10939436276445,-49.925748480504886,11.654650335327066,-1.2667135182894529,-0.17244532090654463,0.13223501679149235,0.13223501679149235,72.77357032457496,0.3763583535496041,0.005169636826518419,5.4176217608348134e-05,-0.1516167776925219,-0.16157186599004286,0.9990146146249469,1.018508208687476,0.9253409437570538,21376.84834447907,21376.84834447907,1238.1210346442595,1238.1210346442595,184887.12226532592,184887.12226532592,7,1.0
2025-07-24 00:00:00+00:00,1,0,0,5114328099,183835,0.0226291008293628,503778,307.0,91.5489273071289,0.0180679436149747,3159,10.73775283495585,188338.0,2587.0,500421.0,91.54750061035156,0.0206623040139675,10.20349464813868,141348.0,3531.0,809222.0,92.51691436767578,0.0266191679984331,10.294282337029776,170719.57142857142,3370.1428571428573,649679.8571428572,91.8578109741211,0.024507038561361126,10.702094801834651,164122.11111111112,3650.0,626381.4444444445,92.02706824408637,0.026603529850641842,10.609718655152296,30.058437331974975,-2.3909142074355683,-10.535259133389975,22.1105527638191,-37.74539001658383,0.6708351567979776,-14.989451095185125,9.518768158990243,-1.0462811769747837,0.001558422423153516,0.12989650776367564,0.12989650776367564,58.175632911392405,0.36491199514072636,0.006270606754152118,5.840941292758682e-05,-0.12512479509626281,-0.1489608764648472,0.9981607881985728,1.0401984855836628,0.9211949955118405,21318.889080135283,21318.889080135283,1172.7010488611324,1172.7010488611324,178952.95856042107,178952.95856042107,7,0.9760908579256443
2025-07-25 00:00:00+00:00,1,0,0,5114328099,180570,0.0252019073814153,645561,320.0,91.80665588378906,0.0167907908273521,3425,10.391955494880676,183835.0,3159.0,503778.0,91.5489273071289,0.0226291008293628,10.73775283495585,132331.0,5402.0,701233.0,92.2969741821289,0.0343798361718654,9.943011919657389,177610.85714285713,3087.714285714286,641726.7142857143,91.78776550292969,0.023195905877011116,10.766229598295121,165766.9,3627.5,628299.4,92.00502700805664,0.02646336760371919,10.587942339125133,36.45328758945372,-1.7760491745315132,-36.59755646057016,8.420386198163964,-7.939158596358132,28.143944356442717,-26.695673430697788,11.369459933264814,-0.5312398404007324,0.28152003987498286,0.12524645690907665,0.12524645690907665,52.705779334500875,0.279709772260449,0.005305454782034878,5.7550523034599555e-05,-0.06786809648786328,-0.12035767526337367,0.9976385909314723,1.0714494699656996,0.8765288766102141,20761.716897801216,20761.716897801216,1107.9201986906216,1107.9201986906216,168827.4467010622,168827.4467010622,7,0.9587550043007784
