timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,sort_sort_position,visits_visits_gained,daily_Estimated Revenue,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-17 00:00:00+00:00,1,1,0,6216142007,0.0325708799064159,4442.0,81.0142593383789,0.0923497066193184,487.0,124597.0,107648,20.515480586460654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107648.0,4442.0,124597.0,81.0142593383789,0.0325708799064159,20.515480586460654,107648.0,4442.0,124597.0,81.0142593383789,0.0325708799064159,20.515480586460654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.228674319153725,0.8639625034109697,0.035650652498434965,0.00019057753055263545,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-18 00:00:00+00:00,1,0,0,6216142007,0.0306580513715744,3955.0,80.39517211914062,0.0898437794849944,487.0,317320.0,125446,19.561570803324383,107648.0,4442.0,124597.0,81.0142593383789,0.0325708799064159,20.515480586460654,0.0,0.0,0.0,0.0,0.0,0.0,116547.0,4198.5,220958.5,80.70471572875977,0.03161446563899515,20.03852569489252,116547.0,4198.5,220958.5,80.70471572875977,0.03161446563899515,20.03852569489252,0.0,16.533516646848987,0.0,-10.963529941467808,0.0,154.67707890238128,0.0,-5.872818113411505,0.0,-0.7641706834009221,0.10798292956110558,0.10798292956110558,31.7103134479272,0.3953283898638918,0.012463719703391834,0.0001559349430701761,0.0,0.0,1.0,1.0,1.0,12585.086491558173,12585.086491558173,344.36100243784864,344.36100243784864,136275.740190615,136275.740190615,2,1.0
2025-08-19 00:00:00+00:00,1,0,0,6216142007,0.026287268847227,3485.0,80.28571319580078,0.072064986725499,485.0,301691.0,124797,20.280181248982743,125446.0,3955.0,317320.0,80.39517211914062,0.0306580513715744,19.561570803324383,0.0,0.0,0.0,0.0,0.0,0.0,119297.0,3960.6666666666665,247869.33333333334,80.56504821777344,0.029838733375072434,20.119077546255927,119297.0,3960.6666666666665,247869.33333333334,80.56504821777344,0.029838733375072434,20.119077546255927,0.0,-0.5173540806402754,0.0,-11.883691529709228,0.0,-4.925311987898651,0.0,-14.256556854751413,0.0,-0.13615111511625644,0.08460856093048973,0.08460856093048973,35.79948364888124,0.41365697466290124,0.011551516115773703,0.00016250405654724229,-0.36427307128905184,0.0,1.0,1.0,1.0,10093.547493324633,10093.547493324633,478.52516478585875,478.52516478585875,107042.59682170146,107042.59682170146,2,0.9948264591935972
2025-08-20 00:00:00+00:00,1,0,0,6216142007,0.0240367166697978,3226.0,80.48828887939453,0.0551863231577341,411.0,242177.0,109540,18.620803356170654,124797.0,3485.0,301691.0,80.28571319580078,0.026287268847227,20.280181248982743,0.0,0.0,0.0,0.0,0.0,0.0,116857.75,3777.0,246446.25,80.54585838317871,0.028388229198753775,19.74450899873461,116857.75,3777.0,246446.25,80.54585838317871,0.028388229198753775,19.74450899873461,0.0,-12.225454137519332,0.0,-7.431850789096128,0.0,-19.726806566984102,0.0,-8.561376955927491,0.0,0.2523184705349957,0.0819546251380662,0.0819546251380662,33.94484040904865,0.45231193584883844,0.013320780582877058,0.0001699893497062347,-0.1687370300293103,0.0,1.0,1.0,1.0,9577.033095727855,9577.033095727855,536.2754267476118,536.2754267476118,87446.24455963407,87446.24455963407,2,0.8732044066769765
2025-08-21 00:00:00+00:00,1,0,0,6216142007,0.0283639635890722,3674.0,80.29131317138672,0.0788999889076808,321.0,256757.0,177464,16.474124749501545,109540.0,3226.0,242177.0,80.48828887939453,0.0240367166697978,18.620803356170654,0.0,0.0,0.0,0.0,0.0,0.0,128979.0,3756.4,248508.4,80.49494934082031,0.028383376076817457,19.090432148887995,128979.0,3756.4,248508.4,80.49494934082031,0.028383376076817457,19.090432148887995,0.0,62.00839875844439,0.0,13.887166769993797,0.0,6.020390045297441,0.0,18.002653934476818,0.0,-0.2447259231749377,0.2197609230636153,0.2197609230636153,48.28952380952381,0.6911722322186651,0.014309193871271782,9.283027498099088e-05,-0.1352775573730511,-0.1352775573730511,1.0,1.0,1.0,28344.54409582204,28344.54409582204,466.7068673160916,466.7068673160916,75870.92050845304,75870.92050845304,3,1.0
2025-08-22 00:00:00+00:00,1,0,0,6216142007,0.0216942559927701,3177.0,80.2992935180664,0.0774566252803336,250.0,254768.0,194331,18.37160845597585,177464.0,3674.0,256757.0,80.29131317138672,0.0283639635890722,16.474124749501545,0.0,0.0,0.0,0.0,0.0,0.0,139871.0,3659.8333333333335,249551.66666666666,80.462340037028,0.027268522729476233,18.970628200069303,139871.0,3659.8333333333335,249551.66666666666,80.462340037028,0.027268522729476233,18.970628200069303,0.0,9.50446287697786,0.0,-13.527490473598258,0.0,-0.7746624240040245,0.0,-23.51472344602692,0.0,0.009939240453893383,0.2631291502607098,0.2631291502607098,61.148835745752045,0.762773335845413,0.012470119991050717,9.453722730160678e-05,-0.10525229317800812,-0.10525229317800812,1.0,1.0,1.0,36804.137376115745,36804.137376115745,479.7947130457636,479.7947130457636,67909.11349050779,67909.11349050779,4,1.0
2025-08-23 00:00:00+00:00,1,1,0,6216142007,0.0273386966437101,4021.0,80.14617919921875,0.0774838573395481,221.0,319475.0,217202,24.89805444081624,194331.0,3177.0,254768.0,80.2992935180664,0.0216942559927701,18.37160845597585,0.0,0.0,0.0,0.0,0.0,0.0,150918.2857142857,3711.4285714285716,259540.7142857143,80.41717420305524,0.027278547574366787,19.81740337731887,150918.2857142857,3711.4285714285716,259540.7142857143,80.41717420305524,0.027278547574366787,19.81740337731887,0.0,11.769094997710084,0.0,26.565942713251502,0.0,25.398401683099927,0.0,26.018134260152024,0.0,-0.19067953420188744,0.2950725262659044,0.2950725262659044,54.00348085529587,0.6798695363657989,0.012586234959746584,0.00011463034323106144,-0.09965705871582047,-0.09965705871582047,1.0,1.0,1.0,44531.83982543384,44531.83982543384,458.770406319202,458.770406319202,67390.70597818437,67390.70597818437,5,1.0
2025-08-24 00:00:00+00:00,1,1,0,6216142007,0.0402233861386776,5664.0,80.46760559082031,0.0711492063545078,212.0,399583.0,225087,20.430470943450928,217202.0,4021.0,319475.0,80.14617919921875,0.0273386966437101,24.89805444081624,107648.0,4442.0,124597.0,81.0142593383789,0.0325708799064159,20.515480586460654,167695.2857142857,3886.0,298824.4285714286,80.33908081054688,0.028371762750404175,19.805259142603195,160189.375,3955.5,277046.0,80.42347812652588,0.028896652394905638,19.894036823085376,109.0953849583829,3.6302612314803806,27.510130571814507,40.86048246704799,220.70033788935527,25.074888488927137,23.49493244962746,47.1298601498324,-0.6747623838358363,0.4010501745848716,0.3050211490203558,0.3050211490203558,39.73292144748456,0.5633033354688877,0.014174741731400656,9.076659325886288e-05,-0.008955819266178429,-0.06223542349678414,0.9989505885850122,1.04685648292395,0.981835624510125,48861.14722335266,48861.14722335266,810.5368591248642,810.5368591248642,79650.49105579055,79650.49105579055,6,1.0
2025-08-25 00:00:00+00:00,1,0,0,6216142007,0.0364085175096988,4719.0,80.44672393798828,0.0633949241895792,208.0,366248.0,224497,21.33003226915995,225087.0,5664.0,399583.0,80.46760559082031,0.0402233861386776,20.430470943450928,125446.0,3955.0,317320.0,80.39517211914062,0.0306580513715744,19.561570803324383,181845.42857142858,3995.1428571428573,305814.14285714284,80.34644535609654,0.029193257912993372,20.057896494865414,167334.66666666666,4040.3333333333335,286957.3333333333,80.42606099446614,0.0297313040743271,20.053591872649218,78.95907402388278,-0.26212086881961527,19.3173198482933,-16.6843220338983,15.419135257783934,-8.342447000998543,18.756789426793553,-9.484205570924164,0.06412302814808868,-0.025950384230666312,0.3016857943243103,0.3016857943243103,47.56292372881356,0.6129627657686437,0.01288467681823022,9.501212602856128e-05,0.010590417044510367,-0.042015075683596144,0.9990100766171418,1.0867170096538787,0.981903041992755,50482.491831327025,50482.491831327025,799.76183954975,799.76183954975,80220.23679066275,80220.23679066275,6,0.9973787913118038
2025-08-26 00:00:00+00:00,1,0,0,6216142007,0.0407573617994785,5132.0,80.5205078125,0.0582890728057977,205.0,373648.0,228105,19.334821621576943,224497.0,4719.0,366248.0,80.44672393798828,0.0364085175096988,21.33003226915995,124797.0,3485.0,301691.0,80.28571319580078,0.026287268847227,20.280181248982743,196603.7142857143,4230.428571428572,316093.71428571426,80.37998744419643,0.0312604140490293,19.922845119521728,173411.7,4149.5,295626.4,80.43550567626953,0.03083390984684224,19.981714847541987,82.78083607779033,1.6071484251459989,47.2596843615495,8.751854206399656,23.85122526028287,2.0204888490858552,55.04601119403824,11.944579420519453,0.29244881480543494,0.09171768706031092,0.29599246171169397,0.29599246171169397,44.43892460549387,0.6104793536179677,0.013734815294567897,8.47624421171602e-05,0.02056394304548674,-0.02540477405894537,0.9993097795357122,1.133739616679349,1.0138323100867062,51328.55597260976,51328.55597260976,829.2911631829519,829.2911631829519,80447.38490632661,80447.38490632661,7,1.0
