timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,daily_Estimated Revenue,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-06-20 00:00:00+00:00,1,0,0,6061766680,0,0.0,1768200.0,0.1331509947776794,8841,2.2595765562223336,84.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768200.0,8841.0,0.0,84.375,0.1331509947776794,0.0,1768200.0,8841.0,0.0,84.375,0.1331509947776794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.97738068310338,1768200.0,8841.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-06-21 00:00:00+00:00,1,0,0,6061766680,680248,0.0,4804478.0,0.1527583599090576,10589,3.43064984793122,81.2196044921875,0.0,1768200.0,8841.0,0.0,84.375,0.1331509947776794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286339.0,9715.0,340124.0,82.79730224609375,0.14295467734336847,0.0,3286339.0,9715.0,340124.0,82.79730224609375,0.14295467734336847,0.0,0.0,171.71575613618367,0.0,19.771519058929975,0.0,inf,0.0,14.725661767767019,0.0,-3.7397280092592577,0.653302280552167,0.653302280552167,453.680642115203,7.0628225840831815,0.01556635878920807,0.0,0.0,0.0,1.0,1.0,1.0,2146972.763367528,2146972.763367528,1236.022653514085,1236.022653514085,481007.97368858656,481007.97368858656,2,1.0
2024-06-22 00:00:00+00:00,1,1,0,6061766680,921152,0.0,6108844.0,0.205526053905487,15405,2.3848815265840715,79.29020690917969,0.0,4804478.0,10589.0,680248.0,81.2196044921875,0.1527583599090576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4227174.0,11611.666666666666,533800.0,81.62827046712239,0.16381180286407468,0.0,4227174.0,11611.666666666666,533800.0,81.62827046712239,0.16381180286407468,0.0,0.0,27.148963945718975,0.0,45.48115969402209,0.0,35.414143077230655,0.0,34.54324465636045,0.0,-2.3755318621299093,0.5268682004111778,0.5268682004111778,396.52369206802547,6.631736530196395,0.01672360617617269,0.0,-2.542396545410149,0.0,1.0,1.0,1.0,2227163.55820492,2227163.55820492,3399.3983781447764,3399.3983781447764,477719.07467045943,477719.07467045943,3,1.0
2024-06-23 00:00:00+00:00,1,1,0,6061766680,1098076,0.0,6719671.0,0.1932650655508041,14596,1.6510206272160657,77.39054107666016,0.0,6108844.0,15405.0,921152.0,79.29020690917969,0.205526053905487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4850298.25,12357.75,674869.0,80.56883811950684,0.171175118535757,0.0,4850298.25,12357.75,674869.0,80.56883811950684,0.171175118535757,0.0,0.0,9.999060378690316,0.0,-5.251541707237905,0.0,19.206819287153486,0.0,-5.965661346430185,0.0,-2.3958391667402767,0.4545153065731352,0.4545153065731352,460.3460300061657,6.119489798984953,0.013292328315773849,0.0,-2.288277435302744,0.0,1.0,1.0,1.0,2204534.796069891,2204534.796069891,3151.269730865111,3151.269730865111,481399.55052603304,481399.55052603304,4,1.0
2024-06-24 00:00:00+00:00,1,0,0,6061766680,990083,0.0,6228328.0,0.1989902406930923,13501,1.1132992773353698,76.718505859375,0.0,6719671.0,14596.0,1098076.0,77.39054107666016,0.1932650655508041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5125904.2,12586.4,737911.8,79.79877166748047,0.17673814296722407,0.0,5125904.2,12586.4,737911.8,79.79877166748047,0.17673814296722407,0.0,0.0,-7.312009769525918,0.0,-7.502055357632232,0.0,-9.834747321679005,0.0,2.9623435181994617,0.0,-0.8683686765020293,0.3913814468712697,0.3913814468712697,461.28929047548513,6.290706647112771,0.013636216725045551,0.0,-1.9142051696777405,-1.9142051696777405,1.0,1.0,1.0,2006183.8023195183,2006183.8023195183,2776.558985507061,2776.558985507061,440092.17056680296,440092.17056680296,4,0.9268799023047408
2024-06-25 00:00:00+00:00,1,0,0,6061766680,885849,0.0,5489997.0,0.1753757297992706,11702,0.8025694948047102,76.629150390625,0.0,6228328.0,13501.0,990083.0,76.718505859375,0.1989902406930923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5186586.333333333,12439.0,762568.0,79.27050145467122,0.1765110741058985,0.0,5186586.333333333,12439.0,762568.0,79.27050145467122,0.1765110741058985,0.0,0.0,-11.854401373851864,0.0,-13.324938893415306,0.0,-10.527804234594473,0.0,-11.86717037557784,0.0,-0.116471857407896,0.3471514996145004,0.3471514996145004,469.1102281466291,6.197434102839081,0.013209911384545917,0.0,-1.5466345650809061,-1.5466345650809061,1.0,1.0,1.0,1800531.2234967398,1800531.2234967398,2509.5386827064453,2509.5386827064453,398236.6935203234,398236.6935203234,4,0.8170038384319709
2024-06-26 00:00:00+00:00,1,0,0,6061766680,874098,0.0,5254350.0,0.1794596761465072,11848,0.6488095352990402,76.71232604980469,0.0,5489997.0,11702.0,885849.0,76.629150390625,0.1753757297992706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196266.857142857,12354.57142857143,778500.8571428572,78.90504782540458,0.1769323029688426,0.0,5196266.857142857,12354.57142857143,778500.8571428572,78.90504782540458,0.1769323029688426,0.0,0.0,-4.292297427484937,0.0,1.2476499743633518,0.0,-1.3265240464232608,0.0,2.3286838788417086,0.0,0.10854310501380304,0.3163525269041222,0.3163525269041222,443.4424845978564,6.011161207140153,0.01355452872043098,0.0,-1.240736825125553,-1.240736825125553,1.0,1.0,1.0,1643852.1507252841,1643852.1507252841,2301.7495416271845,2301.7495416271845,365974.55960600526,365974.55960600526,4,0.7819356036925023
2024-06-27 00:00:00+00:00,1,0,0,6061766680,1002416,0.0,5767459.0,0.1974256932735443,13196,0.6074448242939569,76.48358917236328,0.0,5254350.0,11848.0,874098.0,76.71232604980469,0.1794596761465072,0.0,1768200.0,8841.0,0.0,84.375,0.1331509947776794,0.0,5767589.571428572,12976.714285714286,921703.1428571428,77.77770342145648,0.18611440275396615,0.0,5267665.875,12459.75,806490.25,78.60236549377441,0.17949397675693032,0.0,226.17684651057576,9.765413419357305,49.25913358217395,11.377447670492913,inf,14.680047317348865,48.272037774245405,10.011172154556892,-9.352783203125004,-0.29817486865526543,0.2914481292080149,0.2914481292080149,437.0280366750019,5.753552663213014,0.013164182171691022,0.0,-0.7187570844377755,-1.0289461045038073,0.9895084318755871,1.0949042153188147,1.0368838337455812,1535251.3645616507,1535251.3645616507,2151.6706963925235,2151.6706963925235,347952.1748692114,347952.1748692114,4,0.8582948480662222
2024-06-28 00:00:00+00:00,1,0,0,6061766680,1168744,0.0,6224777.0,0.1977180689573288,13853,0.5603637082750575,75.41938781738281,0.0,5767459.0,13196.0,1002416.0,76.48358917236328,0.1974256932735443,0.0,4804478.0,10589.0,680248.0,81.2196044921875,0.1527583599090576,0.0,5970489.428571428,13443.0,991488.2857142857,76.94910103934151,0.19253721833229062,0.0,5374011.555555556,12614.555555555555,846740.6666666666,78.24870130750868,0.18151887589030793,0.0,29.561983632769273,7.929280468226985,30.824440457078104,4.978781448923919,71.81145699803602,16.592712007789178,29.431913955502864,0.14809403929982867,-7.141399802510251,-1.3914113687606755,0.2737447287191954,0.2737447287191954,449.31261729464416,5.326035191594403,0.011852884932128051,0.0,-0.47973360334123794,-0.932460784912112,0.9833914142158107,1.1109930387848244,1.0607008080451152,1471107.335409377,1471107.335409377,2065.589208380451,2065.589208380451,347156.6517773352,347156.6517773352,4,0.9263514538137358
2024-06-29 00:00:00+00:00,1,1,0,6061766680,1336171,0.0,8520190.0,0.2211701869964599,16606,0.6497259404067556,75.60296630859375,0.0,6224777.0,13853.0,1168744.0,75.41938781738281,0.1977180689573288,0.0,6108844.0,15405.0,921152.0,79.29020690917969,0.205526053905487,0.0,6314967.428571428,13614.57142857143,1050776.7142857143,76.42235238211495,0.1947720944881439,0.0,5688629.4,13013.7,895683.7,77.98412780761718,0.1854840070009231,0.0,39.47303286841177,36.875425416846255,7.7961700746510765,19.87295170721144,45.05434499409435,14.325378354883522,7.611751791900301,11.861393428939726,-4.650310226595023,0.24341021125158235,0.3000563085454033,0.3000563085454033,513.0481122418257,6.376566789305569,0.012428040701346833,0.0,-0.2895186288016169,-0.8224661162405267,0.9799731628805921,1.1101035037669051,1.0500748697281193,1706909.1384468528,1706909.1384468528,2320.7215377023495,2320.7215377023495,362051.21998813923,362051.21998813923,5,1.0
