timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,visits_visits_gained,daily_Estimated Revenue,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-20 00:00:00+00:00,1,0,0,7544910729,0.0015883195446804,179,97.22222137451172,0.0594801331561051,11050,5607,18.361482000350954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5607.0,179.0,11050.0,97.22222137451172,0.0015883195446804,18.361482000350954,5607.0,179.0,11050.0,97.22222137451172,0.0015883195446804,18.361482000350954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.15,0.507374898199258,0.016197629173830424,0.0032741587019170745,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-06-21 00:00:00+00:00,1,1,0,7544910729,0.0013516063336282,170,97.37828063964844,0.0858932691319095,21302,9563,19.713518142700195,0.0,5607.0,179.0,11050.0,97.22222137451172,0.0015883195446804,18.361482000350954,0.0,0.0,0.0,0.0,0.0,0.0,7585.0,174.5,16176.0,97.30025100708008,0.0014699629391543,19.037500071525574,7585.0,174.5,16176.0,97.30025100708008,0.0014699629391543,19.037500071525574,0.0,70.55466381309078,0.0,-5.027932960893855,0.0,92.77828054298642,0.0,-14.903374566220007,0.0,0.16051810268309374,0.3687955736814742,0.3687955736814742,55.92397660818713,0.448903910247383,0.007980096699995306,0.002061221052143475,0.0,0.0,1.0,1.0,1.0,2797.314426373982,2797.314426373982,6.363961030678928,6.363961030678928,7249.258720724485,7249.258720724485,2,1.0
2025-06-22 00:00:00+00:00,1,1,0,7544910729,0.0023540337570011,267,96.98795318603516,0.0883492940008743,24875,11752,18.383439620335896,0.0,9563.0,170.0,21302.0,97.37828063964844,0.0013516063336282,19.713518142700195,0.0,0.0,0.0,0.0,0.0,0.0,8974.0,205.33333333333334,19075.666666666668,97.19615173339844,0.0017646532117699,18.819479921129016,8974.0,205.33333333333334,19075.666666666668,97.19615173339844,0.0017646532117699,18.819479921129016,0.0,22.890306389208416,0.0,57.05882352941176,0.0,16.773072950896626,0.0,74.16563524691561,0.0,-0.40083625532237876,0.347064192241803,0.347064192241803,43.850746268656714,0.47242321916706864,0.010733236854799807,0.0015641486956807535,-0.11713409423828924,0.0,1.0,1.0,1.0,3114.55406117794,3114.55406117794,53.594153910042586,53.594153910042586,7176.355365597034,7176.355365597034,3,1.0
2025-06-23 00:00:00+00:00,1,0,0,7544910729,0.0032601407729089,344,96.9512176513672,0.1064915945847614,34257,17356,20.047558665275577,0.0,11752.0,267.0,24875.0,96.98795318603516,0.0023540337570011,18.383439620335896,0.0,0.0,0.0,0.0,0.0,0.0,11069.5,240.0,22871.0,97.13491821289062,0.00213852510205465,19.126499607165655,11069.5,240.0,22871.0,97.13491821289062,0.00213852510205465,19.126499607165655,0.0,47.685500340367604,0.0,28.838951310861425,0.0,37.71658291457287,0.0,38.49167469298005,0.0,-0.03787638924340753,0.4428553995120013,0.4428553995120013,50.30724637681159,0.5066261895031817,0.010041450172222547,0.0011550128861713186,-0.12033386230470318,0.0,1.0,1.0,1.0,4902.187844898099,4902.187844898099,81.98780397107853,81.98780397107853,9589.139933626304,9589.139933626304,4,1.0
2025-06-24 00:00:00+00:00,1,0,0,7544910729,0.0048406673595309,523,96.88128662109376,0.0788362047684843,32667,15369,17.863194306691486,0.0,17356.0,344.0,34257.0,96.9512176513672,0.0032601407729089,20.047558665275577,0.0,0.0,0.0,0.0,0.0,0.0,11929.4,296.6,24830.2,97.08419189453124,0.0026789535535499,18.87383854707082,11929.4,296.6,24830.2,97.08419189453124,0.0026789535535499,18.87383854707082,0.0,-11.448490435584235,0.0,52.03488372093024,0.0,-4.641387161747968,0.0,48.48031716163459,0.0,-0.07213012066017432,0.39067763551937534,0.39067763551937534,29.330152671755727,0.47046038937186235,0.016009550630586507,0.0011622117310794722,-0.11089324951171213,-0.11089324951171213,1.0,1.0,1.0,4660.549785164836,4660.549785164836,145.11822766282668,145.11822766282668,9389.144087721734,9389.144087721734,4,0.8855150956441576
2025-06-25 00:00:00+00:00,1,0,0,7544910729,0.0027794633060693,296,97.04473114013672,0.084838035073997,50967,20475,17.266001343727112,0.0,15369.0,523.0,32667.0,96.88128662109376,0.0048406673595309,17.863194306691486,0.0,0.0,0.0,0.0,0.0,0.0,13353.666666666666,296.5,29186.333333333332,97.07761510213216,0.0026957051789698,18.60586567984687,13353.666666666666,296.5,29186.333333333332,97.07761510213216,0.0026957051789698,18.60586567984687,0.0,33.222721061877806,0.0,-43.40344168260039,0.0,56.01983653228029,0.0,-42.5809893630317,0.0,0.16870597485165728,0.40706333865813654,0.40706333865813654,68.93939393939394,0.4017226495055721,0.005807565531313765,0.0008432311654486771,-0.06900482177733458,-0.06900482177733458,1.0,1.0,1.0,5435.788136661203,5435.788136661203,129.79791986006555,129.79791986006555,13578.667352382805,13578.667352382805,5,1.0
2025-06-26 00:00:00+00:00,1,0,0,7544910729,0.0117708388715982,1277,97.34513092041016,0.1475339539983777,111072,46151,17.930477420488995,0.0,20475.0,296.0,50967.0,97.04473114013672,0.0027794633060693,17.266001343727112,0.0,0.0,0.0,0.0,0.0,0.0,18039.0,436.57142857142856,40884.28571428572,97.11583164760044,0.003992152849345286,18.509381642795745,18039.0,436.57142857142856,40884.28571428572,97.11583164760044,0.003992152849345286,18.509381642795745,0.0,125.40170940170938,0.0,331.41891891891896,0.0,117.92924833715932,0.0,323.49322784348783,0.0,0.3095477484909903,0.7402024979008301,0.7402024979008301,36.11189358372457,0.415501517020338,0.011496943451603901,0.00038850921781264074,-0.014465604509626721,-0.014465604509626721,1.0,1.0,1.0,13352.512859633076,13352.512859633076,389.0753385240692,389.0753385240692,33339.83806056595,33339.83806056595,6,1.0
2025-06-27 00:00:00+00:00,1,0,0,7544910729,0.0104944491758942,1273,97.43270874023438,0.2312687794185014,118758,100151,21.120516300201416,0.0,46151.0,1277.0,111072.0,97.34513092041016,0.0117708388715982,17.930477420488995,5607.0,179.0,11050.0,97.22222137451172,0.0015883195446804,18.361482000350954,31545.285714285714,592.8571428571429,56271.142857142855,97.14590127127511,0.0052644570823758285,18.90352939991724,28303.0,541.125,50618.5,97.15544128417969,0.0048049398901639,18.835773474971454,1686.1779917959693,117.00721544495245,611.1731843575419,-0.3132341425215346,974.7330316742082,6.919835782195327,560.7265654472495,-10.843659569444918,0.2165012923453391,0.08996630750419676,1.114843046535452,1.114843046535452,78.61145996860283,0.8433129278623094,0.010719187598413595,0.0002108846183820734,0.034684044974186694,0.016762688046413635,0.9999018067050236,1.1145562560253581,1.0956343269044004,31553.4027460929,31553.4027460929,466.0531660351945,466.0531660351945,41361.72275701982,41361.72275701982,7,1.0
2025-06-28 00:00:00+00:00,1,1,0,7544910729,0.0100664934143424,1239,97.64900970458984,0.2050048571151277,154715,116801,19.34644329547882,0.0,100151.0,1273.0,118758.0,97.43270874023438,0.0104944491758942,21.120516300201416,9563.0,170.0,21302.0,97.37828063964844,0.0013516063336282,19.713518142700195,46865.0,745.5714285714286,75330.14285714286,97.18457685198102,0.006509440951049286,18.85109013602847,38136.11111111111,618.6666666666666,62184.77777777778,97.21028221978082,0.0053895569484059555,18.89251456613894,1121.3845027710968,16.624896406426302,628.8235294117646,-2.670856245090336,626.2933057928833,30.27753919735934,644.7799824465378,-4.077924952314948,0.2780179144292516,0.22200036019952574,1.094233081521852,1.094233081521852,94.19435483870967,0.7549380800951421,0.008008221515551073,0.00016563452077429173,0.12178557259695823,0.04463844299316529,0.9997355694561025,1.228887755845291,1.2077877668542965,41729.79437837085,41729.79437837085,494.1348500156612,494.1348500156612,51970.685298968725,51970.685298968725,8,1.0
2025-06-29 00:00:00+00:00,1,1,0,7544910729,0.0164986476302146,1961,97.80517578125,0.2522905739223539,257412,196194,25.09710379441579,0.0,116801.0,1239.0,154715.0,97.64900970458984,0.0100664934143424,19.34644329547882,11752.0,267.0,24875.0,96.98795318603516,0.0023540337570011,18.383439620335896,73213.85714285714,987.5714285714286,108549.71428571429,97.30132293701172,0.008530100075794073,19.810185018039885,53941.9,752.9,81707.5,97.26977157592773,0.00650046601658682,19.512973488966626,1569.4520081688224,67.9728769445467,634.4569288389513,58.27280064568201,934.8221105527639,66.37817923278287,600.8670789510217,63.89667137424324,0.842602166938522,0.1599259195076197,1.1792152726582636,1.1792152726582636,99.99694189602447,0.7621759584791755,0.0076181078655701145,0.00012791918139817932,0.16018921988351587,0.06491306189334779,1.000324369643033,1.3572724939769854,1.3122290085092925,63609.11231620479,63609.11231620479,630.2580512068935,630.2580512068935,78817.59427839277,78817.59427839277,9,1.0
