timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,daily_rpv,ratings_like_ratio,ccu_playing,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-24 00:00:00+00:00,1,0,0,5995470825,411213,0.029870206490159,340594,0.4387080917148799,94.98069763183594,3961,17.845168249947683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411213.0,3961.0,340594.0,94.98069763183594,0.029870206490159,17.845168249947683,411213.0,3961.0,340594.0,94.98069763183594,0.029870206490159,17.845168249947683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.78924785461888,1.2073371599700524,0.011629648115797355,4.339630520835303e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-25 00:00:00+00:00,1,0,0,5995470825,524799,0.0248764604330062,478848,0.3888835491350079,94.76439666748048,3664,17.285518884658813,0.0,411213.0,3961.0,340594.0,94.98069763183594,0.029870206490159,17.845168249947683,0.0,0.0,0.0,0.0,0.0,0.0,468006.0,3812.5,409721.0,94.8725471496582,0.027373333461582598,17.56534356730325,468006.0,3812.5,409721.0,94.8725471496582,0.027373333461582598,17.56534356730325,0.0,27.62218120536073,0.0,-7.498106538752836,0.0,40.592024521864744,0.0,-16.718150437955735,0.0,-0.22773149676567073,0.17161624177436866,0.17161624177436866,143.19208731241474,1.095959268997116,0.007651681427756975,3.293734543570658e-05,0.0,0.0,1.0,1.0,1.0,80317.43084785518,80317.43084785518,210.0107140124046,210.0107140124046,97760.34092616494,97760.34092616494,2,1.0
2025-07-26 00:00:00+00:00,1,1,0,5995470825,443451,0.019204307347536,422366,0.2438368372167802,94.9951171875,2849,17.429155190785725,0.0,524799.0,3664.0,478848.0,94.76439666748048,0.0248764604330062,17.285518884658813,0.0,0.0,0.0,0.0,0.0,0.0,459821.0,3491.3333333333335,413936.0,94.9134038289388,0.0246503247569004,17.51994744179741,459821.0,3491.3333333333335,413936.0,94.9134038289388,0.0246503247569004,17.51994744179741,0.0,-15.500791731691566,0.0,-22.243449781659386,0.0,-11.795392274792837,0.0,-22.80128678573725,0.0,0.24346751325721172,0.12730104637162493,0.12730104637162493,155.59684210526316,1.0499186726235714,0.006745318644685782,3.9303363590164716e-05,0.007209777832020316,0.0,1.0,1.0,1.0,58535.69444364695,58535.69444364695,575.7571826154958,575.7571826154958,69511.44369094919,69511.44369094919,2,0.8449920826830843
2025-07-27 00:00:00+00:00,1,1,0,5995470825,142731,0.0197956673800945,411670,0.0640506001367629,95.14647674560548,2731,15.491697112719216,475.0,443451.0,2849.0,422366.0,94.9951171875,0.019204307347536,17.429155190785725,0.0,0.0,0.0,0.0,0.0,0.0,380548.5,3301.25,413369.5,94.97167205810547,0.023436660412698925,17.01288485952786,380548.5,3301.25,413369.5,94.97167205810547,0.023436660412698925,17.01288485952786,0.0,-67.8135803053776,0.0,-4.14180414180414,0.0,-2.5324008087772243,0.0,3.079309354181814,0.0,0.15933404009254026,0.4351410569578678,0.4351410569578678,52.24414348462665,0.3467113301641359,0.0066339382662368735,0.00010853695816438652,0.07280578613279917,0.0,1.0,1.0,1.0,165592.27651373117,165592.27651373117,604.5860153857349,604.5860153857349,56767.16385082724,56767.16385082724,2,0.2719726981187083
2025-07-28 00:00:00+00:00,1,0,0,5995470825,141348,0.0252121482044458,411528,0.0535537729996266,95.34337615966795,3370,48.394824941953026,432.0,142731.0,2731.0,411670.0,95.14647674560548,0.0197956673800945,15.491697112719216,0.0,0.0,0.0,0.0,0.0,0.0,332708.4,3315.0,413001.2,95.04601287841797,0.0237917579710483,23.289272876012895,332708.4,3315.0,413001.2,95.04601287841797,0.0237917579710483,23.289272876012895,0.0,-0.968955587784015,0.0,23.398022702306843,0.0,-0.0344936478247182,0.0,27.36195107924391,0.0,0.2069434631709166,0.537739741330723,0.537739741330723,41.930584396321564,0.34347032651404885,0.008188973316582792,0.000342378261904598,0.11074371337890032,0.11074371337890032,1.0,1.0,1.0,178910.52895455874,178910.52895455874,524.4887987364459,524.4887987364459,49168.70339148674,49168.70339148674,2,0.26933740346304014
2025-07-29 00:00:00+00:00,1,0,0,5995470825,167416,0.032562430948019,496585,0.0541423783110939,95.7403564453125,4249,16.472453514734905,336.0,141348.0,3370.0,411528.0,95.34337615966795,0.0252121482044458,48.394824941953026,0.0,0.0,0.0,0.0,0.0,0.0,305159.6666666667,3470.6666666666665,426931.8333333333,95.16173680623372,0.025253536800543416,22.153136315799895,305159.6666666667,3470.6666666666665,426931.8333333333,95.16173680623372,0.025253536800543416,22.153136315799895,0.0,18.442425786003348,0.0,26.08308605341245,0.0,20.66858148169748,0.0,29.153734477401972,0.0,0.416369024922858,0.5691072775107461,0.5691072775107461,39.392,0.33713395061479784,0.008556423258005662,9.839176137868261e-05,0.1624740600585937,0.1624740600585937,1.0,1.0,1.0,173668.58710275346,173668.58710275346,604.5357447386108,604.5357447386108,55663.49238923718,55663.49238923718,2,0.3190097542106597
2025-07-30 00:00:00+00:00,1,0,0,5995470825,198777,0.0666181147098541,763793,0.0538853958270409,96.01066589355467,9205,22.79278739293416,248.0,167416.0,4249.0,496585.0,95.7403564453125,0.032562430948019,16.472453514734905,0.0,0.0,0.0,0.0,0.0,0.0,289962.14285714284,4289.857142857143,475054.85714285716,95.28301239013672,0.03116276221615923,22.24451504110479,289962.14285714284,4289.857142857143,475054.85714285716,95.28301239013672,0.03116276221615923,22.24451504110479,0.0,18.73237922301334,0.0,116.63920922570017,0.0,53.80911626408369,0.0,104.58581491105457,0.0,0.2823359534874781,0.5640616301152416,0.5640616301152416,21.59211383880078,0.26024949135499886,0.012051678855817144,0.0001146645372874974,0.1925029754638716,0.1925029754638716,1.0,1.0,1.0,163556.51897170854,163556.51897170854,2236.5294862480896,2236.5294862480896,137086.82746642552,137086.82746642552,2,0.3787678711278032
2025-07-31 00:00:00+00:00,1,0,0,5995470825,231881,0.093627855181694,1221166,0.0491790660574535,96.01900482177734,12414,19.342841029167175,193.0,198777.0,9205.0,763793.0,96.01066589355467,0.0666181147098541,22.79278739293416,411213.0,3961.0,340594.0,94.98069763183594,0.029870206490159,17.845168249947683,264343.28571428574,5497.428571428572,600850.8571428572,95.43134198869977,0.04027099774352137,22.458468295279005,282702.0,5305.375,568318.75,95.3750114440918,0.03897089883685108,21.88180578961259,-43.61048896800441,16.653838220719706,213.40570562989143,34.86148832156437,258.5400799779209,59.8818004354583,213.4489720134359,40.544138166438756,1.0931770515795636,0.00868541858871641,0.5405336473862977,0.5405336473862977,18.677486910994766,0.18988475777678238,0.01016568577434536,8.341674226187102e-05,0.22817148481096763,0.18966801961263505,1.0005906216288214,0.9350598358493599,1.033360762658133,152809.94318340113,152809.94318340113,3540.8608693972387,3540.8608693972387,292734.2523268453,292734.2523268453,2,0.44184725961749166
2025-08-01 00:00:00+00:00,1,0,0,5995470825,517838,0.1358436197042465,2039472,0.0824688305961091,95.71134185791016,19802,13.039611061414083,138.0,231881.0,12414.0,1221166.0,96.01900482177734,0.093627855181694,19.342841029167175,524799.0,3664.0,478848.0,94.76439666748048,0.0248764604330062,17.285518884658813,263348.85714285716,7802.857142857143,823797.1428571428,95.56661987304688,0.05612344906798428,21.85191003481547,308828.22222222225,6916.111111111111,731780.2222222222,95.41238149007161,0.0497345344887839,20.899339708701646,-1.326412588438619,123.32058254018223,440.4475982532751,59.51345255356855,325.9121892542101,67.01021810302612,446.072943416052,45.08889415508737,0.9992626173228603,-0.32041882170956715,0.5278634228125374,0.5278634228125374,26.149472302176438,0.2539077496980838,0.009709370999272852,2.5180820798383443e-05,0.1628935677664601,0.15518964131673224,1.001616544735248,0.8527357222985933,1.1284603273132314,163019.12244333315,163019.12244333315,5858.388951845986,5858.388951845986,561656.9689625461,561656.9689625461,2,0.9867358741156138
2025-08-02 00:00:00+00:00,1,1,0,5995470825,945400,0.1632556170225143,2661935,0.1084244893222577,95.72935485839844,24721,16.04143798351288,96.0,517838.0,19802.0,2039472.0,95.71134185791016,0.1358436197042465,13.039611061414083,443451.0,2849.0,422366.0,94.9951171875,0.019204307347536,17.429155190785725,335055.85714285716,10927.42857142857,1143735.5714285714,95.6715109688895,0.07670220759298117,21.653664719490774,372485.4,8696.6,924795.7,95.4440788269043,0.06108664274215694,20.413549536182767,113.19153638169719,82.56674867429584,767.7079677079677,24.840925159074835,530.2436749170151,30.520791655879552,750.0989599266163,20.179083403363475,0.7729214854793165,0.018820131594243783,0.679941345411757,0.679941345411757,38.24124261791117,0.35515504504991857,0.009286849871672347,1.696786652807949e-05,0.09868621826171647,0.13015465013908897,1.0023828837239623,0.8995140672435944,1.2556297768194038,253268.22402223648,253268.22402223648,7887.250122120439,7887.250122120439,808057.7623628771,808057.7623628771,3,1.0
