timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,sort_sort_position,session_session_length,daily_Estimated Revenue,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-28 00:00:00+00:00,1,0,0,7943513032,80522,441,11.637295881907145,149090,0.0084539726376533,1110,96.238525390625,0.0532728741774856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149090.0,1110.0,80522.0,96.238525390625,0.0084539726376533,11.637295881907145,149090.0,1110.0,80522.0,96.238525390625,0.0084539726376533,11.637295881907145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.1944194419442,1.8515206835314133,0.013784881338251183,7.805498575975172e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-29 00:00:00+00:00,1,0,0,7943513032,172767,429,14.210402369499208,149463,0.0084540816023945,1307,96.21875762939452,0.0511451920401369,149090.0,1110.0,80522.0,96.238525390625,0.0084539726376533,11.637295881907145,0.0,0.0,0.0,0.0,0.0,0.0,149276.5,1208.5,126644.5,96.22864151000977,0.0084540271200239,12.923849125703176,149276.5,1208.5,126644.5,96.22864151000977,0.0084540271200239,12.923849125703176,0.0,0.2501844523442154,0.0,17.747747747747745,0.0,114.55875412930627,0.0,0.0012889175996733115,0.0,-0.020540382502998167,0.0017668610222143623,0.0017668610222143623,114.26834862385321,0.8651081218744212,0.007565058344137804,9.50757531546005e-05,0.0,0.0,1.0,1.0,1.0,263.75082938258225,263.75082938258225,139.30003589374985,139.30003589374985,65227.06503055308,65227.06503055308,2,1.0
2025-07-30 00:00:00+00:00,1,0,0,7943513032,177387,383,13.190373738606771,159715,0.0089734382927417,1207,96.18034362792967,0.0514879594511958,149463.0,1307.0,172767.0,96.21875762939452,0.0084540816023945,14.210402369499208,0.0,0.0,0.0,0.0,0.0,0.0,152756.0,1208.0,143558.66666666666,96.21254221598308,0.0086271641775965,13.012690663337708,152756.0,1208.0,143558.66666666666,96.21254221598308,0.0086271641775965,13.012690663337708,0.0,6.859222683874933,0.0,-7.651109410864576,0.0,2.674121794092632,0.0,6.143265641061468,0.0,-0.03992360991897925,0.03947180986638749,0.03947180986638749,132.21440397350995,0.9003709382821837,0.006804293413308679,8.258642677381584e-05,-0.029090881347661118,0.0,1.0,1.0,1.0,6029.555787949888,6029.555787949888,98.50380703302791,98.50380703302791,54640.2059689871,54640.2059689871,3,1.0
2025-07-31 00:00:00+00:00,1,0,0,7943513032,217712,349,11.838956673940023,169244,0.0121254045516252,1729,96.1966323852539,0.0513039779405721,159715.0,1207.0,177387.0,96.18034362792967,0.0089734382927417,13.190373738606771,0.0,0.0,0.0,0.0,0.0,0.0,156878.0,1338.25,162097.0,96.20856475830078,0.009501724271103674,12.719257165988287,156878.0,1338.25,162097.0,96.20856475830078,0.009501724271103674,12.719257165988287,0.0,5.966252387064452,0.0,43.24772162386081,0.0,22.7327819964259,0.0,35.125513276588926,0.0,0.016935640599546886,0.061207514824406256,0.061207514824406256,97.82890173410405,0.7773720448480339,0.007941647949364531,6.995158896239194e-05,-0.016409301757820256,0.0,1.0,1.0,1.0,9602.112510623205,9602.112510623205,272.6333007295086,272.6333007295086,58009.0276020322,58009.0276020322,4,1.0
2025-08-01 00:00:00+00:00,1,0,0,7943513032,250479,317,15.43806529045105,179310,0.0128888078033924,2188,96.1960220336914,0.0507459746636037,169244.0,1729.0,217712.0,96.1966323852539,0.0121254045516252,11.838956673940023,0.0,0.0,0.0,0.0,0.0,0.0,161364.4,1508.2,179773.4,96.2060562133789,0.01017914097756142,13.26301879088084,161364.4,1508.2,179773.4,96.2060562133789,0.01017914097756142,13.26301879088084,0.0,5.947625912883181,0.0,26.547137073452866,0.0,15.050617329315784,0.0,6.295899229728219,0.0,-0.0006344832946481027,0.08075092264749803,0.08075092264749803,81.91411603471904,0.7158655381667199,0.008735228361545833,8.60965879976747e-05,-0.010713195800782378,-0.010713195800782378,1.0,1.0,1.0,13030.32418245993,13030.32418245993,447.39434506931354,447.39434506931354,63922.304771495845,63922.304771495845,5,1.0
2025-08-02 00:00:00+00:00,1,1,0,7943513032,240782,303,12.39189120133718,183501,0.0107201114296913,1579,96.14742279052734,0.0482028705942311,179310.0,2188.0,250479.0,96.1960220336914,0.0128888078033924,15.43806529045105,0.0,0.0,0.0,0.0,0.0,0.0,165053.83333333334,1520.0,189941.5,96.19628397623698,0.010269302719583066,13.11783085929023,165053.83333333334,1520.0,189941.5,96.19628397623698,0.010269302719583066,13.11783085929023,0.0,2.337292956332604,0.0,-27.833638025594155,0.0,-3.871382431261705,0.0,-16.82619841014533,0.0,-0.050521052884122675,0.0893525598737209,0.0893525598737209,116.13987341772152,0.7621011450143905,0.00655777193572636,6.753000621975335e-05,-0.014498029436368435,-0.014498029436368435,1.0,1.0,1.0,14747.982525303818,14747.982525303818,401.20418741583444,401.20418741583444,62363.37373410775,62363.37373410775,6,1.0
2025-08-03 00:00:00+00:00,1,1,0,7943513032,294575,295,13.228044509887695,190760,0.0168502368032932,2189,96.1333999633789,0.0468121550419715,183501.0,1579.0,240782.0,96.14742279052734,0.0107201114296913,12.39189120133718,0.0,0.0,0.0,0.0,0.0,0.0,168726.14285714287,1615.5714285714287,204889.14285714287,96.18730054582868,0.011209436160113087,13.133575666518439,168726.14285714287,1615.5714285714287,204889.14285714287,96.18730054582868,0.011209436160113087,13.133575666518439,0.0,3.9558367529332283,0.0,38.63204559848006,0.0,22.34095571928134,0.0,57.1834109543246,0.0,-0.014584714536747256,0.09840096785431665,0.09840096785431665,87.10502283105023,0.6475748194014448,0.007431019499212427,6.934354773715642e-05,-0.015798841203957335,-0.015798841203957335,1.0,1.0,1.0,16602.815759468554,16602.815759468554,445.05574824691234,445.05574824691234,69318.22397568231,69318.22397568231,7,1.0
2025-08-04 00:00:00+00:00,1,0,0,7943513032,314023,291,12.729639172554016,187625,0.019046276807785,2458,96.09091186523438,0.0429327334865937,190760.0,2189.0,294575.0,96.1333999633789,0.0168502368032932,13.228044509887695,149090.0,1110.0,80522.0,96.238525390625,0.0084539726376533,11.637295881907145,174231.14285714287,1808.142857142857,238246.42857142858,96.1662128993443,0.0127226224701319,13.28962470803942,171088.5,1720.875,218530.875,96.1752519607544,0.012189041241072075,13.083083604772886,25.84680394392649,-1.6434262948207157,121.44144144144144,12.288716308816806,289.9841037232061,6.602053806331165,125.29380711447358,13.032695208548084,-0.15338298752134438,-0.044197020141512056,0.09796494991245806,0.09796494991245806,76.30134200894673,0.5974861794003006,0.00782742720301633,6.784581653157887e-05,-0.018808364868157686,-0.018564950852162806,0.9999060146843828,1.01836852188863,1.0437754880393606,16760.67633309758,16760.67633309758,508.41811744159656,508.41811744159656,74882.30859047607,74882.30859047607,7,0.9835657370517928
2025-08-05 00:00:00+00:00,1,0,0,7943513032,315178,280,12.32209606965383,190475,0.0179387480020523,2431,96.0793914794922,0.0404910925213208,187625.0,2458.0,314023.0,96.09091186523438,0.019046276807785,12.729639172554016,149463.0,1307.0,172767.0,96.21875762939452,0.0084540816023945,14.210402369499208,180090.0,1968.7142857142858,258590.85714285713,96.14630344935826,0.014077574812940157,13.019866665204365,173242.55555555556,1799.7777777777778,229269.44444444444,96.16460079616971,0.012827897547847654,12.998529434204102,27.439566983132945,1.51898734177216,85.99846977811782,-1.0984540276647636,82.4295148957845,0.3678074535941711,112.19038147173079,-5.8149359946297,-0.14484301537036615,-0.011989048202942776,0.09788436036222407,0.09788436036222407,78.3203125,0.6043391215785315,0.0077130773306597206,6.469106905675166e-05,-0.020604269845135068,-0.019386164347331883,0.999809728874659,1.0395251872294657,1.0974187126480583,16957.736738072625,16957.736738072625,531.2331827403522,531.2331827403522,77099.234664021,77099.234664021,7,0.9985059760956175
2025-08-06 00:00:00+00:00,1,0,0,7943513032,297243,270,12.18604854742686,195515,0.0156049337238073,2035,96.04560089111328,0.0390597374822751,190475.0,2431.0,315178.0,96.0793914794922,0.0179387480020523,12.32209606965383,159715.0,1207.0,177387.0,96.18034362792967,0.0089734382927417,13.190373738606771,185204.2857142857,2087.0,275713.14285714284,96.12705448695591,0.015024931303092386,12.87639163789295,175469.8,1823.3,236066.8,96.15270080566407,0.01310560116544362,12.91728134552638,22.41492658798485,2.6460165376033684,68.59983429991713,-16.289592760180994,67.5675218589863,-5.690435246114889,73.90138779278826,-13.009906142714067,-0.14009384010691406,-0.03516944462136351,0.09956430377936637,0.09956430377936637,96.02897838899804,0.6577592819367254,0.006846227341847102,6.232762816049255e-05,-0.02653094700404477,-0.020589932528405006,0.9997332751083093,1.0554767014853024,1.1464511328720721,17470.52847130466,17470.52847130466,506.3448649114774,506.3448649114774,75801.42164864426,75801.42164864426,8,1.0
2025-08-07 00:00:00+00:00,1,0,0,7943513032,319677,264,12.697813789049784,197127,0.0240793656557798,3143,96.05687713623048,0.0372099024704417,195515.0,2035.0,297243.0,96.04560089111328,0.0156049337238073,12.18604854742686,169244.0,1729.0,217712.0,96.1966323852539,0.0121254045516252,11.838956673940023,189187.57142857142,2289.0,290279.5714285714,96.10708945138114,0.01673264003225733,12.999085511480061,177438.63636363635,1943.2727272727273,243667.72727272726,96.14398956298828,0.014103216119110546,12.89732974948305,16.475030134007707,0.8244891696289391,81.78137651821862,54.44717444717444,46.83480928933636,7.547360240611223,98.58608059846037,54.30610652990908,-0.14528081239240098,0.011740511811653143,0.10039500462528994,0.10039500462528994,62.69942748091603,0.6166423713862074,0.009831768216768124,6.441405477177156e-05,-0.024110249110625103,-0.019798070734191268,0.9996161994964546,1.0662140743736175,1.186441439380893,17813.95271843241,17813.95271843241,623.7584614110002,623.7584614110002,76202.26388381241,76202.26388381241,9,1.0
2025-08-08 00:00:00+00:00,1,0,0,7943513032,405674,257,12.46290123462677,199616,0.0246569830924272,4223,96.04084014892578,0.0351438481167293,197127.0,3143.0,319677.0,96.05687713623048,0.0240793656557798,12.697813789049784,179310.0,2188.0,250479.0,96.1960220336914,0.0128888078033924,15.43806529045105,192088.42857142858,2579.714285714286,312450.28571428574,96.08492061070034,0.01841380793069087,12.574062074933734,179286.75,2133.25,257168.25,96.13539377848308,0.014982696700220267,12.861127373245028,11.324521777926488,1.262637791880361,93.0073126142596,34.362074451161305,61.95928600800866,26.901215914814024,91.30538268975783,2.398806699913014,-0.16131840120299223,-0.016695303639691073,0.10124244767612378,0.10124244767612378,47.25757575757576,0.49205891415541997,0.010409810809145251,6.243406741222827e-05,-0.018503734043666314,-0.0191965703363993,0.9994749783009259,1.0714033723709564,1.2290049180812797,18151.429405897285,18151.429405897285,887.0177947379738,887.0177947379738,86406.39351673106,86406.39351673106,10,1.0
2025-08-09 00:00:00+00:00,1,1,0,7943513032,667467,247,11.505276401837667,203522,0.0253940764814615,4317,95.98462677001952,0.0329946458508676,199616.0,4223.0,405674.0,96.04084014892578,0.0246569830924272,12.46290123462677,183501.0,1579.0,240782.0,96.14742279052734,0.0107201114296913,12.39189120133718,194948.57142857142,2970.8571428571427,373405.28571428574,96.06166403634208,0.02051008865237233,12.447402817862374,181151.0,2301.230769230769,288729.6923076923,96.12379631629356,0.015783572068008053,12.756831144675232,10.910567244865144,1.9567569733889068,173.40088663711208,2.2259057542031835,177.20801388808133,64.53285150145192,136.88257951431348,2.989390008790971,-0.16931917235317728,-0.058530702999992634,0.10286043198591818,0.10286043198591818,47.133395090319596,0.30491649037856494,0.006467725793596097,5.653059556825355e-05,-0.02032061985560899,-0.020053360488382715,0.9993536222836327,1.0761661344876452,1.2994579784600546,18633.270114681065,18633.270114681065,1043.1020367031977,1043.1020367031977,140689.42070235452,140689.42070235452,11,1.0
2025-08-10 00:00:00+00:00,1,1,0,7943513032,613483,218,12.30121330420176,214569,0.0274617224931716,3765,96.03643798828124,0.0312076548355661,203522.0,4317.0,667467.0,95.98462677001952,0.0253940764814615,11.505276401837667,190760.0,2189.0,294575.0,96.1333999633789,0.0168502368032932,13.228044509887695,198349.85714285713,3196.0,418963.5714285714,96.04781232561383,0.022026015179497815,12.31499835990724,183538.0,2405.785714285714,311926.35714285716,96.11755643572126,0.01661772566980545,12.724287013212841,12.481128119102536,5.427914426941549,71.99634536317954,-12.786657400972901,108.26037511669355,-8.087890487469796,62.97529117100893,8.142237475025137,-0.10086190141470608,0.05397866304763799,0.10900465876325265,0.10900465876325265,56.9753053637812,0.3497548428320869,0.006137079369633112,5.732960481055954e-05,-0.012775421142578213,-0.018538640619633107,0.9992743873992046,1.080701855435153,1.3254530503845825,20006.497060089863,20006.497060089863,1075.829495968392,1075.829495968392,160636.63591980463,160636.63591980463,12,1.0
2025-08-11 00:00:00+00:00,1,0,0,7943513032,505712,182,13.85804013411204,236428,0.0303786732256412,3810,96.04002380371094,0.0318642280441528,214569.0,3765.0,613483.0,96.03643798828124,0.0274617224931716,12.30121330420176,187625.0,2458.0,314023.0,96.09091186523438,0.019046276807785,12.729639172554016,205321.7142857143,3389.1428571428573,446347.71428571426,96.04054260253906,0.023644928953477272,12.476198497272673,187064.0,2499.4,324845.4,96.11238759358724,0.01753512217352783,12.79987055460612,26.010926049300465,10.18739892528744,55.0040683482506,1.195219123505975,61.04298092814857,-17.56707194820394,59.49927396426467,10.621878264172624,-0.05295824603559485,0.0037338071932069283,0.11571578893297894,0.1262958748385966,62.03831015481501,0.4675141829456629,0.007533917459112184,5.861396078362654e-05,-0.007452828543527863,-0.017000961303710704,0.9992524897898492,1.097601432053812,1.3484325184328174,21960.129153025984,23625.411530807236,1067.6487903615307,1098.2675188027472,153559.12147867415,162679.13746908578,13,1.0
2025-08-12 00:00:00+00:00,1,0,0,7943513032,580625,159,11.904366135597227,403167,0.0338332019746303,5008,96.02098083496094,0.0504461930991323,236428.0,3810.0,505712.0,96.04002380371094,0.0303786732256412,13.85804013411204,190475.0,2431.0,315178.0,96.0793914794922,0.0179387480020523,12.32209606965383,235706.2857142857,3757.285714285714,484268.71428571426,96.03219822474888,0.025915565235274128,12.416522792407445,200570.4375,2656.1875,340831.625,96.1066746711731,0.018553752161096736,12.743901528418064,111.6639978999869,70.52421878965266,106.00575894693543,31.443569553805784,84.2212971717569,14.813372037839724,88.60403173487681,11.371558999072073,-0.060794144958475904,-0.01982815913178504,0.2848226541242274,0.292412088246649,80.48852066280695,0.6943660807473313,0.008625173519615037,2.9527061015748342e-05,-0.0039988926478790095,-0.016017117219810008,0.9992250647868212,1.1751795960174127,1.396782980081708,59214.10083606922,58649.220469919,1175.9328866249782,1232.516083397427,157559.02315209643,169673.66291163163,14,1.0
