timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,ccu_playing,daily_rpv,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-01 00:00:00+00:00,0,0,1,7946839417,27.307886123657227,5428,0.0081678192581992,80.22408294677734,553183,331129,0.0379159860312938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331129.0,5428.0,553183.0,80.22408294677734,0.0379159860312938,27.307886123657227,331129.0,5428.0,553183.0,80.22408294677734,0.0379159860312938,27.307886123657227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.992632160618896,0.5985874501070169,0.009812286689419795,8.246877698685479e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-02 00:00:00+00:00,0,0,0,7946839417,29.1690510114034,4963,0.0043088141117275,80.3613052368164,1013789,177822,0.0364406369626522,331129.0,5428.0,553183.0,80.22408294677734,0.0379159860312938,27.307886123657227,0.0,0.0,0.0,0.0,0.0,0.0,254475.5,5195.5,783486.0,80.29269409179688,0.037178311496972996,28.23846856753031,254475.5,5195.5,783486.0,80.29269409179688,0.037178311496972996,28.23846856753031,0.0,-46.29827046256897,0.0,-8.566691230655854,0.0,83.2646701001296,0.0,-3.8911003591570292,0.0,0.1710487487031731,0.42599157601956195,0.42599157601956195,35.82232070910556,0.17540319000976534,0.00489549117667367,0.0001640341857431457,0.0,0.0,1.0,1.0,1.0,108404.41930336604,108404.41930336604,328.8046532517446,328.8046532517446,325697.6260552109,325697.6260552109,1,0.5370172953743103
2025-09-03 00:00:00+00:00,0,0,0,7946839417,29.4383446375529,5682,0.0056667063547337,80.54144287109375,1039672,240028,0.0430082939565181,177822.0,4963.0,1013789.0,80.3613052368164,0.0364406369626522,29.1690510114034,0.0,0.0,0.0,0.0,0.0,0.0,249659.66666666666,5357.666666666667,868881.3333333334,80.3756103515625,0.039121638983488034,28.638427257537842,249659.66666666666,5357.666666666667,868881.3333333334,80.3756103515625,0.039121638983488034,28.638427257537842,0.0,34.98217318442038,0.0,14.487205319363294,0.0,2.5530953679710366,0.0,18.02289296039763,0.0,0.22415966707671764,0.3088444552527447,0.3088444552527447,42.23614288228048,0.23086874430710425,0.005465179917147026,0.0001226449497250453,0.15867996215819655,0.0,1.0,1.0,1.0,77106.00375024848,77106.00375024848,364.6235501628128,364.6235501628128,273708.897689376,273708.897689376,1,0.7248776156724419
2025-09-04 00:00:00+00:00,0,0,0,7946839417,385.3482883771261,6788,0.0081136769667988,80.6969985961914,1148455,351337,0.0541673451662063,240028.0,5682.0,1039672.0,80.54144287109375,0.0430082939565181,29.4383446375529,0.0,0.0,0.0,0.0,0.0,0.0,275079.0,5715.25,938774.75,80.45595741271973,0.0428830655291676,117.8158925374349,275079.0,5715.25,938774.75,80.45595741271973,0.0428830655291676,117.8158925374349,0.0,46.373339777026025,0.0,19.46497712073214,0.0,10.463203779653574,0.0,25.946277294723984,0.0,0.19313749487530618,0.29417185423745595,0.29417185423745595,51.75092060686404,0.305921167201878,0.0059105442437498695,0.001096802191556638,0.15988845825193904,0.0,1.0,1.0,1.0,80920.49949178514,80920.49949178514,774.6592261547438,774.6592261547438,263599.56858130475,263599.56858130475,2,1.0
2025-09-05 00:00:00+00:00,0,0,0,7946839417,300.06625125719154,6263,0.005622687703125,80.79268646240234,1314810,251445,0.0456475540995597,351337.0,6788.0,1148455.0,80.6969985961914,0.0541673451662063,385.3482883771261,0.0,0.0,0.0,0.0,0.0,0.0,270352.2,5824.8,1013981.8,80.52330322265625,0.043435963243246015,154.26596428138623,270352.2,5824.8,1013981.8,80.52330322265625,0.043435963243246015,154.26596428138623,0.0,-28.431961336266887,0.0,-7.734236888626988,0.0,14.48511260780787,0.0,-15.728648026785496,0.0,0.11857673504036548,0.2621461038726064,0.2621461038726064,40.14128352490422,0.19124041402148292,0.004763422271337857,0.0011933625957748046,0.14729003906249702,0.14729003906249702,1.0,1.0,1.0,70871.77590338766,70871.77590338766,714.1979417500444,714.1979417500444,283538.4475969705,283538.4475969705,2,0.7156803866373311
2025-09-06 00:00:00+00:00,0,1,0,7946839417,67.09018723861031,6368,0.0077425508515556,80.81795501708984,1276008,356110,0.0391766056418418,251445.0,6263.0,1314810.0,80.79268646240234,0.0456475540995597,300.06625125719154,0.0,0.0,0.0,0.0,0.0,0.0,284645.1666666667,5915.333333333333,1057652.8333333333,80.57241185506184,0.04272607030967865,139.73666810759025,284645.1666666667,5915.333333333333,1057652.8333333333,80.57241185506184,0.04272607030967865,139.73666810759025,0.0,41.62540515818569,0.0,1.6765128532651996,0.0,-2.9511488351929183,0.0,-14.175893068891332,0.0,0.03127579462189889,0.25440562577871095,0.25440562577871095,55.91301617208353,0.27908110365992717,0.004990560411407757,0.00018839684041944876,0.12625885009766047,0.12625885009766047,1.0,1.0,1.0,72415.33175071882,72415.33175071882,676.1957310325661,676.1957310325661,275242.0678729301,275242.0678729301,3,1.0
2025-09-07 00:00:00+00:00,0,1,0,7946839417,48.018678578463465,5299,0.005524623630174,80.84375762939453,1159489,261540,0.0358902402222156,356110.0,6368.0,1276008.0,80.81795501708984,0.0391766056418418,67.09018723861031,0.0,0.0,0.0,0.0,0.0,0.0,281344.4285714286,5827.285714285715,1072200.857142857,80.61117553710938,0.041749523154326784,126.63409817485785,281344.4285714286,5827.285714285715,1072200.857142857,80.61117553710938,0.041749523154326784,126.63409817485785,0.0,-26.556401112015948,0.0,-16.787060301507537,0.0,-9.131525821154728,0.0,-8.388591522375954,0.0,0.031926831480988405,0.2370055443520394,0.2370055443520394,49.347169811320754,0.22556468792313863,0.004570112721972591,0.00018359904786807217,0.10798454284668271,0.10798454284668271,1.0,1.0,1.0,66680.1894439849,66680.1894439849,659.7731211777055,659.7731211777055,254191.55162293685,254191.55162293685,3,0.7344359888798405
2025-09-08 00:00:00+00:00,0,0,0,7946839417,84.74486997853155,4712,0.0065097682889318,80.93850708007812,1040214,314776,0.0377206467092037,261540.0,5299.0,1159489.0,80.84375762939453,0.0358902402222156,48.018678578463465,331129.0,5428.0,553183.0,80.22408294677734,0.0379159860312938,27.307886123657227,279008.28571428574,5725.0,1141776.7142857143,80.71323612758091,0.041721617536885344,134.83938158269703,285523.375,5687.875,1068202.5,80.65209197998047,0.0412459135986864,121.39794465031706,-4.938558688607763,20.3548214422268,-13.190862196020635,-11.077561804113989,88.04157033025237,-10.286859125011105,-0.5151898777704944,5.100011801690596,0.890535743206633,0.11720070103364844,0.22014035086773523,0.22014035086773523,66.78888181625291,0.3026066726590176,0.004529832774955177,0.0002692219252948327,0.08775683811733094,0.09926732381185188,1.0007581222767987,0.9771819407580403,1.0115333592274725,62855.21595343994,62855.21595343994,727.0471467321968,727.0471467321968,235607.21964744627,235607.21964744627,3,0.8839291230237848
2025-09-09 00:00:00+00:00,0,0,0,7946839417,44.47209416265073,5250,0.0051570533701251,80.9805679321289,1023222,254813,0.0452415235340595,314776.0,4712.0,1040214.0,80.93850708007812,0.0377206467092037,84.74486997853155,177822.0,4963.0,1013789.0,80.3613052368164,0.0364406369626522,29.1690510114034,290007.0,5766.0,1143124.2857142857,80.80170222691127,0.04297888704708638,137.02553060430378,282111.1111111111,5639.222222222223,1063204.6666666667,80.68858930799696,0.0416898702581723,112.85062792946525,43.29666745397083,-19.04941926957583,5.782792665726366,11.417657045840413,0.9304697525816419,-1.6335100277442893,24.151297301491393,19.93835599595044,0.7705981050053934,0.051966429290772886,0.21154845945224002,0.21154845945224002,48.526566368310796,0.2490297813868531,0.005130846355095615,0.00017452767180237635,0.06612368992397426,0.09138552347818782,1.001401845290448,1.027988578180386,1.0309191844669126,59680.17094991527,59680.17094991527,695.576519474633,695.576519474633,220899.8002454959,220899.8002454959,3,0.7155457583330993
2025-09-10 00:00:00+00:00,0,0,0,7946839417,55.44964724001677,5197,0.004644658798713,80.99479675292969,1021276,234349,0.0433012433350086,254813.0,5250.0,1023222.0,80.9805679321289,0.0452415235340595,44.47209416265073,240028.0,5682.0,1039672.0,80.54144287109375,0.0430082939565181,29.4383446375529,289195.71428571426,5696.714285714285,1140496.2857142857,80.86646706717355,0.04302073695829932,140.74143097608436,277334.9,5595.0,1059011.8,80.71921005249024,0.04185100756585593,107.11052986052042,-2.3659739697035387,-8.030987429997683,-8.535726856740588,-1.0095238095238046,-1.7694041967081908,-0.19018355742937976,0.6811462430634352,-4.288715426637168,0.5628827416980009,0.017570660670962468,0.21006691046241718,0.21006691046241718,45.0844555598307,0.22946663833612232,0.005088727152378836,0.00023661040000007158,0.04963248116629627,0.08316442316228213,1.0018243118904107,1.0427671176102042,1.0279498502061803,58258.885606403426,58258.885606403426,670.540246534257,670.540246534257,208687.96104540594,208687.96104540594,3,0.6580803684254866
