timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,ccu_playing,session_session_length,platform_platform_share,daily_Estimated Revenue,visits_visits_gained,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-05-27 00:00:00+00:00,0,0,0,7709344486,0.1209307490704332,17355,41.94864044189453,0.1899420469999313,949505,415314,88.2503890991211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949505.0,17355.0,415314.0,88.2503890991211,0.1899420469999313,41.94864044189453,949505.0,17355.0,415314.0,88.2503890991211,0.1899420469999313,41.94864044189453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.707593915648765,2.2862285253361905,0.04178755884087981,4.4179436930250605e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-05-28 00:00:00+00:00,0,0,0,7709344486,0.0165259535971365,10477,9.847989956537882,0.1237739250063896,149090,1857701,88.76978302001953,337.0,949505.0,17355.0,415314.0,88.2503890991211,0.1899420469999313,41.94864044189453,0.0,0.0,0.0,0.0,0.0,0.0,549297.5,13916.0,1136507.5,88.51008605957031,0.15685798600316045,25.898315199216206,549297.5,13916.0,1136507.5,88.51008605957031,0.15685798600316045,25.898315199216206,0.0,-84.29813429102533,0.0,-39.631230193027946,0.0,347.30035587531364,0.0,-34.835952880704525,0.0,0.5885457573621133,1.030368560321921,1.030368560321921,14.228860469555258,0.08025506782035009,0.005639763535809295,6.6053550895345e-05,0.0,0.0,1.0,1.0,1.0,565978.8742634305,565978.8742634305,4863.480441001074,4863.480441001074,1019921.6287953208,1019921.6287953208,1,0.15701865708974677
2025-05-29 00:00:00+00:00,0,0,0,7709344486,0.011784213009891,13912,10.718911608060202,0.1482567936182022,125765,1552413,88.80175018310547,277.0,149090.0,10477.0,1857701.0,88.76978302001953,0.1237739250063896,9.847989956537882,0.0,0.0,0.0,0.0,0.0,0.0,408120.0,13914.666666666666,1275142.6666666667,88.60730743408203,0.15399092187484104,20.838514002164207,408120.0,13914.666666666666,1275142.6666666667,88.60730743408203,0.15399092187484104,20.838514002164207,0.0,-15.644912468978466,0.0,32.78610289204924,0.0,-16.433645672796647,0.0,19.780312057284057,0.0,0.036011311505323995,1.1491673781607705,1.1491673781607705,9.039387623086322,0.08101253918091438,0.008961527015345134,8.522900949430053e-05,0.27568054199218606,0.0,1.0,1.0,1.0,468998.19037497364,468998.19037497364,3439.000775419124,3439.000775419124,760117.8808266079,760117.8808266079,1,0.13245322562809042
2025-05-30 00:00:00+00:00,0,0,0,7709344486,0.014587042456721,15030,10.558119773864746,0.147755742073059,179931,1774634,89.16463470458984,214.0,125765.0,13912.0,1552413.0,88.80175018310547,0.1482567936182022,10.718911608060202,0.0,0.0,0.0,0.0,0.0,0.0,351072.75,14193.5,1400015.5,88.74663925170898,0.15243212692439553,18.26841544508934,351072.75,14193.5,1400015.5,88.74663925170898,0.15243212692439553,18.26841544508934,0.0,43.06921639565857,0.0,8.03622771707877,0.0,14.314554181136074,0.0,-0.33796194623872955,0.0,0.4086456863025001,1.1381433978177395,1.1381433978177395,11.970660634688311,0.10139042676381341,0.008469347217878606,5.8678388357072374e-05,0.2774703979492011,0.0,1.0,1.0,1.0,399571.1325662178,399571.1325662178,2862.774237227472,2862.774237227472,668998.5250509401,668998.5250509401,1,0.18949979199688258
2025-05-31 00:00:00+00:00,0,1,0,7709344486,0.0190551005453221,22677,12.043384989102682,0.2021278142929077,272890,2414933,89.80580139160156,182.0,179931.0,15030.0,1774634.0,89.16463470458984,0.147755742073059,10.558119773864746,0.0,0.0,0.0,0.0,0.0,0.0,335436.2,15890.2,1602999.0,88.9584716796875,0.16237126439809796,17.02340935389201,335436.2,15890.2,1602999.0,88.9584716796875,0.16237126439809796,17.02340935389201,0.0,51.66369330465568,0.0,50.87824351297405,0.0,36.08062282138176,0.0,36.79861875890007,0.0,0.7190818300730539,1.0368609548580374,1.0368609548580374,12.033248081841432,0.11300101783319959,0.009390318741630207,4.41325840320959e-05,0.3505676269531215,0.3505676269531215,1.0,1.0,1.0,347800.6986259516,347800.6986259516,4532.169645986346,4532.169645986346,735989.6577068865,735989.6577068865,1,0.28740238334711243
2025-06-01 00:00:00+00:00,1,1,0,7709344486,0.0203595597254845,22220,12.261772990226746,0.2194724082946777,349638,3041636,90.16378784179688,162.0,272890.0,22677.0,2414933.0,89.80580139160156,0.2021278142929077,12.043384989102682,0.0,0.0,0.0,0.0,0.0,0.0,337803.1666666667,16945.166666666668,1842771.8333333333,89.15935770670573,0.17188812171419457,16.229803293281133,337803.1666666667,16945.166666666668,1842771.8333333333,89.15935770670573,0.17188812171419457,16.229803293281133,0.0,28.124152588955265,0.0,-2.0152577501433178,0.0,25.951154752533512,0.0,8.581003095712303,0.0,0.3986228558156224,0.9210583478914199,0.9210583478914199,15.73457540164709,0.11495060061407722,0.0073052767309182524,3.5069809118052465e-05,0.3725123814174172,0.3725123814174172,1.0,1.0,1.0,311136.42660249,311136.42660249,4807.30458434523,4807.30458434523,882207.8500157243,882207.8500157243,1,0.3682318681839485
2025-06-02 00:00:00+00:00,1,0,0,7709344486,0.0177500607945581,39180,12.510995109875996,0.3997906446456909,356042,2803301,90.35042572021484,139.0,349638.0,22220.0,3041636.0,90.16378784179688,0.2194724082946777,12.261772990226746,0.0,0.0,0.0,0.0,0.0,0.0,340408.71428571426,20121.571428571428,1979990.2857142857,89.32951028006417,0.20444562499012262,15.698544981366112,340408.71428571426,20121.571428571428,1979990.2857142857,89.32951028006417,0.20444562499012262,15.698544981366112,0.0,1.8316086924190067,0.0,76.32763276327633,0.0,-7.835750234413319,0.0,82.15986590392102,0.0,0.2069987107744975,0.8346174239880345,0.8346174239880345,9.087108547510272,0.1270080783304831,0.013976375003478042,3.5139000373202103e-05,0.36043466840471483,0.36043466840471483,1.0,1.0,1.0,284111.0442202217,284111.0442202217,9480.786445176771,9480.786445176771,883390.0051739538,883390.0051739538,1,0.3749764350898626
2025-06-03 00:00:00+00:00,1,0,0,7709344486,0.0498527148556284,78834,14.426255663235985,1.2781330347061155,1237540,8399002,90.6154556274414,138.0,356042.0,39180.0,2803301.0,90.35042572021484,0.3997906446456909,12.510995109875996,949505.0,17355.0,415314.0,88.2503890991211,0.1899420469999313,41.94864044189453,381556.5714285714,28904.285714285714,3120517.1428571427,89.66737692696708,0.3599014803767204,11.766775727272034,452550.125,27460.625,2782366.75,89.49025344848633,0.33865655120462174,15.539508816599847,30.33527996166423,247.58258857101129,354.24373379429557,101.20980091883615,1922.325758341881,199.61113701311416,572.9068444263833,219.70058625029702,2.679950255702468,0.2933355378393898,0.9105287355767508,0.9105287355767508,15.697849939747574,0.14734367876758706,0.009386114042345264,1.1657194115779586e-05,0.34405435834612486,0.34745189121791725,1.0019792488193444,0.8431255464321691,1.062732963814015,412059.8931013505,412059.8931013505,22537.48458481368,22537.48458481368,2412334.8166119508,2412334.8166119508,2,1.0
2025-06-04 00:00:00+00:00,1,0,0,7709344486,0.035393607459125,112812,13.273353139559427,1.220180869102478,1238056,11025733,90.80768585205078,113.0,1237540.0,78834.0,8399002.0,90.6154556274414,1.2781330347061155,14.426255663235985,149090.0,10477.0,1857701.0,88.76978302001953,0.1237739250063896,9.847989956537882,537123.1428571428,43523.57142857143,4430236.0,89.95850590297154,0.5165310438190187,12.25611332484654,539828.5555555555,36944.11111111111,3698296.3333333335,89.63663482666016,0.4366036976377169,15.287713741373134,730.4084781004763,0.04169562195970311,976.7586141070916,43.10069259456579,493.51494131725184,31.274322830260083,885.8141519221341,-4.534126263074212,2.295716811171733,0.21213845174461454,0.8631792028222846,0.8631792028222846,10.974408977688741,0.11228785312615015,0.010231699767108476,1.072111634566052e-05,0.3380026136125884,0.3310451507568352,1.0035908429286065,0.9949883853483289,1.1830661229251054,465968.7822451497,465968.7822451497,35410.090572619425,35410.090572619425,3555598.7363079935,3555598.7363079935,3,1.0
2025-06-05 00:00:00+00:00,1,0,0,7709344486,0.0224370147512898,122758,13.40124253431956,1.2891079187393188,1046440,12412870,90.8901596069336,81.0,1238056.0,112812.0,11025733.0,90.80768585205078,1.220180869102478,13.273353139559427,125765.0,13912.0,1552413.0,88.80175018310547,0.1482567936182022,10.718911608060202,668648.1428571428,59073.0,5981729.857142857,90.25685010637555,0.6795097759791783,12.639303457169305,590489.7,45525.5,4569753.7,89.7619873046875,0.5218541197478771,15.099066620667775,732.0597940603508,-15.477167430229333,782.3893041978149,8.816437967592105,699.58554843331,12.580905051845527,769.5101838362224,5.64892069546552,2.3517660626304338,0.09082243877152063,0.7919167066511222,0.7919167066511222,8.524344447250304,0.08430281761568295,0.009889573491902075,1.2806496051205523e-05,0.2725718361990831,0.30913418856533736,1.005513055320492,1.1323620765224913,1.3021067579335566,467618.65853540914,467618.65853540914,43022.75533366035,43022.75533366035,4339581.057117842,4339581.057117842,3,0.8452283256977067
