timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,ccu_playing,platform_platform_share,session_session_length,sort_sort_position,visits_visits_gained,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-20 00:00:00+00:00,1,0,0,7884563721,88.42089080810547,0.0258964820882278,4344,0.0314879976212978,15.138957103093466,191,305492,237201,219218.0,3631.0,300369.0,88.26799774169922,0.0285802632570266,14.187779347101849,223330.0,3496.0,286872.0,87.03860473632812,0.0270317550748586,17.170077482859295,225708.85714285713,3916.8571428571427,328178.4285714286,87.87238420758929,0.028543297201394983,15.340505344527108,203583.91304347827,3585.6521739130435,316277.6956521739,84.91508251687755,0.026129918415909174,15.809087827585746,6.2109882237048275,8.203249733142348,24.2562929061785,19.636463784081528,6.490699684876877,1.7055688170217298,16.48521353533503,10.173924355145058,1.5881298602669514,0.17321460814558876,0.027142471299654122,0.14546915406622177,54.59171461449942,0.776453142952539,0.014219638420520275,6.382305841895712e-05,0.20422390529087298,0.44368970818199177,1.0348265773647922,1.108677271050654,1.0923607470590657,6050.843984360594,29615.179611926036,452.1646593010992,377.5758332857427,36866.04935580151,61167.83964220144,17,1.0
2025-08-21 00:00:00+00:00,1,0,0,7884563721,88.52153778076172,0.0251356400744811,4104,0.0323338434100151,16.508601387341816,187,326670,238586,237201.0,4344.0,305492.0,88.42089080810547,0.0314879976212978,15.138957103093466,221610.0,3565.0,296972.0,87.21500396728516,0.0274895559996366,16.295114795366924,228134.0,3993.8571428571427,332421.0,88.0590318952288,0.029235338260020484,15.371003429094952,205042.33333333334,3607.25,316710.7083333333,85.06535148620605,0.02638841529066359,15.838234225908915,7.660304137899909,0.5838929852740815,15.11921458625527,-5.524861878453036,10.000269385665984,6.932423762324391,17.622283206183976,2.6862482616080596,1.4980608313297283,0.11382714168157726,0.029932399961261735,0.1454939827094748,58.12082825822168,0.7303556177316015,0.012563098652772973,6.91932141623048e-05,0.179864610944482,0.4265114958389914,1.0351927119175919,1.112619020137305,1.107885332938661,6726.3469164662465,29832.425700710373,423.39645126648736,384.1357606481017,36874.16125602265,59860.92626026863,18,1.0
2025-08-22 00:00:00+00:00,1,0,0,7884563721,88.63196563720703,0.0248591499841234,4313,0.0296408608555793,14.543014566103617,181,361416,244361,238586.0,4104.0,326670.0,88.52153778076172,0.0323338434100151,16.508601387341816,222179.0,3493.0,284712.0,87.43399810791016,0.023023085668683,14.140191117922464,231302.85714285713,4111.0,343378.71428571426,88.23017011369977,0.030180734715291386,15.428549635977973,206615.08,3635.48,318498.92,85.2080160522461,0.026518513113260214,15.786425439516703,9.983841857241238,2.4205108430503053,23.475522473518474,5.092592592592582,26.940908707746768,10.636422077325737,28.744084446934437,-8.328680634364904,1.3701392538613577,0.12474687992747313,0.036394164875899804,0.14638088624344137,56.64371812702828,0.6761192749649297,0.011933583644377547,5.9514223022006766e-05,0.15195982796805657,0.4102212230975812,1.0354679547943073,1.1194868116250623,1.138100563421104,8246.218472996638,30244.498521659534,434.55798560968003,401.66560719085726,38351.556633952285,59278.727884967295,19,1.0
2025-08-23 00:00:00+00:00,1,1,0,7884563721,88.71095275878906,0.024237545808798,5057,0.0322823785245418,14.82283624013265,176,469346,248960,244361.0,4313.0,361416.0,88.63196563720703,0.0296408608555793,14.543014566103617,221926.0,3981.0,378465.0,87.68962860107422,0.0260791666805744,14.869145830472313,235164.85714285713,4264.714285714285,356361.71428571426,88.3760735648019,0.031066907835858158,15.421933980215163,208243.73076923078,3690.153846153846,324300.73076923075,85.34274438711313,0.026740200244463355,15.74936431646347,12.181537990140857,1.8820515548716887,27.028384827932683,17.250173892881993,24.01305272614376,29.863094052283245,23.78608151075621,8.911744101606578,1.164703482051621,0.08911809753304745,0.0435690342189247,0.14778394791461552,49.22103598260182,0.5304390994296331,0.010774544207164422,5.953878816414077e-05,0.12625203813825184,0.39458071716830306,1.0355429064236514,1.1292770076399539,1.1618053549277614,9960.522309663978,30775.080661545217,505.9270948216999,482.28810412928016,54513.7662277627,65181.24799146311,20,1.0
2025-08-24 00:00:00+00:00,1,1,0,7884563721,88.88233184814453,0.0235982460469133,5825,0.0408921279013156,17.008660872777302,173,517976,253811,248960.0,5057.0,469346.0,88.71095275878906,0.0322823785245418,14.82283624013265,223330.0,4546.0,410059.0,87.9569320678711,0.033459648489952,17.866416533788044,239519.2857142857,4447.428571428572,371778.4285714286,88.50827353341239,0.0321286906089101,15.29939745721363,209931.40740740742,3769.222222222222,331473.8888888889,85.47384021900318,0.02726434571323566,15.796004929660278,13.648412662875575,1.9485057840616937,28.134623845138584,15.186869685584337,26.31743236948829,10.361226046456128,22.21326208371732,26.67012088414884,1.0521055686200542,0.19318819607478943,0.051277248205773444,0.14969558935440835,43.5652248541023,0.4900043824339691,0.011245673070425908,6.701283183134485e-05,0.12061664036342394,0.3803961757338516,1.0355013101860677,1.1409406942595208,1.1784141437625995,11836.49202306506,31425.80575585226,713.4439496069535,626.4618186740596,73412.17401830164,73989.53247813729,21,1.0
2025-08-25 00:00:00+00:00,1,0,0,7884563721,88.9638900756836,0.0221205062633823,4417,0.0336041338741779,16.58125106493632,176,361816,248176,253811.0,5825.0,517976.0,88.88233184814453,0.0408921279013156,17.008660872777302,234498.0,3858.0,321180.0,88.12223815917969,0.0296833626925945,14.885932683944702,241473.2857142857,4527.285714285715,377583.5714285714,88.62850952148438,0.03268880077770773,15.541585797355287,211297.2857142857,3792.3571428571427,332557.53571428574,85.59848485674176,0.027490766718983595,15.824049434491567,5.832885568320423,-2.2201559428078332,14.489372731985494,-24.17167381974249,12.652095398219076,-30.148114970577787,13.208648973458681,-17.822486628051525,0.9550959372861101,0.0917597747979837,0.05311688814318791,0.14990249352902021,56.173834314169305,0.6859158082677155,0.012207828819541371,6.681219881349328e-05,0.11428478785923972,0.3668333929486792,1.0353981109573807,1.1428130034798636,1.1890829059756511,12361.935112261948,31673.99000448525,673.9930095506013,626.8216247118069,71530.68146522243,72832.50378346913,21,0.9777984405719217
2025-08-26 00:00:00+00:00,1,0,0,7884563721,88.98060607910156,0.0215334209188972,4045,0.0321331806480884,15.715081095695496,175,321427,248960,248176.0,4417.0,361816.0,88.9638900756836,0.0336041338741779,16.58125106493632,219218.0,3631.0,300369.0,88.26799774169922,0.0285802632570266,14.187779347101849,245722.14285714287,4586.428571428572,380591.85714285716,88.73031071254185,0.033196360405002276,15.759771761440096,212596.0,3801.0689655172414,332173.724137931,85.71510972647832,0.027650849957918246,15.820291905567563,13.567316552472874,0.31590484172523414,11.401817681079596,-8.422005886348206,7.010710159836742,-11.162856258429699,12.431366916077291,-4.377298434761356,0.8073235551209201,0.018789649827311017,0.05360072513094346,0.14995506828668598,61.53237765694513,0.7745435991886208,0.012584466816829896,6.312266216674698e-05,0.10050773620605358,0.3534750276011192,1.0351770066641133,1.1558173383184203,1.200554791462965,12581.41489186781,31879.847697476293,650.1411047180112,617.3119106852643,70553.38639079478,71549.9586192835,21,0.9808873531880021
2025-08-27 00:00:00+00:00,1,0,0,7884563721,89.04425811767578,0.0212031559677335,3870,0.0309503581374883,15.466434001922607,173,294264,251352,248960.0,4045.0,321427.0,88.98060607910156,0.0321331806480884,15.715081095695496,237201.0,4344.0,305492.0,88.42089080810547,0.0314879976212978,15.138957103093466,247743.7142857143,4518.714285714285,378987.85714285716,88.81936318533761,0.033119554764458055,15.806554175558544,213887.86666666667,3803.366666666667,330910.06666666665,85.82608133951823,0.027760833563903912,15.808496642112733,5.9658264509846015,0.9607969151671059,-10.911602209944748,-4.326328800988877,-3.6753826614117524,-8.450752425900754,-1.7074425953521266,-3.6810004075039093,0.7050000332197159,0.07153473254344345,0.05430412883551388,0.15014683109927984,64.93205889950917,0.8541688614004384,0.013151411143017348,6.153272092206024e-05,0.08994211469377966,0.3407461435829316,1.0348761332115153,1.1582878362698816,1.193031710961368,12855.21471818124,32114.58539058529,626.6428474352502,606.705773338526,70045.82643346602,70645.3860352137,21,0.9903116886186966
2025-08-28 00:00:00+00:00,1,0,0,7884563721,89.10071563720703,0.0206889275857078,3822,0.030513223260641,16.10800890127818,171,284544,251352,251352.0,3870.0,294264.0,89.04425811767578,0.0309503581374883,15.466434001922607,238586.0,4104.0,326670.0,88.52153778076172,0.0323338434100151,16.508601387341816,249567.42857142858,4478.428571428572,372969.85714285716,88.90210287911552,0.032859466171690326,15.749326677549453,217495.06666666668,3822.6,337652.8,86.17278213500977,0.028003269558151505,15.754551547103459,5.350691155390508,0.0,-6.8713450292397615,-1.2403100775193798,-12.895582698135733,-3.303156349400538,-5.630695139725262,-1.4123742119734106,0.6542790274156163,0.06340388557861676,0.052837914078289666,0.1374482364358226,65.7473188595344,0.8833470979985591,0.013431970338610764,6.408520646770947e-05,0.07754053388322664,0.31272530221567735,1.0316726543635277,1.1474624799371476,1.1734153436424435,12620.373518966686,29894.313346825,609.5809225188245,597.4699877038985,70892.10688809413,53720.979004482026,21,0.9903116886186966
2025-08-29 00:00:00+00:00,1,0,0,7884563721,89.12935638427734,0.0203308163891929,4020,0.0289019960910081,16.506321628888447,173,330643,252984,251352.0,3822.0,284544.0,89.10071563720703,0.030513223260641,16.10800890127818,244361.0,4313.0,361416.0,88.63196563720703,0.0296408608555793,14.543014566103617,250799.2857142857,4436.571428571428,368573.71428571426,88.97315870012555,0.03275391406246587,16.029799115090142,221140.06666666668,3846.7,339687.26666666666,86.51354242960612,0.028171337457994564,15.678345215320586,3.5287955115587133,0.6492886469970482,-6.793415256202184,5.180533751962324,-8.514564933483848,16.201009334233007,-2.4927237038465555,-5.2804227068047,0.56118663677871,0.03214423909558839,0.05047628773583053,0.12261569494463956,62.915692613777665,0.7651250287318082,0.0121580914820774,6.524624633432198e-05,0.06329808916364457,0.2816880121114397,1.0284304191164149,1.1341196079692133,1.1626680526369841,12167.363240458808,27115.242954437257,575.4780191714108,590.0738790682237,68527.28480986302,52189.10274346374,21,0.9967416699827825
2025-08-30 00:00:00+00:00,1,1,0,7884563721,89.11278533935547,0.0169772535621086,4205,0.0276383683085441,15.965564648310345,175,419785,217739,252984.0,4020.0,330643.0,89.12935638427734,0.0289019960910081,16.506321628888447,248960.0,5057.0,469346.0,88.71095275878906,0.0322823785245418,14.82283624013265,246339.14285714287,4314.857142857143,361493.5714285714,89.03056335449219,0.03209048403160906,16.1930460305441,223320.0,3863.9333333333334,343191.3333333333,86.85184427897136,0.028174392692744674,15.664478011926015,-12.54056876606684,-13.931711096353915,-16.847933557445128,4.601990049751237,-10.559587170232621,26.96019573981605,-14.38558875848388,-4.37211249522359,0.4529683968776732,-0.01859212900677809,0.05280473277247128,0.10667335325671708,51.768663813599616,0.5186904756232937,0.010017008666320458,7.33239857091501e-05,0.04080009460449068,0.24638964830171503,1.0250854670227003,1.103076942759909,1.138994702798788,12712.845024438006,23822.293249290058,569.797423998744,592.8223513244799,70433.66576334526,53950.31219003554,21,0.8578785001438078
2025-08-31 00:00:00+00:00,1,1,0,7884563721,89.14200592041016,0.0198330785600932,4827,0.0352998375892639,17.662889043490093,175,456356,263384,217739.0,4205.0,419785.0,89.11278533935547,0.0276383683085441,15.965564648310345,253811.0,5825.0,517976.0,88.88233184814453,0.0408921279013156,17.008660872777302,247706.7142857143,4172.285714285715,352690.71428571426,89.06765965053013,0.03129158541560167,16.286507197788783,226651.53333333333,3904.9333333333334,346986.5333333333,87.14589996337891,0.028521910309791506,15.650588019688923,3.771704142058452,20.963171503497314,-17.133047210300433,14.791914387633764,-11.896304075864517,8.711840585061402,-13.675713637469523,27.72041097068434,0.2921548826028575,0.032790559674933384,0.05334025162685395,0.09743748821128857,54.55343827671914,0.5771446477209728,0.010577245445999514,6.706110463196497e-05,0.03156444004604095,0.21611999579611185,1.0220522100059648,1.0928967064229624,1.0971069285236248,12994.378719572771,22084.356107237145,584.2820521661747,615.8124957201319,74014.80349197747,57769.49049379474,22,1.0
2025-09-01 00:00:00+00:00,0,0,1,7884563721,89.16622161865234,0.0176701745562745,5041,0.0399708487093448,16.994410236676533,182,477653,242880,263384.0,4827.0,456356.0,89.14200592041016,0.0352998375892639,17.662889043490093,248176.0,4417.0,361816.0,88.9638900756836,0.0336041338741779,16.58125106493632,246950.14285714287,4261.428571428572,369238.85714285716,89.09656415666852,0.0322011161063398,16.345529936608816,229070.4,3961.8333333333335,351503.43333333335,87.3806032816569,0.02911869970460727,15.679283363289304,-2.1339694410418386,-7.78483127297026,14.127235680326011,4.433395483737312,32.015444314237065,4.666751395840096,18.946225065658417,13.232386999711121,0.22743108782297128,0.027165305505705284,0.05213739624168461,0.08524436119945275,48.1713605712019,0.5084852215201798,0.0105536643679316,6.997010979317663e-05,0.027300425938200108,0.1945282746209983,1.019637777842761,1.0780534842438956,1.1058569384279484,12732.562914575357,19526.95991770312,599.2587224926447,639.6410676326989,78985.67433322087,62483.192251822074,22,0.9221516872702974
2025-09-02 00:00:00+00:00,0,0,0,7884563721,89.20653533935547,0.0170189626481255,3541,0.0294984206557273,16.758919835090637,184,284857,240706,242880.0,5041.0,477653.0,89.16622161865234,0.0399708487093448,16.994410236676533,248960.0,4045.0,321427.0,88.98060607910156,0.0321331806480884,15.715081095695496,245771.0,4189.428571428572,364014.5714285714,89.12883976527623,0.031824721821716785,16.494649756522406,231291.26666666666,3946.633333333333,349229.56666666665,87.58296534220378,0.029130486274758918,15.680037905110254,-3.31539203084833,-0.8950922266139694,-12.459826946847963,-29.756000793493353,-11.377388956123792,-40.36319252679246,-8.1994995180094,-26.200164349197685,0.25390843039780897,0.045211875047868055,0.04315570402954804,0.0719055608468641,67.95765104460757,0.8450034754158212,0.012430754972653042,6.962373273353346e-05,0.022517613002232692,0.17703310379860074,1.0176504005891147,1.062603891370448,1.092488519468773,10605.366302847615,16631.12824864827,608.4892343761297,644.1785190207883,80188.75532735589,63654.37372988344,22,0.9138975791999514
2025-09-03 00:00:00+00:00,0,0,0,7884563721,89.2271728515625,0.0167153186232291,3547,0.0309570599347352,19.661796927452087,184,251856,240706,240706.0,3541.0,284857.0,89.20653533935547,0.0294984206557273,16.758919835090637,251352.0,3870.0,294264.0,89.04425811767578,0.0309503581374883,15.466434001922607,244250.14285714287,4143.285714285715,357956.28571428574,89.15497044154576,0.03182567922132349,17.093987317312333,232730.26666666666,3944.2,345638.3,87.76992390950521,0.029256238353749058,15.838362721602122,-4.235494446035837,0.0,-8.346253229974165,0.16944365998305955,-14.411548813310493,-11.585111125933366,0.021653375437957756,4.944804659312152,0.2054200211820456,0.023134529469759357,0.04239078820883477,0.0663185248703984,67.84272829763246,0.9557248756238659,0.014083388589556772,8.168352780539032e-05,0.020970208304269853,0.16029917342511768,1.0157804230691665,1.0494988312241134,1.0878254010821993,10428.003699095283,15434.327978027784,648.8586428965393,645.5912232877758,84776.34836571621,66043.81348048298,22,0.9138975791999514
2025-09-04 00:00:00+00:00,0,0,0,7884563721,89.26184844970703,0.016639844473832,3583,0.0304583981633186,17.324944694836933,185,241791,243617,240706.0,3547.0,251856.0,89.2271728515625,0.0309570599347352,19.661796927452087,251352.0,3822.0,284544.0,89.10071563720703,0.030513223260641,16.10800890127818,243145.14285714287,4109.142857142857,351848.71428571426,89.17798941476005,0.03181784706456314,17.267835287820724,234036.86666666667,3945.3333333333335,341987.63333333336,87.94102478027344,0.029370029953618784,15.935620715883042,-3.077357649829726,1.209359135210586,-6.2532705389848235,1.0149422046800138,-15.025092780026995,-3.996331236897277,-0.1796765187803695,-1.6108176049918765,0.1808434549011695,0.038862150437313225,0.04155739701499277,0.06234534197442972,67.97349330357143,1.0075478096876653,0.014818521704605611,7.111520780417266e-05,0.024670737130305865,0.14481344764038992,1.0140658428484004,1.0389181256791005,1.083344045437133,10237.925972567562,14591.108486957346,677.2009335460227,644.9030043793184,90815.72959437281,68693.2298152236,22,0.9249498830604744
