timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,ratings_like_ratio,daily_rpv,platform_platform_share,visits_visits_gained,session_session_length,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-20 00:00:00+00:00,1,0,0,7214624424,4622,85.3377685546875,0.0487088538219645,0.0378554761409759,447139,12.856653364081131,152142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152142.0,4622.0,447139.0,85.3377685546875,0.0378554761409759,12.856653364081131,152142.0,4622.0,447139.0,85.3377685546875,0.0378554761409759,12.856653364081131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.90979883192732,0.3402558482801807,0.010336807263944179,8.45037455819928e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-06-21 00:00:00+00:00,1,1,0,7214624424,4331,85.07635498046875,0.0565680174922072,0.0342140235006809,639733,11.987895170847574,208012,0.0,152142.0,4622.0,447139.0,85.3377685546875,0.0378554761409759,12.856653364081131,0.0,0.0,0.0,0.0,0.0,0.0,180077.0,4476.5,543436.0,85.20706176757812,0.036034749820828396,12.422274267464353,180077.0,4476.5,543436.0,85.20706176757812,0.036034749820828396,12.422274267464353,0.0,36.72227261374243,0.0,-6.295975768065776,0.0,43.07251212710141,0.0,-9.619355008860598,0.0,-0.30632811080738565,0.21938424043543825,0.21938424043543825,48.01754385964912,0.3251538920863984,0.006770001281782741,5.763050949146243e-05,0.0,0.0,1.0,1.0,1.0,39506.05586489241,39506.05586489241,205.76807332528534,205.76807332528534,136184.52341584195,136184.52341584195,2,1.0
2025-06-22 00:00:00+00:00,1,1,0,7214624424,3180,84.93528747558594,0.033665487814884,0.0283749289810657,660012,13.039064208666485,146006,0.0,208012.0,4331.0,639733.0,85.07635498046875,0.0342140235006809,11.987895170847574,0.0,0.0,0.0,0.0,0.0,0.0,168720.0,4044.3333333333335,582294.6666666666,85.11647033691406,0.03348147620757417,12.627870914531732,168720.0,4044.3333333333335,582294.6666666666,85.11647033691406,0.03348147620757417,12.627870914531732,0.0,-29.808857181316462,0.0,-26.57584853382591,0.0,3.1699161994144465,0.0,-17.06637782457534,0.0,-0.16581282180601065,0.2025005796169677,0.2025005796169677,45.89940270355234,0.22121685481952627,0.004818086916469827,8.930437724675177e-05,-0.2012405395507933,0.0,1.0,1.0,1.0,34165.89779297479,34165.89779297479,762.5446435018304,762.5446435018304,117486.59555171958,117486.59555171958,2,0.7019114281868354
2025-06-23 00:00:00+00:00,1,0,0,7214624424,3697,84.49028015136719,0.0310962976378664,0.0332712531089782,560848,10.12873907883962,152633,0.0,146006.0,3180.0,660012.0,84.93528747558594,0.0283749289810657,13.039064208666485,0.0,0.0,0.0,0.0,0.0,0.0,164698.25,3957.5,576933.0,84.95992279052734,0.033428920432925176,12.003087955608702,164698.25,3957.5,576933.0,84.95992279052734,0.033428920432925176,12.003087955608702,0.0,4.538854567620509,0.0,16.257861635220117,0.0,-15.024575310751931,0.0,17.255811040724602,0.0,-0.5239369141437966,0.17627875376568516,0.17627875376568516,41.27447268793943,0.27214633528810783,0.006591792086640076,6.635965170826698e-05,-0.26835327148439336,0.0,1.0,1.0,1.0,29032.802257389256,29032.802257389256,646.3819820096062,646.3819820096062,96524.9016264715,96524.9016264715,2,0.7337701671057439
2025-06-24 00:00:00+00:00,1,0,0,7214624424,3327,84.24696350097656,0.0286809698195622,0.0320912785828113,572639,9.672409097353617,157374,0.0,152633.0,3697.0,560848.0,84.49028015136719,0.0332712531089782,10.12873907883962,0.0,0.0,0.0,0.0,0.0,0.0,163233.4,3831.4,576074.2,84.81733093261718,0.0331613920629024,11.536952183957686,163233.4,3831.4,576074.2,84.81733093261718,0.0331613920629024,11.536952183957686,0.0,3.1061434945260924,0.0,-10.008114687584523,0.0,2.102352152454845,0.0,-3.546528657342596,0.0,-0.28798182460125776,0.15533342794984106,0.15533342794984106,47.28786057692308,0.27482187761944676,0.005809932942162616,6.146089974489987e-05,-0.2767684936523498,-0.2767684936523498,1.0,1.0,1.0,25355.603577907586,25355.603577907586,626.7880822096095,626.7880822096095,83615.0713848885,83615.0713848885,2,0.7565621214160722
2025-06-25 00:00:00+00:00,1,0,0,7214624424,3175,83.88187408447266,0.0261314572575271,0.0298784635961055,597927,9.785555799802143,148282,0.0,157374.0,3327.0,572639.0,84.24696350097656,0.0320912785828113,9.672409097353617,0.0,0.0,0.0,0.0,0.0,0.0,160741.5,3722.0,579716.3333333334,84.66142145792644,0.03261423731843625,11.245052786598428,160741.5,3722.0,579716.3333333334,84.66142145792644,0.03261423731843625,11.245052786598428,0.0,-5.777320268913543,0.0,-4.568680492936583,0.0,4.416045711172312,0.0,-6.895378072879366,0.0,-0.43335617253394965,0.14610911204642382,0.14610911204642382,46.6882871536524,0.24799306939966015,0.005310003880065827,6.599243203740242e-05,-0.29179011753626416,-0.29179011753626416,1.0,1.0,1.0,23485.797834010235,23485.797834010235,621.3700990553054,621.3700990553054,75317.82618654543,75317.82618654543,2,0.7128531046285791
2025-06-26 00:00:00+00:00,1,0,0,7214624424,3270,83.68878936767578,0.0205465501316868,0.0299797188490629,551209,10.310082296530403,142407,0.0,148282.0,3175.0,597927.0,83.88187408447266,0.0298784635961055,9.785555799802143,0.0,0.0,0.0,0.0,0.0,0.0,158122.2857142857,3657.4285714285716,575643.8571428572,84.52247401646206,0.032237877537097205,11.111485573731569,158122.2857142857,3657.4285714285716,575643.8571428572,84.52247401646206,0.032237877537097205,11.111485573731569,0.0,-3.9620452920786087,0.0,2.9921259842519587,0.0,-7.813328382896245,0.0,0.33889042731969354,0.0,-0.23018646031016665,0.14249495141815816,0.14249495141815816,43.536227453378174,0.25835344061247073,0.005932403258286315,7.239819600394924e-05,-0.286579404558453,-0.286579404558453,1.0,1.0,1.0,22531.627420985264,22531.627420985264,592.3993183495002,592.3993183495002,69594.59668304854,69594.59668304854,2,0.6846095417572063
2025-06-27 00:00:00+00:00,1,0,0,7214624424,2490,83.46482849121094,0.0188092726796501,0.0211689416319131,440750,15.7151993115743,84553,0.0,142407.0,3270.0,551209.0,83.68878936767578,0.0299797188490629,10.310082296530403,152142.0,4622.0,447139.0,85.3377685546875,0.0378554761409759,12.856653364081131,148466.7142857143,3352.8571428571427,574731.1428571428,84.25491115025112,0.02985408689294537,11.519849280516308,148926.125,3511.5,558782.125,84.39026832580566,0.030854260548949186,11.68694979096191,-44.42494511706169,-40.62581193340215,-46.12721765469494,-23.853211009174313,-1.428862165903666,-20.039404291294225,-44.07957899385868,-29.389125566883713,-2.1947375648524448,-0.2676115620228403,0.22388436051621963,0.22388436051621963,33.943396226415096,0.19183847569262463,0.005649448327967492,0.0001858599156938087,-0.28342791966029324,-0.2791900634765563,0.9983960570544465,0.9969151771437972,0.9675839369277032,33342.23025978359,33342.23025978359,686.4140774447199,686.4140774447199,80162.56334374096,80162.56334374096,2,0.4064813568447974
2025-06-28 00:00:00+00:00,1,1,0,7214624424,1681,83.34935760498047,0.0138300845075316,0.0144888153299689,412275,11.013213396072388,121179,0.0,84553.0,2490.0,440750.0,83.46482849121094,0.0211689416319131,15.7151993115743,208012.0,4331.0,639733.0,85.07635498046875,0.0342140235006809,11.987895170847574,136062.0,2974.285714285714,542237.1428571428,84.00819723946708,0.027036200011415084,11.380609026976995,145843.11111111112,3308.1111111111113,542503.5555555555,84.2746115790473,0.02903587774684027,11.61209019152974,-41.744226294636846,43.31720932432912,-61.186792888478415,-32.48995983935743,-35.555145662331,-6.460578559273966,-57.652407266042374,-31.556260195236298,-2.0299381372001157,-0.13834676032746795,0.22305687616719497,0.22305687616719497,72.04458977407847,0.29392688393212313,0.004077365648255052,9.088309453764967e-05,-0.26310239519391787,-0.26482709248861,0.9968387354793047,0.9329340204237734,0.9311307978060765,32531.30877494957,32531.30877494957,885.7607527493591,885.7607527493591,89485.7999909917,89485.7999909917,2,0.5825577370536316
2025-06-29 00:00:00+00:00,1,1,0,7214624424,1326,83.1973648071289,0.0097660771672735,0.0114026218652725,295074,10.96685004234314,69747,0.0,121179.0,1681.0,412275.0,83.34935760498047,0.0144888153299689,11.013213396072388,146006.0,3180.0,660012.0,84.93528747558594,0.0283749289810657,13.039064208666485,125167.85714285714,2709.4285714285716,490103.14285714284,83.75992257254464,0.024611584709158918,11.084578431787945,138233.5,3109.9,517760.6,84.16688690185546,0.02727255215868349,11.547566176611081,-52.23004534060245,-42.44299754908029,-58.30188679245283,-21.118381915526474,-55.292631043071935,-28.427869747134803,-59.81444791322173,-21.300523158114025,-2.046172704079663,-0.18235629190077596,0.28201634225367583,0.28201634225367583,52.55990957045968,0.23637041430144878,0.0044937727696348385,0.0001572353335198592,-0.21753583635602172,-0.25136043664181024,0.9951647928978843,0.9054813568553002,0.9024305670389073,38984.1060469235,38984.1060469235,1044.1618063201595,1044.1618063201595,115065.64004292889,115065.64004292889,2,0.3353027709939811
