timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,ccu_playing,ratings_like_ratio,visits_visits_gained,platform_platform_share,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-06-08 00:00:00+00:00,1,0,0,98839997,0.0,1837,81.00714111328125,50713,0.061713196337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,50713.0,81.00714111328125,0.061713196337223,0.0,0.0,1837.0,50713.0,81.00714111328125,0.061713196337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036222739283038215,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-06-09 00:00:00+00:00,1,0,0,98839997,0.0,1901,81.00184631347656,77889,0.0634587630629539,0.0,0.0,0.0,0.0,1837.0,50713.0,81.00714111328125,0.061713196337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,64301.0,81.0044937133789,0.06258597970008845,0.0,0.0,1869.0,64301.0,81.0044937133789,0.06258597970008845,0.0,0.0,0.0,0.0,3.483941208492114,0.0,53.587837438132226,0.0,2.828514530656445,0.0,-0.006536213637364785,0.0,0.0,0.0,0.0,0.024406213891385288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.254833995939045,45.254833995939045,19216.333885525615,19216.333885525615,0,0.0
2020-06-10 00:00:00+00:00,1,0,0,98839997,0.0,1834,80.9961166381836,74159,0.0606141947209835,0.0,0.0,0.0,0.0,1901.0,77889.0,81.00184631347656,0.0634587630629539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.3333333333333,67587.0,81.00170135498047,0.0619287180403868,0.0,0.0,1857.3333333333333,67587.0,81.00170135498047,0.0619287180403868,0.0,0.0,0.0,0.0,-3.5244608100999497,0.0,-4.788866207038223,0.0,-4.4825461522917776,0.0,-0.007073511967614632,0.0,0.0,0.0,0.0,0.024730312837108952,0.0,-0.005512237548831703,0.0,1.0,0.0,1.0,0.0,0.0,37.846179904097745,37.846179904097745,14731.840753958753,14731.840753958753,0,0.0
2020-06-11 00:00:00+00:00,1,0,0,98839997,0.0,1982,80.9891586303711,75652,0.0651600286364555,0.0,0.0,0.0,0.0,1834.0,74159.0,80.9961166381836,0.0606141947209835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.5,69603.25,80.99856567382812,0.06273654568940397,0.0,0.0,1888.5,69603.25,80.99856567382812,0.06273654568940397,0.0,0.0,0.0,0.0,8.069792802617236,0.0,2.0132418182553735,0.0,7.499619414886505,0.0,-0.008590544956099677,0.0,0.0,0.0,0.0,0.02619856449843364,0.0,-0.0059677124023570565,0.0,1.0,0.0,1.0,0.0,0.0,69.57250414735216,69.57250414735216,12686.442011717338,12686.442011717338,0,0.0
2020-06-12 00:00:00+00:00,1,0,0,98839997,0.0,1823,80.98351287841797,75070,0.06038299202919,0.0,0.0,0.0,0.0,1982.0,75652.0,80.9891586303711,0.0651600286364555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875.4,70696.6,80.9955551147461,0.062265834957361176,0.0,0.0,1875.4,70696.6,80.9955551147461,0.062265834957361176,0.0,0.0,0.0,0.0,-8.02219979818365,0.0,-0.7693121133611758,0.0,-7.331237734590024,0.0,-0.006970997166289017,0.0,0.0,0.0,0.0,0.024283678118048248,0.0,-0.005994415283207414,-0.005994415283207414,1.0,0.0,1.0,0.0,0.0,66.9947759157384,66.9947759157384,11255.506621205463,11255.506621205463,0,0.0
2020-06-13 00:00:00+00:00,1,1,0,98839997,0.0,1674,80.97566986083984,76210,0.0574677921831607,0.0,0.0,0.0,0.0,1823.0,75070.0,80.98351287841797,0.06038299202919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.8333333333333,71615.5,80.99224090576172,0.06146616116166109,0.0,0.0,1841.8333333333333,71615.5,80.99224090576172,0.06146616116166109,0.0,0.0,0.0,0.0,-8.1733406472847,0.0,1.5185826561875615,0.0,-4.8278492801748785,0.0,-0.00968470902207308,0.0,0.0,0.0,0.0,0.021965333088399312,0.0,-0.0062661307198633,-0.0062661307198633,1.0,0.0,1.0,0.0,0.0,101.73970054342935,101.73970054342935,10315.784347300014,10315.784347300014,0,0.0
2020-06-14 00:00:00+00:00,1,1,0,98839997,0.0,1560,80.9703140258789,71789,0.0529600046575069,0.0,0.0,0.0,0.0,1674.0,76210.0,80.97566986083984,0.0574677921831607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801.5714285714287,71640.28571428571,80.98910849434989,0.060250995946781925,0.0,0.0,1801.5714285714287,71640.28571428571,80.98910849434989,0.060250995946781925,0.0,0.0,0.0,0.0,-6.810035842293905,0.0,-5.801075974281589,0.0,-7.8440241993056325,0.0,-0.006614128626714066,0.0,0.0,0.0,0.0,0.02173004596740493,0.0,-0.00626564025878488,-0.00626564025878488,1.0,0.0,1.0,0.0,0.0,141.32569610991627,141.32569610991627,9417.207967585822,9417.207967585822,0,0.0
2020-06-15 00:00:00+00:00,1,0,0,98839997,0.0,1494,80.96048736572266,68064,0.0535376779735088,0.0,0.0,0.0,0.0,1560.0,71789.0,80.9703140258789,0.0529600046575069,0.0,0.0,1837.0,50713.0,81.00714111328125,0.061713196337223,0.0,0.0,1752.5714285714287,74119.0,80.98244367327008,0.05908306475196561,0.0,0.0,1763.125,71193.25,80.98553085327148,0.059411831200122785,0.0,0.0,0.0,-18.671747414262384,-4.230769230769226,34.214106836511334,-5.188817228266174,-13.247601564890976,1.0907727817203172,-0.05759214177594174,-0.01213612701700395,0.0,0.0,0.0,0.0,0.021949606993315215,0.0,-0.006756101335795149,-0.006562187558122858,0.9999618798571933,0.0,0.9944663135016029,0.0,0.0,170.13140929461395,170.13140929461395,8809.8477974529,8809.8477974529,0,0.0
2020-06-16 00:00:00+00:00,1,0,0,98839997,0.0,1608,80.9539794921875,71058,0.0534022338688373,0.0,0.0,0.0,0.0,1494.0,68064.0,80.96048736572266,0.0535376779735088,0.0,0.0,1901.0,77889.0,81.00184631347656,0.0634587630629539,0.0,0.0,1710.7142857142858,73143.14285714286,80.97560555594308,0.05764641772423467,0.0,0.0,1745.888888888889,71178.22222222222,80.98202514648438,0.05874409816331329,0.0,0.0,0.0,-15.412940557601262,7.63052208835342,-8.770172938412358,4.398801128349783,-15.847345124171541,-0.25298838089040654,-0.0590934941208876,-0.00803833295340839,0.0,0.0,0.0,0.0,0.022629082874794187,0.0,-0.007034029279433109,-0.0066969553629569615,0.9999207282044418,0.0,0.9813142005171825,0.0,0.0,167.33308432916405,167.33308432916405,8240.981339891774,8240.981339891774,0,0.0
2020-06-17 00:00:00+00:00,1,0,0,98839997,0.0,1608,80.94828796386719,62890,0.055400401353836,0.0,0.0,0.0,0.0,1608.0,71058.0,80.9539794921875,0.0534022338688373,0.0,0.0,1834.0,74159.0,80.9961166381836,0.0606141947209835,0.0,0.0,1678.4285714285713,71533.28571428571,80.9687728881836,0.056901590100356454,0.0,0.0,1732.1,70349.4,80.97865142822266,0.05840972848236555,0.0,0.0,0.0,-12.322791712104685,0.0,-15.19572809773595,-11.494835205043763,-8.601604609526525,3.7417301491665222,-0.05905057711601547,-0.007030572624122655,0.0,0.0,0.0,0.0,0.025568046302332607,0.0,-0.007030759538920721,-0.0067107229521767365,0.9998780105637123,0.0,0.9741800138231353,0.0,0.0,163.6781733904813,163.6781733904813,8199.833009139744,8199.833009139744,0,0.0
