timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,visits_visits_gained,ccu_playing,platform_platform_share,session_session_length,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-05-29 00:00:00+00:00,0,1,0,2619619496,76.736328125,1524908,14126,0.3519630134105682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14126.0,1524908.0,76.736328125,0.3519630134105682,0.0,0.0,14126.0,1524908.0,76.736328125,0.3519630134105682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092635035926734,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-05-30 00:00:00+00:00,0,1,0,2619619496,76.25279998779297,1639983,15696,0.4027933776378631,0.0,0.0,0.0,0.0,0.0,14126.0,1524908.0,76.736328125,0.3519630134105682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14911.0,1582445.5,76.49456405639648,0.37737819552421564,0.0,0.0,14911.0,1582445.5,76.49456405639648,0.37737819552421564,0.0,0.0,0.0,0.0,11.11425739770635,0.0,7.546356894973338,0.0,14.441961879670817,0.0,-0.6301163334521132,0.0,0.0,0.0,0.0,0.009570825081220305,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1110.1576464628797,1110.1576464628797,81370.31284504196,81370.31284504196,0,0.0
2021-05-31 00:00:00+00:00,0,0,1,2619619496,76.11582946777344,1416131,13675,0.3654395341873169,0.0,0.0,0.0,0.0,0.0,15696.0,1639983.0,76.25279998779297,0.4027933776378631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14499.0,1527007.3333333333,76.36831919352214,0.37339864174524945,0.0,0.0,14499.0,1527007.3333333333,76.36831919352214,0.37339864174524945,0.0,0.0,0.0,0.0,-12.875891946992867,0.0,-13.649653685434549,0.0,-9.273698507558304,0.0,-0.179626872772487,0.0,0.0,0.0,0.0,0.009656585685515192,0.0,-0.31024932861327353,0.0,1.0,0.0,1.0,0.0,0.0,1060.8755817719625,1060.8755817719625,111940.7650337147,111940.7650337147,0,0.0
2021-06-01 00:00:00+00:00,1,0,0,2619619496,76.01749420166016,1247055,10951,0.3215861022472381,0.0,0.0,0.0,0.0,0.0,13675.0,1416131.0,76.11582946777344,0.3654395341873169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13612.0,1457019.25,76.28061294555664,0.36044550687074656,0.0,0.0,13612.0,1457019.25,76.28061294555664,0.36044550687074656,0.0,0.0,0.0,0.0,-19.919561243144422,0.0,-11.939290927181167,0.0,-12.000188222000197,0.0,-0.12919161073442487,0.0,0.0,0.0,0.0,0.00878148214675203,0.0,-0.22934722900391294,0.0,1.0,0.0,1.0,0.0,0.0,1974.1784789290625,1974.1784789290625,167174.01259042424,167174.01259042424,0,0.0
2021-06-02 00:00:00+00:00,1,0,0,2619619496,75.15512084960938,1751408,17927,0.5118359923362732,0.0,0.0,0.0,0.0,0.0,10951.0,1247055.0,76.01749420166016,0.3215861022472381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14475.0,1515897.0,76.05551452636719,0.39072360396385186,0.0,0.0,14475.0,1515897.0,76.05551452636719,0.39072360396385186,0.0,0.0,0.0,0.0,63.70194502785134,0.0,40.443524944769884,0.0,59.15986069036323,0.0,-1.134440645679624,0.0,0.0,0.0,0.0,0.010235758751953428,0.0,-0.339772033691409,-0.339772033691409,1.0,0.0,1.0,0.0,0.0,2578.154475589079,2578.154475589079,195686.76523848003,195686.76523848003,0,0.0
2021-06-03 00:00:00+00:00,1,0,0,2619619496,74.69790649414062,2122204,20955,0.57792067527771,0.0,0.0,0.0,0.0,0.0,17927.0,1751408.0,75.15512084960938,0.5118359923362732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15555.0,1616948.1666666667,75.8292465209961,0.42192311584949493,0.0,0.0,15555.0,1616948.1666666667,75.8292465209961,0.42192311584949493,0.0,0.0,0.0,0.0,16.890723489708257,0.0,21.17130902679445,0.0,12.911300481193887,0.0,-0.6083608812015195,0.0,0.0,0.0,0.0,0.009874163900282961,0.0,-0.38809945242745025,-0.38809945242745025,1.0,0.0,1.0,0.0,0.0,3509.402285290189,3509.402285290189,303154.544382509,303154.544382509,0,0.0
2021-06-04 00:00:00+00:00,1,0,0,2619619496,74.75286865234375,2268394,22166,0.5998412370681763,0.0,0.0,0.0,0.0,0.0,20955.0,2122204.0,74.69790649414062,0.57792067527771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16499.428571428572,1710011.857142857,75.67547825404576,0.44733999030930655,0.0,0.0,16499.428571428572,1710011.857142857,75.67547825404576,0.44733999030930655,0.0,0.0,0.0,0.0,5.779050345979475,0.0,6.888593179543534,0.0,3.7930052908961454,0.0,0.07357924844577646,0.0,0.0,0.0,0.0,0.009771666751161064,0.0,-0.3578883579799111,-0.3578883579799111,1.0,0.0,1.0,0.0,0.0,4062.8648700616354,4062.8648700616354,370420.7313472202,370420.7313472202,0,0.0
2021-06-05 00:00:00+00:00,1,1,0,2619619496,74.8336181640625,3280921,29696,0.7782682180404663,0.0,0.0,0.0,0.0,0.0,22166.0,2268394.0,74.75286865234375,0.5998412370681763,0.0,0.0,14126.0,1524908.0,76.736328125,0.3519630134105682,0.0,0.0,18723.714285714286,1960870.857142857,75.4036625453404,0.5082407338278634,0.0,0.0,18149.0,1906375.5,75.57024574279785,0.4887060187757015,0.0,0.0,0.0,110.22228514795414,33.97094649463141,115.15534051890342,44.63629334233823,121.12216010965025,29.745701019886784,-2.479542620071773,0.1080219571161889,0.0,0.0,0.0,0.0,0.009051114290434214,0.0,-0.2965376717703671,-0.30874724615187865,0.997795650975856,0.0,1.0399723234452891,0.0,0.0,5993.115526525891,5993.115526525891,652747.5121683727,652747.5121683727,0,0.0
2021-06-06 00:00:00+00:00,1,1,0,2619619496,74.90463256835938,3518981,31479,0.8532057404518127,0.0,0.0,0.0,0.0,0.0,29696.0,3280921.0,74.8336181640625,0.7782682180404663,0.0,0.0,15696.0,1639983.0,76.25279998779297,0.4027933776378631,0.0,0.0,20978.428571428572,2229299.1428571427,75.21106719970703,0.5725853570869991,0.0,0.0,19630.11111111111,2085553.888888889,75.4962887234158,0.529205987850825,0.0,0.0,0.0,100.55428134556577,6.004175646551735,114.57423644025577,7.2558894286086195,111.82218671402762,9.62875274542563,-1.7680234950708917,0.09489639287678653,0.0,0.0,0.0,0.0,0.0089454848021388,0.0,-0.22869982038225198,-0.2604972839355504,0.9962220457650085,0.0,1.0819706697052758,0.0,0.0,7153.388400688943,7153.388400688943,813488.4484214333,813488.4484214333,0,0.0
2021-06-07 00:00:00+00:00,1,0,0,2619619496,74.95570373535156,2956094,27518,0.7934768795967102,0.0,0.0,0.0,0.0,0.0,31479.0,3518981.0,74.90463256835938,0.8532057404518127,0.0,0.0,13675.0,1416131.0,76.11582946777344,0.3654395341873169,0.0,0.0,22956.0,2449293.8571428573,75.0453349522182,0.633733549288341,0.0,0.0,20418.9,2172607.9,75.44223022460938,0.5556330770254135,0.0,0.0,0.0,101.22851919561242,-12.582991835827062,108.74438876064434,-15.99573853908276,117.1294579173774,-7.000522619957206,-1.5241582999671044,0.06818158669368302,0.0,0.0,0.0,0.0,0.00930890245408216,0.0,-0.12680843898228059,-0.2189390240293564,0.9947390835184813,0.0,1.1405612363487052,0.0,0.0,7190.770603890642,7190.770603890642,814873.1136583235,814873.1136583235,0,0.0
2021-06-08 00:00:00+00:00,1,0,0,2619619496,74.83143615722656,2905947,27122,0.7902272939682007,0.0,0.0,0.0,0.0,0.0,27518.0,2956094.0,74.95570373535156,0.7934768795967102,0.0,0.0,10951.0,1247055.0,76.01749420166016,0.3215861022472381,0.0,0.0,25266.14285714286,2686278.4285714286,74.87589808872768,0.7006822909627642,0.0,0.0,21028.272727272728,2239275.090909091,75.38670349121094,0.5769598240202124,0.0,0.0,0.0,147.66687973701033,-1.4390580710807455,133.02476634951947,-1.6963939577022913,145.72806114633252,-0.40953753185110076,-1.5602435424761585,-0.16578802136759663,0.0,0.0,0.0,0.0,0.00933327093258379,0.0,-0.010846274239675923,-0.19196763472123474,0.9932241976525368,0.0,1.2144386173728061,0.0,0.0,7114.85418109056,7114.85418109056,804055.9868614193,804055.9868614193,0,0.0
2021-06-09 00:00:00+00:00,1,0,0,2619619496,74.85791778564453,2913517,31255,0.9138861894607544,0.0,0.0,0.0,0.0,0.0,27122.0,2905947.0,74.83143615722656,0.7902272939682007,0.0,0.0,17927.0,1751408.0,75.15512084960938,0.5118359923362732,0.0,0.0,27170.14285714286,2852294.0,74.83344050816127,0.7581180334091187,0.0,0.0,21880.5,2295461.9166666665,75.34263801574707,0.6050370211402575,0.0,0.0,0.0,74.345958609918,15.238551729223504,66.35284296977059,0.2605002775343035,78.55059103782929,15.648522448723456,-0.39545284553472726,0.035388373894540415,0.0,0.0,0.0,0.0,0.010727580883317007,0.0,0.027116230555945597,-0.16800532307657823,0.9932415758062603,0.0,1.2530109843202049,0.0,0.0,7398.291909746344,7398.291909746344,790959.0806211105,790959.0806211105,0,0.0
2021-06-10 00:00:00+00:00,1,0,0,2619619496,74.87600708007812,2957921,27207,0.7822952270507812,0.0,0.0,0.0,0.0,0.0,31255.0,2913517.0,74.85791778564453,0.9138861894607544,0.0,0.0,20955.0,2122204.0,74.69790649414062,0.57792067527771,0.0,0.0,28063.285714285714,2971682.1428571427,74.85888344900948,0.7873143979481289,0.0,0.0,22290.23076923077,2346420.3076923075,75.30674332838792,0.6186722677487594,0.0,0.0,0.0,29.835361488904798,-12.95152775555911,39.37967320766524,1.5240686771348821,35.36377231613361,-14.399053616032798,0.23842781450837958,0.02416483782703427,0.0,0.0,0.0,0.0,0.009198011306586177,0.0,0.012314932686942682,-0.14738761985694915,0.9940528582224639,0.0,1.2725871822459875,0.0,0.0,7235.739574660472,7235.739574660472,779255.688005696,779255.688005696,0,0.0
2021-06-11 00:00:00+00:00,1,0,0,2619619496,74.85115051269531,2851554,29078,0.7928049564361572,0.0,0.0,0.0,0.0,0.0,27207.0,2957921.0,74.87600708007812,0.7822952270507812,0.0,0.0,22166.0,2268394.0,74.75286865234375,0.5998412370681763,0.0,0.0,29050.714285714286,3054990.714285714,74.87292371477399,0.8148806435721261,0.0,0.0,22775.071428571428,2382501.285714286,75.27420098440987,0.6311103169407163,0.0,0.0,0.0,31.182892718577992,6.876906678428352,25.70805600790691,-3.596005437602967,32.16913200418217,1.3434479748773542,0.1314757040410619,-0.03319697237090802,0.0,0.0,0.0,0.0,0.010197243258502816,0.0,-0.0036585671561098912,-0.13092703347678003,0.9946691261496221,0.0,1.2911857431236897,0.0,0.0,7184.67359640041,7184.67359640041,760759.1075783782,760759.1075783782,0,0.0
2021-06-12 00:00:00+00:00,1,1,0,2619619496,74.76139831542969,3282000,29915,0.8067656755447388,0.0,0.0,0.0,0.0,0.0,29078.0,2851554.0,74.85115051269531,0.7928049564361572,0.0,0.0,29696.0,3280921.0,74.8336181640625,0.7782682180404663,0.0,0.0,29082.0,3055144.8571428573,74.86260659354073,0.8189517089298793,0.0,0.0,23251.066666666666,2442467.8666666667,75.2400141398112,0.6428206741809845,0.0,0.0,0.0,0.7374730603448176,2.8784648187633266,0.0328871070043979,15.095137598656727,3.6616499098503175,1.7609273245891677,-0.09650722550188506,-0.11990757209590086,0.0,0.0,0.0,0.0,0.009114866205098658,0.0,-0.02122279575893047,-0.11919828142438772,0.9949839516833535,0.0,1.2739971532080898,0.0,0.0,6958.224164000722,7164.565378769788,753295.9658225932,768995.8912884726,0,0.0
2021-06-13 00:00:00+00:00,1,1,0,2619619496,74.79605102539062,3216582,29511,0.7858490943908691,0.0,0.0,0.0,0.0,0.0,29915.0,3282000.0,74.76139831542969,0.8067656755447388,0.0,0.0,31479.0,3518981.0,74.90463256835938,0.8532057404518127,0.0,0.0,28800.85714285714,3011945.0,74.8470949445452,0.8093293309211731,0.0,0.0,23642.3125,2490850.0,75.21226644515991,0.6517599504441023,0.0,0.0,0.0,-6.25178690555609,-1.3504930636804247,-8.593368364307741,-1.9932358318098697,-7.894537374452626,-2.592646388896813,-0.14495971643631034,0.046351072534434046,0.0,0.0,0.0,0.0,0.00917464278086404,0.0,-0.02235003880091802,-0.10795659457935859,0.9951447879731032,0.0,1.2417598386794166,0.0,0.0,6678.817279073653,7096.344370812812,731067.4631238756,767713.7022645877,0,0.0
2021-06-14 00:00:00+00:00,1,0,0,2619619496,74.85661315917969,2667098,27763,0.7926662564277649,0.0,0.0,0.0,0.0,0.0,29511.0,3216582.0,74.79605102539062,0.7858490943908691,0.0,0.0,27518.0,2956094.0,74.95570373535156,0.7934768795967102,0.0,0.0,28835.85714285714,2970659.8571428573,74.83293914794922,0.8092135276113238,0.0,0.0,23884.70588235294,2501217.529411765,75.19134566363167,0.6600485566784354,0.0,0.0,0.0,0.8903263318555066,-5.9232150723459,-9.776279103438522,-17.082853787032327,-0.10216090598094141,0.8674899653832169,-0.13219884709739782,0.08096969420017253,0.0,0.0,0.0,0.0,0.010409437369966395,0.0,-0.005814688546317558,-0.09693742265888373,0.995233407348689,0.0,1.225990905401766,0.0,0.0,5871.68706544427,6943.309682391262,643760.3857781318,744563.6738575585,0,0.0
2021-06-15 00:00:00+00:00,1,0,0,2619619496,75.00160217285156,2885411,33023,0.9142061471939088,0.0,0.0,0.0,0.0,0.0,27763.0,2667098.0,74.85661315917969,0.7926662564277649,0.0,0.0,27122.0,2905947.0,74.83143615722656,0.7902272939682007,0.0,0.0,29678.85714285714,2967726.1428571427,74.85724857875279,0.8269247923578534,0.0,0.0,24392.38888888889,2522561.611111111,75.18080435858832,0.6741684228181839,0.0,0.0,0.0,21.757245040926176,18.946079314195142,-0.7066887317628279,8.185413509364858,15.689011778261497,15.333047140656198,0.2273991043917345,0.19368898424987346,0.0,0.0,0.0,0.0,0.011444812733848753,0.0,0.012041636875705093,-0.08496034698958896,0.9956962979766447,0.0,1.2265848775608796,0.0,0.0,4304.232170425189,7071.990535484825,487257.95657432766,727986.9664666466,0,0.0
