timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,session_session_length,ccu_playing,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-02-21 00:00:00+00:00,0,0,1,2862098693,0.0,0.0,163,0.0,0.0032186519820243,4007,85.94194793701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4007.0,85.94194793701172,0.0032186519820243,0.0,0.0,163.0,4007.0,85.94194793701172,0.0032186519820243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406686626746507,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-02-22 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,97,0.0,0.0024185695219784,5640,85.7705307006836,0.0,0.0,163.0,4007.0,85.94194793701172,0.0032186519820243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,4823.5,85.85623931884766,0.00281861075200135,0.0,0.0,130.0,4823.5,85.85623931884766,0.00281861075200135,0.0,0.0,0.0,0.0,-40.49079754601227,0.0,40.75368105814825,0.0,-24.857687768489523,0.0,-0.19945700608713368,0.0,0.0,0.0,0.0,0.01719553270696685,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.66904755831214,46.66904755831214,1154.705373677632,1154.705373677632,0,0.0
2022-02-23 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,89,0.0,0.0024260708596557,5350,85.65121459960938,0.0,0.0,97.0,5640.0,85.7705307006836,0.0024185695219784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.33333333333333,4999.0,85.78789774576823,0.002687764121219467,0.0,0.0,116.33333333333333,4999.0,85.78789774576823,0.002687764121219467,0.0,0.0,0.0,0.0,-8.247422680412376,0.0,-5.141843971631211,0.0,0.31015596653860555,0.0,-0.13911083457160967,0.0,0.0,0.0,0.0,0.01663240515791441,0.0,-0.14536666870116638,0.0,1.0,0.0,1.0,0.0,0.0,40.611985094714754,40.611985094714754,871.2479555212741,871.2479555212741,0,0.0
2022-02-24 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,92,0.0,0.0023493457119911,6200,85.61384582519531,0.0,0.0,89.0,5350.0,85.65121459960938,0.0024260708596557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.25,5299.25,85.744384765625,0.0026031595189123747,0.0,0.0,110.25,5299.25,85.744384765625,0.0026031595189123747,0.0,0.0,0.0,0.0,3.370786516853941,0.0,15.88785046728971,0.0,-3.1625270696128305,0.0,-0.04362900700094485,0.0,0.0,0.0,0.0,0.014836316723109175,0.0,-0.11036224365235914,0.0,1.0,0.0,1.0,0.0,0.0,35.321145696782445,35.321145696782445,930.9398029231894,930.9398029231894,0,0.0
2022-02-25 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,105,0.0,0.0024633114226162,5678,85.6990966796875,0.0,0.0,92.0,6200.0,85.61384582519531,0.0023493457119911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.2,5375.0,85.7353271484375,0.00257518989965314,0.0,0.0,109.2,5375.0,85.7353271484375,0.00257518989965314,0.0,0.0,0.0,0.0,14.130434782608692,0.0,-8.41935483870968,0.0,4.850955312511784,0.0,0.09957601328440813,0.0,0.0,0.0,0.0,0.018489170628631802,0.0,-0.06423873901367722,-0.06423873901367722,1.0,0.0,1.0,0.0,0.0,30.678983033992505,30.678983033992505,823.8185479825032,823.8185479825032,0,0.0
2022-02-26 00:00:00+00:00,0,1,0,2862098693,0.0,0.0,96,0.0,0.0018275727052241,6909,85.60962677001953,0.0,0.0,105.0,5678.0,85.6990966796875,0.0024633114226162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,5630.666666666667,85.71437708536784,0.0024505870339149665,0.0,0.0,107.0,5630.666666666667,85.71437708536784,0.0024505870339149665,0.0,0.0,0.0,0.0,-8.571428571428575,0.0,21.68016907361747,0.0,-25.80829657002538,0.0,-0.10440006153433767,0.0,0.0,0.0,0.0,0.013892908827785818,0.0,-0.05466504778180194,-0.05466504778180194,1.0,0.0,1.0,0.0,0.0,27.964262908219123,27.964262908219123,967.02340543891,967.02340543891,0,0.0
2022-02-27 00:00:00+00:00,0,1,0,2862098693,0.0,0.0,114,0.0,0.0021260704379528,5884,85.59628295898438,0.0,0.0,96.0,6909.0,85.60962677001953,0.0018275727052241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,5666.857142857143,85.69750649588448,0.0024042275202060858,0.0,0.0,108.0,5666.857142857143,85.69750649588448,0.0024042275202060858,0.0,0.0,0.0,0.0,18.75,0.0,-14.835721522651612,0.0,16.333015473225608,0.0,-0.015586811365275732,0.0,0.0,0.0,0.0,0.019371282922684793,0.0,-0.046818596976141554,-0.046818596976141554,1.0,0.0,1.0,0.0,0.0,25.664502073226878,25.664502073226878,887.9452739464349,887.9452739464349,0,0.0
2022-02-28 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,62,0.0,0.0016882389318197,3807,85.67073059082031,0.0,0.0,114.0,5884.0,85.59628295898438,0.0021260704379528,0.0,0.0,163.0,4007.0,85.94194793701172,0.0032186519820243,0.0,0.0,93.57142857142857,5638.285714285715,85.65876116071429,0.0021855970844625715,0.0,0.0,102.25,5434.375,85.69415950775146,0.0023147289466577876,0.0,0.0,0.0,-61.963190184049076,-45.614035087719294,-4.991265285749935,-35.29911624745071,-47.54826115876251,-20.59346192474646,-0.31558203264160367,0.0869753092802128,0.0,0.0,0.0,0.0,0.016281512605042018,0.0,-0.014767238071980618,-0.03344372340610572,0.9995869222915481,0.0,0.944212966109199,0.0,0.0,28.793600479471625,28.793600479471625,1052.7084710402971,1052.7084710402971,0,0.0
2022-03-01 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,61,0.0,0.001679339678958,3306,85.54884338378906,0.0,0.0,62.0,3807.0,85.67073059082031,0.0016882389318197,0.0,0.0,97.0,5640.0,85.7705307006836,0.0024185695219784,0.0,0.0,88.42857142857143,5304.857142857143,85.62709154401507,0.0020799928211739428,0.0,0.0,97.66666666666667,5197.888888888889,85.67801327175565,0.002244130139135589,0.0,0.0,0.0,-37.11340206185567,-1.6129032258064502,-41.38297872340425,-13.159968479117412,-30.564754757006398,-0.527132308938516,-0.2584656001117236,-0.1422740371077369,0.0,0.0,0.0,0.0,0.018445721197459932,0.0,-0.01057706560407249,-0.03309834798176992,0.9994056616651572,0.0,0.9268592693893992,0.0,0.0,30.240701050074883,30.240701050074883,1213.67288060297,1213.67288060297,0,0.0
2022-03-02 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,26,0.0,0.0009012565715238,2215,85.56443786621094,0.0,0.0,61.0,3306.0,85.54884338378906,0.001679339678958,0.0,0.0,89.0,5350.0,85.65121459960938,0.0024260708596557,0.0,0.0,79.42857142857143,4857.0,85.61469486781529,0.0018621622085836715,0.0,0.0,90.5,4899.6,85.66665573120117,0.00210984278237441,0.0,0.0,0.0,-70.78651685393258,-57.377049180327866,-58.59813084112149,-33.00060496067756,-62.851185160696275,-46.33268165955482,-0.10131407219861055,0.018228747233806075,0.0,0.0,0.0,0.0,0.011732851985559567,0.0,-0.01384380885532489,-0.030266547925540965,0.9993934528791584,0.0,0.8826070947750906,0.0,0.0,36.42114770294862,36.42114770294862,1482.9354672405673,1482.9354672405673,0,0.0
2022-03-03 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,39,0.0,0.0011354316957294,2640,85.55170440673828,0.0,0.0,26.0,2215.0,85.56443786621094,0.0009012565715238,0.0,0.0,92.0,6200.0,85.61384582519531,0.0023493457119911,0.0,0.0,71.85714285714286,4348.428571428572,85.60581752232143,0.0016887459205462859,0.0,0.0,85.81818181818181,4694.181818181818,85.65620561079545,0.0020212599563157727,0.0,0.0,0.0,-57.608695652173914,50.0,-57.41935483870968,19.18735891647856,-51.67030165317358,25.9831807727813,-0.07258337463768028,-0.014881719310266828,0.0,0.0,0.0,0.0,0.01476713366149186,0.0,-0.020714078630718953,-0.027924971147015122,0.9994117403623624,0.0,0.8354917017326298,0.0,0.0,37.88091387973152,37.88091387973152,1563.1221205127779,1563.1221205127779,0,0.0
2022-03-04 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,18,0.0,0.0006038220017217,1711,85.44739532470703,0.0,0.0,39.0,2640.0,85.55170440673828,0.0011354316957294,0.0,0.0,105.0,5678.0,85.6990966796875,0.0024633114226162,0.0,0.0,59.42857142857143,3781.714285714286,85.56986018589565,0.0014231045747042142,0.0,0.0,80.16666666666667,4445.583333333333,85.63880475362141,0.0019031401267662668,0.0,0.0,0.0,-82.85714285714285,-53.84615384615385,-69.86615005283551,-35.189393939393945,-75.48738676815776,-46.82005055937729,-0.29370362668026395,-0.12192519454122808,0.0,0.0,0.0,0.0,0.010514018691588784,0.0,-0.024362291608534398,-0.029511911885718563,0.9991949377630372,0.0,0.7477665751929112,0.0,0.0,41.082695612482375,41.082695612482375,1721.2909245591509,1721.2909245591509,0,0.0
2022-03-05 00:00:00+00:00,0,1,0,2862098693,0.0,0.0,215,0.0,0.0039795921184122,10362,85.40357971191406,0.0,0.0,18.0,1711.0,85.44739532470703,0.0006038220017217,0.0,0.0,96.0,6909.0,85.60962677001953,0.0018275727052241,0.0,0.0,76.42857142857143,4275.0,85.54042489188058,0.0017305359194453712,0.0,0.0,90.53846153846153,4900.692307692308,85.62071051964394,0.002062867203046723,0.0,0.0,0.0,123.95833333333334,1094.4444444444446,49.97828918801564,505.6107539450614,117.75287555108322,559.0670937900643,-0.24068211237386894,-0.0512778799476199,0.0,0.0,0.0,0.0,0.02074688796680498,0.0,-0.036497116088862684,-0.030942602471987372,0.9990623106573621,0.0,0.8388983628657629,0.0,0.0,54.27340567996967,54.27340567996967,2325.6296417893436,2325.6296417893436,0,0.0
2022-03-06 00:00:00+00:00,0,1,0,2862098693,0.0,0.0,191,0.0,0.0039593279361724,8779,85.48233032226562,0.0,0.0,215.0,10362.0,85.40357971191406,0.0039795921184122,0.0,0.0,114.0,5884.0,85.59628295898438,0.0021260704379528,0.0,0.0,87.42857142857143,4688.571428571428,85.5241459437779,0.0019924298477624574,0.0,0.0,97.71428571428571,5177.714285714285,85.6108262198312,0.0021983286839842714,0.0,0.0,0.0,67.54385964912282,-11.162790697674419,49.201223657375934,-15.276973557228334,86.2275052366021,-0.5092024920354099,-0.13312802002553026,0.0922099642862717,0.0,0.0,0.0,0.0,0.02175398633257403,0.0,-0.03474181038992493,-0.02870780190268931,0.998987508007098,0.0,0.9063384662530805,0.0,0.0,58.6507637453434,58.6507637453434,2463.1051830681413,2463.1051830681413,0,0.0
2022-03-07 00:00:00+00:00,0,0,0,2862098693,0.0,0.0,91,0.0,0.0026073795743286,4939,85.47089385986328,0.0,0.0,191.0,8779.0,85.48233032226562,0.0039593279361724,0.0,0.0,62.0,3807.0,85.67073059082031,0.0016882389318197,0.0,0.0,91.57142857142857,4850.285714285715,85.49559783935547,0.002123735653835157,0.0,0.0,97.26666666666667,5161.8,85.60149739583333,0.0022255987433405598,0.0,0.0,0.0,46.7741935483871,-52.35602094240838,29.734699238245344,-43.74074495956259,54.44375349869386,-34.14590515456947,-0.23326138294710308,-0.013378744308012447,0.0,0.0,0.0,0.0,0.018421052631578946,0.0,-0.019506726946147336,-0.02682339804513115,0.9987628772895388,0.0,0.9542311524886515,0.0,0.0,55.56107420697486,56.54387255759481,2441.530113822743,2374.3076945862404,0,0.0
