timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,session_session_length,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-04-23 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,8640,0.252475380897522,0.0,87.50735473632812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,0.0,87.50735473632812,0.252475380897522,0.0,0.0,8640.0,0.0,87.50735473632812,0.252475380897522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-04-24 00:00:00+00:00,0,1,0,1769712451,0.0,0.0,9850,0.2470472902059555,0.0,87.49758911132812,491006,0.0,0.0,8640.0,0.0,87.50735473632812,0.252475380897522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9245.0,245503.0,87.50247192382812,0.24976133555173874,0.0,0.0,9245.0,245503.0,87.50247192382812,0.24976133555173874,0.0,0.0,0.0,0.0,14.004629629629628,0.0,inf,0.0,-2.1499485107301153,0.0,-0.011159776260438736,0.0,0.0,0.0,0.0,0.020060813796951977,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,855.5992052357225,855.5992052357225,347193.67220328195,347193.67220328195,0,0.0
2021-04-25 00:00:00+00:00,0,1,0,1769712451,0.0,0.0,9293,0.2351527065038681,0.0,87.48474884033203,452769,0.0,0.0,9850.0,491006.0,87.49758911132812,0.2470472902059555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9261.0,314591.6666666667,87.49656422932942,0.24489179253578186,0.0,0.0,9261.0,314591.6666666667,87.49656422932942,0.24489179253578186,0.0,0.0,0.0,0.0,-5.6548223350253775,0.0,-7.787481212042213,0.0,-4.81469911779695,0.0,-0.014674999764574537,0.0,0.0,0.0,0.0,0.020524769750646023,0.0,-0.011302947998049822,0.0,1.0,0.0,1.0,0.0,0.0,605.6343781523635,605.6343781523635,273114.3617504091,273114.3617504091,0,0.0
2021-04-26 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,7275,0.2242283821105957,0.0,87.48920440673828,326151,0.0,0.0,9293.0,452769.0,87.48474884033203,0.2351527065038681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8764.5,317481.5,87.49472427368164,0.23972593992948532,0.0,0.0,8764.5,317481.5,87.49472427368164,0.23972593992948532,0.0,0.0,0.0,0.0,-21.71526955773163,0.0,-27.965253804920387,0.0,-4.645629878426549,0.0,0.005092963591146749,0.0,0.0,0.0,0.0,0.022305550786136524,0.0,-0.006729125976575197,0.0,1.0,0.0,1.0,0.0,0.0,1109.3140523164154,1109.3140523164154,223071.8291111632,223071.8291111632,0,0.0
2021-04-27 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,6917,0.2120700627565384,0.0,87.51947021484375,305512,0.0,0.0,7275.0,326151.0,87.48920440673828,0.2242283821105957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8395.0,315087.6,87.49967346191406,0.23419476449489593,0.0,0.0,8395.0,315087.6,87.49967346191406,0.23419476449489593,0.0,0.0,0.0,0.0,-4.920962199312717,0.0,-6.3280505042143105,0.0,-5.422292771153514,0.0,0.03459376309420392,0.0,0.0,0.0,0.0,0.02264060776464504,0.0,0.0015846252441346804,0.0015846252441346804,1.0,0.0,1.0,0.0,0.0,1267.116608682879,1267.116608682879,193260.0178342639,193260.0178342639,0,0.0
2021-04-28 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,7554,0.2247575521469116,0.0,87.51736450195312,310982,0.0,0.0,6917.0,305512.0,87.51947021484375,0.2120700627565384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8254.833333333334,314403.3333333333,87.50262196858723,0.23262189577023187,0.0,0.0,8254.833333333334,314403.3333333333,87.50262196858723,0.23262189577023187,0.0,0.0,0.0,0.0,9.209194737603,0.0,1.7904370368430733,0.0,5.982687620052607,0.0,-0.0024059936439946306,0.0,0.0,0.0,0.0,0.024290716855905305,0.0,0.003432791573667536,0.003432791573667536,1.0,0.0,1.0,0.0,0.0,1184.2076535247807,1184.2076535247807,172865.14084646062,172865.14084646062,0,0.0
2021-04-29 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,6893,0.2012487202882766,0.0,87.49650573730469,316642,0.0,0.0,7554.0,310982.0,87.51736450195312,0.2247575521469116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8060.285714285715,314723.14285714284,87.50174822126117,0.228140013558524,0.0,0.0,8060.285714285715,314723.14285714284,87.50174822126117,0.228140013558524,0.0,0.0,0.0,0.0,-8.750330950489804,0.0,1.8200410313137017,0.0,-10.459640458830311,0.0,-0.023833858305877254,0.0,0.0,0.0,0.0,0.021768995367022165,0.0,0.0014901842389833729,0.0014901842389833729,1.0,0.0,1.0,0.0,0.0,1197.3155688575055,1197.3155688575055,157805.83020538095,157805.83020538095,0,0.0
2021-04-30 00:00:00+00:00,0,0,0,1769712451,0.0,0.0,7019,0.1940388977527618,0.0,87.49068450927734,329296,0.0,0.0,6893.0,316642.0,87.49650573730469,0.2012487202882766,0.0,0.0,8640.0,0.0,87.50735473632812,0.252475380897522,0.0,0.0,7828.714285714285,361765.4285714286,87.4993667602539,0.21979194453784395,0.0,0.0,7930.125,316544.75,87.50036525726318,0.2238773740828037,0.0,0.0,0.0,-18.761574074074073,1.827941389815746,inf,3.9963112916163945,-23.14541835208841,-3.582543295275187,-0.019050086819571987,-0.006653097718922751,0.0,0.0,0.0,0.0,0.02131510460162103,0.0,0.0011057172502888122,7.148016067464765e-05,0.9999885886532435,0.0,0.9817514853312121,0.0,0.0,1168.0342995819944,1168.0342995819944,146190.63015973356,146190.63015973356,0,0.0
2021-05-01 00:00:00+00:00,0,1,0,1769712451,0.0,0.0,11020,0.2648532390594482,0.0,87.47409057617188,522841,0.0,0.0,7019.0,329296.0,87.49068450927734,0.1940388977527618,0.0,0.0,9850.0,491006.0,87.49758911132812,0.2470472902059555,0.0,0.0,7995.857142857143,366313.28571428574,87.49600982666016,0.22233565151691434,0.0,0.0,8273.444444444445,339466.55555555556,87.49744584825304,0.22843024796909756,0.0,0.0,0.0,11.87817258883248,57.002421997435526,6.483627491313748,58.77538749331907,7.2075062384405975,36.49492041380063,-0.026856208719483465,-0.018966514204954432,0.0,0.0,0.0,0.0,0.02107711316229377,0.0,-0.0018563951764722175,-0.0017016092936213442,0.999983587845577,0.0,0.9733196610065069,0.0,0.0,1501.5259830511684,1501.5259830511684,153065.08528246335,153065.08528246335,0,0.0
2021-05-02 00:00:00+00:00,0,1,0,1769712451,0.0,0.0,10726,0.2560170292854309,0.0,87.47907257080078,512126,0.0,0.0,11020.0,522841.0,87.47409057617188,0.2648532390594482,0.0,0.0,9293.0,452769.0,87.48474884033203,0.2351527065038681,0.0,0.0,8200.57142857143,374792.85714285716,87.49519893101284,0.22531626905713759,0.0,0.0,8518.7,356732.5,87.49560852050782,0.23118892610073088,0.0,0.0,0.0,15.420208759281184,-2.667876588021778,13.109775625098008,-2.0493802131049454,8.872669633177122,-3.336266456622017,-0.006488296081885725,0.005695394597515779,0.0,0.0,0.0,0.0,0.020944023650383597,0.0,-0.005279813494000973,-0.002239712801845208,0.9999953187422557,0.0,0.974598017549359,0.0,0.0,1614.179120585238,1614.179120585238,154294.63807220693,154294.63807220693,0,0.0
