timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,platform_platform_share,daily_Estimated Revenue,ccu_playing,session_session_length,daily_rpv,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-11-28 00:00:00+00:00,0,0,1,6190384723,43177,0.0104535911232233,86121.0,630,7.963983201980591,0.0241787651690059,75.4385986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86121.0,630.0,43177.0,75.4385986328125,0.0104535911232233,7.963983201980591,86121.0,630.0,43177.0,75.4385986328125,0.0104535911232233,7.963983201980591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.48335974643422,1.9945574134976145,0.01459076381490574,9.247327282205e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-11-29 00:00:00+00:00,0,0,0,6190384723,95136,0.0099347122013568,81387.0,702,8.126584966977438,0.0224238878798249,75.79769134521484,0.0,86121.0,630.0,43177.0,75.4385986328125,0.0104535911232233,7.963983201980591,0.0,0.0,0.0,0.0,0.0,0.0,83754.0,666.0,69156.5,75.61814498901367,0.01019415166229005,8.045284084479015,83754.0,666.0,69156.5,75.61814498901367,0.01019415166229005,8.045284084479015,0.0,-5.496917128226563,0.0,11.428571428571432,0.0,120.33953262153463,0.0,-4.96364278791982,0.0,0.4760066052528211,0.03996756575372061,0.03996756575372061,115.7709815078236,0.8554715830854452,0.007378832630837634,9.984991604385706e-05,0.0,0.0,1.0,1.0,1.0,3347.443502137116,3347.443502137116,50.91168824543142,50.91168824543142,36740.56124367182,36740.56124367182,1,0.9450308287177344
2024-11-30 00:00:00+00:00,0,1,0,6190384723,102774,0.0092030027881264,90877.0,738,8.48117164770762,0.0243551101779212,76.19361114501953,0.0,81387.0,702.0,95136.0,75.79769134521484,0.0099347122013568,8.126584966977438,0.0,0.0,0.0,0.0,0.0,0.0,86128.33333333333,690.0,80362.33333333333,75.80996704101562,0.0098637687042355,8.190579938888549,86128.33333333333,690.0,80362.33333333333,75.80996704101562,0.0098637687042355,8.190579938888549,0.0,11.660338874758857,0.0,5.128205128205132,0.0,8.028506559031289,0.0,-7.365179769681395,0.0,0.522337544558571,0.0550922567109458,0.0550922567109458,122.97293640054127,0.8842325468255898,0.007180734614449039,9.332480520816503e-05,0.3775062561035162,0.0,1.0,1.0,1.0,4745.00425008591,4745.00425008591,54.99090833947008,54.99090833947008,32429.09993097763,32429.09993097763,2,1.0
2024-12-01 00:00:00+00:00,0,1,0,6190384723,96387,0.0095278173685073,86976.0,666,8.738374948501587,0.0227099042277715,76.59235382080078,0.0,90877.0,738.0,102774.0,76.19361114501953,0.0092030027881264,8.48117164770762,0.0,0.0,0.0,0.0,0.0,0.0,86340.25,684.0,84368.5,76.00556373596191,0.00977978087030345,8.327528691291809,86340.25,684.0,84368.5,76.00556373596191,0.00977978087030345,8.327528691291809,0.0,-4.292615293198498,0.0,-9.756097560975608,0.0,-6.214606807169131,0.0,3.5294412906184514,0.0,0.5233282289538899,0.04513994083426147,0.04513994083426147,130.39880059970014,0.902352989998755,0.00690957380586795,0.00010046765177577506,0.38571853637694914,0.0,1.0,1.0,1.0,3897.393776615344,3897.393776615344,46.475800154489,46.475800154489,27663.96874998235,27663.96874998235,2,0.957073847068015
2024-12-02 00:00:00+00:00,0,0,0,6190384723,63019,0.0103282434865832,57226.0,648,8.598482767740885,0.0146300174463873,76.70206451416016,0.0,86976.0,666.0,96387.0,76.59235382080078,0.0095278173685073,8.738374948501587,0.0,0.0,0.0,0.0,0.0,0.0,80517.4,676.8,80098.6,76.14486389160156,0.0098894733935594,8.381719506581623,80517.4,676.8,80098.6,76.14486389160156,0.0098894733935594,8.381719506581623,0.0,-34.20483811626196,0.0,-2.7027027027026973,0.0,-34.61877639100709,0.0,8.400938925651346,0.0,0.14323974637997505,0.16705279647955262,0.16705279647955262,88.17565485362096,0.9080609330371311,0.010282450015867979,0.00015025220206792047,0.3321594238281287,0.3321594238281287,1.0,1.0,1.0,13450.65683526273,13450.65683526273,43.34974048365226,43.34974048365226,25790.145507538342,25790.145507538342,2,0.6297082870253199
2024-12-03 00:00:00+00:00,0,0,0,6190384723,62719,0.0103966956958174,57437.0,624,8.63477635383606,0.0144488015544872,76.75276947021484,0.0,57226.0,648.0,63019.0,76.70206451416016,0.0103282434865832,8.598482767740885,0.0,0.0,0.0,0.0,0.0,0.0,76670.66666666667,668.0,77202.0,76.24618148803711,0.009974010443935732,8.423895647790696,76670.66666666667,668.0,77202.0,76.24618148803711,0.009974010443935732,8.423895647790696,0.0,0.36871352182574757,0.0,-3.703703703703709,0.0,-0.4760469064885142,0.0,0.6627671909857913,0.0,0.06610637715667167,0.19931182294769995,0.19931182294769995,91.8992,0.9157684948979592,0.009948979591836734,0.0001503321207882597,0.27664903913225514,0.27664903913225514,1.0,1.0,1.0,15281.370339948788,15281.370339948788,44.362146025637664,44.362146025637664,24133.939454635252,24133.939454635252,2,0.6320301066276396
2024-12-04 00:00:00+00:00,0,0,0,6190384723,53617,0.0095490030944347,54930.0,513,9.17118063839999,0.0136135158118214,76.79491424560547,0.0,57437.0,624.0,62719.0,76.75276947021484,0.0103966956958174,8.63477635383606,0.0,0.0,0.0,0.0,0.0,0.0,73564.85714285714,645.8571428571429,73832.71428571429,76.32457188197544,0.009913295108292728,8.530650646449168,73564.85714285714,645.8571428571429,73832.71428571429,76.32457188197544,0.009913295108292728,8.530650646449168,0.0,-4.364782283197243,0.0,-17.78846153846154,0.0,-14.512348730049906,0.0,-8.153480934560076,0.0,0.05490977808557673,0.22008063965903685,0.22008063965903685,106.86770428015564,1.0244693946062888,0.00956768249468462,0.00016695819552529518,0.2316984449114155,0.2316984449114155,1.0,1.0,1.0,16190.200816425666,16190.200816425666,71.21897820906207,71.21897820906207,23766.302437935705,23766.302437935705,2,0.6044433685090838
2024-12-05 00:00:00+00:00,0,0,0,6190384723,52793,0.0101495226845145,55321.0,593,38.872121420773595,0.0134670311237868,76.87518310546875,0.0,54930.0,513.0,53617.0,76.79491424560547,0.0095490030944347,9.17118063839999,86121.0,630.0,43177.0,75.4385986328125,0.0104535911232233,7.963983201980591,69164.85714285714,640.5714285714286,75206.42857142857,76.52979823521206,0.009869856759905758,12.946098963419598,71284.375,639.25,71202.75,76.39339828491211,0.00994282355532045,12.32333449323972,-35.76363488580021,0.7118150373202292,-5.873015873015874,15.594541910331383,22.27111656669061,-1.5368260066769834,-2.9087462396849673,6.2888197243311295,1.9043095957397504,0.10452366625031129,0.22891591833296915,0.22891591833296915,93.13299663299664,1.0478652877220895,0.011232337007993332,0.0007026521351500958,0.1641248975481345,0.20034989856538615,1.0017854939479356,0.9702667259530177,0.9926613607282967,16318.128165916747,16318.128165916747,68.53309940667877,68.53309940667877,23226.70467217792,23226.70467217792,2,0.6087458872982162
2024-12-06 00:00:00+00:00,0,0,0,6190384723,67475,0.0088291317224502,60293.0,661,8.6083132425944,0.0144645489678626,77.08212280273438,0.0,55321.0,593.0,52793.0,76.87518310546875,0.0101495226845145,38.872121420773595,81387.0,702.0,95136.0,75.79769134521484,0.0099347122013568,8.126584966977438,66151.42857142857,634.7142857142857,71254.85714285714,76.71328844342914,0.009711916691490529,13.014917288507736,70063.11111111111,641.6666666666666,70788.55555555556,76.46992323133681,0.009819080018334866,11.91055435427913,-25.918144175359703,8.987545416749509,-5.840455840455839,11.467116357504214,-29.075218634376053,27.810505180611056,-11.128460054993916,-13.009389732966149,1.694552214881706,0.2691892089306869,0.22405164111622655,0.22405164111622655,91.07703927492447,0.8935473353488648,0.009796075641709645,0.00014277230309142535,0.11871583121163795,0.18615989685058468,1.0031824958337685,0.9441691572405467,0.9890862151398875,15697.75502615297,15697.75502615297,64.5155020130821,64.5155020130821,21762.096567835048,21762.096567835048,2,0.6634572003917383
2024-12-07 00:00:00+00:00,0,1,0,6190384723,97819,0.0089580295607447,85575.0,661,8.543865243593851,0.0201320084421581,77.48795318603516,0.0,60293.0,661.0,67475.0,77.08212280273438,0.0088291317224502,8.6083132425944,90877.0,738.0,102774.0,76.19361114501953,0.0092030027881264,8.48117164770762,65394.0,623.7142857142857,70547.0,76.89819444928851,0.009676920516150284,13.02387351649148,71614.3,643.6,73491.6,76.57172622680665,0.00973297497257585,11.573885443210603,-5.834259493601246,41.931899225449065,-10.433604336043356,0.0,-4.821258294899488,44.97072989996296,-2.6618836592960826,1.4599152254886505,1.698754031426719,0.5264909275259244,0.21771783724211066,0.21771783724211066,129.26737160120845,0.8748210999795543,0.006757309343692497,9.983950223887365e-05,0.12747601100376627,0.19091792251124745,1.004263560958713,0.9131416490840516,0.9942407684614922,15591.710511607685,15591.710511607685,61.132279162121506,61.132279162121506,22226.83865760291,22226.83865760291,2,0.9416574050639875
