timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-02-21 00:00:00+00:00,0,0,1,2682938349,0.0,71026,91.39502716064452,3121,0.0616282969713211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121.0,71026.0,91.39502716064452,0.0616282969713211,0.0,0.0,3121.0,71026.0,91.39502716064452,0.0616282969713211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04394103650724372,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-02-22 00:00:00+00:00,0,0,0,2682938349,0.0,81720,91.34724426269533,2069,0.0515878424048423,0.0,0.0,0.0,0.0,3121.0,71026.0,91.39502716064452,0.0616282969713211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,76373.0,91.37113571166992,0.0566080696880817,0.0,0.0,2595.0,76373.0,91.37113571166992,0.0566080696880817,0.0,0.0,0.0,0.0,-33.70714514578661,0.0,15.056458198406219,0.0,-16.29195525417675,0.0,-0.052281726296987685,0.0,0.0,0.0,0.0,0.02531784975710038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,743.876333808248,743.876333808248,7561.799918008939,7561.799918008939,0,0.0
2022-02-23 00:00:00+00:00,0,0,0,2682938349,0.0,77299,91.29291534423828,1931,0.0526375621557235,0.0,0.0,0.0,0.0,2069.0,81720.0,91.34724426269533,0.0515878424048423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.6666666666665,76681.66666666667,91.34506225585938,0.05528456717729563,0.0,0.0,2373.6666666666665,76681.66666666667,91.34506225585938,0.05528456717729563,0.0,0.0,0.0,0.0,-6.669888835186077,0.0,-5.409936368086143,0.0,2.034820031129403,0.0,-0.05947515866029374,0.0,0.0,0.0,0.0,0.02498059508408797,0.0,-0.05105590820310679,0.0,1.0,0.0,1.0,0.0,0.0,650.8773565990242,650.8773565990242,5373.6611665914825,5373.6611665914825,0,0.0
2022-02-24 00:00:00+00:00,0,0,0,2682938349,0.0,79211,91.239501953125,1954,0.0498980581760406,0.0,0.0,0.0,0.0,1931.0,77299.0,91.29291534423828,0.0526375621557235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268.75,77314.0,91.31867218017578,0.05393793992698188,0.0,0.0,2268.75,77314.0,91.31867218017578,0.05393793992698188,0.0,0.0,0.0,0.0,1.1910926980838843,0.0,2.4735119471144484,0.0,-5.204465912722789,0.0,-0.05850770666253613,0.0,0.0,0.0,0.0,0.02466797959905065,0.0,-0.05209045410156849,0.0,1.0,0.0,1.0,0.0,0.0,571.3646675577107,571.3646675577107,4566.202433824705,4566.202433824705,0,0.0
2022-02-25 00:00:00+00:00,0,0,0,2682938349,0.0,83045,91.13494110107422,2135,0.0500873290002346,0.0,0.0,0.0,0.0,1954.0,79211.0,91.239501953125,0.0498980581760406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.0,78460.2,91.28192596435547,0.053167817741632414,0.0,0.0,2242.0,78460.2,91.28192596435547,0.053167817741632414,0.0,0.0,0.0,0.0,9.263050153531216,0.0,4.840236835792999,0.0,0.3793150096668141,0.0,-0.11460041956882216,0.0,0.0,0.0,0.0,0.02570864340245165,0.0,-0.06279144287110053,-0.06279144287110053,1.0,0.0,1.0,0.0,0.0,498.4184988541255,498.4184988541255,4712.380046218684,4712.380046218684,0,0.0
2022-02-26 00:00:00+00:00,0,1,0,2682938349,0.0,163627,91.06954193115234,3958,0.0753493010997772,0.0,0.0,0.0,0.0,2135.0,83045.0,91.13494110107422,0.0500873290002346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,92654.66666666667,91.24652862548828,0.05686473163465655,0.0,0.0,2528.0,92654.66666666667,91.24652862548828,0.05686473163465655,0.0,0.0,0.0,0.0,85.3864168618267,0.0,97.0341381178879,0.0,50.435853945065176,0.0,-0.07176080779965899,0.0,0.0,0.0,0.0,0.024189014105165375,0.0,-0.06622140066963819,-0.06622140066963819,1.0,0.0,1.0,0.0,0.0,830.3690745686523,830.3690745686523,35023.74229385927,35023.74229385927,0,0.0
2022-02-27 00:00:00+00:00,0,1,0,2682938349,0.0,153157,91.0079345703125,3964,0.073927566409111,0.0,0.0,0.0,0.0,3958.0,163627.0,91.06954193115234,0.0753493010997772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733.1428571428573,101297.85714285714,91.21244376046317,0.05930227945957861,0.0,0.0,2733.1428571428573,101297.85714285714,91.21244376046317,0.05930227945957861,0.0,0.0,0.0,0.0,0.1515917129863542,0.0,-6.398699481136971,0.0,-1.8868584975772262,0.0,-0.06764869959092756,0.0,0.0,0.0,0.0,0.025881769153423263,0.0,-0.06695202418736303,-0.06695202418736303,1.0,0.0,1.0,0.0,0.0,932.297775851226,932.297775851226,39308.420999528724,39308.420999528724,0,0.0
2022-02-28 00:00:00+00:00,0,0,0,2682938349,0.0,89829,90.97267150878906,2200,0.0599052533507347,0.0,0.0,0.0,0.0,3964.0,153157.0,91.0079345703125,0.073927566409111,0.0,0.0,3121.0,71026.0,91.39502716064452,0.0616282969713211,0.0,0.0,2601.5714285714284,103984.0,91.15210723876953,0.05905613037092341,0.0,0.0,2666.5,99864.25,91.1824722290039,0.05937765119597312,0.0,0.0,0.0,-29.50977250881128,-44.500504540867816,26.473404105538823,-41.34842024850317,-2.795864408500892,-18.967637837254927,-0.462121042004926,-0.038747238567637954,0.0,0.0,0.0,0.0,0.024490704664366026,0.0,-0.06655856541224711,-0.06461570376441393,0.9996669865436626,0.0,0.9945851542024027,0.0,0.0,883.4822336316996,883.4822336316996,36617.72525021182,36617.72525021182,0,0.0
2022-03-01 00:00:00+00:00,0,0,0,2682938349,0.0,79296,90.96990203857422,1883,0.0518392883241176,0.0,0.0,0.0,0.0,2200.0,89829.0,90.97267150878906,0.0599052533507347,0.0,0.0,2069.0,81720.0,91.34724426269533,0.0515878424048423,0.0,0.0,2575.0,103637.71428571429,91.09820120675224,0.059092051216534165,0.0,0.0,2579.4444444444443,97578.88888888889,91.15885331895616,0.05854005532132251,0.0,0.0,0.0,-8.989850169163848,-14.409090909090905,-2.966226138032302,-11.725611996125973,0.48741313370317396,-13.464537040503433,-0.4130855037465131,-0.0030442881020276147,0.0,0.0,0.0,0.0,0.023746169464166363,0.0,-0.058203833443774174,-0.05940233866373776,0.999334654726385,0.0,1.0094293709184554,0.0,0.0,866.707146490542,866.707146490542,34932.16935521055,34932.16935521055,0,0.0
2022-03-02 00:00:00+00:00,0,0,0,2682938349,0.0,75578,91.021240234375,1866,0.0522901155054569,0.0,0.0,0.0,0.0,1883.0,79296.0,90.96990203857422,0.0518392883241176,0.0,0.0,1931.0,77299.0,91.29291534423828,0.0526375621557235,0.0,0.0,2565.714285714286,103391.85714285714,91.05939047677177,0.0590424159807818,0.0,0.0,2508.1,95378.8,91.14509201049805,0.05791506133973595,0.0,0.0,0.0,-3.3661315380631773,-0.9028146574614926,-2.226419487962328,-4.6887610976594,-0.6600735977071226,0.8696631375812336,-0.2975861914792377,0.0564342652353389,0.0,0.0,0.0,0.0,0.02468939784860874,0.0,-0.03863334655760919,-0.050707869096237305,0.9990597240966479,0.0,1.019465655651,0.0,0.0,847.7127985874041,847.7127985874041,33661.198974486935,33661.198974486935,0,0.0
