timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,session_session_length,visits_visits_gained,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-07 00:00:00+00:00,0,1,0,8422427616,188658,29.62083976919001,1092143,0.0654814223844441,92.83255004882812,6833,0.0564216002821922,417.0,358281.0,4869.0,929956.0,92.340087890625,0.0323140248656272,19.391419908274777,35817.0,662.0,97862.0,91.4913101196289,0.0047981394454836,12.451849500338236,137347.57142857142,3364.714285714286,453910.85714285716,91.72482735770089,0.025906070601195024,18.538809202315555,94268.27272727272,2281.818181818182,306006.63636363635,91.87291301380505,0.017453816804018817,16.117767261322253,426.7275316190636,-47.3435655253837,932.1752265861028,40.336824810022584,1016.0031472890397,17.440287497472994,1075.9058052241646,74.60406283900744,1.465975213870574,0.5333135038667391,1.2168099316090717,1.2168099316090717,27.60579455662862,0.1727409572364084,0.006256500974230504,0.00015700729765974594,0.2301891871861136,-0.01155069524591541,0.9983881467208741,1.4569861890429594,1.4842639230194072,114706.57049017804,114706.57049017804,2587.3289631657517,2587.3289631657517,389419.81077861786,389419.81077861786,8,0.526564344746163
2025-09-08 00:00:00+00:00,0,0,0,8422427616,184471,20.620324756788172,838050,0.0469809459142654,92.76555633544922,6312,0.0593267194926738,389.0,188658.0,6833.0,1092143.0,92.83255004882812,0.0564216002821922,29.62083976919001,44012.0,852.0,119913.0,91.43389129638672,0.0064860717393457,12.242650190989176,157413.14285714287,4144.714285714285,556501.8571428572,91.91506522042411,0.033454734565956185,19.735619854572555,101785.16666666667,2617.6666666666665,350343.5833333333,91.94729995727539,0.020943225361406734,16.49298038594441,319.137962373898,-2.2193598999247333,640.8450704225352,-7.62476218352115,598.8816892246879,-23.265543065331183,814.6787435727399,5.148948622427696,1.4564238929150042,-0.07216618884612336,1.1045373186001943,1.1045373186001943,29.22081419293521,0.22011906196639583,0.007531761193531181,0.00011178024175369797,0.3001335688999769,0.02544728525868998,0.9996494216049165,1.5465234081961143,1.5974012592924258,112425.5150632739,112425.5150632739,2727.4954656518707,2727.4954656518707,401809.4135123943,401809.4135123943,8,0.5148779868315652
2025-09-09 00:00:00+00:00,0,0,0,8422427616,266822,22.513825623885445,902280,0.0555223413949846,92.80979919433594,8672,0.0792827680706977,302.0,184471.0,6312.0,838050.0,92.76555633544922,0.0593267194926738,20.620324756788172,40046.0,992.0,115142.0,91.31293487548828,0.0080600762739777,15.051634669303894,189809.7142857143,5241.857142857143,668950.1428571428,92.12890298025948,0.04362940482263048,20.801647133798493,114480.30769230769,3083.3846153846152,392800.23076923075,92.0136460524339,0.025430882492890657,16.95612232732449,566.2887679168955,44.641705200275375,774.1935483870968,37.389100126742704,683.6236994320057,7.664220511902631,883.647863565082,33.63753928866446,1.6392686544230983,0.047693196305242935,1.0217250023004067,1.0217250023004067,30.764671970483107,0.29571940448707223,0.009611196511951376,8.437737985063299e-05,0.30997930254255196,0.04842833634261814,1.0012526068987626,1.658011915864795,1.7156071888117654,116967.39264027434,116967.39264027434,3104.658959758746,3104.658959758746,414040.98940124153,414040.98940124153,8,0.7447282998540252
2025-09-10 00:00:00+00:00,0,0,0,8422427616,340748,15.72379611787342,1028901,0.0578130322074723,92.73997497558594,6901,0.0681833028793335,240.0,266822.0,8672.0,902280.0,92.80979919433594,0.0792827680706977,22.513825623885445,53974.0,1005.0,150244.0,91.3691635131836,0.0091405911371111,14.087008873621622,230777.42857142858,6084.142857142857,794472.5714285715,92.32473318917411,0.05206407792866224,21.03547388297732,130642.28571428571,3356.0714285714284,438236.0,92.0655266898019,0.028484626806208002,16.868099026649414,531.3187831177975,27.706111190231695,586.6666666666666,-20.422047970479706,584.8200260908922,14.033448596887887,645.939752216977,-13.999845693413015,1.500299892977086,-0.07523367075042975,0.9768367615881594,0.9768367615881594,49.36945812807882,0.3311763413813949,0.006707149952084844,4.6144804879466764e-05,0.26691709245954387,0.0594949240212918,1.0028154566501917,1.7664833963188469,1.827795683716498,127616.1873036179,127616.1873036179,3152.5333028018476,3152.5333028018476,432602.3001921493,432602.3001921493,8,0.9510635506767035
2025-09-11 00:00:00+00:00,0,0,0,8422427616,399527,23.25975006505063,1188086,0.05821845570911,92.60157012939452,8049,0.0809246599674224,201.0,340748.0,6901.0,1028901.0,92.73997497558594,0.0681833028793335,15.72379611787342,41103.0,2281.0,130955.0,91.22098541259766,0.0184158962219953,14.7621591091156,281980.85714285716,6908.142857142857,945491.2857142857,92.52195957728794,0.060993901320866115,22.2494154481109,148567.93333333332,3668.9333333333334,488226.0,92.10126291910807,0.03198062901695563,17.294209095876163,872.0142082086467,17.24999119583974,252.87154756685663,16.635270250688315,807.2475277767172,15.471362162151658,339.42830146256375,18.686916811052345,1.513450781695025,-0.14923968464284343,0.8898491626831306,0.9505286655368083,49.63068322981366,0.33627756216506033,0.006774756394102452,5.8218072488162605e-05,0.13889993940080816,0.06174071175711419,1.0045677621006064,1.8979927284186753,1.9072139353021513,141026.28265278297,141218.07941289482,3243.5207747883346,3270.5984700633844,456534.32055933255,459632.7550113087,9,1.0
2025-09-12 00:00:00+00:00,0,0,0,8422427616,481257,68.3510211164301,1238982,0.0588468954816663,92.55091094970705,9151,0.0719380378723144,174.0,399527.0,8049.0,1188086.0,92.60157012939452,0.0809246599674224,23.25975006505063,235359.0,6721.0,639023.0,91.56417846679688,0.050504233688116,24.61595189571381,317109.14285714284,7255.285714285715,1031199.7142857143,92.66292136056083,0.06405587334718017,28.497282479641793,169361.0,4011.5625,535148.25,92.12936592102051,0.03447796707041555,20.485259847160783,104.47784023555506,20.45669003596753,36.155334027674456,13.691141756739977,93.88691799825672,4.283864972737672,42.439618659617295,-11.104924134034944,1.0776402949631558,-0.05470660985195108,0.8250584811368245,0.9434473887659955,52.58489947552447,0.38842905834866176,0.007385896335946498,0.00014202573487906715,0.0051759992327069316,0.06076399859260233,1.0057913721016785,1.8723858672134839,1.8578784884954684,158345.69516176856,159783.19320879778,3355.830482201794,3444.12678761492,470884.9677829391,482084.3068402732,10,1.0
2025-09-13 00:00:00+00:00,0,1,0,8422427616,552068,46.04553334609322,1467015,0.0572357394524036,92.67292785644533,9380,0.0638543516397476,157.0,481257.0,9151.0,1238982.0,92.55091094970705,0.0719380378723144,68.3510211164301,358281.0,4869.0,929956.0,92.340087890625,0.0323140248656272,19.391419908274777,344793.0,7899.714285714285,1107922.4285714286,92.71046992710659,0.06856163431491166,32.30501297075871,191873.17647058822,4327.35294117647,589963.9411764706,92.16134015251609,0.036205989692140964,21.988805347097987,54.08799238586472,14.713760007646638,92.64736085438487,2.5024587476778493,57.75101187583069,18.4048678673298,97.60568949635926,-11.237012395187707,0.36045012889154293,0.1318376075245542,0.7664583300376543,0.9402969569468511,58.8495895959919,0.37632036733069035,0.00639393162719425,8.34053956047038e-05,-0.03987094334193641,0.0612947426590281,1.0059583527505325,1.796983853305063,1.893654472585622,176402.73878017982,180417.76395502026,3348.9078751204784,3579.9350542498755,493135.1170851367,518614.3740352111,11,1.0
2025-09-14 00:00:00+00:00,0,1,0,8422427616,616092,12.89431349436442,1280370,0.0555594430994966,92.8732452392578,6040,0.0551718920469284,140.0,552068.0,9380.0,1467015.0,92.67292785644533,0.0638543516397476,46.04553334609322,188658.0,6833.0,1092143.0,92.83255004882812,0.0564216002821922,29.62083976919001,405855.0,7786.428571428572,1134812.0,92.7162835257394,0.06838310456701684,29.9155092172122,215440.88888888888,4422.5,628319.8333333334,92.20089043511285,0.0372596509340736,21.4835557997239,226.565531278822,11.597122093655132,-11.605444168008194,-35.60767590618337,17.23464784373474,-12.72277379576896,-2.2149464549275355,-13.597287216701782,0.04383719978420242,0.2161552326508609,0.716029176528704,0.9356534833654948,101.98510180433703,0.481182407286638,0.004717382696109175,2.0929167340587248e-05,-0.004990713936942333,0.06410618832236652,1.0055898927677847,1.883834596548267,1.8353125392401657,194474.4449541373,201578.0181482474,3087.640640565985,3496.428147998704,481371.63117694843,528791.8131996472,12,1.0
2025-09-15 00:00:00+00:00,0,0,0,8422427616,625712,17.52200313047929,841894,0.0515449294435114,92.94310760498048,5491,0.0493687056005001,132.0,616092.0,6040.0,1280370.0,92.8732452392578,0.0551718920469284,12.89431349436442,184471.0,6312.0,838050.0,92.76555633544922,0.0593267194926738,20.620324756788172,468889.4285714286,7669.142857142857,1135361.142857143,92.74164799281529,0.06696053115384916,29.472891842025216,237034.1052631579,4478.736842105263,639560.5789473684,92.23995449668483,0.03789696960072762,21.275053027658394,239.19261022057668,1.5614551073541039,-13.00697084917617,-9.089403973509935,0.45868384941232243,-34.24603825456703,-16.785040496640647,-10.51837490273524,0.1913978383196735,0.07522334935394781,0.6514928349099763,0.9169015286172709,113.93153678077203,0.7432185723872929,0.006522191009567702,2.8003258891023985e-05,0.02635083879743633,0.06620947854560696,1.0054390041589676,1.9781517433993827,1.766909910194073,204015.818885704,217336.93345021657,2774.7997977480136,3406.7479579685387,440496.9628577304,516223.8145529424,13,1.0
2025-09-16 00:00:00+00:00,0,0,0,8422427616,720695,27.1745380488309,830979,0.0553319259107044,92.99752044677734,4118,0.0186100769788026,120.0,625712.0,5491.0,841894.0,92.94310760498048,0.0493687056005001,17.52200313047929,266822.0,8672.0,902280.0,92.80979919433594,0.0792827680706977,22.513825623885445,533728.4285714285,7018.571428571428,1125175.2857142857,92.76846531459263,0.058293003855007006,30.13870790273171,261217.15,4460.7,649131.5,92.27783279418945,0.03693262496963138,21.570027278717017,170.10328983367188,15.179986958856473,-52.51383763837638,-25.00455290475323,-7.902314137518285,-1.2964815047975198,-76.52695859179929,-62.30389929726235,0.20226447430224948,0.058544246258818156,0.5935994990745271,0.9095228415210924,174.96843894149066,0.8672832077787672,0.004955594599147994,3.770596485734748e-05,0.06350163051060595,0.06757335232612677,1.0053169055400062,2.043236550783241,1.5783607014919638,214745.93958065682,237582.9645220414,2456.3799561572287,3316.8659446436545,387502.5691860098,504275.16726751893,14,1.0
2025-09-17 00:00:00+00:00,0,0,0,8422427616,747164,44.32763333320618,916604,0.053899004907388,93.02220916748048,5817,0.068714365363121,119.0,720695.0,4118.0,830979.0,92.99752044677734,0.0186100769788026,27.1745380488309,340748.0,6901.0,1028901.0,92.73997497558594,0.0681833028793335,15.72379611787342,591787.8571428572,6863.714285714285,1109132.857142857,92.80878448486328,0.05836886992411951,34.224970362064965,284357.4761904762,4525.285714285715,661868.2857142857,92.3132792881557,0.03844604117884517,22.653722805121262,119.27171986335945,3.6727048196532497,-15.707868424865957,41.25789218067022,-10.914266775909443,10.304111174891295,0.77887468245319,269.23203187922644,0.30432851849360176,0.02654771932040223,0.5305476767701669,0.8956777297369826,128.42282571330355,0.8151428368817538,0.0063462451110347425,5.932777008185097e-05,0.08661842346191674,0.06802602990881144,1.005367648084095,2.081140489327066,1.518202346311714,218205.05066375143,254692.6587080238,1973.2004640757032,3246.4006706328955,322579.77642686234,494960.11154790473,15,1.0
2025-09-18 00:00:00+00:00,0,0,0,8422427616,714355,25.506494522094727,689582,0.0485256597200661,93.027099609375,4497,0.0533495806157588,120.0,747164.0,5817.0,916604.0,93.02220916748048,0.068714365363121,44.32763333320618,399527.0,8049.0,1188086.0,92.60157012939452,0.0809246599674224,23.25975006505063,636763.2857142857,6356.285714285715,1037918.0,92.86957441057477,0.054429572873881844,34.5459338559284,303902.8181818182,4524.0,663128.0,92.34572566639294,0.03912347478961397,22.783394246801876,78.80018121428589,-4.3911376886466735,-44.12970555348491,-22.69210933470861,-41.95857875608331,-24.76772957569463,-34.07500181374184,-22.360367684642092,0.4595272838094244,0.005257284188675548,0.4442528512244286,0.8717336381909109,158.81614050689194,1.0359231593586269,0.006521332457441672,3.5705578901968664e-05,0.08040727887835473,0.0676173420695546,1.0056726907542455,2.0952858862049926,1.391225425823658,204077.35250501471,264922.3093501073,1677.741071916523,3168.168390786852,236224.9085373473,483067.7453756209,15,0.9560886231135333
2025-09-19 00:00:00+00:00,0,0,0,8422427616,744298,7.999888636849144,931672,0.0459979520678779,93.02861785888672,7835,0.065518707036972,118.0,714355.0,4497.0,689582.0,93.027099609375,0.0533495806157588,25.506494522094727,481257.0,9151.0,1238982.0,92.55091094970705,0.0719380378723144,68.3510211164301,674340.5714285715,6168.285714285715,994016.5714285715,92.9378182547433,0.05351252561169007,25.924343501702555,323050.4347826087,4667.95652173913,674803.8260869565,92.37541663128397,0.04027109358297736,22.14063313332567,54.657075117868416,4.191613413498896,-14.380941973554807,74.22726261952413,-24.803427329856287,35.10677482880933,-8.923416630762592,22.810163230446467,0.5161558155156953,0.0016320507874478807,0.4163996354384872,0.850140506507875,94.98443083205717,0.7988832991832971,0.008409602940087349,1.0748218977654336e-05,0.05192429678781053,0.06658791553361554,1.0060882174497157,2.087415768012687,1.328807361573858,206419.64979208185,274638.2602536762,1708.4127666693082,3171.3862107954806,214571.28724034375,475271.39548048587,15,0.996164162084897
2025-09-20 00:00:00+00:00,0,1,0,8422427616,729953,12.249390714308795,1427964,0.0422486018179043,93.1080093383789,6246,0.0423785410821437,119.0,744298.0,7835.0,931672.0,93.02861785888672,0.065518707036972,7.999888636849144,552068.0,9380.0,1467015.0,92.67292785644533,0.0638543516397476,46.04553334609322,699752.7142857143,5720.571428571428,988437.8571428572,92.99997275216239,0.050444552674889516,21.096323125733353,340004.7083333333,4733.708333333333,706185.5,92.40594132741292,0.040358903895442624,21.7284980325333,32.221574153908584,-1.9273194338826682,-33.411513859275054,-20.28079132099553,-2.6619359720248315,53.26896160880654,-33.63249333227243,-35.31841057512075,0.4694806692711273,0.08534092123417825,0.40443934526936415,0.8269013076917142,116.84856731230991,0.5111840976494522,0.004374056787106126,1.6781044715569467e-05,0.032317570277629874,0.06592329274053003,1.0064284981703147,2.058067718284924,1.2498989765821111,211227.6923948173,281150.3379421732,1632.092185233083,3118.358354050311,239631.90614769584,489588.9405609212,15,0.9769648965956604
2025-09-21 00:00:00+00:00,0,1,0,8422427616,0,9.677138686180117,445449,0.0,93.1272201538086,8684,0.0598683543503284,120.0,729953.0,6246.0,1427964.0,93.1080093383789,0.0423785410821437,12.249390714308795,616092.0,6040.0,1280370.0,92.8732452392578,0.0551718920469284,12.89431349436442,611739.5714285715,6098.285714285715,869163.4285714285,93.0362548828125,0.05111547586108951,20.636726724564166,326404.52,4891.72,695756.04,92.43479248046874,0.041139281913638054,21.246443658679173,-100.0,-100.0,43.7748344370861,39.03298110790907,-65.20935354624054,-68.80530601611805,8.512418423869272,41.27044683837422,0.2734640249692166,0.020632828009325976,0.4685880797447246,0.8685748300458542,0.0,0.0,0.019494892805028623,9.677138686180117,0.027847290039071056,0.06497471736027642,1.0065068832438915,1.8741761646823134,1.2424980087983561,238416.34309218515,283506.75048519863,1707.3261419380462,3153.2804680205663,287961.61431301624,482109.2021906171,15,0.0
