timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,visits_visits_gained,session_session_length,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-07-18 00:00:00+00:00,1,1,0,540382210,0.0120144598186016,490,91.85367584228516,33282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,33282.0,91.85367584228516,0.0120144598186016,0.0,0.0,490.0,33282.0,91.85367584228516,0.0120144598186016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014722230568157918,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-07-19 00:00:00+00:00,1,0,0,540382210,0.0118568427860736,504,91.85374450683594,31677,0.0,0.0,0.0,0.0,0.0,490.0,33282.0,91.85367584228516,0.0120144598186016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,32479.5,91.85371017456055,0.0119356513023376,0.0,0.0,497.0,32479.5,91.85371017456055,0.0119356513023376,0.0,0.0,0.0,0.0,2.857142857142847,0.0,-4.822426536866775,0.0,-1.3118944580759795,0.0,7.475427645786681e-05,0.0,0.0,0.0,0.0,0.01591009533430141,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.899494936611665,9.899494936611665,1134.9063838044087,1134.9063838044087,0,0.0
2021-07-20 00:00:00+00:00,1,0,0,540382210,0.008002771064639,231,91.85540771484376,16734,0.0,0.0,0.0,0.0,0.0,504.0,31677.0,91.85374450683594,0.0118568427860736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.3333333333333,27231.0,91.85427602132161,0.010624691223104733,0.0,0.0,408.3333333333333,27231.0,91.85427602132161,0.010624691223104733,0.0,0.0,0.0,0.0,-54.16666666666667,0.0,-47.17302774883986,0.0,-32.50504194895274,0.0,0.0018107133429978717,0.0,0.0,0.0,0.0,0.013803406035255452,0.0,0.0008659362793128657,0.0,1.0,0.0,1.0,0.0,0.0,153.73461982693857,153.73461982693857,9126.021203131188,9126.021203131188,0,0.0
2021-07-21 00:00:00+00:00,1,0,0,540382210,0.0110382782295346,456,91.8560028076172,31402,0.0,0.0,0.0,0.0,0.0,231.0,16734.0,91.85540771484376,0.008002771064639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.25,28273.75,91.85470771789551,0.0107280879747122,0.0,0.0,420.25,28273.75,91.85470771789551,0.0107280879747122,0.0,0.0,0.0,0.0,97.40259740259741,0.0,87.65387833154057,0.0,37.93070100815798,0.0,0.0006478581808577744,0.0,0.0,0.0,0.0,0.014520905645957392,0.0,0.0008644104003710648,0.0,1.0,0.0,1.0,0.0,0.0,127.76638838129534,127.76638838129534,7737.70975483056,7737.70975483056,0,0.0
2021-07-22 00:00:00+00:00,1,0,0,540382210,0.0124291945248842,514,91.8559112548828,33524,0.0,0.0,0.0,0.0,0.0,456.0,31402.0,91.8560028076172,0.0110382782295346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,29323.8,91.85494842529297,0.0110683092847466,0.0,0.0,439.0,29323.8,91.85494842529297,0.0110683092847466,0.0,0.0,0.0,0.0,12.719298245614041,0.0,6.757531367428826,0.0,12.600844682715007,0.0,-9.966984367837384e-05,0.0,0.0,0.0,0.0,0.015331841909023118,0.0,0.0006729125976478957,0.0006729125976478957,1.0,0.0,1.0,0.0,0.0,118.32582135780845,118.32582135780845,7100.502742764064,7100.502742764064,0,0.0
2021-07-23 00:00:00+00:00,1,0,0,540382210,0.0113824103027582,490,91.8606414794922,32879,0.0,0.0,0.0,0.0,0.0,514.0,33524.0,91.8559112548828,0.0124291945248842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.5,29916.333333333332,91.8558972676595,0.0111206594544152,0.0,0.0,447.5,29916.333333333332,91.8558972676595,0.0111206594544152,0.0,0.0,0.0,0.0,-4.669260700389099,0.0,-1.9239947500298338,0.0,-8.421979558130321,0.0,0.005149613720867308,0.0,0.0,0.0,0.0,0.014902676399026763,0.0,0.001197814941413166,0.001197814941413166,1.0,0.0,1.0,0.0,0.0,107.86241235944985,107.86241235944985,6514.620930389325,6514.620930389325,0,0.0
2021-07-24 00:00:00+00:00,1,1,0,540382210,0.0113761369138956,478,91.86219787597656,33226,0.0,0.0,0.0,0.0,0.0,490.0,32879.0,91.8606414794922,0.0113824103027582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.85714285714283,30389.14285714286,91.85679735456195,0.01115715623434097,0.0,0.0,451.85714285714283,30389.14285714286,91.85679735456195,0.01115715623434097,0.0,0.0,0.0,0.0,-2.4489795918367308,0.0,1.0553848961343038,0.0,-0.055114766518993275,0.0,0.0016943017807191652,0.0,0.0,0.0,0.0,0.014385890992265326,0.0,0.0014236995152076323,0.0014236995152076323,1.0,0.0,1.0,0.0,0.0,99.13699035749903,99.13699035749903,6077.149562872697,6077.149562872697,0,0.0
2021-07-25 00:00:00+00:00,1,1,0,540382210,0.0114101935178041,483,91.85694885253906,31622,0.0,0.0,0.0,0.0,0.0,478.0,33226.0,91.86219787597656,0.0113761369138956,0.0,0.0,490.0,33282.0,91.85367584228516,0.0120144598186016,0.0,0.0,450.85714285714283,30152.0,91.85726492745536,0.011070832477084186,0.0,0.0,455.75,30543.25,91.85681629180908,0.011188785894773862,0.0,0.0,0.0,-1.4285714285714235,1.0460251046025215,-4.98768102878433,-4.82754469391441,-5.029492044760375,0.2993687942248746,0.0035632871780988395,-0.005714018996783032,0.0,0.0,0.0,0.0,0.015273693197988806,0.0,0.0009940011160745616,0.0009617578415709311,1.0000048840757212,0.0,0.9894578894619146,0.0,0.0,92.44110093923126,92.44110093923126,5643.2060986134975,5643.2060986134975,0,0.0
2021-07-26 00:00:00+00:00,1,0,0,540382210,0.0098609291017055,433,91.85733032226562,31272,0.0,0.0,0.0,0.0,0.0,483.0,31622.0,91.85694885253906,0.0114101935178041,0.0,0.0,504.0,31677.0,91.85374450683594,0.0118568427860736,0.0,0.0,440.7142857142857,30094.14285714286,91.85777718680245,0.010785701950745885,0.0,0.0,453.22222222222223,30624.222222222223,91.85687340630426,0.011041246251099599,0.0,0.0,0.0,-14.087301587301592,-10.351966873706008,-1.2785301638412738,-1.106824362785408,-16.83343298363026,-13.577897812873873,0.0039038315192696516,0.0004152867380424752,0.0,0.0,0.0,0.0,0.013845809484219615,0.0,0.0004980904715406656,0.0007074991862012855,1.0000098390078465,0.0,0.976855484014926,0.0,0.0,86.80261772806419,86.80261772806419,5284.322254976928,5284.322254976928,0,0.0
2021-07-27 00:00:00+00:00,1,0,0,540382210,0.0103884171694517,463,91.85983276367188,32300,0.0,0.0,0.0,0.0,0.0,433.0,31272.0,91.85733032226562,0.0098609291017055,0.0,0.0,231.0,16734.0,91.85540771484376,0.008002771064639,0.0,0.0,473.85714285714283,32317.85714285714,91.85840933663505,0.011126508537147698,0.0,0.0,454.2,30791.8,91.85716934204102,0.010975963342934809,0.0,0.0,0.0,100.43290043290045,6.928406466512693,93.02019839847017,3.2872857508314146,29.810250543763562,5.349273504612939,0.004817406985813122,0.002724269688081371,0.0,0.0,0.0,0.0,0.014333921550416396,0.0,0.000379834856313555,0.0006759643554657272,1.000013499159651,0.0,1.01371589805006,0.0,0.0,81.89668287950781,81.89668287950781,5010.210703043225,5010.210703043225,0,0.0
