timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,session_session_length,daily_Estimated Revenue,visits_visits_gained,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-26 00:00:00+00:00,1,0,0,7822444776,83,17.555643836657207,1059855,3547994,0.0036568103112816,85.02562713623047,30683,0.2451904416084289,1059855.0,33329.0,4084838.0,85.00362396240234,0.2611497342586517,19.12989314397176,2413363.0,41540.0,5246224.0,84.89289093017578,0.3163409531116485,18.23387809594472,1473709.142857143,40824.0,4827349.428571428,84.9644023350307,0.30090220059667316,18.191592114312307,1961752.3666666667,73946.83333333333,8740960.433333334,83.55124308268229,0.5368611524502437,19.60095382399029,-56.0838962062483,0.0,-26.136254212806932,-7.9390320741696385,-32.37052020653331,-13.142357175486518,-22.491716865412602,-6.111165571555266,0.15635726926046534,0.025884983254198524,0.3562693805093882,0.4294923933271324,34.54096597575283,0.2987194175865524,0.008647982874834943,1.6564178375795586e-05,0.019620895385740293,0.17805925311978793,1.0169136831507095,0.751220779899561,0.5604842131403068,733479.5626663573,842557.7190748329,16248.026905909604,28641.786547393247,2134990.78776134,3374126.822112808,21,0.3213824367760325
2025-08-27 00:00:00+00:00,1,0,0,7822444776,84,14.807371934254965,1088880,3187896,0.0037146175678609,85.04704284667969,27948,0.2277150750160217,1059855.0,30683.0,3547994.0,85.02562713623047,0.2451904416084289,17.555643836657207,2346923.0,41498.0,4911956.0,84.9067153930664,0.3252709507942199,16.723283171653748,1293988.7142857143,38888.28571428572,4581055.142857143,84.9844491141183,0.28696564691407334,17.917890508969624,1982239.8,72976.96666666666,8667568.433333334,83.7597526550293,0.5303342401981354,19.22404166460037,-53.603931615992515,2.73858216454137,-32.652176008482336,-8.91373073037187,-35.09925577509245,-10.149340726055344,-29.992188217236826,-7.127262579148786,0.1652725028446156,0.025187359588541014,0.3588861917211749,0.40966865853176265,38.95953343590111,0.3415668699459236,0.008766908090192375,1.3598705399630413e-05,0.020234244210382512,0.1548855230991248,1.0146215386300508,0.652791208352145,0.5411033743679489,682241.9326895701,812061.5197542695,16156.971857510709,29706.712242189136,2178915.7905342625,3472060.4742334057,21,0.33018375886954937
2025-08-28 00:00:00+00:00,1,0,0,7822444776,85,17.614865978558857,1045880,3127414,0.0035286263950177,85.05899047851562,26731,0.2279150187969207,1088880.0,27948.0,3187896.0,85.04704284667969,0.2277150750160217,14.807371934254965,1770733.0,39036.0,4745126.0,84.92438507080078,0.313060462474823,18.59501441319783,1190438.2857142857,37130.42857142857,4349953.428571428,85.00367845807757,0.27480201210294447,17.777869304021202,1992533.8,71899.76666666666,8564844.666666666,83.93662465413412,0.5229725301265716,18.970333817270063,-40.93519463408656,-3.949011828667992,-31.52218465006661,-4.354515528839276,-34.09207679627475,-1.8972388057828748,-27.19776333453474,0.0878043673151252,0.15850030306681084,0.014048262509813725,0.36424552595034476,0.40027464073122154,39.124644620679334,0.33442315778366477,0.008547314635249879,1.6842132114990957e-05,0.01964024135044716,0.13563375674577702,1.0127126127401513,0.5974494815165924,0.525461656726857,642229.8540593024,797560.7509398157,14975.212859299063,30795.212615715554,2151371.6001478476,3590858.728638743,21,0.3171447631754503
2025-08-29 00:00:00+00:00,1,0,0,7822444776,85,17.049977501233418,1088880,3204066,0.0036353336429154,85.08995056152344,29621,0.199654996395111,1045880.0,26731.0,3127414.0,85.05899047851562,0.2279150187969207,17.614865978558857,1572251.0,45244.0,4806270.0,84.94715118408203,0.3114100694656372,20.057818452517193,1121385.2857142857,34898.57142857143,4121067.1428571427,85.02407836914062,0.25883700166429785,17.34817773955209,2000427.1666666667,70739.46666666666,8448423.933333334,84.0855598449707,0.5140765031178792,18.80697917011049,-30.74388249713309,4.1113703292920745,-34.530545486694365,10.811417455388872,-33.33570523503673,2.4509706741736137,-35.886788523663306,-12.399368216708107,0.16810378623759448,0.03639836639681704,0.360482315233056,0.39340912019305113,36.75916548511242,0.33984308068464236,0.009244812920578752,1.5658256045640817e-05,0.02080835614885372,0.12021436341214764,1.0111614708387537,0.5605729138256316,0.5034989930379016,591755.8727701821,786986.2916486114,14001.282803866343,31728.00149952756,2059247.9923758488,3708215.7194135725,21,0.33018375886954937
2025-08-30 00:00:00+00:00,1,1,0,7822444776,87,16.97954062620799,784248,4222756,0.0025864095339704,85.07484436035156,41519,0.2819641828536987,1088880.0,29621.0,3204066.0,85.08995056152344,0.199654996395111,17.049977501233418,1320757.0,53515.0,5754116.0,84.96199035644531,0.3549696207046509,15.934305230776468,1044741.1428571428,33184.857142857145,3902301.4285714286,85.04020036969867,0.2484076533998761,17.497497081756592,1990762.6333333333,69830.13333333333,8347243.433333334,84.20849049886068,0.5056537767251332,18.56662967469957,-40.621325497423065,-27.97663654397179,-22.416145006073062,40.167448769454104,-26.613297333595643,31.793664674822566,-20.566672073522508,41.225708319214995,0.13282881372338462,-0.017753214183557908,0.3858382009155163,0.4020664297219477,18.888439306358382,0.18571942453709744,0.009832202042409734,2.165070102251707e-05,0.017377853393560787,0.107985567595724,1.0098767934909039,0.5247944307191602,0.4912603540879064,588481.0579133899,800418.8244081963,10356.354691154995,32173.334398635725,1604466.571715617,3782479.999534866,21,0.23780944872339135
2025-08-31 00:00:00+00:00,1,1,0,7822444776,88,16.96560247739156,1059855,5133582,0.0034386724709407,84.94234466552734,28649,0.213258609175682,784248.0,41519.0,4222756.0,85.07484436035156,0.2819641828536987,16.97954062620799,1185590.0,42463.0,5941146.0,84.9813232421875,0.2952641248703003,19.345186551411945,1026779.0,31211.428571428572,3786935.1428571427,85.03463200160435,0.23669257972921637,17.157556499753678,1987145.3,67781.53333333334,8222869.7,84.30427474975586,0.4925462161501249,18.469446196821004,-10.605268263058898,35.14283746977998,-32.531851258742904,-30.997856403092563,-13.59273109935356,21.569467902005222,-27.77361311017401,-24.366773461317802,-0.04586722726012127,-0.15574485715541542,0.38469267173670096,0.404851331884959,36.993193717277485,0.2064552185091777,0.005580702600892983,1.6007459954363196e-05,-0.001517704554961528,0.0979637426051732,1.0086633477841598,0.5167105797447222,0.4805489758489465,551894.0657218456,804498.4213539364,8201.089575493714,32788.46070435329,1069105.8506278486,3825969.293062672,21,0.3213824367760325
2025-09-01 00:00:00+00:00,0,0,1,7822444776,93,20.150284131368,956957,3171902,0.0030634777396393,84.94234466552734,21742,0.1745341569185257,1059855.0,28649.0,5133582.0,84.94234466552734,0.213258609175682,16.96560247739156,1059855.0,33329.0,4084838.0,85.00362396240234,0.2611497342586517,19.12989314397176,1012079.2857142857,29556.14285714286,3656515.714285714,85.02587781633649,0.22431892582348412,17.303326640810287,1976400.7333333334,65144.5,7951485.833333333,84.40122858683269,0.47637186845143636,18.534531901942362,-9.70868656561511,-9.70868656561511,-34.76551951753728,-24.109043945687457,-22.349380807757857,-38.21269437207781,-33.16701722328346,-18.158447345614636,-0.07209021688546757,0.0,0.37800848002774157,0.41304553692322377,44.01218783056616,0.3016980657983551,0.006854560180434269,2.1056602412402635e-05,-0.015835353306361318,0.08642139031704116,1.0074009494880891,0.512082022964718,0.47089037090432695,506370.0886192304,816343.5020751199,8852.422516892157,33215.44607636219,995147.927198638,3887444.421296893,21,0.29018042331251137
2025-09-02 00:00:00+00:00,0,0,0,7822444776,94,17.088521281878155,956957,2423597,0.0030364132657212,84.9457015991211,18678,0.1646314561367035,956957.0,21742.0,3171902.0,84.94234466552734,0.1745341569185257,20.150284131368,1059855.0,30683.0,3547994.0,85.02562713623047,0.2451904416084289,17.555643836657207,997379.5714285715,27841.14285714286,3495887.5714285714,85.01445988246373,0.21281049932752333,17.23659484727042,1964274.0666666667,62498.9,7607902.9,84.50351104736328,0.45752148727575936,18.43177874220742,-9.70868656561511,0.0,-39.12590033569078,-14.092539784748414,-31.691062611718056,-23.59168095357297,-32.85567942341682,-5.673789564552045,-0.09400170254706408,0.003952014283292726,0.3310699078734003,0.4220503098792759,51.23170405267948,0.39484972342773017,0.007706723639811553,1.785712777559533e-05,-0.024461473737442965,0.07252721733458262,1.0060464805398923,0.5077598835895158,0.46513771537741405,409051.5564927853,829022.4785244921,9802.677120321341,33662.29898857997,1084420.7661594965,3905901.854130271,21,0.29018042331251137
2025-09-03 00:00:00+00:00,0,0,0,7822444776,96,16.09598632653554,945400,2204208,0.0029766566313108,84.95638275146484,16817,0.1465457528829574,956957.0,18678.0,2423597.0,84.9457015991211,0.1646314561367035,17.088521281878155,1088880.0,27948.0,3187896.0,85.04704284667969,0.2277150750160217,14.807371934254965,976882.4285714285,26251.0,3355360.714285714,85.00150844029018,0.2012148818799427,17.420682617596217,1943379.0333333334,59485.0,7284166.133333334,84.59334004720053,0.4352757439017296,18.14779833952586,-13.176842259936816,-1.2076822678552923,-39.82753685415772,-9.963593532498127,-30.856966475694314,-9.05220628677127,-35.64512456074915,-10.985569634231041,-0.10659993831682035,0.012574093971418066,0.22965280964364246,0.4358129664146329,56.213580687358785,0.42890669623434075,0.0076294942993155365,1.7025565158631672e-05,-0.026029314313612332,0.059986913084852406,1.004825065340391,0.5026721045229426,0.4622699167113942,260755.9691479061,846949.7813850018,10601.68077826212,33566.43430263488,1177753.1277378835,3938840.118623392,21,0.28667596579537874
2025-09-04 00:00:00+00:00,0,0,0,7822444776,103,28.54708576202393,861585,2064667,0.0026959518199622,84.9638442993164,19076,0.1627288311719894,945400.0,16817.0,2204208.0,84.95638275146484,0.1465457528829574,16.09598632653554,1045880.0,26731.0,3127414.0,85.05899047851562,0.2279150187969207,17.614865978558857,950554.5714285715,25157.428571428572,3203539.714285714,84.98791612897601,0.19190256936209535,18.982428300948367,1909147.7333333334,56776.13333333333,6958973.333333333,84.66966323852539,0.4155555546283722,18.423525800969866,-17.62104639155544,-8.865559551512591,-28.63716284463731,13.432835820895516,-33.98165385203238,-6.330663893788612,-28.601093499245955,11.04302101607615,-0.111859050600005,0.008782798431283823,0.182516455276028,0.4555388611487627,45.16354772763013,0.4172995367778258,0.009239257837095359,3.3133182017841435e-05,-0.021853038242881484,0.04914145973553622,1.0037587593747015,0.49789471753918296,0.4617976278375395,195383.21352850486,869690.9842074084,10999.827358535178,33434.39995772817,1256949.7158959333,3954099.413652656,21,0.2612605373279156
2025-09-05 00:00:00+00:00,0,0,0,7822444776,107,35.240551857721236,824706,2518497,0.0025618334447071,84.98259735107422,23437,0.164132222533226,861585.0,19076.0,2064667.0,84.9638442993164,0.1627288311719894,28.54708576202393,1088880.0,29621.0,3204066.0,85.08995056152344,0.199654996395111,17.049977501233418,912815.4285714285,24274.0,3105601.285714286,84.97257995605469,0.1868278873818261,21.581081780446628,1865938.9,54267.8,6637553.6,84.73841781616211,0.39481555769840876,18.948799968711914,-24.261075600617144,-4.280366998032692,-20.877080449680975,22.861186831620884,-21.396843885238315,21.98078431049657,-17.792078587197757,0.8624110129282103,-0.12616438221055848,0.02207180232070005,0.1403766672011382,0.47737375294789836,35.18670535028586,0.3274594619491459,0.009305943463127625,4.2730996411721056e-05,-0.00784655979701125,0.03909347075906906,1.0027633527498776,0.48919899176303605,0.47320295195798734,142777.15834480166,890750.2554644732,10375.888621285176,33001.63992727718,1261513.6440393345,3908296.508387009,21,0.2500776275092486
2025-09-06 00:00:00+00:00,0,1,0,7822444776,111,80.58180336725144,1089303,3007027,0.0033550129021585,84.98868560791016,22196,0.1462257951498031,824706.0,23437.0,2518497.0,84.98259735107422,0.164132222533226,35.240551857721236,784248.0,41519.0,4222756.0,85.07484436035156,0.2819641828536987,16.97954062620799,956394.7142857143,21513.571428571428,2931925.714285714,84.96027156284877,0.16743668913841245,30.66711931488141,1821803.5666666667,51155.7,6320850.366666666,84.79645919799805,0.3709245910247167,20.984518535742684,38.89777213330476,32.08379713497902,-46.54013824995785,-5.295046294320949,-28.789941924184113,19.397680441946118,-48.14029439133603,-10.909757454724057,-0.10127406413635853,0.007164121862257566,0.1156888411713284,0.49153539261662127,49.074334369509394,0.36225236346319356,0.007381374566515509,7.397549569931942e-05,0.008488246372771267,0.03042552468508895,1.0019318302485747,0.5249713700119816,0.4514035822641245,115754.54416962505,895480.931411861,7901.012380882183,31385.02446769687,1107111.382686052,3799622.3258710327,21,0.33031202619928435
2025-09-07 00:00:00+00:00,0,1,0,7822444776,111,29.40974115288776,865380,2879122,0.0026397245673739,85.01937103271484,16512,0.1358523666858673,1089303.0,22196.0,3007027.0,84.98868560791016,0.1462257951498031,80.58180336725144,1059855.0,28649.0,5133582.0,84.94234466552734,0.213258609175682,16.96560247739156,928612.5714285715,19779.714285714286,2609860.0,84.97127532958984,0.15637865449701033,32.44485341138086,1757601.5666666667,47700.03333333333,5979486.833333333,84.84447758992513,0.349951845407486,21.344248597616982,-18.349208146397388,-20.55653936508024,-42.3644804356173,-25.608217696882317,-43.9159245922243,-4.253536798971213,-36.29688986016391,-7.094116638797276,0.09068076410041481,0.036105305765343765,0.11019948723243109,0.5078542748251782,52.405983164779265,0.30057069461777075,0.005735079744769501,3.398473175732742e-05,0.012259347098214196,0.02346614884322423,1.001494472513315,0.5283407736087238,0.4468576364125816,107741.57425502311,892605.4690710971,7084.396534902077,29150.548559910127,840468.0274435596,3623665.3693514545,21,0.26241130450603434
2025-09-08 00:00:00+00:00,0,0,0,7822444776,114,20.786448520162832,798231,1609389,0.0024182295785463,85.0329360961914,12918,0.1209423393011093,865380.0,16512.0,2879122.0,85.01937103271484,0.1358523666858673,29.40974115288776,956957.0,21742.0,3171902.0,84.94234466552734,0.1745341569185257,20.150284131368,905937.4285714285,18519.14285714286,2386643.8571428573,84.98421696254185,0.14872268055166513,32.535734038351556,1688187.5,43417.26666666667,5537570.366666666,84.88267669677734,0.323417367041111,21.463850676536232,-16.586534191191447,-7.759481383900713,-40.58504277435379,-21.765988372093027,-49.26107427026434,-44.101396189532785,-30.705632962396923,-10.975169405207785,0.10665049454519071,0.015955262091194022,0.11975870738207475,0.5231526589581612,61.78736744330057,0.49598357141525673,0.00802664363516612,2.604061039918574e-05,0.01473290579660128,0.018078460523629346,1.0011962425045482,0.5366331811907318,0.459847539766658,114849.60122003566,883179.7794449308,7439.642698276455,23869.28190262804,898053.1405748349,3296031.10394159,21,0.24204954818363758
2025-09-09 00:00:00+00:00,0,0,0,7822444776,122,60.37327687636666,727142,1451066,0.0021929159946967,85.0468521118164,12372,0.1144284904003143,798231.0,12918.0,1609389.0,85.0329360961914,0.1209423393011093,20.786448520162832,956957.0,18678.0,2423597.0,84.9457015991211,0.1646314561367035,17.088521281878155,873106.7142857143,17618.285714285714,2247710.8571428573,84.99866703578404,0.14155082830360954,38.71927055184991,1613247.1,40605.13333333333,5074824.666666667,84.91370290120443,0.30298734555641804,22.866014227355404,-24.015185635300227,-8.905817990030451,-33.761644715708314,-4.226660473757549,-40.12758721850208,-9.837460054716418,-30.494151551877557,-5.3859127733402845,0.11907666990929044,0.016365441749832677,0.13497624372086517,0.5364326491040942,58.7684474258466,0.5011084946456642,0.008526139730281235,8.30280658362477e-05,0.01594161987304896,0.013850686282284716,1.0010005939168436,0.5412107756373554,0.46718396124319966,126235.60638855364,865398.4155124975,7783.1408375217925,22288.24831800511,975066.676808239,2812333.167226836,21,0.22049305597671176
