timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,ratings_like_ratio,visits_visits_gained,session_session_length,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2023-11-06 00:00:00+00:00,0,0,0,4126908979,84,0.002040687482804,97.72673797607422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,97.72673797607422,0.002040687482804,0.0,0.0,84.0,0.0,97.72673797607422,0.002040687482804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2023-11-07 00:00:00+00:00,0,0,0,4126908979,89,0.0021726796403527,97.7087860107422,11114,0.0,0.0,0.0,0.0,0.0,84.0,0.0,97.72673797607422,0.002040687482804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5,5557.0,97.7177619934082,0.00210668356157835,0.0,0.0,86.5,5557.0,97.7177619934082,0.00210668356157835,0.0,0.0,0.0,0.0,5.952380952380953,0.0,inf,0.0,6.468024068405431,0.0,-0.01836955341373292,0.0,0.0,0.0,0.0,0.008007197480881691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.5355339059327378,3.5355339059327378,7858.784766107289,7858.784766107289,0,0.0
2023-11-08 00:00:00+00:00,0,0,0,4126908979,59,0.0015875108074396,97.60755157470705,10686,0.0,0.0,0.0,0.0,0.0,89.0,11114.0,97.7087860107422,0.0021726796403527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33333333333333,7266.666666666667,97.68102518717448,0.0019336259768654334,0.0,0.0,77.33333333333333,7266.666666666667,97.68102518717448,0.0019336259768654334,0.0,0.0,0.0,0.0,-33.70786516853933,0.0,-3.850998740327516,0.0,-26.933047194114035,0.0,-0.10360832445920343,0.0,0.0,0.0,0.0,0.005520726115841677,0.0,-0.059593200683589205,0.0,1.0,0.0,1.0,0.0,0.0,16.07275126832159,16.07275126832159,6296.755460817368,6296.755460817368,0,0.0
2023-11-09 00:00:00+00:00,0,0,0,4126908979,90,0.0023441645316779,97.57147216796876,9631,0.0,0.0,0.0,0.0,0.0,59.0,10686.0,97.60755157470705,0.0015875108074396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,7857.75,97.65363693237306,0.00203626061556855,0.0,0.0,80.5,7857.75,97.65363693237306,0.00203626061556855,0.0,0.0,0.0,0.0,52.542372881355924,0.0,-9.872730675650388,0.0,47.6629022424522,0.0,-0.036963745280160776,0.0,0.0,0.0,0.0,0.009343853820598007,0.0,-0.056703186035154604,0.0,1.0,0.0,1.0,0.0,0.0,14.571661996262927,14.571661996262927,5275.4403528678695,5275.4403528678695,0,0.0
2023-11-10 00:00:00+00:00,0,0,1,4126908979,76,0.0014352909056469,97.38611602783205,10587,0.0,0.0,0.0,0.0,0.0,90.0,9631.0,97.57147216796876,0.0023441645316779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6,8403.6,97.60013275146486,0.00191606667358422,0.0,0.0,79.6,8403.6,97.60013275146486,0.00191606667358422,0.0,0.0,0.0,0.0,-15.555555555555555,0.0,9.926279721731902,0.0,-38.771750606620124,0.0,-0.18996960486322712,0.0,0.0,0.0,0.0,0.007177937287495277,0.0,-0.08185577392577863,-0.08185577392577863,1.0,0.0,1.0,0.0,0.0,12.778888840583909,12.778888840583909,4728.896731796964,4728.896731796964,0,0.0
2023-11-11 00:00:00+00:00,0,1,1,4126908979,127,0.0019346608314663,96.717041015625,23684,0.0,0.0,0.0,0.0,0.0,76.0,10587.0,97.38611602783205,0.0014352909056469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,10950.333333333334,97.45295079549153,0.0019191656998979003,0.0,0.0,87.5,10950.333333333334,97.45295079549153,0.0019191656998979003,0.0,0.0,0.0,0.0,67.10526315789474,0.0,123.70832152640033,0.0,34.79224482331189,0.0,-0.6870332645937283,0.0,0.0,0.0,0.0,0.005362043487439307,0.0,-0.172930690220411,-0.172930690220411,1.0,0.0,1.0,0.0,0.0,22.474429914905517,22.474429914905517,7536.9141872961945,7536.9141872961945,0,0.0
2023-11-12 00:00:00+00:00,0,1,0,4126908979,110,0.0016228248132392,96.26820373535156,16822,0.0,0.0,0.0,0.0,0.0,127.0,23684.0,96.717041015625,0.0019346608314663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71428571428571,11789.142857142857,97.28370121547154,0.001876831287518086,0.0,0.0,90.71428571428571,11789.142857142857,97.28370121547154,0.001876831287518086,0.0,0.0,0.0,0.0,-13.38582677165354,0.0,-28.973146427968246,0.0,-16.118381741917844,0.0,-0.464072593164766,0.0,0.0,0.0,0.0,0.006538667300719253,0.0,-0.23501886640276454,-0.23501886640276454,1.0,0.0,1.0,0.0,0.0,22.20896429908642,22.20896429908642,7229.299607121274,7229.299607121274,0,0.0
2023-11-13 00:00:00+00:00,0,0,0,4126908979,63,0.0015130736865103,95.99089050292967,13600,0.0,0.0,0.0,0.0,0.0,110.0,16822.0,96.26820373535156,0.0016228248132392,0.0,0.0,84.0,0.0,97.72673797607422,0.002040687482804,0.0,0.0,87.71428571428571,13732.0,97.03572300502232,0.0018014578880475574,0.0,0.0,87.25,12015.5,97.12209987640381,0.0018313615873921125,0.0,0.0,0.0,-25.0,-42.72727272727273,inf,-19.153489478064444,-25.854708314706475,-6.762968241151923,-1.7762257383128088,-0.28806316276996924,0.0,0.0,0.0,0.0,0.004632012352032939,0.0,-0.3102433340890067,-0.26441347031365764,0.9991106362867832,0.0,0.9836713298179752,0.0,0.0,22.776867964795212,22.776867964795212,6723.582590936387,6723.582590936387,0,0.0
2023-11-14 00:00:00+00:00,0,0,0,4126908979,66,0.0016884260112419,95.807861328125,12831,0.0,0.0,0.0,0.0,0.0,63.0,13600.0,95.99089050292967,0.0015130736865103,0.0,0.0,89.0,11114.0,97.7087860107422,0.0021726796403527,0.0,0.0,84.42857142857143,13977.285714285714,96.764162336077,0.0017322787981745857,0.0,0.0,84.88888888888889,12106.111111111111,96.97607337103949,0.0018154798567087554,0.0,0.0,0.0,-25.842696629213478,4.761904761904767,15.448983264351268,-5.6544117647058805,-22.288312557307766,11.589146404100559,-1.9455002566588164,-0.19067348354173674,0.0,0.0,0.0,0.0,0.005143391521197007,0.0,-0.3456480843680244,-0.2727053324381578,0.9978148111426239,0.0,0.9541713127652085,0.0,0.0,22.452418825398546,22.452418825398546,6295.207372367578,6295.207372367578,0,0.0
2023-11-15 00:00:00+00:00,0,0,0,4126908979,51,0.0012185404775664,95.66172790527344,11487,0.0,0.0,0.0,0.0,0.0,66.0,12831.0,95.807861328125,0.0016884260112419,0.0,0.0,59.0,10686.0,97.60755157470705,0.0015875108074396,0.0,0.0,83.28571428571429,14091.714285714286,96.48618752615792,0.001679568751049843,0.0,0.0,81.5,12044.2,96.84463882446289,0.00175578591879452,0.0,0.0,0.0,-13.559322033898303,-22.72727272727273,7.4957888826501895,-10.474631751227491,-23.242067275642043,-27.829797133359836,-1.9935175486338386,-0.15252759097823532,0.0,0.0,0.0,0.0,0.0044394150417827296,0.0,-0.3432818821498291,-0.2700227217240799,0.9962986975566641,0.0,0.9565908537431455,0.0,0.0,23.726450312772126,23.726450312772126,5938.406591371497,5938.406591371497,0,0.0
