timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,ccu_playing,platform_platform_share,ratings_like_ratio,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-11-27 00:00:00+00:00,0,0,0,1001911915,94254,0.0,3859,0.1079748943448066,83.15693664550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3859.0,94254.0,83.15693664550781,0.1079748943448066,0.0,0.0,3859.0,94254.0,83.15693664550781,0.1079748943448066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040942125086202326,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-11-28 00:00:00+00:00,0,1,0,1001911915,131950,0.0,3631,0.1021499335765838,83.13212585449219,0.0,0.0,0.0,0.0,3859.0,94254.0,83.15693664550781,0.1079748943448066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3745.0,113102.0,83.14453125,0.10506241396069521,0.0,0.0,3745.0,113102.0,83.14453125,0.10506241396069521,0.0,0.0,0.0,0.0,-5.908266390256545,0.0,39.994058607592244,0.0,-5.3947362519488955,0.0,-0.029836105100156107,0.0,0.0,0.0,0.0,0.02751779069503073,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,161.22034611053283,161.22034611053283,26655.097223608096,26655.097223608096,0,0.0
2020-11-29 00:00:00+00:00,0,1,0,1001911915,125819,0.0,3527,0.1015335395932197,83.09800720214844,0.0,0.0,0.0,0.0,3631.0,131950.0,83.13212585449219,0.1021499335765838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.3333333333335,117341.0,83.12902323404948,0.10388612250487005,0.0,0.0,3672.3333333333335,117341.0,83.12902323404948,0.10388612250487005,0.0,0.0,0.0,0.0,-2.864224731478926,0.0,-4.646456991284575,0.0,-0.6034208361985649,0.0,-0.041041477037973007,0.0,0.0,0.0,0.0,0.028032109362581464,0.0,-0.0294647216796902,0.0,1.0,0.0,1.0,0.0,0.0,169.8155862497119,169.8155862497119,20227.567006439505,20227.567006439505,0,0.0
2020-11-30 00:00:00+00:00,0,0,0,1001911915,98625,0.0,2919,0.1017451435327529,83.10630798339844,0.0,0.0,0.0,0.0,3527.0,125819.0,83.09800720214844,0.1015335395932197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484.0,112662.0,83.12334442138672,0.10335087776184075,0.0,0.0,3484.0,112662.0,83.12334442138672,0.10335087776184075,0.0,0.0,0.0,0.0,-17.238446271618933,0.0,-21.61358777291188,0.0,0.208407921540954,0.0,0.009989145984934389,0.0,0.0,0.0,0.0,0.02959665808204733,0.0,-0.018600463867202058,0.0,1.0,0.0,1.0,0.0,0.0,401.3759667277884,401.3759667277884,18982.67127320775,18982.67127320775,0,0.0
2020-12-01 00:00:00+00:00,0,0,0,1001911915,90832,0.0,2559,0.0913184657692909,83.05973815917969,0.0,0.0,0.0,0.0,2919.0,98625.0,83.10630798339844,0.1017451435327529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.0,108296.0,83.11062316894531,0.10094439536333077,0.0,0.0,3299.0,108296.0,83.11062316894531,0.10094439536333077,0.0,0.0,0.0,0.0,-12.332990750256933,0.0,-7.901647655259825,0.0,-10.247838276532118,0.0,-0.05603644939690122,0.0,0.0,0.0,0.0,0.028172580449836514,0.0,-0.022021484375004327,-0.022021484375004327,1.0,0.0,1.0,0.0,0.0,540.3258276262574,540.3258276262574,19119.783903067524,19119.783903067524,0,0.0
2020-12-02 00:00:00+00:00,0,0,0,1001911915,87321,0.0,2331,0.0808275714516639,83.07725524902344,0.0,0.0,0.0,0.0,2559.0,90832.0,83.05973815917969,0.0913184657692909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3137.6666666666665,104800.16666666667,83.10506184895833,0.09759159137805297,0.0,0.0,3137.6666666666665,104800.16666666667,83.10506184895833,0.09759159137805297,0.0,0.0,0.0,0.0,-8.909730363423208,0.0,-3.865377840408668,0.0,-11.488250737951988,0.0,0.021089748453317902,0.0,0.0,0.0,0.0,0.02669430384095646,0.0,-0.017350551060261937,-0.017350551060261937,1.0,0.0,1.0,0.0,0.0,624.285404816312,624.285404816312,19125.32387612473,19125.32387612473,0,0.0
2020-12-03 00:00:00+00:00,0,0,0,1001911915,92010,0.0,2225,0.0799253955483436,83.0983657836914,0.0,0.0,0.0,0.0,2331.0,87321.0,83.07725524902344,0.0808275714516639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007.285714285714,102973.0,83.10410526820591,0.09506784911666591,0.0,0.0,3007.285714285714,102973.0,83.10410526820591,0.09506784911666591,0.0,0.0,0.0,0.0,-4.547404547404543,0.0,5.369842305974504,0.0,-1.116173462986958,0.0,0.02541072716555348,0.0,0.0,0.0,0.0,0.02418189129560596,0.0,-0.01156152997697884,-0.01156152997697884,1.0,0.0,1.0,0.0,0.0,666.1615705632066,666.1615705632066,18115.870868752994,18115.870868752994,0,0.0
2020-12-04 00:00:00+00:00,0,0,0,1001911915,67035,0.0,2487,0.0830689072608947,83.12431335449219,0.0,0.0,0.0,0.0,2225.0,92010.0,83.0983657836914,0.0799253955483436,0.0,0.0,3859.0,94254.0,83.15693664550781,0.1079748943448066,0.0,0.0,2811.285714285714,99084.57142857143,83.09944479806083,0.09150985096182136,0.0,0.0,2942.25,98480.75,83.1066312789917,0.09356798138469452,0.0,0.0,0.0,-35.553252137859545,11.775280898876407,-28.878349990451333,-27.143788718617547,-23.0664611760371,3.933057435605325,-0.039230991822958305,0.031225127661738128,0.0,0.0,0.0,0.0,0.03709946894206098,0.0,-0.0018490382603256741,-0.006023679460792326,0.9999135269855092,0.0,0.9780039026981743,0.0,0.0,643.5934275612204,643.5934275612204,21041.476141523097,21041.476141523097,0,0.0
2020-12-05 00:00:00+00:00,0,1,0,1001911915,118001,0.0,2714,0.0769052878022193,83.11968994140625,0.0,0.0,0.0,0.0,2487.0,67035.0,83.12431335449219,0.0830689072608947,0.0,0.0,3631.0,131950.0,83.13212585449219,0.1021499335765838,0.0,0.0,2680.285714285714,97091.85714285714,83.09766823904855,0.087903472994055,0.0,0.0,2916.8888888888887,100649.66666666667,83.10808224148221,0.09171657098664171,0.0,0.0,0.0,-25.254750757367116,9.127462806594288,-10.571428571428577,76.02894010591481,-24.71332568751805,-7.419887490896349,-0.014959214573317947,-0.005562046649598695,0.0,0.0,0.0,0.0,0.02299961017609871,0.0,0.004988806588307499,-0.0033459981282565406,0.9998746932650496,0.0,0.9584252011215937,0.0,0.0,606.8151375098606,606.8151375098606,20730.136251361204,20730.136251361204,0,0.0
2020-12-06 00:00:00+00:00,0,1,0,1001911915,239372,0.0,2527,0.0737800523638725,83.10999298095703,0.0,0.0,0.0,0.0,2714.0,118001.0,83.11968994140625,0.0769052878022193,0.0,0.0,3527.0,125819.0,83.09800720214844,0.1015335395932197,0.0,0.0,2537.4285714285716,113313.71428571429,83.09938049316406,0.08393868910414826,0.0,0.0,2877.9,114521.9,83.10827331542968,0.08992291912436479,0.0,0.0,0.0,-28.352707683583777,-6.890198968312456,90.25107495688252,102.85590800077964,-27.334304842062796,-4.063745845908673,0.01442366575583609,-0.011666261575393744,0.0,0.0,0.0,0.0,0.010556746166025407,0.0,0.006357737949921819,-0.002329231031013609,0.9998929971480472,0.0,0.9334515596414275,0.0,0.0,585.2453331723372,585.2453331723372,48024.76858744639,48024.76858744639,0,0.0
